Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0014G-2H-2, 74.0 cm",NULL,11.247,11.32,11.247,11.32,"C0014G-2H-2, 76.0 cm",NULL,11.266,11.34,11.266,11.34,"C0014G-2H-2 W, 74.0--76.0 cm",CKY000000000003283100,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T07:37:16Z,449,glass beaker,6.219,2.847,9.5005,5.4066,3.2815,449,glass beaker,6.219,2.847,7.368,3.2834,1.149,2.2098,2.158,0.4016,2.5596,0.4364,0.0773,0.0348,1.0717,0.6734,2.062,1.282,0.4187,2.6686,0.8431,5.3735,fuway,2010-09-23T11:10:24Z
"C0014G-2H-3, 25.0 cm",NULL,12.13,12.235,12.13,12.235,"C0014G-2H-3, 27.0 cm",NULL,12.149,12.255,12.149,12.255,"C0014G-2H-3 W, 25.0--27.0 cm",CKY000000000003283200,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T07:37:32Z,124,glass beaker,5.99,2.692,10.2408,6.1052,4.2508,124,glass beaker,5.99,2.692,7.5721,3.4481,1.5821,2.7655,2.7007,0.7125,3.4132,0.7561,0.0968,0.0436,1.4853,0.6506,1.8619,1.2454,0.4352,2.0846,0.7913,3.7905,fuway,2010-09-23T11:10:24Z
"C0014G-2H-4, 104.0 cm",NULL,14.249,14.43,14.249,14.43,"C0014G-2H-4, 106.0 cm",NULL,14.269,14.45,14.269,14.45,"C0014G-2H-4 W, 104.0--106.0 cm",CKY000000000003283300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T07:37:52Z,403,glass beaker,6.142,2.77,10.966,6.3734,4.824,403,glass beaker,6.142,2.77,8.2082,3.6276,2.0662,2.8578,2.7908,0.8126,3.6034,0.8576,0.1,0.045,1.9662,0.5924,1.4535,1.3387,0.5457,2.4196,0.7745,3.4344,fuway,2010-09-23T11:10:24Z
"C0014G-2H-5, 86.0 cm",NULL,15.432,15.655,15.432,15.655,"C0014G-2H-5, 88.0 cm",NULL,15.451,15.675,15.451,15.675,"C0014G-2H-5 W, 86.0--88.0 cm",CKY000000000003283400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T07:50:00Z,130,glass beaker,6.112,2.759,12.1797,7.2722,6.0677,130,glass beaker,6.112,2.759,8.5881,3.6962,2.4761,3.7219,3.6347,0.8785,4.5132,0.9372,0.1303,0.0587,2.3458,0.6134,1.5866,1.3444,0.5198,2.6702,0.8053,4.1374,fuway,2010-09-23T11:10:24Z
"C0014G-2H-6, 49.0 cm",NULL,16.446,16.705,16.446,16.705,"C0014G-2H-6, 51.0 cm",NULL,16.465,16.725,16.465,16.725,"C0014G-2H-6 W, 49.0--51.0 cm",CKY000000000003285800,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T09:24:44Z,122,glass beaker,5.972,2.732,13.8769,7.5426,7.9049,122,glass beaker,5.972,2.732,10.7749,4.4541,4.8029,3.2145,3.1392,1.6714,4.8106,1.7221,0.1125,0.0507,4.6904,0.4066,0.6853,1.6432,0.975,2.8063,0.6526,1.8782,fuway,2010-09-23T11:10:24Z
"C0014G-2H-7, 94.0 cm",NULL,18.275,18.6,18.275,18.6,"C0014G-2H-7, 96.0 cm",NULL,18.295,18.62,18.295,18.62,"C0014G-2H-7 W, 94.0--96.0 cm",CKY000000000003285900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T09:25:10Z,180,glass beaker,6.065,2.725,13.3533,6.9875,7.2883,180,glass beaker,6.065,2.725,10.8838,4.5288,4.8188,2.5591,2.4991,1.7634,4.2625,1.8038,0.0896,0.0404,4.7292,0.3511,0.5411,1.7099,1.1095,2.6819,0.5863,1.4172,fuway,2010-09-23T11:10:24Z
"C0014G-2H-CC, 15.0 cm",NULL,18.526,18.86,18.526,18.86,"C0014G-2H-CC, 17.0 cm",NULL,18.546,18.88,18.546,18.88,"C0014G-2H-CC W, 15.0--17.0 cm",CKY000000000003286000,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T09:25:31Z,423,glass beaker,6.233,2.819,15.002,8.0136,8.769,423,glass beaker,6.233,2.819,11.9347,4.9597,5.7017,3.1785,3.104,2.0906,5.1946,2.1407,0.1112,0.0501,5.5905,0.3625,0.5686,1.6881,1.0762,2.6741,0.5975,1.4847,fuway,2010-09-23T11:10:24Z
"C0014G-3H-1, 24.0 cm",NULL,18.921,18.94,18.921,18.94,"C0014G-3H-1, 26.0 cm",NULL,18.94,18.96,18.94,18.96,"C0014G-3H-1 W, 24.0--26.0 cm",CKY000000000003290800,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T12:01:55Z,409,glass beaker,6.2,2.81,9.9609,5.4071,3.7609,409,glass beaker,6.2,2.81,8.0522,3.5068,1.8522,1.9779,1.9315,0.6656,2.5971,0.6968,0.0692,0.0312,1.783,0.5259,1.1093,1.4481,0.6865,2.6788,0.7437,2.9019,fuway,2010-09-23T11:10:24Z
"C0014G-3H-2, 24.0 cm",NULL,19.511,19.58,19.511,19.58,"C0014G-3H-2, 26.0 cm",NULL,19.53,19.6,19.53,19.6,"C0014G-3H-2 W, 24.0--26.0 cm",CKY000000000003290900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T12:02:10Z,154,glass beaker,6.053,2.715,14.0826,8.1459,8.0296,154,glass beaker,6.053,2.715,10.1245,4.205,4.0715,4.1017,4.0056,1.4253,5.4309,1.49,0.1436,0.0647,3.9279,0.5108,1.0442,1.4785,0.7233,2.7558,0.7376,2.8104,fuway,2010-09-23T11:10:24Z
"C0014G-3H-3, 13.0 cm",NULL,20.71,20.88,20.71,20.88,"C0014G-3H-3, 15.0 cm",NULL,20.728,20.9,20.728,20.9,"C0014G-3H-3 W, 13.0--15.0 cm",CKY000000000003291000,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T12:05:26Z,145,glass beaker,5.973,2.688,13.0911,7.6939,7.1181,145,glass beaker,5.973,2.688,9.327,3.9462,3.354,3.9006,3.8092,1.1967,5.0059,1.2582,0.1365,0.0615,3.2175,0.548,1.2123,1.4219,0.6427,2.6886,0.7609,3.1831,fuway,2010-09-23T11:10:24Z
"C0014G-3H-4, 90.0 cm",NULL,21.807,22.07,21.807,22.07,"C0014G-3H-4, 92.0 cm",NULL,21.825,22.09,21.825,22.09,"C0014G-3H-4 W, 90.0--92.0 cm",CKY000000000003291100,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T12:05:45Z,170,glass beaker,6.056,2.705,13.442,7.7989,7.386,170,glass beaker,6.056,2.705,9.6816,4.0548,3.6256,3.8968,3.8055,1.2884,5.0939,1.3498,0.1364,0.0614,3.4892,0.5276,1.1168,1.45,0.685,2.7082,0.7471,2.9537,fuway,2010-09-23T11:10:24Z
"C0014G-3H-5, 94.0 cm",NULL,23.144,23.52,23.144,23.52,"C0014G-3H-5, 96.0 cm",NULL,23.162,23.54,23.162,23.54,"C0014G-3H-5 W, 94.0--96.0 cm",CKY000000000003291200,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T12:06:00Z,186,glass beaker,5.945,2.66,14.4249,7.609,8.4799,186,glass beaker,5.945,2.66,11.4232,4.6204,5.4782,3.1106,3.0377,1.9113,4.949,1.9604,0.1089,0.0491,5.3693,0.3668,0.5793,1.7135,1.0849,2.8092,0.6138,1.5893,fuway,2010-09-23T11:10:24Z
"C0014G-3H-6, 29.0 cm",NULL,23.835,24.27,23.835,24.27,"C0014G-3H-6, 31.0 cm",NULL,23.853,24.29,23.853,24.29,"C0014G-3H-6 W, 29.0--31.0 cm",CKY000000000003291300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T12:06:17Z,432,glass beaker,6.183,2.793,14.4409,8.0113,8.2579,432,glass beaker,6.183,2.793,11.0191,4.6044,4.8361,3.5459,3.4628,1.7555,5.2183,1.8114,0.1241,0.0559,4.712,0.4294,0.7525,1.5825,0.903,2.6841,0.6636,1.9725,fuway,2010-09-23T11:10:24Z
"C0014G-3H-7, 59.0 cm",NULL,24.563,25.06,24.563,25.06,"C0014G-3H-7, 61.0 cm",NULL,24.582,25.08,24.582,25.08,"C0014G-3H-7 W, 59.0--61.0 cm",CKY000000000003291400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T12:06:38Z,128,glass beaker,6.021,2.691,13.0025,7.1099,6.9815,128,glass beaker,6.021,2.691,10.12,4.24,4.099,2.987,2.917,1.5019,4.4189,1.549,0.1045,0.0471,3.9945,0.4278,0.7478,1.5799,0.904,2.6596,0.6601,1.9422,fuway,2010-09-23T11:10:25Z
"C0014G-3H-8, 44.0 cm",NULL,25.093,25.635,25.093,25.635,"C0014G-3H-8, 46.0 cm",NULL,25.112,25.655,25.112,25.655,"C0014G-3H-8 W, 44.0--46.0 cm",CKY000000000003292200,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T12:40:42Z,198,glass beaker,6.072,2.714,15.2133,7.3219,9.1413,198,glass beaker,6.072,2.714,12.9787,5.0971,6.9067,2.3156,2.2613,2.3466,4.6079,2.3831,0.081,0.0365,6.8257,0.2533,0.3392,1.9838,1.4813,2.9088,0.4907,0.9636,fuway,2010-09-23T11:10:25Z
"C0014G-3H-9, 44.0 cm",NULL,26.439,27.095,26.439,27.095,"C0014G-3H-9, 46.0 cm",NULL,26.458,27.115,26.458,27.115,"C0014G-3H-9 W, 44.0--46.0 cm",CKY000000000003293600,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T13:40:27Z,184,glass beaker,6.06,2.731,12.4812,6.6647,6.4212,184,glass beaker,6.06,2.731,9.987,4.1814,3.927,2.5847,2.5241,1.4096,3.9337,1.4504,0.0905,0.0408,3.8365,0.4025,0.6737,1.6324,0.9753,2.7217,0.6417,1.7906,fuway,2010-09-23T11:10:25Z
"C0014G-3H-10, 25.0 cm",NULL,27.195,27.915,27.195,27.915,"C0014G-3H-10, 27.0 cm",NULL,27.214,27.935,27.214,27.935,"C0014G-3H-10 W, 25.0--27.0 cm",CKY000000000003293700,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T13:41:30Z,158,glass beaker,6.024,2.722,16.3487,8.2915,10.3247,158,glass beaker,6.024,2.722,13.2982,5.2543,7.2742,3.1611,3.087,2.4825,5.5695,2.5323,0.1106,0.0498,7.1636,0.3062,0.4413,1.8538,1.2862,2.8856,0.5543,1.2435,fuway,2010-09-23T11:10:25Z
"C0014G-3H-CC, 22.0 cm",NULL,27.67,28.43,27.67,28.43,"C0014G-3H-CC, 24.0 cm",NULL,27.688,28.45,27.688,28.45,"C0014G-3H-CC W, 22.0--24.0 cm",CKY000000000003293800,PP,NULL,5,hilairy331,NULL,CKY,2010-09-21T13:41:49Z,144,glass beaker,6.099,2.798,11.7652,6.9562,5.6662,144,glass beaker,6.099,2.798,8.3509,3.5568,2.2519,3.5381,3.4552,0.703,4.1582,0.7588,0.1238,0.0558,2.1281,0.6244,1.6626,1.3627,0.5118,3.0272,0.8309,4.9149,fuway,2010-09-23T11:10:25Z
"C0014G-4H-1, 44.0 cm",NULL,28.64,28.64,28.64,28.64,"C0014G-4H-1, 46.0 cm",NULL,28.66,28.66,28.66,28.66,"C0014G-4H-1 W, 44.0--46.0 cm",CKY000000000003309700,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T19:51:45Z,132,glass beaker,6.079,2.714,10.6034,5.5971,4.5244,132,glass beaker,6.079,2.714,8.644,3.6462,2.565,2.0305,1.9829,0.9002,2.8831,0.9322,0.0711,0.032,2.4939,0.4488,0.8142,1.5693,0.865,2.7704,0.6878,2.2027,fuway,2010-09-23T11:10:25Z
"C0014G-4H-2, 9.0 cm",NULL,28.975,28.975,28.975,28.975,"C0014G-4H-2, 11.0 cm",NULL,28.995,28.995,28.995,28.995,"C0014G-4H-2 W, 9.0--11.0 cm",CKY000000000003309800,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T19:52:03Z,424,glass beaker,6.205,2.847,11.5737,6.5576,5.3687,424,glass beaker,6.205,2.847,8.6678,3.6644,2.4628,3.0113,2.9407,0.7699,3.7106,0.8174,0.1054,0.0475,2.3574,0.5609,1.2774,1.4469,0.6353,3.062,0.7925,3.8196,fuway,2010-09-23T11:10:25Z
"C0014G-4H-5, 89.0 cm",NULL,31.3,31.3,31.3,31.3,"C0014G-4H-5, 91.0 cm",NULL,31.32,31.32,31.32,31.32,"C0014G-4H-5 W, 89.0--91.0 cm",CKY000000000003309900,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T19:52:21Z,437,glass beaker,6.255,2.826,10.6186,5.6132,4.3636,437,glass beaker,6.255,2.826,8.6873,3.6903,2.4323,2.0013,1.9544,0.8328,2.7872,0.8643,0.07,0.0315,2.3623,0.4586,0.8472,1.5656,0.8476,2.8366,0.7012,2.3468,fuway,2010-09-23T11:10:25Z
"C0014G-4H-6, 69.0 cm",NULL,32.105,32.105,32.105,32.105,"C0014G-4H-6, 71.0 cm",NULL,32.125,32.125,32.125,32.125,"C0014G-4H-6 W, 69.0--71.0 cm",CKY000000000003310000,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T19:52:43Z,503,glass beaker,4.563,2.09,9.4239,5.128,4.8609,503,glass beaker,4.563,2.09,7.187,2.9008,2.624,2.318,2.2637,0.7743,3.038,0.8108,0.0811,0.0365,2.5429,0.4769,0.9116,1.6,0.837,3.2841,0.7451,2.9235,fuway,2010-09-23T11:10:25Z
"C0014G-4H-7, 79.0 cm",NULL,33.215,33.215,33.215,33.215,"C0014G-4H-7, 81.0 cm",NULL,33.235,33.235,33.235,33.235,"C0014G-4H-7 W, 79.0--81.0 cm",CKY000000000003320500,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T21:51:02Z,17,glass beaker,4.585,2.083,8.4711,4.7406,3.8861,17,glass beaker,4.585,2.083,6.3573,2.6359,1.7723,2.1905,2.1392,0.5184,2.6576,0.5529,0.0767,0.0345,1.6956,0.5637,1.2919,1.4623,0.638,3.2708,0.8049,4.1265,fuway,2010-09-23T11:10:25Z
"C0014G-4H-9, 79.0 cm",NULL,35.235,35.235,35.235,35.235,"C0014G-4H-9, 81.0 cm",NULL,35.255,35.255,35.255,35.255,"C0014G-4H-9 W, 79.0--81.0 cm",CKY000000000003320600,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T21:51:28Z,412,glass beaker,6.181,2.831,10.3584,5.6536,4.1774,412,glass beaker,6.181,2.831,8.1975,3.5021,2.0165,2.2393,2.1868,0.6358,2.8226,0.6711,0.0784,0.0353,1.9381,0.5361,1.1554,1.48,0.6866,3.0483,0.7747,3.4394,fuway,2010-09-23T11:10:25Z
"C0014G-4H-10, 69.0 cm",NULL,36.14,36.14,36.14,36.14,"C0014G-4H-10, 71.0 cm",NULL,36.16,36.16,36.16,36.16,"C0014G-4H-10 W, 69.0--71.0 cm",CKY000000000003320700,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T21:52:09Z,205,glass beaker,6.085,2.718,11.0203,5.9769,4.9353,205,glass beaker,6.085,2.718,8.5629,3.5302,2.4779,2.5465,2.4868,0.7721,3.2589,0.8122,0.0891,0.0401,2.3888,0.516,1.066,1.5144,0.733,3.0939,0.7631,3.2208,fuway,2010-09-23T11:10:25Z
"C0014G-4H-CC, 9.0 cm",NULL,37.545,37.545,37.545,37.545,"C0014G-4H-CC, 11.0 cm",NULL,37.565,37.565,37.565,37.565,"C0014G-4H-CC W, 9.0--11.0 cm",CKY000000000003320800,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T21:52:31Z,26,glass beaker,4.594,2.075,9.1769,5.4075,4.5829,26,glass beaker,4.594,2.075,6.4303,2.6729,1.8363,2.8462,2.7795,0.553,3.3325,0.5979,0.0996,0.0449,1.7367,0.621,1.6389,1.3752,0.5211,3.1405,0.8341,5.0262,fuway,2010-09-23T11:10:25Z
"C0014G-5H-2, 4.0 cm",NULL,37.99,37.99,37.99,37.99,"C0014G-5H-2, 6.0 cm",NULL,38.01,38.01,38.01,38.01,"C0014G-5H-2 W, 4.0--6.0 cm",CKY000000000003323400,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T23:25:14Z,406,glass beaker,6.23,2.788,11.0492,6.2732,4.8192,406,glass beaker,6.23,2.788,8.2959,3.5319,2.0659,2.8532,2.7863,0.6989,3.4852,0.7439,0.0999,0.045,1.966,0.592,1.4513,1.3828,0.5641,2.813,0.7995,3.9867,fuway,2010-09-23T11:10:25Z
"C0014G-5H-3, 50.0 cm",NULL,38.535,38.535,38.535,38.535,"C0014G-5H-3, 52.0 cm",NULL,38.555,38.555,38.555,38.555,"C0014G-5H-3 W, 50.0--52.0 cm",CKY000000000003323500,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T23:25:38Z,118,glass beaker,5.992,2.737,10.5658,6.0037,4.5738,118,glass beaker,5.992,2.737,7.8241,3.274,1.8321,2.8411,2.7745,0.4922,3.2667,0.537,0.0994,0.0448,1.7327,0.6212,1.6397,1.4001,0.5304,3.5203,0.8493,5.6369,fuway,2010-09-23T11:10:25Z
"C0014G-5H-5, 71.0 cm",NULL,39.66,39.66,39.66,39.66,"C0014G-5H-5, 73.0 cm",NULL,39.68,39.68,39.68,39.68,"C0014G-5H-5 W, 71.0--73.0 cm",CKY000000000003323600,PP,NULL,10,yuka331,NULL,CKY,2010-09-21T23:25:59Z,443,glass beaker,6.192,2.791,12.3085,6.1959,6.1165,443,glass beaker,6.192,2.791,10.3554,4.2513,4.1634,2.0239,1.9765,1.4284,3.4049,1.4603,0.0708,0.0319,4.0926,0.3309,0.4945,1.7964,1.202,2.8652,0.5805,1.3837,fuway,2010-09-23T11:10:25Z
