Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0004C-8H-8, 100.0 cm",NULL,72.183,72.91,72.183,72.91,"C0004C-8H-8, 102.0 cm",NULL,72.201,72.93,72.201,72.93,"C0004C-8H-8 W, 100.0--102.0 cm",CKY000000000000818800,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:40Z,11,glass cell,4.56,2.025,13.866,7.531162,9.306,11,glass cell,4.56,2.025,10.689,4.368,6.129,3.292228,3.215066,2.291095,5.506162,2.343,0.1152281,0.05190453,6.013772,0.3537748,0.5474481,1.690107,1.092189,2.624846,0.5839034,1.403288,tsutsumi316,2007-12-24T17:14:52Z
"C0004C-9H-1, 23.0 cm",NULL,73.107,73.11,73.107,73.11,"C0004C-9H-1, 25.0 cm",NULL,73.126,73.13,73.126,73.13,"C0004C-9H-1 W, 23.0--25.0 cm",CKY000000000000819100,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:41Z,180,glass beaker,6.067,2.748,14.809,7.97621,8.742,180,glass beaker,6.067,2.748,11.643,4.824,5.576,3.280829,3.203935,2.024275,5.22821,2.076,0.1148291,0.05172482,5.461171,0.375295,0.6007556,1.672083,1.044559,2.69784,0.6128168,1.582756,tsutsumi316,2007-12-24T17:14:53Z
"C0004C-9H-1, 99.0 cm",NULL,73.855,73.87,73.855,73.87,"C0004C-9H-1, 101.0 cm",NULL,73.875,73.89,73.875,73.89,"C0004C-9H-1 W, 99.0--101.0 cm",CKY000000000000819200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:41Z,136,glass beaker,6.026,2.675,13.866,7.349178,7.84,136,glass beaker,6.026,2.675,11.152,4.647,5.126,2.812435,2.746519,1.92766,4.674178,1.972,0.09843531,0.04434023,5.027565,0.358729,0.5594031,1.6773,1.075604,2.608118,0.5875939,1.424794,tsutsumi316,2007-12-24T17:14:54Z
"C0004C-9H-2, 68.0 cm",NULL,74.94,74.972,74.94,74.972,"C0004C-9H-2, 69.5 cm",NULL,74.955,74.987,74.955,74.987,"C0004C-9H-2 WR, 68.0--69.5 cm",CKY000000000000781700,PP,NULL,8,chesterf316,NULL,CKY,2007-12-21T14:40:51Z,12,glass cell,4.541,2.028,12.415,6.603601,7.874,12,glass cell,4.541,2.028,9.798,3.998,5.257,2.711917,2.648356,1.927245,4.575601,1.97,0.09491717,0.04275548,5.162083,0.3444142,0.5253533,1.720867,1.128176,2.678478,0.5787997,1.374167,tsutsumi316,2007-12-23T16:37:17Z
"C0004C-9H-2, 99.0 cm",NULL,75.245,75.282,75.245,75.282,"C0004C-9H-2, 100.0 cm",NULL,75.255,75.292,75.255,75.292,"C0004C-9H-2 W, 99.0--100.0 cm",CKY000000000000819300,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:41Z,120,glass beaker,6.112,2.707,13.14,6.890006,7.028,120,glass beaker,6.112,2.707,10.616,4.377,4.504,2.615544,2.554242,1.628764,4.183006,1.67,0.09154411,0.04123609,4.412456,0.3721605,0.5927638,1.680131,1.054853,2.709083,0.6106236,1.568209,tsutsumi316,2007-12-24T17:14:54Z
"C0004C-9H-3, 24.0 cm",NULL,75.895,75.942,75.895,75.942,"C0004C-9H-3, 26.0 cm",NULL,75.915,75.962,75.915,75.962,"C0004C-9H-3 W, 24.0--26.0 cm",CKY000000000000819400,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:42Z,142,glass beaker,6.096,2.792,14.146,7.410392,8.05,142,glass beaker,6.096,2.792,11.481,4.757,5.385,2.761658,2.696932,1.92146,4.618392,1.965,0.09665811,0.04353969,5.288342,0.3430631,0.5222163,1.743031,1.145061,2.752251,0.5839547,1.403584,tsutsumi316,2007-12-24T17:14:54Z
"C0004C-9H-3, 100.0 cm",NULL,76.643,76.702,76.643,76.702,"C0004C-9H-3, 102.0 cm",NULL,76.663,76.722,76.663,76.722,"C0004C-9H-3 W, 100.0--102.0 cm",CKY000000000000819500,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:42Z,8,glass cell,4.56,2.079,13.933,7.522414,9.373,8,glass cell,4.56,2.079,10.814,4.417,6.254,3.232124,3.156371,2.287043,5.443414,2.338,0.1131244,0.05095695,6.140876,0.3448335,0.5263296,1.721897,1.128129,2.685072,0.5798514,1.38011,tsutsumi316,2007-12-24T17:14:55Z
"C0004C-9H-4, 0.0 cm",NULL,77.079,77.144,77.079,77.144,"C0004C-9H-4, 1.5 cm",NULL,77.093,77.159,77.093,77.159,"C0004C-9H-4 WR, 0.0--1.5 cm",CKY000000000000742800,PP,NULL,8,chesterf316,NULL,CKY,2007-12-20T08:52:38Z,166,glass beaker,6.117,2.773,14.152,7.454327,8.035,166,glass beaker,6.117,2.773,11.472,4.786,5.355,2.777202,2.712111,1.969215,4.681327,2.013,0.09720215,0.04378475,5.257798,0.3456381,0.5282063,1.716394,1.123143,2.669996,0.5793467,1.377255,david_goldsby316,2007-12-25T11:34:42Z
"C0004C-9H-5, 23.0 cm",NULL,77.517,77.589,77.517,77.589,"C0004C-9H-5, 25.0 cm",NULL,77.537,77.609,77.537,77.609,"C0004C-9H-5 W, 23.0--25.0 cm",CKY000000000000818900,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:40Z,176,glass beaker,5.97,2.665,14.561,7.522244,8.591,176,glass beaker,5.97,2.665,11.862,4.835,5.892,2.796891,2.731339,2.125905,4.857244,2.17,0.09789127,0.04409517,5.794109,0.3255606,0.4827129,1.768699,1.19288,2.725479,0.5623228,1.284789,tsutsumi316,2007-12-24T17:14:53Z
"C0004C-9H-5, 99.0 cm",NULL,78.265,78.349,78.265,78.349,"C0004C-9H-5, 101.0 cm",NULL,78.285,78.369,78.285,78.369,"C0004C-9H-5 W, 99.0--101.0 cm",CKY000000000000819000,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:40Z,143,glass beaker,5.963,2.679,11.748,5.867891,5.785,143,glass beaker,5.963,2.679,10.116,4.243,4.153,1.691192,1.651554,1.537337,3.188891,1.564,0.05919176,0.02666295,4.093808,0.2923408,0.4131096,1.81411,1.283772,2.662922,0.5179086,1.074296,tsutsumi316,2007-12-24T17:14:53Z
"C0004C-9H-6, 23.0 cm",NULL,78.728,78.819,78.728,78.819,"C0004C-9H-6, 25.0 cm",NULL,78.748,78.839,78.748,78.839,"C0004C-9H-6 W, 23.0--25.0 cm",CKY000000000000819600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:43Z,3,glass cell,4.512,2.03,13.249,6.819581,8.737,3,glass cell,4.512,2.03,10.857,4.438,6.345,2.478757,2.420661,2.36892,4.789581,2.408,0.08675654,0.03907952,6.258243,0.283708,0.3960786,1.824168,1.306637,2.641812,0.5054013,1.021841,tsutsumi316,2008-01-26T18:45:38Z
"C0004C-9H-6, 98.0 cm",NULL,79.466,79.569,79.466,79.569,"C0004C-9H-6, 100.0 cm",NULL,79.486,79.589,79.486,79.589,"C0004C-9H-6 W, 98.0--100.0 cm",CKY000000000000819700,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:43Z,27,glass cell,4.648,2.08,11.387,5.731964,6.739,27,glass cell,4.648,2.08,9.542,3.895,4.894,1.911917,1.867107,1.784857,3.651964,1.815,0.06691715,0.03014286,4.827083,0.2837093,0.3960813,1.845309,1.321777,2.704465,0.511261,1.046082,tsutsumi316,2007-12-24T17:14:55Z
"C0004C-9H-7, 24.0 cm",NULL,80.131,80.244,80.131,80.244,"C0004C-9H-7, 26.0 cm",NULL,80.151,80.264,80.151,80.264,"C0004C-9H-7 W, 24.0--26.0 cm",CKY000000000000819800,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-22T18:34:43Z,206,glass beaker,6.02,2.646,14.173,7.285568,8.153,206,glass beaker,6.02,2.646,11.778,4.901,5.758,2.481865,2.423697,2.215871,4.639568,2.255,0.08686535,0.03912854,5.671135,0.3044113,0.4376312,1.757276,1.222341,2.559325,0.522397,1.093789,tsutsumi316,2007-12-24T17:14:55Z
"C0004C-10H-1, 22.5 cm",NULL,81.062,81.065,81.062,81.065,"C0004C-10H-1, 24.5 cm",NULL,81.082,81.085,81.082,81.085,"C0004C-10H-1 W, 22.5--24.5 cm",CKY000000000000822200,PP,NULL,8,tsutsumi316,NULL,CKY,2007-12-22T19:53:00Z,121,glass beaker,6.069,2.709,14.528,7.573505,8.459,121,glass beaker,6.069,2.709,11.889,4.946,5.82,2.734715,2.67062,2.193885,4.864505,2.237,0.0957151,0.04311491,5.724285,0.3232906,0.4777391,1.738923,1.176746,2.6092,0.5490014,1.217302,tsutsumi316,2007-12-24T17:14:56Z
"C0004C-10H-1, 99.0 cm",NULL,81.818,81.83,81.818,81.83,"C0004C-10H-1, 101.0 cm",NULL,81.837,81.85,81.837,81.85,"C0004C-10H-1 W, 99.0--101.0 cm",CKY000000000000824500,PP,NULL,8,tsutsumi316,NULL,CKY,2007-12-22T20:05:33Z,167,glass beaker,6.068,2.721,14.271,7.203226,8.203,167,glass beaker,6.068,2.721,12.027,4.969,5.959,2.325389,2.270887,2.211338,4.482226,2.248,0.08138866,0.03666156,5.877611,0.2834803,0.395635,1.830118,1.311315,2.657943,0.5066428,1.026929,tsutsumi316,2007-12-24T17:14:56Z
"C0004C-10H-2, 23.0 cm",NULL,82.484,82.505,82.484,82.505,"C0004C-10H-2, 25.0 cm",NULL,82.504,82.525,82.504,82.525,"C0004C-10H-2 W, 23.0--25.0 cm",CKY000000000000824600,PP,NULL,8,tsutsumi316,NULL,CKY,2007-12-22T20:05:33Z,198,glass beaker,6.067,2.732,14.629,7.422032,8.562,198,glass beaker,6.067,2.732,12.111,4.915,6.044,2.609326,2.54817,2.141862,4.690032,2.183,0.0913265,0.04113806,5.952674,0.3047567,0.4383453,1.825574,1.269218,2.779205,0.5433162,1.189699,tsutsumi316,2007-12-24T17:14:56Z
"C0004C-10H-2, 87.5 cm",NULL,83.121,83.15,83.121,83.15,"C0004C-10H-2, 89.5 cm",NULL,83.141,83.17,83.141,83.17,"C0004C-10H-2 W, 87.5--89.5 cm",CKY000000000000824700,PP,NULL,8,tsutsumi316,NULL,CKY,2007-12-22T20:05:34Z,166,glass beaker,6.117,2.773,15.183,7.719314,9.066,166,glass beaker,6.117,2.773,12.5,5.048,6.383,2.780311,2.715147,2.231166,4.946314,2.275,0.09731096,0.04383376,6.285689,0.3066745,0.442324,1.83288,1.270783,2.817221,0.5489234,1.216918,tsutsumi316,2007-12-24T17:14:57Z
"C0004C-10H-2, 103.0 cm",NULL,83.274,83.305,83.274,83.305,"C0004C-10H-2, 104.5 cm",NULL,83.289,83.32,83.289,83.32,"C0004C-10H-2 WR, 103.0--104.5 cm",CKY000000000000788700,PP,NULL,8,arito316,NULL,CKY,2007-12-21T20:30:39Z,14,glass cell,4.569,2.054,13.247,6.791289,8.678,14,glass cell,4.569,2.054,10.788,4.343,6.219,2.548187,2.488463,2.248826,4.737289,2.289,0.0891866,0.04017414,6.129814,0.2936375,0.4157038,1.831849,1.29395,2.725784,0.5252927,1.106561,tsutsumi316,2007-12-23T16:59:45Z
"C0004C-10H-3, 0.0 cm",NULL,83.437,83.47,83.437,83.47,"C0004C-10H-3, 1.5 cm",NULL,83.452,83.485,83.452,83.485,"C0004C-10H-3 WR, 0.0--1.5 cm",CKY000000000000745200,PP,NULL,8,chesterf316,NULL,CKY,2007-12-20T11:44:24Z,27,glass cell,4.648,2.08,11.812,5.970897,7.164,27,glass cell,4.648,2.08,9.837,4.0045,5.189,2.046632,1.998664,1.892233,3.890897,1.9245,0.07163218,0.03226675,5.117368,0.2856829,0.3999384,1.841221,1.315215,2.704407,0.5136769,1.056246,david_goldsby316,2007-12-25T11:34:43Z
"C0004C-10H-4, 23.0 cm",NULL,83.882,83.92,83.882,83.92,"C0004C-10H-4, 25.0 cm",NULL,83.901,83.94,83.901,83.94,"C0004C-10H-4 W, 23.0--25.0 cm",CKY000000000000824800,PP,NULL,8,tsutsumi316,NULL,CKY,2007-12-22T20:05:34Z,171,glass beaker,5.985,2.681,14.745,7.509337,8.76,171,glass beaker,5.985,2.681,12.297,5.072,6.312,2.536788,2.477332,2.351006,4.828337,2.391,0.08878763,0.03999443,6.223212,0.2895876,0.4076332,1.814289,1.288893,2.647043,0.5130817,1.053733,tsutsumi316,2007-12-24T17:14:57Z
"C0004C-10H-4, 84.5 cm",NULL,84.489,84.535,84.489,84.535,"C0004C-10H-4, 86.5 cm",NULL,84.509,84.555,84.509,84.555,"C0004C-10H-4 W, 84.5--86.5 cm",CKY000000000000824900,PP,NULL,8,tsutsumi316,NULL,CKY,2007-12-22T20:05:34Z,185,glass beaker,5.861,2.618,14.875,7.339308,9.014,185,glass beaker,5.861,2.618,12.65,5.124,6.789,2.3057,2.25166,2.469649,4.721308,2.506,0.08069954,0.03635115,6.7083,0.2557909,0.3437085,1.909216,1.420856,2.716297,0.4769143,0.9117327,tsutsumi316,2007-12-24T17:14:57Z
"C0004C-11H-1, 20.0 cm",NULL,84.996,85,84.996,85,"C0004C-11H-1, 21.5 cm",NULL,85.011,85.015,85.011,85.015,"C0004C-11H-1 W, 20.0--21.5 cm",CKY000000000000800400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:37Z,205,glass beaker,6.087,2.728,12.563,6.424145,6.476,205,glass beaker,6.087,2.728,10.53,4.4,4.443,2.106736,2.057359,1.638786,3.696145,1.672,0.07373581,0.03321433,4.369264,0.3253144,0.4821717,1.752096,1.182114,2.66616,0.556623,1.255417,david_goldsby316,2007-12-25T12:34:41Z
"C0004C-11H-1, 110.5 cm",NULL,85.885,85.905,85.885,85.905,"C0004C-11H-1, 113.0 cm",NULL,85.91,85.93,85.91,85.93,"C0004C-11H-1 WR, 110.5--113.0 cm",CKY000000000000792100,PP,NULL,10,arito316,NULL,CKY,2007-12-21T22:52:18Z,140,glass beaker,6.001,2.695,13.997,7.20645,7.996,140,glass beaker,6.001,2.695,11.575,4.795,5.574,2.509845,2.45102,2.06043,4.51145,2.1,0.08784463,0.03956965,5.486155,0.3138875,0.457487,1.772379,1.216051,2.662626,0.5432887,1.189567,david_goldsby316,2007-12-25T12:34:40Z
"C0004C-11H-1, 137.0 cm",NULL,86.146,86.17,86.146,86.17,"C0004C-11H-1, 139.0 cm",NULL,86.165,86.19,86.165,86.19,"C0004C-11H-1 W, 137.0--139.0 cm",CKY000000000000800500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:38Z,199,glass beaker,6.006,2.699,13.506,6.859226,7.5,199,glass beaker,6.006,2.699,11.262,4.625,5.256,2.325389,2.270887,1.889338,4.160226,1.926,0.08138866,0.03666156,5.174611,0.3100518,0.4493842,1.802787,1.243829,2.738848,0.5458567,1.201948,david_goldsby316,2007-12-25T12:34:41Z
"C0004C-11H-2, 0.0 cm",NULL,86.214,86.24,86.214,86.24,"C0004C-11H-2, 1.5 cm",NULL,86.229,86.255,86.229,86.255,"C0004C-11H-2 WR, 0.0--1.5 cm",CKY000000000000746300,PP,NULL,8,chesterf316,NULL,CKY,2007-12-20T12:33:56Z,174,glass beaker,6.02,2.725,12.783,6.439805,6.763,174,glass beaker,6.02,2.725,10.672,4.338,4.652,2.187565,2.136294,1.578511,3.714805,1.613,0.07656483,0.03448866,4.575435,0.3234607,0.4781108,1.820553,1.231676,2.898576,0.5750756,1.35336,david_goldsby316,2007-12-25T11:40:24Z
"C0004C-11H-3, 20.0 cm",NULL,86.627,86.66,86.627,86.66,"C0004C-11H-3, 21.5 cm",NULL,86.642,86.675,86.642,86.675,"C0004C-11H-3 W, 20.0--21.5 cm",CKY000000000000800600,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:38Z,174,glass beaker,6.02,2.725,14.684,7.494228,8.664,174,glass beaker,6.02,2.725,12.211,5.032,6.191,2.562694,2.502631,2.266597,4.769228,2.307,0.08969437,0.04040287,6.101306,0.2957865,0.4200239,1.816646,1.279307,2.691835,0.5247455,1.104136,david_goldsby316,2007-12-25T12:54:27Z
"C0004C-11H-3, 100.0 cm",NULL,87.413,87.46,87.413,87.46,"C0004C-11H-3, 102.0 cm",NULL,87.432,87.48,87.432,87.48,"C0004C-11H-3 W, 100.0--102.0 cm",CKY000000000000800700,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:38Z,147,glass beaker,6.026,2.675,13.761,7.041082,7.735,147,glass beaker,6.026,2.675,11.484,4.774,5.458,2.359586,2.304283,2.061799,4.366082,2.099,0.08258556,0.0372007,5.375414,0.3050531,0.4389588,1.771611,1.231176,2.607147,0.527769,1.117608,david_goldsby316,2007-12-25T12:54:28Z
"C0004C-11H-4, 30.0 cm",NULL,87.899,87.955,87.899,87.955,"C0004C-11H-4, 32.0 cm",NULL,87.919,87.975,87.919,87.975,"C0004C-11H-4 W, 30.0--32.0 cm",CKY000000000000800800,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:39Z,28,glass cell,4.599,2.072,12.322,6.591361,7.723,28,glass cell,4.599,2.072,9.65,3.931,5.051,2.768912,2.704015,1.815346,4.519361,1.859,0.09691199,0.04365405,4.954088,0.358528,0.5589146,1.70887,1.096192,2.729005,0.598318,1.489532,david_goldsby316,2007-12-25T12:54:28Z
"C0004C-11H-4, 102.5 cm",NULL,88.611,88.68,88.611,88.68,"C0004C-11H-4, 104.0 cm",NULL,88.626,88.695,88.626,88.695,"C0004C-11H-4 W, 102.5--104.0 cm",CKY000000000000800900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:39Z,150,glass beaker,6.111,2.68,13.405,6.786496,7.294,150,glass beaker,6.111,2.68,11.223,4.614,5.112,2.26114,2.208144,1.898351,4.106496,1.934,0.07913996,0.03564863,5.03286,0.31,0.4492754,1.77621,1.225585,2.651174,0.5377199,1.163191,david_goldsby316,2007-12-25T12:54:28Z
"C0004C-12X-1, 20.0 cm",NULL,89.417,89.42,89.417,89.42,"C0004C-12X-1, 21.5 cm",NULL,89.431,89.435,89.431,89.435,"C0004C-12X-1 W, 20.0--21.5 cm",CKY000000000000800000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:36Z,162,glass beaker,5.999,2.708,12.228,6.38334,6.229,162,glass beaker,5.999,2.708,10.148,4.3124,4.149,2.15544,2.104922,1.570418,3.67534,1.6044,0.07544047,0.03398219,4.073559,0.3460332,0.5291295,1.694809,1.108349,2.593934,0.572715,1.340358,david_goldsby316,2007-12-25T12:54:28Z
"C0004C-12X-1, 99.5 cm",NULL,90.199,90.215,90.199,90.215,"C0004C-12X-1, 101.5 cm",NULL,90.218,90.235,90.218,90.235,"C0004C-12X-1 W, 99.5--101.5 cm",CKY000000000000800100,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:37Z,183,glass beaker,5.929,2.649,13.638,6.972143,7.709,183,glass beaker,5.929,2.649,11.375,4.719,5.446,2.345078,2.290115,2.033028,4.323143,2.07,0.08207778,0.03697197,5.363922,0.3042,0.4371946,1.783193,1.240746,2.638391,0.5297338,1.126455,david_goldsby316,2007-12-25T13:12:59Z
"C0004C-12X-2, 19.5 cm",NULL,90.572,90.595,90.572,90.595,"C0004C-12X-2, 21.5 cm",NULL,90.592,90.615,90.592,90.615,"C0004C-12X-2 W, 19.5--21.5 cm",CKY000000000000800200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:37Z,178,glass beaker,6.07,2.773,13.469,6.857452,7.399,178,glass beaker,6.07,2.773,11.277,4.675,5.207,2.271503,2.218264,1.866188,4.084452,1.902,0.07950265,0.03581201,5.127497,0.3070013,0.4430042,1.811504,1.25537,2.747578,0.5430996,1.188661,david_goldsby316,2007-12-25T13:12:59Z
"C0004C-12X-2, 99.0 cm",NULL,91.354,91.39,91.354,91.39,"C0004C-12X-2, 101.0 cm",NULL,91.374,91.41,91.374,91.41,"C0004C-12X-2 W, 99.0--101.0 cm",CKY000000000000800300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T06:04:37Z,192,glass beaker,5.928,2.685,13.221,6.840733,7.293,192,glass beaker,5.928,2.685,10.864,4.494,4.936,2.442487,2.385241,1.770492,4.155733,1.809,0.08548711,0.03850771,4.850513,0.3349084,0.5035523,1.754925,1.167186,2.739641,0.5739639,1.347219,david_goldsby316,2007-12-25T13:12:59Z
"C0004C-12X-3, 20.0 cm",NULL,91.959,92.005,91.959,92.005,"C0004C-12X-3, 22.0 cm",NULL,91.979,92.025,91.979,92.025,"C0004C-12X-3 W, 20.0--22.0 cm",CKY000000000000804400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T07:27:21Z,117,glass beaker,6.089,2.724,13.148,6.517245,7.059,117,glass beaker,6.089,2.724,11.138,4.516,5.049,2.082902,2.034084,1.759161,3.793245,1.792,0.07290161,0.03283856,4.976098,0.2950704,0.4185813,1.86094,1.311831,2.828676,0.5362384,1.15628,david_goldsby316,2007-12-25T13:17:44Z
"C0004C-12X-3, 99.0 cm",NULL,92.736,92.795,92.736,92.795,"C0004C-12X-3, 101.0 cm",NULL,92.756,92.815,92.756,92.815,"C0004C-12X-3 W, 99.0--101.0 cm",CKY000000000000804500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T07:27:21Z,6,glass cell,4.527,2.039,11.947,6.110435,7.42,6,glass cell,4.527,2.039,9.751,3.924,5.224,2.275648,2.222312,1.849123,4.071435,1.885,0.07964773,0.03587736,5.144352,0.3066911,0.4423585,1.822453,1.263523,2.78205,0.5458302,1.20182,david_goldsby316,2007-12-25T13:17:44Z
"C0004C-12X-4, 20.0 cm",NULL,93.341,93.41,93.341,93.41,"C0004C-12X-4, 21.5 cm",NULL,93.355,93.425,93.355,93.425,"C0004C-12X-4 W, 20.0--21.5 cm",CKY000000000000804600,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T07:27:22Z,168,glass beaker,6.088,2.784,12.797,6.542718,6.709,168,glass beaker,6.088,2.784,10.666,4.421,4.578,2.20829,2.156533,1.602185,3.758718,1.637,0.07729022,0.03481541,4.50071,0.3291534,0.4906537,1.784917,1.197406,2.809108,0.5737417,1.345996,david_goldsby316,2007-12-25T13:17:44Z
"C0004C-12X-4, 96.5 cm",NULL,94.093,94.175,94.093,94.175,"C0004C-12X-4, 98.5 cm",NULL,94.113,94.195,94.113,94.195,"C0004C-12X-4 W, 96.5--98.5 cm",CKY000000000000804700,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T07:27:22Z,159,glass beaker,6.088,2.772,13.351,6.796526,7.263,159,glass beaker,6.088,2.772,11.176,4.631,5.088,2.253886,2.201061,1.823466,4.024526,1.859,0.07888607,0.03553427,5.009114,0.3103244,0.449957,1.804685,1.244647,2.747029,0.5469117,1.207075,david_goldsby316,2007-12-25T13:17:44Z
"C0004C-12X-5, 20.0 cm",NULL,94.727,94.82,94.727,94.82,"C0004C-12X-5, 21.5 cm",NULL,94.742,94.835,94.742,94.835,"C0004C-12X-5 W, 20.0--21.5 cm",CKY000000000000804800,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T07:27:22Z,24,glass cell,4.638,2.026,13.346,6.868702,8.708,24,glass cell,4.638,2.026,10.89,4.4234,6.252,2.545078,2.485427,2.357275,4.842702,2.3974,0.08907779,0.04012513,6.162922,0.2922689,0.4129661,1.79817,1.272621,2.614427,0.5132315,1.054365,david_goldsby316,2007-12-25T13:17:45Z
"C0004C-12X-6, 0.0 cm",NULL,94.894,94.99,94.894,94.99,"C0004C-12X-6, 1.5 cm",NULL,94.909,95.005,94.909,95.005,"C0004C-12X-6 WR, 0.0--1.5 cm",CKY000000000000748700,PP,NULL,8,chesterf316,NULL,CKY,2007-12-20T14:06:51Z,180,glass beaker,6.067,2.748,14.436,7.350324,8.369,180,glass beaker,6.067,2.748,11.985,4.91,5.918,2.539896,2.480368,2.121957,4.602324,2.162,0.08889644,0.04004344,5.829104,0.3034886,0.4357268,1.818429,1.266557,2.747042,0.538938,1.168906,david_goldsby316,2007-12-25T11:44:24Z
"C0004C-12X-7, 21.0 cm",NULL,95.371,95.475,95.371,95.475,"C0004C-12X-7, 22.5 cm",NULL,95.386,95.49,95.386,95.49,"C0004C-12X-7 W, 21.0--22.5 cm",CKY000000000000806200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T08:09:59Z,184,glass beaker,6.06,2.729,14.256,7.29142,8.196,184,glass beaker,6.06,2.729,11.827,4.873,5.767,2.517099,2.458104,2.104316,4.56242,2.144,0.08809851,0.03968401,5.678902,0.307113,0.4432369,1.796415,1.244713,2.698692,0.538772,1.168125,david_goldsby316,2007-12-25T13:23:14Z
"C0004C-12X-7, 101.0 cm",NULL,96.158,96.275,96.158,96.275,"C0004C-12X-7, 102.5 cm",NULL,96.173,96.29,96.173,96.29,"C0004C-12X-7 W, 101.0--102.5 cm",CKY000000000000806300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T08:10:00Z,146,glass beaker,6.07,2.781,14.23,7.247777,8.16,146,glass beaker,6.07,2.781,11.883,4.911,5.813,2.432124,2.375121,2.091656,4.466777,2.13,0.08512442,0.03834433,5.727875,0.2980545,0.424612,1.82682,1.282328,2.738441,0.5317305,1.135522,david_goldsby316,2007-12-25T13:23:15Z
"C0004C-12X-8, 20.0 cm",NULL,96.748,96.875,96.748,96.875,"C0004C-12X-8, 22.0 cm",NULL,96.768,96.895,96.768,96.895,"C0004C-12X-8 W, 20.0--22.0 cm",CKY000000000000806500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-22T09:00:01Z,20,glass cell,4.62,2.048,13.775,7.115392,9.155,20,glass cell,4.62,2.048,11.11,4.462,6.49,2.761658,2.696932,2.37046,5.067392,2.414,0.09665811,0.04353969,6.393342,0.3016557,0.4319585,1.806649,1.261663,2.697089,0.532213,1.137725,david_goldsby316,2007-12-25T13:23:15Z
