Top Mud depth below sea floor [m MSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Depth DSF, MSF, WSF and CSF-A [m]",Top Core depth (below sea floor) [m CSF-B],Bottom Mud depth below sea floor [m MSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core depth (below sea floor) [m CSF-B],Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
C0002N;900.500,900.5,900.5,900.5,C0002N;905.500,905.5,905.5,905.5,C0002N-9SMW W,CKY000000000005785500,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-04T18:11:30Z,18.7819,8.4541,44.5909,25.809,37.6371,15.787,18.8552,7.206,7.0371,7.2183,14.2554,7.3329,0.2522,0.1146,18.603,0.2792,0.3874,1.8105,1.305,2.5772,0.4936,0.9749,fuway,2013-12-06T14:10:37Z
C0002N;910.500,910.5,910.5,910.5,C0002N;915.500,915.5,915.5,915.5,C0002N-12SMW W,CKY000000000005787700,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T00:15:29Z,18.8711,8.4544,47.6218,28.7507,40.3022,16.9458,21.4311,7.5851,7.4073,8.3707,15.778,8.4914,0.2655,0.1207,21.1656,0.2638,0.3584,1.8222,1.3415,2.5285,0.4695,0.8849,fuway,2013-12-06T14:10:37Z
C0002N;910.500,910.5,910.5,910.5,C0002N;915.500,915.5,915.5,915.5,C0002N-12SMW W,CKY000000000005787800,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T00:15:29Z,18.7017,8.3914,45.0585,26.3568,37.9851,15.7772,19.2834,7.3299,7.1581,7.2692,14.4273,7.3858,0.2565,0.1166,19.0269,0.2781,0.3852,1.8269,1.3188,2.6175,0.4961,0.9847,fuway,2013-12-06T14:10:37Z
C0002N;920.500,920.5,920.5,920.5,C0002N;925.500,925.5,925.5,925.5,C0002N-14SMW W,CKY000000000005788000,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T00:55:10Z,18.9765,8.5534,45.1802,26.2037,38.023,16.0419,19.0465,7.4168,7.243,7.3705,14.6135,7.4885,0.2596,0.118,18.7869,0.283,0.3948,1.7931,1.2856,2.5489,0.4956,0.9827,fuway,2013-12-06T14:10:37Z
C0002N;920.500,920.5,920.5,920.5,C0002N;925.500,925.5,925.5,925.5,C0002N-14SMW W,CKY000000000005788100,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T00:55:10Z,18.9206,8.5167,46.8231,27.9025,38.8531,16.1771,19.9325,8.2591,8.0655,7.529,15.5945,7.6604,0.2891,0.1314,19.6434,0.296,0.4205,1.7893,1.2596,2.609,0.5172,1.0713,fuway,2013-12-06T14:10:37Z
C0002N;930.500,930.5,930.5,930.5,C0002N;935.500,935.5,935.5,935.5,C0002N-16SMW W,CKY000000000005789500,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T01:41:54Z,19.341,8.7231,48.8139,29.4729,40.689,16.8661,21.348,8.4196,8.2223,8.009,16.2313,8.143,0.2947,0.134,21.0533,0.2857,0.3999,1.8158,1.2971,2.6287,0.5066,1.0266,fuway,2013-12-06T14:10:37Z
C0002N;930.500,930.5,930.5,930.5,C0002N;935.500,935.5,935.5,935.5,C0002N-16SMW W,CKY000000000005789600,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T01:41:54Z,19.3448,8.6892,44.5944,25.2496,37.7125,15.9129,18.3677,7.1315,6.9644,7.1102,14.0746,7.2237,0.2496,0.1135,18.1181,0.2824,0.3936,1.794,1.2873,2.5482,0.4948,0.9795,fuway,2013-12-06T14:10:37Z
C0002N;940.500,940.5,940.5,940.5,C0002N;945.500,945.5,945.5,945.5,C0002N-18SMW W,CKY000000000005790000,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T02:28:00Z,18.1926,8.1918,44.7657,26.5731,37.7401,15.5943,19.5475,7.2804,7.1098,7.2867,14.3965,7.4025,0.2548,0.1158,19.2927,0.274,0.3774,1.8458,1.3401,2.6477,0.4939,0.9757,fuway,2013-12-06T14:10:37Z
C0002N;940.500,940.5,940.5,940.5,C0002N;945.500,945.5,945.5,945.5,C0002N-18SMW W,CKY000000000005790100,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T02:28:00Z,19.3454,8.6707,43.6416,24.2962,36.9436,15.6033,17.5982,6.9409,6.7782,6.8222,13.6004,6.9326,0.2429,0.1104,17.3553,0.2857,0.3999,1.7864,1.2761,2.5439,0.4984,0.9936,fuway,2013-12-06T14:10:37Z
C0002N;950.500,950.5,950.5,950.5,C0002N;955.500,955.5,955.5,955.5,C0002N-20SMW W,CKY000000000005790300,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T03:17:23Z,19.2654,8.7252,45.9278,26.6624,39.2049,16.164,19.9395,6.9667,6.8034,7.328,14.1314,7.4388,0.2438,0.1108,19.6957,0.2613,0.3537,1.8867,1.3938,2.6877,0.4814,0.9284,fuway,2013-12-06T14:10:37Z
C0002N;950.500,950.5,950.5,950.5,C0002N;955.500,955.5,955.5,955.5,C0002N-20SMW W,CKY000000000005790500,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T03:36:12Z,19.3305,8.7777,39.4164,20.0859,34.2115,14.4637,14.881,5.3937,5.2673,5.6002,10.8675,5.686,0.1888,0.0858,14.6922,0.2685,0.3671,1.8483,1.3519,2.6235,0.4847,0.9406,fuway,2013-12-06T14:10:37Z
C0002N;960.500,960.5,960.5,960.5,C0002N;965.500,965.5,965.5,965.5,C0002N-22SMW W,CKY000000000005790600,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T03:55:13Z,19.196,8.6486,41.9501,22.7541,36.5882,15.127,17.3922,5.5564,5.4262,6.39,11.8162,6.4784,0.1945,0.0884,17.1977,0.2442,0.3231,1.9257,1.4554,2.6913,0.4592,0.8492,fuway,2013-12-06T14:10:37Z
C0002N;960.500,960.5,960.5,960.5,C0002N;965.500,965.5,965.5,965.5,C0002N-22SMW W,CKY000000000005790800,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T03:55:14Z,19.3537,8.7183,43.1434,23.7897,37.7318,15.7192,18.3781,5.6079,5.4765,6.9117,12.3882,7.0009,0.1963,0.0892,18.1818,0.2357,0.3084,1.9204,1.4677,2.6306,0.4421,0.7924,fuway,2013-12-06T14:10:37Z
C0002N;970.500,970.5,970.5,970.5,C0002N;975.500,975.5,975.5,975.5,C0002N-24SMW W,CKY000000000005792600,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T04:28:44Z,19.3092,8.6872,48.3557,29.0465,41.7889,17.2193,22.4797,6.805,6.6455,8.4238,15.0693,8.5321,0.2382,0.1083,22.2415,0.2343,0.306,1.9275,1.4759,2.6403,0.441,0.7889,fuway,2013-12-06T14:10:37Z
C0002N;970.500,970.5,970.5,970.5,C0002N;975.500,975.5,975.5,975.5,C0002N-24SMW W,CKY000000000005792700,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T04:28:44Z,19.358,8.6803,44.461,25.103,38.6393,15.9569,19.2813,6.0328,5.8914,7.1806,13.072,7.2766,0.2111,0.096,19.0702,0.2403,0.3163,1.9204,1.4589,2.6558,0.4507,0.8205,fuway,2013-12-06T14:10:37Z
C0002N;980.500,980.5,980.5,980.5,C0002N;985.500,985.5,985.5,985.5,C0002N-26SMW W,CKY000000000005792900,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T04:56:09Z,19.337,8.7505,42.2405,22.9035,36.8581,15.2432,17.5211,5.5776,5.4469,6.404,11.8509,6.4927,0.1952,0.0887,17.3259,0.2435,0.3219,1.9326,1.462,2.7055,0.4596,0.8505,fuway,2013-12-06T14:10:37Z
C0002N;980.500,980.5,980.5,980.5,C0002N;985.500,985.5,985.5,985.5,C0002N-26SMW W,CKY000000000005793000,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T04:56:09Z,19.3436,8.6999,46.4447,27.1011,39.9005,16.5386,20.5569,6.7816,6.6227,7.7308,14.3535,7.8387,0.2374,0.1079,20.3195,0.2502,0.3337,1.8881,1.4156,2.6284,0.4614,0.8567,fuway,2013-12-06T14:10:37Z
C0002N;990.500,990.5,990.5,990.5,C0002N;995.500,995.5,995.5,995.5,C0002N-28SMW W,CKY000000000005793200,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T05:27:28Z,19.3587,8.715,44.3891,25.0304,38.2191,15.8506,18.8604,6.3938,6.2439,7.0339,13.2778,7.1356,0.2238,0.1017,18.6366,0.2554,0.3431,1.8851,1.4036,2.6495,0.4703,0.8877,fuway,2013-12-06T14:10:37Z
C0002N;990.500,990.5,990.5,990.5,C0002N;995.500,995.5,995.5,995.5,C0002N-28SMW W,CKY000000000005793300,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T05:27:28Z,19.3748,8.7899,43.4092,24.0344,37.5036,15.5085,18.1288,6.1198,5.9764,6.6212,12.5976,6.7186,0.2142,0.0974,17.9146,0.2546,0.3416,1.9079,1.4221,2.7056,0.4744,0.9026,fuway,2013-12-06T14:10:37Z
C0002N;1000.500,1000.5,1000.5,1000.5,C0002N;1005.500,1005.5,1005.5,1005.5,C0002N-30SMW W,CKY000000000005794100,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T06:00:14Z,19.3361,8.7219,46.8455,27.5094,40.1334,16.548,20.7973,6.9555,6.7925,7.7155,14.508,7.8261,0.2434,0.1106,20.5539,0.2528,0.3384,1.8962,1.4167,2.664,0.4682,0.8804,fuway,2013-12-06T14:10:37Z
C0002N;1000.500,1000.5,1000.5,1000.5,C0002N;1005.500,1005.5,1005.5,1005.5,C0002N-30SMW W,CKY000000000005794200,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T06:00:14Z,18.9057,8.5532,46.2384,27.3327,39.6361,16.3261,20.7304,6.8418,6.6814,7.664,14.3454,7.7729,0.2395,0.1089,20.4909,0.2503,0.3339,1.9053,1.4284,2.6737,0.4658,0.8718,fuway,2013-12-06T14:10:37Z
C0002N;1010.500,1010.5,1010.5,1010.5,C0002N;1015.500,1015.5,1015.5,1015.5,C0002N-32SMW W,CKY000000000005794400,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T06:40:13Z,19.1622,8.6304,48.5136,29.3514,41.4645,17.0586,22.3023,7.3048,7.1336,8.312,15.4456,8.4282,0.2557,0.1162,22.0466,0.2489,0.3313,1.9003,1.4274,2.6524,0.4619,0.8582,fuway,2013-12-06T14:10:37Z
C0002N;1010.500,1010.5,1010.5,1010.5,C0002N;1015.500,1015.5,1015.5,1015.5,C0002N-32SMW W,CKY000000000005794500,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T06:40:13Z,18.8012,8.5213,46.7449,27.9437,40.1511,16.521,21.3499,6.833,6.6729,7.891,14.5639,7.9997,0.2392,0.1087,21.1107,0.2445,0.3237,1.9187,1.4495,2.6753,0.4582,0.8456,fuway,2013-12-06T14:10:37Z
C0002N;1020.500,1020.5,1020.5,1020.5,C0002N;1025.500,1025.5,1025.5,1025.5,C0002N-34SMW W,CKY000000000005794700,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T07:10:29Z,19.1451,8.6511,48.1137,28.9686,41.0299,16.8382,21.8848,7.3407,7.1687,8.0703,15.239,8.1871,0.2569,0.1168,21.6279,0.2534,0.3394,1.901,1.4192,2.6799,0.4704,0.8883,fuway,2013-12-06T14:10:37Z
C0002N;1020.500,1020.5,1020.5,1020.5,C0002N;1025.500,1025.5,1025.5,1025.5,C0002N-34SMW W,CKY000000000005794800,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T07:10:29Z,18.1078,8.2137,45.4977,27.3899,39.0312,16.0547,20.9234,6.701,6.5439,7.7344,14.2783,7.841,0.2345,0.1066,20.6889,0.2447,0.3239,1.9183,1.449,2.6749,0.4583,0.8461,fuway,2013-12-06T14:10:37Z
C0002N;1030.500,1030.5,1030.5,1030.5,C0002N;1035.500,1035.5,1035.5,1035.5,C0002N-36SMW W,CKY000000000005795000,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T07:52:25Z,19.0833,8.7067,47.8307,28.7474,41.0024,16.9015,21.9191,7.076,6.9102,8.0822,14.9924,8.1948,0.2477,0.1126,21.6714,0.2461,0.3265,1.9175,1.4455,2.6814,0.4609,0.855,fuway,2013-12-06T14:10:37Z
C0002N;1030.500,1030.5,1030.5,1030.5,C0002N;1035.500,1035.5,1035.5,1035.5,C0002N-36SMW W,CKY000000000005795100,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T07:52:25Z,18.8554,8.4495,49.3763,30.5209,42.4198,17.3407,23.5644,7.2088,7.0398,8.7765,15.8163,8.8912,0.2523,0.1147,23.3121,0.2362,0.3092,1.9297,1.4739,2.6562,0.4451,0.8021,fuway,2013-12-06T14:10:37Z
C0002N;1040.500,1040.5,1040.5,1040.5,C0002N;1045.500,1045.5,1045.5,1045.5,C0002N-39SMW W,CKY000000000005797600,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T11:10:12Z,18.1856,8.1867,46.6284,28.4428,40.1289,16.4009,21.9433,6.7352,6.5773,8.1071,14.6844,8.2142,0.2357,0.1071,21.7076,0.2368,0.3103,1.9369,1.4783,2.6776,0.4479,0.8113,fuway,2013-12-06T14:10:37Z
C0002N;1040.500,1040.5,1040.5,1040.5,C0002N;1045.500,1045.5,1045.5,1045.5,C0002N-39SMW W,CKY000000000005797700,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T11:10:12Z,18.8035,8.4637,47.7924,28.9889,41.2115,16.907,22.408,6.8196,6.6598,8.3348,14.9946,8.4433,0.2387,0.1085,22.1693,0.2352,0.3076,1.9333,1.4785,2.6598,0.4441,0.799,fuway,2013-12-06T14:10:37Z
C0002N;1045.500,1045.5,1045.5,1045.5,C0002N;1052.500,1052.5,1052.5,1052.5,C0002N-40SMW W,CKY000000000005797900,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T11:42:49Z,18.2837,8.246,46.9279,28.6442,40.5275,16.6122,22.2438,6.6325,6.4771,8.2607,14.7378,8.3662,0.2321,0.1055,22.0117,0.2315,0.3013,1.9436,1.4936,2.6646,0.4395,0.7841,fuway,2013-12-06T14:10:37Z
C0002N;1045.500,1045.5,1045.5,1045.5,C0002N;1052.500,1052.5,1052.5,1052.5,C0002N-40SMW W,CKY000000000005798000,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T11:42:49Z,18.1732,8.196,44.1083,25.9351,38.3612,15.7452,20.188,5.9555,5.8159,7.4545,13.2704,7.5492,0.2084,0.0947,19.9796,0.2296,0.2981,1.9544,1.5056,2.6802,0.4383,0.7802,fuway,2013-12-06T14:10:37Z
C0002N;1052.500,1052.5,1052.5,1052.5,C0002N;1067.500,1067.5,1067.5,1067.5,C0002N-41SMW W,CKY000000000005799500,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T13:07:08Z,18.8375,8.4408,43.9928,25.1553,38.1023,15.666,19.2648,6.1041,5.961,7.1281,13.0891,7.2252,0.2136,0.0971,19.0512,0.2427,0.3204,1.9219,1.4555,2.6727,0.4554,0.8363,fuway,2013-12-06T14:10:37Z
C0002N;1052.500,1052.5,1052.5,1052.5,C0002N;1067.500,1067.5,1067.5,1067.5,C0002N-41SMW W,CKY000000000005799600,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T13:07:08Z,18.7022,8.4494,47.5684,28.8662,41.0179,16.8221,22.3157,6.7881,6.629,8.2647,14.8937,8.3727,0.2376,0.108,22.0781,0.2352,0.3075,1.9381,1.4824,2.6714,0.4451,0.8021,fuway,2013-12-06T14:10:37Z
C0002N;1067.500,1067.5,1067.5,1067.5,C0002N;1069.500,1069.5,1069.5,1069.5,C0002N-42SMW W,CKY000000000005799800,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T13:14:54Z,18.9695,8.5261,47.5032,28.5337,40.9601,16.7861,21.9906,6.7804,6.6215,8.1521,14.7736,8.26,0.2373,0.1079,21.7533,0.2376,0.3117,1.9314,1.4724,2.6684,0.4482,0.8122,fuway,2013-12-06T14:10:37Z
C0002N;1067.500,1067.5,1067.5,1067.5,C0002N;1069.500,1069.5,1069.5,1069.5,C0002N-42SMW W,CKY000000000005799900,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T13:14:54Z,18.8796,8.491,44.9052,26.0256,38.9472,16.0123,20.0676,6.1741,6.0294,7.4231,13.4525,7.5213,0.2161,0.0982,19.8515,0.2372,0.311,1.9346,1.4757,2.6743,0.4482,0.8122,fuway,2013-12-06T14:10:37Z
C0002N;1069.500,1069.5,1069.5,1069.5,C0002N;1070.500,1070.5,1070.5,1070.5,C0002N-43SMW W,CKY000000000005800000,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T13:31:14Z,18.8474,8.4534,42.5709,23.7235,37.0458,15.2537,18.1984,5.7255,5.5913,6.7092,12.3005,6.8003,0.2004,0.0911,17.998,0.2413,0.3181,1.9287,1.4632,2.6826,0.4546,0.8334,fuway,2013-12-06T14:10:37Z
C0002N;1069.500,1069.5,1069.5,1069.5,C0002N;1070.500,1070.5,1070.5,1070.5,C0002N-43SMW W,CKY000000000005800100,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T13:31:36Z,18.7052,8.4847,47.0057,28.3005,40.5887,16.6316,21.8835,6.6497,6.4938,8.0411,14.5349,8.1469,0.2327,0.1058,21.6508,0.235,0.3071,1.9471,1.4896,2.6925,0.4468,0.8076,fuway,2013-12-06T14:10:37Z
C0002N;1070.500,1070.5,1070.5,1070.5,C0002N;1075.500,1075.5,1075.5,1075.5,C0002N-44SMW W,CKY000000000005801100,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-11-05T14:17:48Z,18.1365,8.1687,45.0681,26.9316,38.7619,15.9315,20.6254,6.5349,6.3817,7.6588,14.0405,7.7628,0.2287,0.104,20.3967,0.2426,0.3204,1.9181,1.4527,2.6632,0.4545,0.8333,fuway,2013-12-06T14:10:37Z
C0002N;1070.500,1070.5,1070.5,1070.5,C0002N;1075.500,1075.5,1075.5,1075.5,C0002N-44SMW W,CKY000000000005801200,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-11-05T14:17:48Z,18.7054,8.4181,45.0032,26.2978,38.9966,16.0241,20.2912,6.2245,6.0786,7.507,13.5856,7.606,0.2179,0.099,20.0733,0.2367,0.3101,1.9357,1.4775,2.6739,0.4474,0.8097,fuway,2013-12-06T14:10:37Z
C0002N;1080.500,1080.5,1080.5,1080.5,C0002N;1085.500,1085.5,1085.5,1085.5,C0002N-46SMW W,CKY000000000005802100,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T15:15:44Z,18.8976,8.5384,48.6382,29.7406,41.5557,17.0631,22.6581,7.3394,7.1674,8.4079,15.5753,8.5247,0.2569,0.1168,22.4012,0.2468,0.3276,1.9095,1.4383,2.6643,0.4602,0.8525,fuway,2013-12-06T14:10:37Z
C0002N;1080.500,1080.5,1080.5,1080.5,C0002N;1085.500,1085.5,1085.5,1085.5,C0002N-46SMW W,CKY000000000005802900,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-11-05T15:15:44Z,18.6809,8.4544,50.4385,31.7576,43.2135,17.7047,24.5326,7.487,7.3115,9.1312,16.4427,9.2503,0.262,0.1191,24.2706,0.2358,0.3085,1.9314,1.4761,2.658,0.4447,0.8007,fuway,2013-12-06T14:10:37Z
C0002N;1090.500,1090.5,1090.5,1090.5,C0002N;1095.500,1095.5,1095.5,1095.5,C0002N-48SMW W,CKY000000000005803100,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-11-05T15:26:30Z,18.3104,8.2805,52.3681,34.0577,44.169,17.9783,25.8586,8.4965,8.2974,9.5626,17.86,9.6978,0.2974,0.1352,25.5612,0.2495,0.3324,1.9069,1.4312,2.673,0.4646,0.8677,fuway,2013-12-06T14:10:37Z
