Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0014B-2H-2, 59.0 cm",NULL,8.258,8.46,8.258,8.46,"C0014B-2H-2, 61.0 cm",NULL,8.276,8.48,8.276,8.48,"C0014B-2H-2 W, 59.0--61.0 cm",CKY000000000003060000,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T02:36:42Z,403,glass beaker,6.142,2.77,11.6476,6.3433,5.5056,403,glass beaker,6.142,2.77,9.3875,4.093,3.2455,2.3421,2.2872,1.2861,3.5733,1.323,0.082,0.0369,3.1635,0.4254,0.7404,1.5408,0.8853,2.4598,0.6401,1.7784,fuway,2010-09-18T12:17:37Z
"C0014B-2H-3, 131.0 cm",NULL,9.532,9.88,9.532,9.88,"C0014B-2H-3, 133.0 cm",NULL,9.55,9.9,9.55,9.9,"C0014B-2H-3 W, 131.0--133.0 cm",CKY000000000003060100,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T02:37:03Z,122,glass beaker,5.972,2.732,8.7422,4.7411,2.7702,122,glass beaker,5.972,2.732,7.1425,3.1484,1.1705,1.6577,1.6188,0.3903,2.0091,0.4164,0.058,0.0261,1.1125,0.5984,1.4901,1.3788,0.5537,2.8504,0.8057,4.1476,fuway,2010-09-18T12:17:37Z
"C0014B-2H-4, 39.0 cm",NULL,9.972,10.37,9.972,10.37,"C0014B-2H-4, 41.0 cm",NULL,9.99,10.39,9.99,10.39,"C0014B-2H-4 W, 39.0--41.0 cm",CKY000000000003060200,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T02:37:24Z,145,glass beaker,5.973,2.688,10.9664,6.101,4.9934,145,glass beaker,5.973,2.688,8.5481,3.6932,2.5751,2.506,2.4473,0.9657,3.413,1.0052,0.0877,0.0395,2.4874,0.5019,1.0075,1.4631,0.7288,2.5757,0.7171,2.5342,fuway,2010-09-18T12:17:37Z
"C0014B-2H-5, 35.0 cm",NULL,10.609,11.08,10.609,11.08,"C0014B-2H-5, 37.0 cm",NULL,10.627,11.1,10.627,11.1,"C0014B-2H-5 W, 35.0--37.0 cm",CKY000000000003060300,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T02:37:49Z,432,glass beaker,6.183,2.793,10.5888,5.8988,4.4058,432,glass beaker,6.183,2.793,8.2522,3.5724,2.0692,2.4213,2.3646,0.7412,3.1058,0.7794,0.0847,0.0382,1.9845,0.5496,1.2201,1.4186,0.639,2.6774,0.7613,3.1902,fuway,2010-09-18T12:17:37Z
"C0014B-2H-5, 92.0 cm",NULL,11.12,11.65,11.12,11.65,"C0014B-2H-5, 94.0 cm",NULL,11.138,11.67,11.138,11.67,"C0014B-2H-5 W, 92.0--94.0 cm",CKY000000000003060400,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T02:38:14Z,123,glass beaker,6.062,2.742,10.3673,5.5836,4.3053,123,glass beaker,6.062,2.742,8.283,3.5084,2.221,2.1599,2.1093,0.7323,2.8416,0.7664,0.0756,0.0341,2.1454,0.5017,1.0068,1.5151,0.755,2.9297,0.7423,2.8804,fuway,2010-09-18T12:17:37Z
"C0014B-2H-6, 41.0 cm",NULL,11.595,12.18,11.595,12.18,"C0014B-2H-6, 43.0 cm",NULL,11.613,12.2,11.613,12.2,"C0014B-2H-6 W, 41.0--43.0 cm",CKY000000000003062500,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T02:58:38Z,113,glass beaker,5.987,2.719,10.8116,5.8823,4.8246,113,glass beaker,5.987,2.719,8.4781,3.559,2.4911,2.4181,2.3614,0.8019,3.1633,0.84,0.0846,0.0381,2.4065,0.5012,1.0048,1.5252,0.7608,3.001,0.7465,2.9448,fuway,2010-09-18T12:17:37Z
"C0014B-2H-6, 58.0 cm",NULL,11.748,12.35,11.748,12.35,"C0014B-2H-6, 60.0 cm",NULL,11.766,12.37,11.766,12.37,"C0014B-2H-6 W, 58.0--60.0 cm",CKY000000000003060500,PP,NULL,10,yuka331,NULL,CKY,2010-09-17T02:38:36Z,116,glass beaker,6.073,2.733,11.1277,6.5282,5.0547,116,glass beaker,6.073,2.733,8.0851,3.4988,2.0121,3.153,3.0791,0.7161,3.7952,0.7658,0.1104,0.0497,1.9017,0.6238,1.658,1.3319,0.5011,2.6556,0.8113,4.2998,fuway,2010-09-18T12:17:37Z
"C0014B-2H-7, 8.0 cm",NULL,11.856,12.47,11.856,12.47,"C0014B-2H-7, 10.0 cm",NULL,11.874,12.49,11.874,12.49,"C0014B-2H-7 W, 8.0--10.0 cm",CKY000000000003068900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:27:16Z,107,glass beaker,6.086,2.715,10.2302,5.7558,4.1442,107,glass beaker,6.086,2.715,7.9688,3.5042,1.8828,2.3434,2.2885,0.7523,3.0408,0.7892,0.082,0.0369,1.8008,0.5655,1.3013,1.3629,0.5922,2.3937,0.7526,3.042,fuway,2010-09-18T12:17:37Z
"C0014B-2H-7, 74.0 cm",NULL,12.448,13.13,12.448,13.13,"C0014B-2H-7, 76.0 cm",NULL,12.466,13.15,12.466,13.15,"C0014B-2H-7 W, 74.0--76.0 cm",CKY000000000003069000,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:27:36Z,149,glass beaker,6.051,2.718,10.2819,5.7218,4.2309,149,glass beaker,6.051,2.718,7.9776,3.4276,1.9266,2.3879,2.3319,0.6719,3.0038,0.7096,0.0836,0.0377,1.843,0.5644,1.2957,1.4085,0.6136,2.743,0.7763,3.4706,fuway,2010-09-18T12:17:38Z
"C0014B-2H-8, 5.0 cm",NULL,12.699,13.41,12.699,13.41,"C0014B-2H-8, 7.0 cm",NULL,12.717,13.43,12.717,13.43,"C0014B-2H-8 W, 5.0--7.0 cm",CKY000000000003069100,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:27:57Z,124,glass beaker,5.99,2.692,12.7047,7.6549,6.7147,124,glass beaker,5.99,2.692,8.709,3.6766,2.719,4.1406,4.0436,0.9193,4.9629,0.9846,0.1449,0.0653,2.5741,0.6166,1.6086,1.353,0.5187,2.8001,0.8148,4.3986,fuway,2010-09-18T12:17:38Z
"C0014B-2H-8, 38.0 cm",NULL,12.995,13.74,12.995,13.74,"C0014B-2H-8, 40.0 cm",NULL,13.013,13.76,13.013,13.76,"C0014B-2H-8 W, 38.0--40.0 cm",CKY000000000003069200,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:28:15Z,436,glass beaker,6.243,2.805,14.1493,8.1362,7.9063,436,glass beaker,6.243,2.805,10.3316,4.3351,4.0886,3.9562,3.8635,1.4677,5.3312,1.5301,0.1385,0.0624,3.9501,0.5004,1.0015,1.483,0.7409,2.6914,0.7247,2.6323,fuway,2010-09-18T12:17:38Z
"C0014B-2H-9, 26.0 cm",NULL,13.349,14.135,13.349,14.135,"C0014B-2H-9, 28.0 cm",NULL,13.367,14.155,13.367,14.155,"C0014B-2H-9 W, 26.0--28.0 cm",CKY000000000003069300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:28:36Z,154,glass beaker,6.053,2.715,13.8491,7.4135,7.7961,154,glass beaker,6.053,2.715,10.8618,4.4393,4.8088,3.0956,3.023,1.6755,4.6985,1.7243,0.1083,0.0488,4.7005,0.3971,0.6586,1.6593,1.0004,2.8054,0.6434,1.8042,fuway,2010-09-18T12:17:38Z
"C0014B-2H-9, 90.0 cm",NULL,13.923,14.775,13.923,14.775,"C0014B-2H-9, 91.0 cm",NULL,13.932,14.785,13.932,14.785,"C0014B-2H-9 W, 90.0--91.0 cm",CKY000000000003069400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:28:52Z,126,glass beaker,6.046,2.731,12.5471,7.2571,6.5011,126,glass beaker,6.046,2.731,9.1036,3.8286,3.0576,3.5684,3.4848,1.0413,4.5261,1.0976,0.1249,0.0563,2.9327,0.5489,1.2168,1.4364,0.648,2.8164,0.7699,3.3466,fuway,2010-09-18T12:17:38Z
"C0014B-2H-10, 11.0 cm",NULL,14.157,15.035,14.157,15.035,"C0014B-2H-10, 13.0 cm",NULL,14.175,15.055,14.175,15.055,"C0014B-2H-10 W, 11.0--13.0 cm",CKY000000000003069500,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:29:14Z,198,glass beaker,6.072,2.714,13.4446,7.3631,7.3726,198,glass beaker,6.072,2.714,10.3703,4.3022,4.2983,3.1858,3.1111,1.538,4.6491,1.5882,0.1115,0.0502,4.1868,0.4321,0.7609,1.5858,0.9006,2.7222,0.6692,2.0228,fuway,2010-09-18T12:17:38Z
"C0014B-2H-11, 10.0 cm",NULL,14.542,15.465,14.542,15.465,"C0014B-2H-11, 12.0 cm",NULL,14.56,15.485,14.56,15.485,"C0014B-2H-11 W, 10.0--12.0 cm",CKY000000000003069600,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:30:06Z,133,glass beaker,6.028,2.735,13.4207,7.927,7.3927,133,glass beaker,6.028,2.735,9.3722,3.8961,3.3442,4.1953,4.097,1.095,5.192,1.1611,0.1468,0.0661,3.1974,0.5675,1.3121,1.4239,0.6158,2.92,0.7891,3.7416,fuway,2010-09-18T12:17:38Z
"C0014B-2H-11, 65.0 cm",NULL,15.036,16.015,15.036,16.015,"C0014B-2H-11, 67.0 cm",NULL,15.054,16.035,15.054,16.035,"C0014B-2H-11 W, 65.0--67.0 cm",CKY000000000003069700,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:30:22Z,128,glass beaker,6.021,2.691,13.292,8.0266,7.271,128,glass beaker,6.021,2.691,9.0358,3.7889,3.0148,4.4106,4.3072,1.0284,5.3356,1.0979,0.1544,0.0695,2.8604,0.6066,1.542,1.3627,0.5361,2.7814,0.8073,4.1883,fuway,2010-09-18T12:17:38Z
"C0014B-2H-12, 20.0 cm",NULL,15.314,16.325,15.314,16.325,"C0014B-2H-12, 22.0 cm",NULL,15.332,16.345,15.332,16.345,"C0014B-2H-12 W, 20.0--22.0 cm",CKY000000000003069800,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:30:44Z,130,glass beaker,6.112,2.759,12.5785,7.3493,6.4665,130,glass beaker,6.112,2.759,8.9552,3.7418,2.8432,3.7547,3.6667,0.9236,4.5903,0.9828,0.1314,0.0592,2.7118,0.5806,1.3846,1.4087,0.5908,2.9361,0.7988,3.97,fuway,2010-09-18T12:17:38Z
"C0014B-2H-CC, 14.0 cm",NULL,15.807,16.875,15.807,16.875,"C0014B-2H-CC, 16.0 cm",NULL,15.825,16.895,15.825,16.895,"C0014B-2H-CC W, 14.0--16.0 cm",CKY000000000003069900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T05:31:00Z,418,glass beaker,6.194,2.818,11.2301,6.42,5.0361,418,glass beaker,6.194,2.818,8.2615,3.4643,2.0675,3.0763,3.0042,0.5978,3.602,0.6463,0.1077,0.0485,1.9598,0.6108,1.5697,1.3981,0.5441,3.2784,0.834,5.0254,fuway,2010-09-18T12:17:38Z
"C0014B-3H-1, 23.0 cm",NULL,16.19,16.23,16.19,16.23,"C0014B-3H-1, 25.0 cm",NULL,16.206,16.25,16.206,16.25,"C0014B-3H-1 W, 23.0--25.0 cm",CKY000000000003079300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:28:44Z,134,glass beaker,6.039,2.725,11.7725,6.9018,5.7335,134,glass beaker,6.039,2.725,8.4365,3.5803,2.3975,3.457,3.376,0.8008,4.1768,0.8553,0.121,0.0545,2.2765,0.6029,1.5186,1.3727,0.545,2.8428,0.8083,4.2158,fuway,2010-09-19T06:15:02Z
"C0014B-3H-2, 35.0 cm",NULL,16.983,17.19,16.983,17.19,"C0014B-3H-2, 37.0 cm",NULL,17,17.21,17,17.21,"C0014B-3H-2 W, 35.0--37.0 cm",CKY000000000003079400,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:29:02Z,434,glass beaker,6.23,2.808,13.6596,8.0509,7.4296,434,glass beaker,6.23,2.808,9.5853,3.9944,3.3553,4.2221,4.1231,1.1198,5.2429,1.1864,0.1478,0.0666,3.2075,0.5683,1.3163,1.4171,0.6118,2.8644,0.7864,3.682,fuway,2010-09-19T06:15:02Z
"C0014B-3H-3, 50.0 cm",NULL,17.743,18.11,17.743,18.11,"C0014B-3H-3, 52.0 cm",NULL,17.76,18.13,17.76,18.13,"C0014B-3H-3 W, 50.0--52.0 cm",CKY000000000003079500,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:29:23Z,429,glass beaker,6.217,2.781,11.9803,7.0802,5.7633,429,glass beaker,6.217,2.781,8.551,3.6658,2.334,3.5537,3.4704,0.8288,4.2992,0.8848,0.1244,0.056,2.2096,0.6166,1.6083,1.3406,0.514,2.666,0.8072,4.1873,fuway,2010-09-19T06:15:02Z
"C0014B-3H-4, 8.0 cm",NULL,18.23,18.7,18.23,18.7,"C0014B-3H-4, 10.0 cm",NULL,18.247,18.72,18.247,18.72,"C0014B-3H-4 W, 8.0--10.0 cm",CKY000000000003079700,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:29:52Z,422,glass beaker,6.25,2.827,11.667,6.5824,5.417,422,glass beaker,6.25,2.827,8.7468,3.6749,2.4968,3.0261,2.9552,0.8002,3.7554,0.8479,0.1059,0.0477,2.3909,0.5586,1.2657,1.4425,0.6367,2.9879,0.7869,3.6931,fuway,2010-09-19T06:15:02Z
"C0014B-3H-5, 35.0 cm",NULL,19.474,20.205,19.474,20.205,"C0014B-3H-5, 37.0 cm",NULL,19.49,20.225,19.49,20.225,"C0014B-3H-5 W, 35.0--37.0 cm",CKY000000000003079900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:30:20Z,425,glass beaker,6.259,2.81,12.0536,7.2441,5.7946,425,glass beaker,6.259,2.81,8.3921,3.5985,2.1331,3.7943,3.7054,0.7287,4.4341,0.7885,0.1328,0.0598,2.0003,0.6548,1.8969,1.3068,0.4511,2.745,0.8357,5.0849,fuway,2010-09-19T06:15:03Z
"C0014B-3H-5, 114.0 cm",NULL,20.126,20.995,20.126,20.995,"C0014B-3H-5, 116.0 cm",NULL,20.143,21.015,20.143,21.015,"C0014B-3H-5 W, 114.0--116.0 cm",CKY000000000003080100,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:30:37Z,127,glass beaker,5.998,2.728,10.4866,6.0761,4.4886,127,glass beaker,5.998,2.728,7.5791,3.1812,1.5811,3.013,2.9424,0.4057,3.3481,0.4532,0.1055,0.0475,1.4756,0.6713,2.0419,1.3406,0.4407,3.6372,0.8788,7.2526,fuway,2010-09-19T06:15:03Z
"C0014B-3H-6, 51.0 cm",NULL,20.754,21.755,20.754,21.755,"C0014B-3H-6, 53.0 cm",NULL,20.771,21.775,20.771,21.775,"C0014B-3H-6 W, 51.0--53.0 cm",CKY000000000003080300,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:30:54Z,156,glass beaker,5.936,2.664,10.001,5.463,4.065,156,glass beaker,5.936,2.664,7.8612,3.3326,1.9252,2.2174,2.1654,0.6336,2.799,0.6686,0.0776,0.035,1.8476,0.5455,1.2002,1.4523,0.6601,2.916,0.7736,3.4176,fuway,2010-09-19T06:15:03Z
"C0014B-3H-7, 9.0 cm",NULL,20.928,21.965,20.928,21.965,"C0014B-3H-7, 11.0 cm",NULL,20.944,21.985,20.944,21.985,"C0014B-3H-7 W, 9.0--11.0 cm",CKY000000000003080500,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:31:29Z,131,glass beaker,6.068,2.754,12.0954,7.3068,6.0274,131,glass beaker,6.068,2.754,8.3475,3.5752,2.2795,3.8838,3.7928,0.76,4.5528,0.8212,0.1359,0.0612,2.1436,0.6444,1.8118,1.3239,0.4708,2.8205,0.8331,4.9905,fuway,2010-09-19T06:15:03Z
"C0014B-3H-7, 44.0 cm",NULL,21.217,22.315,21.217,22.315,"C0014B-3H-7, 46.0 cm",NULL,21.233,22.335,21.233,22.335,"C0014B-3H-7 W, 44.0--46.0 cm",CKY000000000003080700,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:31:42Z,431,glass beaker,6.33,2.848,14.3201,7.6792,7.9901,431,glass beaker,6.33,2.848,11.3686,4.7406,5.0386,3.0585,2.9868,1.8444,4.8312,1.8926,0.107,0.0482,4.9316,0.3828,0.6202,1.6539,1.0208,2.6738,0.6182,1.6194,fuway,2010-09-19T06:15:03Z
"C0014B-3H-8, 9.0 cm",NULL,21.911,23.155,21.911,23.155,"C0014B-3H-8, 11.0 cm",NULL,21.927,23.175,21.927,23.175,"C0014B-3H-8 W, 9.0--11.0 cm",CKY000000000003080900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:32:04Z,162,glass beaker,5.997,2.698,12.2319,7.3659,6.2349,162,glass beaker,5.997,2.698,8.4469,3.5973,2.4499,3.9223,3.8304,0.8375,4.6679,0.8993,0.1373,0.0618,2.3126,0.6291,1.6961,1.3357,0.4954,2.7613,0.8206,4.5736,fuway,2010-09-19T06:15:03Z
"C0014B-3H-9, 4.0 cm",NULL,22.877,24.325,22.877,24.325,"C0014B-3H-9, 6.0 cm",NULL,22.894,24.345,22.894,24.345,"C0014B-3H-9 W, 4.0--6.0 cm",CKY000000000003081100,PP,NULL,5,hilairy331,NULL,CKY,2010-09-17T12:32:22Z,435,glass beaker,6.18,2.792,13.8178,7.785,7.6378,435,glass beaker,6.18,2.792,10.239,4.2218,4.059,3.7086,3.6217,1.3713,4.993,1.4298,0.1298,0.0585,3.9292,0.4856,0.9439,1.5297,0.7869,2.8653,0.7254,2.6411,fuway,2010-09-19T06:15:03Z
