Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0002B-15R-1, 99.0 cm",NULL,600.49,600.49,600.49,600.49,"C0002B-15R-1, 100.0 cm",NULL,600.5,600.5,600.5,600.5,"C0002B-15R-1 W, 99.0--100.0 cm",CKY000000000000619700,PP,NULL,5,likosw315,NULL,CKY,2007-12-11T14:18:53Z,NULL,37,glass cell,4.613,2.084,12.338,5.845822,7.725,37,glass cell,4.613,2.084,10.69,4.205,6.077,1.707772,1.667746,2.094076,3.761822,2.121,0.05977207,0.02692435,6.017228,0.2210708,0.2838138,2.053526,1.599552,2.873453,0.4433347,0.7964116,hashimotoy,2007-12-15T08:09:01Z
"C0002B-15R-2, 24.0 cm",NULL,601.15,601.15,601.15,601.15,"C0002B-15R-2, 25.0 cm",NULL,601.16,601.16,601.16,601.16,"C0002B-15R-2 W, 24.0--25.0 cm",CKY000000000000619600,PP,NULL,5,likosw315,NULL,CKY,2007-12-11T14:18:52Z,NULL,164,glass beaker,6.118,2.757,11.118,5.344486,5,164,glass beaker,6.118,2.757,9.852,4.084,3.734,1.311917,1.281169,1.306317,2.587486,1.327,0.04591713,0.02068339,3.688083,0.2623834,0.3557179,1.932378,1.425354,2.823269,0.4951405,0.9807492,hashimotoy,2007-12-15T08:09:01Z
"C0002B-15R-2, 101.0 cm",NULL,601.92,601.92,601.92,601.92,"C0002B-15R-2, 102.0 cm",NULL,601.93,601.93,601.93,601.93,"C0002B-15R-2 W, 101.0--102.0 cm",CKY000000000000619800,PP,NULL,5,likosw315,NULL,CKY,2007-12-11T14:18:53Z,CALCULATED VOLUME,161,glass beaker,6.097,2.722,13.641,6.610517,7.544,161,glass beaker,6.097,2.722,11.923,4.9,5.826,1.780311,1.738585,2.149932,3.888517,2.178,0.06231093,0.02806799,5.763689,0.2359903,0.3088839,1.940071,1.482233,2.68087,0.4471074,0.8086697,henry315,2007-12-17T05:03:55Z
"C0002B-15R-3, 32.0 cm",NULL,602.645,602.645,602.645,602.645,"C0002B-15R-3, 33.0 cm",NULL,602.655,602.655,602.655,602.655,"C0002B-15R-3 WR, 32.0--33.0 cm",CKY000000000000606100,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T04:54:40Z,NULL,159,glass beaker,6.088,2.772,11.485,5.3778,5.397,159,glass beaker,6.088,2.772,10.504,4.401,4.416,1.0166,0.9928,1.613,2.6058,1.629,0.0356,0.016,4.3804,0.1884,0.2321,2.0711,1.681,2.7157,0.381,0.6155,fujikit,2010-10-05T02:49:04Z
"C0002B-16R-1, 24.0 cm",NULL,609.24,609.24,609.24,609.24,"C0002B-16R-1, 25.0 cm",NULL,609.25,609.25,609.25,609.25,"C0002B-16R-1 W, 24.0--25.0 cm",CKY000000000000619900,PP,NULL,5,likosw315,NULL,CKY,2007-12-11T14:20:04Z,NULL,13,glass beaker,4.522,2.05,9.708,4.8291,5.186,13,glass beaker,4.522,2.05,8.376,3.503,3.854,1.3803,1.3479,1.4312,2.7791,1.453,0.0483,0.0218,3.8057,0.2662,0.3627,1.8661,1.3694,2.6591,0.485,0.9418,fujikit,2010-08-11T05:14:12Z
"C0002B-16R-1, 99.0 cm",NULL,609.99,609.99,609.99,609.99,"C0002B-16R-1, 100.0 cm",NULL,610,610,610,610,"C0002B-16R-1 W, 99.0--100.0 cm",CKY000000000000620000,PP,NULL,5,likosw315,NULL,CKY,2007-12-11T14:20:04Z,NULL,137,glass beaker,6.089,2.707,13.497,6.493,7.408,137,glass beaker,6.089,2.707,11.897,4.9,5.808,1.658,1.6191,2.1669,3.786,2.193,0.058,0.0261,5.75,0.2238,0.2883,1.9567,1.5188,2.6536,0.4277,0.7472,fujikit,2010-10-05T02:49:04Z
"C0002B-16R-2, 24.0 cm",NULL,610.65,610.65,610.65,610.65,"C0002B-16R-2, 25.0 cm",NULL,610.66,610.66,610.66,610.66,"C0002B-16R-2 W, 24.0--25.0 cm",CKY000000000000620100,PP,NULL,5,likosw315,NULL,CKY,2007-12-11T14:20:04Z,NULL,183,glass beaker,5.929,2.649,13.769,6.9394,7.84,183,glass beaker,5.929,2.649,11.567,4.747,5.638,2.2819,2.2284,2.062,4.2904,2.098,0.0799,0.036,5.5581,0.2911,0.4106,1.8273,1.2955,2.6955,0.5194,1.0807,fujikit,2010-10-05T02:49:04Z
"C0002B-16R-2, 88.0 cm",NULL,611.29,611.29,611.29,611.29,"C0002B-16R-2, 89.0 cm",NULL,611.3,611.3,611.3,611.3,"C0002B-16R-2 W, 88.0--89.0 cm",CKY000000000000620200,PP,NULL,5,likosw315,NULL,CKY,2007-12-11T14:20:05Z,NULL,172,glass beaker,6.038,2.688,12.496,6.1191,6.458,172,glass beaker,6.038,2.688,10.912,4.542,4.874,1.6415,1.603,1.8281,3.4311,1.854,0.0575,0.0259,4.8165,0.2542,0.3408,1.8822,1.4038,2.6347,0.4672,0.8769,fujikit,2010-08-11T05:14:12Z
"C0002B-16R-3, 0.0 cm",NULL,611.405,611.405,611.405,611.405,"C0002B-16R-3, 1.0 cm",NULL,611.415,611.415,611.415,611.415,"C0002B-16R-3 WR, 0.0--1.0 cm",CKY000000000000599400,PP,NULL,8,hirono315,NULL,CKY,2007-12-10T14:22:17Z,NULL,128,glass beaker,6.025,2.648,13.789,6.991648,7.764,128,glass beaker,6.025,2.648,11.642,4.854,5.617,2.224871,2.172725,2.170923,4.343648,2.206,0.07787053,0.03507681,5.539129,0.2865624,0.4016643,1.787438,1.275225,2.551509,0.5002074,1.00083,hashimotoy,2007-12-15T11:17:36Z
"C0002B-16R-4, 9.0 cm",NULL,611.905,611.905,611.905,611.905,"C0002B-16R-4, 10.0 cm",NULL,611.915,611.915,611.915,611.915,"C0002B-16R-4 WR, 9.0--10.0 cm",CKY000000000000606900,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T07:15:35Z,NULL,192,glass beaker,5.928,2.685,11.115,5.285673,5.187,192,glass beaker,5.928,2.685,9.892,4.068,3.964,1.267358,1.237654,1.363019,2.600673,1.383,0.04435755,0.01998088,3.919642,0.2443334,0.323335,1.994484,1.507165,2.875706,0.4758975,0.9080238,hashimotoy,2007-12-15T08:09:01Z
"C0002B-16R-4, 127.0 cm",NULL,613.085,613.085,613.085,613.085,"C0002B-16R-4, 128.0 cm",NULL,613.095,613.095,613.095,613.095,"C0002B-16R-4 WR, 127.0--128.0 cm",CKY000000000000607500,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T07:40:31Z,NULL,194,glass beaker,6.04,2.751,10.562,4.993291,4.522,194,glass beaker,6.04,2.751,9.481,3.917,3.441,1.120207,1.093952,1.148339,2.242291,1.166,0.03920728,0.01766094,3.401793,0.2477239,0.3292991,2.016687,1.517106,2.962359,0.4878725,0.9526388,hashimotoy,2007-12-15T07:49:51Z
"C0002B-16R-5, 33.0 cm",NULL,613.555,613.555,613.555,613.555,"C0002B-16R-5, 34.0 cm",NULL,613.565,613.565,613.565,613.565,"C0002B-16R-5 W, 33.0--34.0 cm",CKY000000000000620300,PP,NULL,5,likosw315,NULL,CKY,2007-12-11T14:20:05Z,NULL,4,glass cell,4.67,2.076,11.759,5.747717,7.089,4,glass cell,4.67,2.076,10.087,4.083,5.417,1.732643,1.692034,1.979684,3.671717,2.007,0.06064253,0.02731646,5.356357,0.2444128,0.323474,1.930704,1.458815,2.705663,0.460829,0.8546991,hashimotoy,2007-12-15T11:17:36Z
"C0002B-17R-1, 20.0 cm",NULL,618.7,618.7,618.7,618.7,"C0002B-17R-1, 21.0 cm",NULL,618.71,618.71,618.71,618.71,"C0002B-17R-1 W, 20.0--21.0 cm",CKY000000000000625000,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:00Z,NULL,165,glass beaker,5.978,2.651,14.453,7.7248,8.475,165,glass beaker,5.978,2.651,11.427,4.712,5.449,3.1358,3.0623,2.0115,5.0738,2.061,0.1098,0.0495,5.3392,0.37,0.5873,1.6703,1.0523,2.6543,0.6036,1.5224,fujikit,2010-08-11T05:14:12Z
"C0002B-17R-1, 99.0 cm",NULL,619.49,619.49,619.49,619.49,"C0002B-17R-1, 100.0 cm",NULL,619.5,619.5,619.5,619.5,"C0002B-17R-1 W, 99.0--100.0 cm",CKY000000000000625100,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:01Z,NULL,108,glass beaker,6.035,2.701,14.417,7.565,8.382,108,glass beaker,6.035,2.701,11.663,4.823,5.628,2.8539,2.787,2.077,4.864,2.122,0.0999,0.045,5.5281,0.3405,0.5163,1.7233,1.1365,2.6616,0.573,1.3418,fujikit,2010-08-11T05:14:12Z
"C0002B-17R-2, 20.0 cm",NULL,620.115,620.115,620.115,620.115,"C0002B-17R-2, 21.0 cm",NULL,620.125,620.125,620.125,620.125,"C0002B-17R-2 W, 20.0--21.0 cm",CKY000000000000625200,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:01Z,NULL,28,glass beaker,4.599,2.072,10.818,5.2908,6.219,28,glass beaker,4.599,2.072,9.397,3.876,4.798,1.4725,1.438,1.7808,3.2188,1.804,0.0515,0.0232,4.7465,0.2368,0.3102,1.9321,1.4746,2.6654,0.4468,0.8075,fujikit,2010-08-11T05:14:12Z
"C0002B-17R-2, 102.0 cm",NULL,620.935,620.935,620.935,620.935,"C0002B-17R-2, 103.0 cm",NULL,620.945,620.945,620.945,620.945,"C0002B-17R-2 W, 102.0--103.0 cm",CKY000000000000625300,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:02Z,NULL,154,glass beaker,6.043,2.67,12.964,6.378669,6.921,154,glass beaker,6.043,2.67,11.281,4.703,5.238,1.744041,1.703165,2.005504,3.708669,2.033,0.0610415,0.02749617,5.176958,0.2519927,0.3368854,1.866168,1.395907,2.581375,0.459239,0.8492457,hashimotoy,2007-12-15T07:37:12Z
"C0002B-17R-4, 27.0 cm",NULL,622.995,622.995,622.995,622.995,"C0002B-17R-4, 28.0 cm",NULL,623.005,623.005,623.005,623.005,"C0002B-17R-4 WR, 27.0--28.0 cm",CKY000000000000608100,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T08:47:54Z,NULL,149,glass beaker,6.046,2.771,12.216,5.900432,6.17,149,glass beaker,6.046,2.771,10.708,4.399,4.662,1.562694,1.526069,1.603363,3.129432,1.628,0.05469434,0.02463709,4.607306,0.253273,0.3391775,1.971604,1.47225,2.873526,0.4876504,0.9517924,hashimotoy,2007-12-15T07:49:51Z
"C0002B-17R-4, 108.0 cm",NULL,623.805,623.805,623.805,623.805,"C0002B-17R-4, 109.0 cm",NULL,623.815,623.815,623.815,623.815,"C0002B-17R-4 W, 108.0--109.0 cm",CKY000000000000625400,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:02Z,NULL,156,glass beaker,5.934,2.659,12.199,5.691926,6.265,156,glass beaker,5.934,2.659,11.034,4.532,5.1,1.207254,1.178959,1.853967,3.032926,1.873,0.04225392,0.0190333,5.057746,0.1926982,0.2386941,2.065662,1.667613,2.728067,0.38872,0.6359116,hashimotoy,2007-12-15T08:17:03Z
"C0002B-18R-1, 20.0 cm",NULL,628.2,628.2,628.2,628.2,"C0002B-18R-1, 21.0 cm",NULL,628.21,628.21,628.21,628.21,"C0002B-18R-1 W, 20.0--21.0 cm",CKY000000000000625500,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:02Z,NULL,206,glass beaker,6.02,2.646,13.141,6.596837,7.121,206,glass beaker,6.02,2.646,11.267,4.731,5.247,1.941969,1.896454,2.054383,3.950837,2.085,0.06796896,0.03061665,5.179031,0.2727101,0.3749676,1.802403,1.310869,2.520966,0.4800132,0.9231257,hashimotoy,2007-12-15T08:17:03Z
"C0002B-18R-1, 76.0 cm",NULL,628.76,628.76,628.76,628.76,"C0002B-18R-1, 77.0 cm",NULL,628.77,628.77,628.77,628.77,"C0002B-18R-1 W, 76.0--77.0 cm",CKY000000000000625600,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:03Z,NULL,141,glass beaker,6.013,2.714,12.925,6.2772,6.912,141,glass beaker,6.013,2.714,11.369,4.728,5.356,1.6124,1.5746,1.9886,3.5632,2.014,0.0564,0.0254,5.2996,0.2333,0.3042,1.9398,1.4873,2.665,0.4419,0.7918,fujikit,2010-08-11T05:14:12Z
"C0002B-19R-1, 20.0 cm",NULL,637.7,637.7,637.7,637.7,"C0002B-19R-1, 21.0 cm",NULL,637.71,637.71,637.71,637.71,"C0002B-19R-1 W, 20.0--21.0 cm",CKY000000000000625700,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:03Z,NULL,110,glass beaker,5.992,2.65,14.191,7.1902,8.199,110,glass beaker,5.992,2.65,11.948,4.957,5.956,2.3244,2.2699,2.2703,4.5402,2.307,0.0814,0.0367,5.8746,0.2835,0.3957,1.8059,1.2939,2.5876,0.5,0.9998,fujikit,2010-08-11T05:14:12Z
"C0002B-19R-1, 115.0 cm",NULL,638.65,638.65,638.65,638.65,"C0002B-19R-1, 116.0 cm",NULL,638.66,638.66,638.66,638.66,"C0002B-19R-1 W, 115.0--116.0 cm",CKY000000000000625800,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:04Z,NULL,203,glass beaker,6.041,2.699,13.245,6.5055,7.204,203,glass beaker,6.041,2.699,11.518,4.786,5.477,1.7896,1.7477,2.0588,3.8065,2.087,0.0626,0.0282,5.4144,0.2484,0.3305,1.8926,1.4224,2.6299,0.4591,0.8489,fujikit,2010-08-11T05:14:12Z
"C0002B-19R-2, 20.0 cm",NULL,639.105,639.105,639.105,639.105,"C0002B-19R-2, 21.0 cm",NULL,639.115,639.115,639.115,639.115,"C0002B-19R-2 W, 20.0--21.0 cm",CKY000000000000625900,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:04Z,NULL,109,glass beaker,6.007,2.678,12.394,5.9856,6.387,109,glass beaker,6.007,2.678,10.938,4.536,4.931,1.5088,1.4734,1.8342,3.3076,1.858,0.0528,0.0238,4.8782,0.2362,0.3093,1.931,1.4748,2.6596,0.4455,0.8033,fujikit,2010-08-11T05:14:13Z
"C0002B-19R-2, 127.0 cm",NULL,640.175,640.175,640.175,640.175,"C0002B-19R-2, 128.0 cm",NULL,640.185,640.185,640.185,640.185,"C0002B-19R-2 WR, 127.0--128.0 cm",CKY000000000000609900,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T10:49:30Z,NULL,115,glass beaker,6.019,2.682,11.692,5.6385,5.673,115,glass beaker,6.019,2.682,10.428,4.38,4.409,1.3098,1.2791,1.6774,2.9565,1.698,0.0458,0.0206,4.3632,0.2309,0.3002,1.9188,1.4758,2.6012,0.4326,0.7625,fujikit,2010-08-11T05:14:12Z
"C0002B-19R-3, 0.0 cm",NULL,640.31,640.31,640.31,640.31,"C0002B-19R-3, 1.0 cm",NULL,640.32,640.32,640.32,640.32,"C0002B-19R-3 WR, 0.0--1.0 cm",CKY000000000000602300,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-10T20:35:23Z,NULL,202,glass beaker,6.017,2.685,14.086,6.914,8.069,202,glass beaker,6.017,2.685,12.249,5.085,6.232,1.9036,1.859,2.37,4.229,2.4,0.0666,0.03,6.1654,0.2359,0.3088,1.908,1.4579,2.6014,0.4396,0.7844,fujikit,2010-08-11T05:14:12Z
"C0002B-19R-4, 22.0 cm",NULL,640.945,640.945,640.945,640.945,"C0002B-19R-4, 23.0 cm",NULL,640.955,640.955,640.955,640.955,"C0002B-19R-4 W, 22.0--23.0 cm",CKY000000000000626000,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:04Z,NULL,5,glass beaker,4.594,2.062,9.645,4.6681,5.051,5,glass beaker,4.594,2.062,8.504,3.532,3.91,1.1824,1.1547,1.4514,2.6061,1.47,0.0414,0.0186,3.8686,0.2341,0.3056,1.9381,1.4844,2.6654,0.4431,0.7956,fujikit,2010-08-11T05:14:13Z
"C0002B-19R-4, 87.0 cm",NULL,641.595,641.595,641.595,641.595,"C0002B-19R-4, 88.0 cm",NULL,641.605,641.605,641.605,641.605,"C0002B-19R-4 WR, 87.0--88.0 cm",CKY000000000000611100,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T11:16:13Z,NULL,119,glass beaker,6.098,2.792,11.114,5.3151,5.016,119,glass beaker,6.098,2.792,9.996,4.202,3.898,1.1585,1.1313,1.3918,2.5231,1.41,0.0405,0.0182,3.8575,0.231,0.3003,1.988,1.5289,2.7716,0.4484,0.8128,fujikit,2010-08-11T05:14:12Z
"C0002B-20R-1, 21.0 cm",NULL,647.21,647.21,647.21,647.21,"C0002B-20R-1, 22.0 cm",NULL,647.22,647.22,647.22,647.22,"C0002B-20R-1 W, 21.0--22.0 cm",CKY000000000000626100,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:05Z,NULL,17,glass beaker,4.589,2.052,10.75,5.3178,6.161,17,glass beaker,4.589,2.052,9.339,3.913,4.75,1.4622,1.4279,1.8379,3.2658,1.861,0.0512,0.0231,4.6988,0.2373,0.3112,1.8865,1.4388,2.5566,0.4372,0.7769,fujikit,2010-08-11T05:14:13Z
"C0002B-20R-1, 110.0 cm",NULL,648.1,648.1,648.1,648.1,"C0002B-20R-1, 111.0 cm",NULL,648.11,648.11,648.11,648.11,"C0002B-20R-1 W, 110.0--111.0 cm",CKY000000000000626200,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:05Z,NULL,147,glass beaker,6.026,2.675,11.88,5.616416,5.854,147,glass beaker,6.026,2.675,10.598,4.34,4.572,1.328497,1.297361,1.644055,2.941416,1.665,0.04649745,0.02094479,4.525503,0.2269384,0.293558,1.990198,1.538546,2.752646,0.4410667,0.7891224,iinot,2007-12-15T01:47:50Z
"C0002B-20R-2, 26.0 cm",NULL,648.675,648.675,648.675,648.675,"C0002B-20R-2, 27.0 cm",NULL,648.685,648.685,648.685,648.685,"C0002B-20R-2 W, 26.0--27.0 cm",CKY000000000000626300,PP,NULL,5,akopf315,NULL,CKY,2007-12-11T22:20:06Z,NULL,205,glass beaker,6.087,2.728,12.309,6.0345,6.222,205,glass beaker,6.087,2.728,10.809,4.541,4.722,1.5544,1.518,1.7885,3.3065,1.813,0.0544,0.0245,4.6676,0.2498,0.333,1.8817,1.4116,2.6098,0.4591,0.8488,fujikit,2010-08-11T05:14:13Z
"C0002B-20R-2, 125.0 cm",NULL,649.665,649.665,649.665,649.665,"C0002B-20R-2, 126.0 cm",NULL,649.675,649.675,649.675,649.675,"C0002B-20R-2 WR, 125.0--126.0 cm",CKY000000000000611700,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T11:40:43Z,NULL,14,glass beaker,4.569,2.054,9.569,4.5976,5,14,glass beaker,4.569,2.054,8.567,3.6,3.998,1.0383,1.014,1.5296,2.5436,1.546,0.0363,0.0164,3.9617,0.2077,0.2621,1.9657,1.5575,2.59,0.3986,0.6629,fujikit,2010-08-11T05:14:12Z
"C0002B-20R-3, 23.0 cm",NULL,650.055,650.055,650.055,650.055,"C0002B-20R-3, 24.0 cm",NULL,650.065,650.065,650.065,650.065,"C0002B-20R-3 W, 23.0--24.0 cm",CKY000000000000633600,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:19Z,NULL,195,glass beaker,6.061,2.75,11.502,5.636311,5.441,195,glass beaker,6.061,2.75,10.196,4.336,4.135,1.353368,1.321648,1.564663,2.886311,1.586,0.04736791,0.0213369,4.087632,0.2487351,0.3310885,1.885105,1.416213,2.612468,0.4579022,0.8446855,iinot,2007-12-15T01:56:30Z
"C0002B-20R-3, 57.0 cm",NULL,650.395,650.395,650.395,650.395,"C0002B-20R-3, 58.0 cm",NULL,650.405,650.405,650.405,650.405,"C0002B-20R-3 WR, 57.0--58.0 cm",CKY000000000000612300,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T11:59:15Z,NULL,136,glass beaker,6.026,2.675,10.549,5.015932,4.523,136,glass beaker,6.026,2.675,9.615,4.086,3.589,0.9678757,0.945191,1.395741,2.340932,1.411,0.03387567,0.01525931,3.555124,0.2139898,0.2722481,1.932137,1.518679,2.547124,0.403767,0.6771967,hashimotoy,2007-12-15T11:22:08Z
"C0002B-20R-3, 125.0 cm",NULL,651.075,651.075,651.075,651.075,"C0002B-20R-3, 126.0 cm",NULL,651.085,651.085,651.085,651.085,"C0002B-20R-3 W, 125.0--126.0 cm",CKY000000000000633700,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:20Z,NULL,162,glass beaker,5.999,2.708,11.106,5.2526,5.107,162,glass beaker,5.999,2.708,10.11,4.261,4.111,1.0321,1.0079,1.5367,2.5446,1.553,0.0361,0.0163,4.0749,0.2021,0.2533,2.007,1.6014,2.6517,0.3961,0.6559,fujikit,2010-08-11T05:14:13Z
"C0002B-20R-4, 20.0 cm",NULL,651.435,651.435,651.435,651.435,"C0002B-20R-4, 21.0 cm",NULL,651.445,651.445,651.445,651.445,"C0002B-20R-4 W, 20.0--21.0 cm",CKY000000000000633800,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:20Z,NULL,111,glass beaker,6.065,2.702,10.961,5.4454,4.896,111,glass beaker,6.065,2.702,9.662,4.152,3.597,1.3461,1.3146,1.4288,2.7434,1.45,0.0471,0.0212,3.5499,0.2749,0.3792,1.7846,1.294,2.4845,0.4792,0.9201,fujikit,2010-08-11T05:14:13Z
"C0002B-20R-4, 98.0 cm",NULL,652.215,652.215,652.215,652.215,"C0002B-20R-4, 99.0 cm",NULL,652.225,652.225,652.225,652.225,"C0002B-20R-4 W, 98.0--99.0 cm",CKY000000000000633900,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:20Z,NULL,166,glass beaker,6.117,2.773,10.934,5.3178,4.817,166,glass beaker,6.117,2.773,9.753,4.142,3.636,1.2238,1.1951,1.3497,2.5448,1.369,0.0428,0.0193,3.5932,0.2541,0.3406,1.8929,1.412,2.6622,0.4696,0.8855,fujikit,2010-08-11T05:14:13Z
"C0002B-20R-5, 28.0 cm",NULL,652.925,652.925,652.925,652.925,"C0002B-20R-5, 29.0 cm",NULL,652.935,652.935,652.935,652.935,"C0002B-20R-5 W, 28.0--29.0 cm",CKY000000000000634000,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:21Z,NULL,175,glass beaker,6.139,2.807,10.735,5.1804,4.596,175,glass beaker,6.139,2.807,9.676,4.126,3.537,1.0974,1.0717,1.3017,2.3734,1.319,0.0384,0.0173,3.4986,0.2388,0.3137,1.9365,1.4741,2.6877,0.4515,0.8233,fujikit,2010-08-11T05:14:13Z
"C0002B-21R-1, 29.0 cm",NULL,656.79,656.79,656.79,656.79,"C0002B-21R-1, 30.0 cm",NULL,656.8,656.8,656.8,656.8,"C0002B-21R-1 W, 29.0--30.0 cm",CKY000000000000634100,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:21Z,NULL,174,glass beaker,6.02,2.725,12.22,5.9381,6.2,174,glass beaker,6.02,2.725,10.875,4.599,4.855,1.3938,1.3611,1.852,3.2131,1.874,0.0488,0.022,4.8062,0.2248,0.29,1.9296,1.4958,2.5951,0.4236,0.7349,fujikit,2010-08-11T05:14:13Z
"C0002B-21R-1, 96.0 cm",NULL,657.46,657.46,657.46,657.46,"C0002B-21R-1, 97.0 cm",NULL,657.47,657.47,657.47,657.47,"C0002B-21R-1 W, 96.0--97.0 cm",CKY000000000000634200,PP,NULL,5,akopf315,NULL,CKY,2007-12-12T02:39:21Z,NULL,121,glass beaker,6.069,2.709,11.56,5.531,5.491,121,glass beaker,6.069,2.709,10.429,4.405,4.36,1.172,1.1445,1.6775,2.822,1.696,0.041,0.0185,4.319,0.2134,0.2714,1.9458,1.5305,2.5747,0.4056,0.6823,fujikit,2010-08-11T05:14:13Z
"C0002B-21R-2, 43.0 cm",NULL,658.335,658.335,658.335,658.335,"C0002B-21R-2, 44.0 cm",NULL,658.345,658.345,658.345,658.345,"C0002B-21R-2 WR, 43.0--44.0 cm",CKY000000000000613300,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T13:07:27Z,NULL,36,glass cell,4.536,2.006,10.946,5.289189,6.41,36,glass cell,4.536,2.006,9.612,3.961,5.076,1.382383,1.349984,1.933206,3.283189,1.955,0.04838346,0.02179435,5.027617,0.2156604,0.274958,1.95237,1.531321,2.600663,0.4111806,0.6983136,satoy,2007-12-15T11:16:15Z
"C0002B-21R-3, 0.0 cm",NULL,658.895,658.895,658.895,658.895,"C0002B-21R-3, 1.0 cm",NULL,658.905,658.905,658.905,658.905,"C0002B-21R-3 WR, 0.0--1.0 cm",CKY000000000000603700,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-10T22:33:59Z,NULL,182,glass beaker,6.113,2.799,13.022,6.19781,6.909,182,glass beaker,6.113,2.799,11.601,4.783,5.488,1.472539,1.438026,1.960784,3.39881,1.984,0.0515389,0.02321572,5.436461,0.2131334,0.2708635,2.03277,1.599519,2.772595,0.4230969,0.7333934,hashimotoy,2007-12-15T11:30:16Z
"C0002B-21R-4, 28.0 cm",NULL,659.59,659.59,659.59,659.59,"C0002B-21R-4, 29.0 cm",NULL,659.6,659.6,659.6,659.6,"C0002B-21R-4 WR, 28.0--29.0 cm",CKY000000000000613900,PP,NULL,8,hirono315,NULL,CKY,2007-12-11T13:41:09Z,NULL,131,glass beaker,6.067,2.717,11.087,5.173718,5.02,131,glass beaker,6.067,2.717,10.104,4.195,4.037,1.018653,0.9947782,1.46194,2.456718,1.478,0.03565288,0.01605985,4.001347,0.2029189,0.2545775,2.043376,1.628737,2.737012,0.4049215,0.6804507,satoy,2007-12-15T11:19:17Z
