Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0002B-40R-1, 16.0 cm",NULL,834.16,834.16,834.16,834.16,"C0002B-40R-1, 17.0 cm",NULL,834.17,834.17,834.17,834.17,"C0002B-40R-1 W, 16.0--17.0 cm",CKY000000000000678000,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:08:34Z,NULL,122,glass beaker,5.971,2.701,11.406,5.2937,5.435,122,glass beaker,5.971,2.701,10.421,4.313,4.45,1.0207,0.9968,1.5959,2.5927,1.612,0.0357,0.0161,4.4143,0.1878,0.2312,2.0963,1.7026,2.766,0.3845,0.6246,fujikit,2010-08-11T05:14:13Z
"C0002B-40R-1, 130.0 cm",NULL,835.3,835.3,835.3,835.3,"C0002B-40R-1, 132.0 cm",NULL,835.32,835.32,835.32,835.32,"C0002B-40R-1 W, 130.0--132.0 cm",CKY000000000000662600,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:06Z,NULL,9,glass beaker,4.585,2.063,11.262,5.2895,6.677,9,glass beaker,4.585,2.063,10.01,4.043,5.425,1.2974,1.267,1.9595,3.2265,1.98,0.0454,0.0205,5.3796,0.1943,0.2412,2.0694,1.6673,2.7454,0.3927,0.6466,fujikit,2010-08-11T05:14:13Z
"C0002B-40R-2, 0.0 cm",NULL,835.41,835.41,835.41,835.41,"C0002B-40R-2, 1.0 cm",NULL,835.42,835.42,835.42,835.42,"C0002B-40R-2 WR, 0.0--1.0 cm",CKY000000000000645400,PP,NULL,8,hirono315,NULL,CKY,2007-12-12T13:44:13Z,NULL,112,glass beaker,6.02,2.652,10.889,5.147509,4.869,112,glass beaker,6.02,2.652,9.858,4.121,3.838,1.068394,1.043353,1.452156,2.495509,1.469,0.03739381,0.01684406,3.800606,0.2194278,0.2811114,1.951105,1.522978,2.617216,0.4180923,0.7184857,satoy,2007-12-15T10:43:28Z
"C0002B-40R-3, 12.0 cm",NULL,835.945,835.945,835.945,835.945,"C0002B-40R-3, 13.0 cm",NULL,835.955,835.955,835.955,835.955,"C0002B-40R-3 W, 12.0--13.0 cm",CKY000000000000678100,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:08:35Z,NULL,168,glass beaker,6.088,2.784,10.083,4.705489,3.995,168,glass beaker,6.088,2.784,9.277,3.903,3.189,0.8352332,0.8156574,1.105832,1.921489,1.119,0.02923318,0.0131681,3.159767,0.2090696,0.2643338,2.079117,1.644436,2.857366,0.4244923,0.7375962,nishimuram,2007-12-15T00:22:38Z
"C0002B-40R-3, 98.0 cm",NULL,836.805,836.805,836.805,836.805,"C0002B-40R-3, 99.0 cm",NULL,836.815,836.815,836.815,836.815,"C0002B-40R-3 W, 98.0--99.0 cm",CKY000000000000661500,PP,NULL,5,fss315,NULL,CKY,2007-12-13T09:35:01Z,NULL,114,glass beaker,6.061,2.735,10.756,5.032106,4.695,114,glass beaker,6.061,2.735,9.862,4.142,3.801,0.9264249,0.9047118,1.392394,2.297106,1.407,0.0324249,0.01460581,3.768575,0.1973216,0.245829,2.043876,1.640575,2.706543,0.3938485,0.6497526,nishimuram,2007-12-15T00:22:38Z
"C0002B-40R-4, 5.0 cm",NULL,836.87,836.87,836.87,836.87,"C0002B-40R-4, 7.0 cm",NULL,836.89,836.89,836.89,836.89,"C0002B-40R-4 W, 5.0--7.0 cm",CKY000000000000677900,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:08:33Z,NULL,191,glass beaker,6.066,2.767,12.625,6.0112,6.559,191,glass beaker,6.066,2.767,11.282,4.674,5.216,1.3917,1.3591,1.8851,3.2442,1.907,0.0487,0.0219,5.1673,0.2122,0.2693,2.0218,1.5928,2.7411,0.4189,0.721,fujikit,2010-08-11T05:14:13Z
"C0002B-40R-4, 58.0 cm",NULL,837.4,837.4,837.4,837.4,"C0002B-40R-4, 60.0 cm",NULL,837.42,837.42,837.42,837.42,"C0002B-40R-4 W, 58.0--60.0 cm",CKY000000000000678200,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:08:35Z,NULL,189,glass beaker,6.03,2.678,10.052,4.725332,4.022,189,glass beaker,6.03,2.678,9.21,3.887,3.18,0.8725389,0.8520887,1.195244,2.047332,1.209,0.03053888,0.01375625,3.149461,0.2169416,0.2770439,1.964507,1.538324,2.634995,0.4161946,0.7128995,nishimuram,2007-12-15T00:36:28Z
"C0002B-41R-1, 28.0 cm",NULL,843.78,843.78,843.78,843.78,"C0002B-41R-1, 29.0 cm",NULL,843.79,843.79,843.79,843.79,"C0002B-41R-1 W, 28.0--29.0 cm",CKY000000000000679300,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:30Z,NULL,199,glass beaker,6.006,2.699,10.937,5.1407,4.931,199,glass beaker,6.006,2.699,9.945,4.153,3.939,1.028,1.0039,1.4378,2.4417,1.454,0.036,0.0162,3.903,0.2085,0.2634,2.0195,1.5985,2.7146,0.4111,0.6982,fujikit,2010-08-11T05:14:13Z
"C0002B-41R-1, 90.0 cm",NULL,844.4,844.4,844.4,844.4,"C0002B-41R-1, 91.0 cm",NULL,844.41,844.41,844.41,844.41,"C0002B-41R-1 W, 90.0--91.0 cm",CKY000000000000679400,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:31Z,NULL,172,glass beaker,6.038,2.688,12.011,4.4511,5.973,172,glass beaker,6.038,2.688,10.878,3.323,4.84,1.1741,1.1466,0.6165,1.7631,0.635,0.0411,0.0185,4.7989,0.1966,0.2447,3.3878,2.7219,7.7841,0.6503,1.8599,fujikit,2010-08-11T05:14:14Z
"C0002B-41R-2, 47.0 cm",NULL,845.38,845.38,845.38,845.38,"C0002B-41R-2, 49.0 cm",NULL,845.4,845.4,845.4,845.4,"C0002B-41R-2 W, 47.0--49.0 cm",CKY000000000000679500,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:31Z,NULL,23,glass beaker,4.622,2.06,11.193,5.3593,6.571,23,glass beaker,4.622,2.06,9.887,4.059,5.265,1.3534,1.3217,1.9776,3.2993,1.999,0.0474,0.0214,5.2176,0.206,0.2594,1.9916,1.5814,2.6383,0.4006,0.6683,fujikit,2010-08-11T05:14:14Z
"C0002B-41R-3, 40.0 cm",NULL,846.725,846.725,846.725,846.725,"C0002B-41R-3, 41.0 cm",NULL,846.735,846.735,846.735,846.735,"C0002B-41R-3 WR, 40.0--41.0 cm",CKY000000000000647000,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-12T16:54:50Z,NULL,163,glass beaker,6.086,2.738,12.095,5.625666,6.009,163,glass beaker,6.086,2.738,11.1,4.635,5.014,1.031088,1.006922,1.880744,2.887666,1.897,0.03608811,0.01625591,4.977912,0.1715906,0.2071327,2.080919,1.723853,2.646778,0.3486975,0.5353848,hashimotoy,2007-12-15T12:04:35Z
"C0002B-41R-4, 8.0 cm",NULL,846.82,846.82,846.82,846.82,"C0002B-41R-4, 9.0 cm",NULL,846.83,846.83,846.83,846.83,"C0002B-41R-4 WR, 8.0--9.0 cm",CKY000000000000654000,PP,NULL,8,underwoodm315,NULL,CKY,2007-12-13T00:19:43Z,NULL,184,glass beaker,6.06,2.729,10.928,5.0949,4.868,184,glass beaker,6.06,2.729,9.979,4.15,3.919,0.9834,0.9604,1.4055,2.3659,1.421,0.0344,0.0155,3.8846,0.202,0.2532,2.0576,1.6419,2.7639,0.4059,0.6833,fujikit,2010-08-11T05:14:13Z
"C0002B-41R-4, 79.0 cm",NULL,847.53,847.53,847.53,847.53,"C0002B-41R-4, 80.0 cm",NULL,847.54,847.54,847.54,847.54,"C0002B-41R-4 W, 79.0--80.0 cm",CKY000000000000679700,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:32Z,NULL,113,glass beaker,5.985,2.629,11.417,5.330087,5.432,113,glass beaker,5.985,2.629,10.289,4.207,4.304,1.168912,1.141516,1.559571,2.701087,1.578,0.04091195,0.01842881,4.263088,0.21519,0.2741937,2.011042,1.578286,2.7335,0.4226134,0.7319419,nishimuram,2007-12-15T00:22:38Z
"C0002B-41R-5, 27.0 cm",NULL,848.005,848.005,848.005,848.005,"C0002B-41R-5, 28.0 cm",NULL,848.015,848.015,848.015,848.015,"C0002B-41R-5 W, 27.0--28.0 cm",CKY000000000000679800,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:33Z,NULL,16,glass cell,4.613,2.072,10.776,5.214189,6.163,16,glass cell,4.613,2.072,9.442,3.886,4.829,1.382383,1.349984,1.792206,3.142189,1.814,0.04838346,0.02179435,4.780617,0.2243037,0.2891643,1.961371,1.521429,2.667449,0.4296316,0.7532527,nishimuram,2007-12-15T00:22:38Z
"C0002B-42R-1, 16.0 cm",NULL,853.16,853.16,853.16,853.16,"C0002B-42R-1, 17.0 cm",NULL,853.17,853.17,853.17,853.17,"C0002B-42R-1 WR, 16.0--17.0 cm",CKY000000000000656100,PP,NULL,8,hirono315,NULL,CKY,2007-12-13T03:59:29Z,NULL,12,glass cell,4.541,2.028,10.044,4.740082,5.503,12,glass cell,4.541,2.028,8.915,3.616,4.374,1.169948,1.142528,1.569555,2.712082,1.588,0.04094822,0.01844514,4.333052,0.2126019,0.2700056,2.029068,1.597684,2.760688,0.4212732,0.7279309,satoy,2007-12-15T10:43:29Z
"C0002B-42R-1, 31.0 cm",NULL,853.31,853.31,853.31,853.31,"C0002B-42R-1, 32.0 cm",NULL,853.32,853.32,853.32,853.32,"C0002B-42R-1 W, 31.0--32.0 cm",CKY000000000000679200,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:30Z,CALCULATED VOLUME,183,glass beaker,5.929,2.649,12.063,5.87654,6.134,183,glass beaker,5.929,2.649,10.58,4.4,4.651,1.536788,1.500769,1.726771,3.22754,1.751,0.05378761,0.02422865,4.597212,0.250536,0.3342868,1.900518,1.42437,2.662317,0.4649885,0.8691186,henry315,2007-12-17T05:03:55Z
"C0002B-42R-1, 44.0 cm",NULL,853.44,853.44,853.44,853.44,"C0002B-42R-1, 48.0 cm",NULL,853.48,853.48,853.48,853.48,"C0002B-42R-1 W, 44.0--48.0 cm",CKY000000000000681500,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:21Z,NULL,111,glass beaker,6.065,2.702,10.888,5.0105,4.823,111,glass beaker,6.065,2.702,9.855,3.982,3.79,1.0705,1.0454,1.2631,2.3085,1.28,0.0375,0.0169,3.7525,0.222,0.2853,2.0892,1.6255,2.9709,0.4528,0.8276,fujikit,2010-08-11T05:14:14Z
"C0002B-42R-1, 139.0 cm",NULL,854.39,854.39,854.39,854.39,"C0002B-42R-1, 141.0 cm",NULL,854.41,854.41,854.41,854.41,"C0002B-42R-1 W, 139.0--141.0 cm",CKY000000000000681600,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:22Z,NULL,203,glass beaker,6.041,2.699,10.692,5.0218,4.651,203,glass beaker,6.041,2.699,9.72,4.054,3.679,1.0073,0.9837,1.3391,2.3228,1.355,0.0353,0.0159,3.6437,0.2166,0.2764,2.0023,1.5687,2.721,0.4235,0.7346,fujikit,2010-08-11T05:14:14Z
"C0002B-42R-2, 34.0 cm",NULL,854.745,854.745,854.745,854.745,"C0002B-42R-2, 35.0 cm",NULL,854.755,854.755,854.755,854.755,"C0002B-42R-2 W, 34.0--35.0 cm",CKY000000000000681700,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:22Z,NULL,17,glass beaker,4.589,2.052,9.714,4.3702,5.125,17,glass beaker,4.589,2.052,8.607,3.268,4.018,1.1472,1.1203,1.1979,2.3182,1.216,0.0402,0.0181,3.9778,0.2238,0.2884,2.2108,1.7159,3.3206,0.4833,0.9352,fujikit,2010-08-11T05:14:14Z
"C0002B-42R-2, 116.0 cm",NULL,855.565,855.565,855.565,855.565,"C0002B-42R-2, 118.0 cm",NULL,855.585,855.585,855.585,855.585,"C0002B-42R-2 W, 116.0--118.0 cm",CKY000000000000681800,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:23Z,NULL,167,glass beaker,6.068,2.721,11.006,5.1007,4.938,167,glass beaker,6.068,2.721,10.017,4.116,3.949,1.0249,1.0009,1.3788,2.3797,1.395,0.0359,0.0162,3.9131,0.2076,0.2619,2.0751,1.6444,2.838,0.4206,0.7259,fujikit,2010-08-11T05:14:14Z
"C0002B-42R-3, 94.0 cm",NULL,856.75,856.75,856.75,856.75,"C0002B-42R-3, 95.0 cm",NULL,856.76,856.76,856.76,856.76,"C0002B-42R-3 W, 94.0--95.0 cm",CKY000000000000681900,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:23Z,NULL,162,glass beaker,5.999,2.708,11.916,5.635886,5.917,162,glass beaker,5.999,2.708,10.742,4.467,4.743,1.21658,1.188067,1.73982,2.927886,1.759,0.04258034,0.01918033,4.70042,0.2056076,0.2588238,2.020912,1.605397,2.701671,0.4057762,0.6828677,nishimuram,2007-12-15T00:22:38Z
"C0002B-42R-3, 135.0 cm",NULL,857.16,857.16,857.16,857.16,"C0002B-42R-3, 138.0 cm",NULL,857.19,857.19,857.19,857.19,"C0002B-42R-3 W, 135.0--138.0 cm",CKY000000000000682000,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:24Z,CALCULATED VOLUME,195,glass beaker,6.061,2.75,12.378,5.918451,6.317,195,glass beaker,6.061,2.75,11.104,4.65,5.043,1.320207,1.289265,1.879186,3.168451,1.9,0.04620729,0.02081409,4.996793,0.2089928,0.2642109,1.993719,1.577046,2.65902,0.406907,0.6860762,henry315,2007-12-17T05:03:55Z
"C0002B-42R-4, 30.0 cm",NULL,857.52,857.52,857.52,857.52,"C0002B-42R-4, 31.0 cm",NULL,857.53,857.53,857.53,857.53,"C0002B-42R-4 W, 30.0--31.0 cm",CKY000000000000682100,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:24Z,CALCULATED VOLUME,205,glass beaker,6.087,2.728,13.327,6.283946,7.24,205,glass beaker,6.087,2.728,11.937,4.9,5.85,1.440415,1.406655,2.149291,3.555946,2.172,0.05041455,0.02270926,5.799586,0.1989523,0.2483651,2.036027,1.630955,2.698372,0.3955783,0.6544739,henry315,2007-12-17T05:03:55Z
"C0002B-42R-4, 85.0 cm",NULL,858.07,858.07,858.07,858.07,"C0002B-42R-4, 86.0 cm",NULL,858.08,858.08,858.08,858.08,"C0002B-42R-4 W, 85.0--86.0 cm",CKY000000000000682200,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:25Z,CALCULATED VOLUME,147,glass beaker,6.026,2.675,11.616,5.50486,5.59,147,glass beaker,6.026,2.675,10.436,4.33,4.41,1.222798,1.194139,1.635722,2.82986,1.655,0.04279796,0.01927836,4.367202,0.2187474,0.2799957,1.975363,1.543257,2.669893,0.4219779,0.7300378,henry315,2007-12-17T05:03:55Z
"C0002B-42R-5, 23.0 cm",NULL,858.855,858.855,858.855,858.855,"C0002B-42R-5, 25.0 cm",NULL,858.875,858.875,858.875,858.875,"C0002B-42R-5 W, 23.0--25.0 cm",CKY000000000000682300,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:25Z,NULL,175,glass beaker,6.139,2.807,12.502,6.0029,6.363,175,glass beaker,6.139,2.807,11.096,4.603,4.957,1.457,1.4229,1.773,3.1959,1.796,0.051,0.023,4.906,0.229,0.297,1.991,1.5351,2.7671,0.4452,0.8025,fujikit,2010-08-11T05:14:14Z
"C0002B-43R-1, 17.0 cm",NULL,862.67,862.67,862.67,862.67,"C0002B-43R-1, 18.0 cm",NULL,862.68,862.68,862.68,862.68,"C0002B-43R-1 WR, 17.0--18.0 cm",CKY000000000000658000,PP,NULL,8,hirono315,NULL,CKY,2007-12-13T05:56:58Z,NULL,20,glass cell,4.62,2.048,11.072,5.215237,6.452,20,glass cell,4.62,2.048,9.749,3.898,5.129,1.370984,1.338852,1.828385,3.167237,1.85,0.04798449,0.02161464,5.081016,0.2124898,0.2698249,2.037107,1.604242,2.778963,0.4227192,0.7322592,hashimotoy,2007-12-15T08:33:26Z
"C0002B-43R-1, 40.0 cm",NULL,862.9,862.9,862.9,862.9,"C0002B-43R-1, 41.0 cm",NULL,862.91,862.91,862.91,862.91,"C0002B-43R-1 W, 40.0--41.0 cm",CKY000000000000679900,PP,NULL,5,fss315,NULL,CKY,2007-12-14T04:14:33Z,NULL,5,glass cell,4.594,2.062,10.695,5.064013,6.101,5,glass cell,4.594,2.062,9.55,3.924,4.956,1.186529,1.158719,1.843293,3.002013,1.862,0.04152853,0.01870654,4.914472,0.194481,0.2414356,2.032303,1.637059,2.666136,0.3859808,0.6286135,nishimuram,2007-12-15T00:22:38Z
"C0002B-43R-1, 104.0 cm",NULL,863.54,863.54,863.54,863.54,"C0002B-43R-1, 107.0 cm",NULL,863.57,863.57,863.57,863.57,"C0002B-43R-1 W, 104.0--107.0 cm",CKY000000000000682900,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:28Z,NULL,174,glass beaker,6.02,2.725,12.104,5.7754,6.084,174,glass beaker,6.02,2.725,10.833,4.51,4.813,1.3171,1.2862,1.7642,3.0504,1.785,0.0461,0.0208,4.7669,0.2165,0.2763,1.9945,1.5627,2.702,0.4216,0.7291,fujikit,2010-08-11T05:14:14Z
"C0002B-43R-2, 37.0 cm",NULL,864.28,864.28,864.28,864.28,"C0002B-43R-2, 39.0 cm",NULL,864.3,864.3,864.3,864.3,"C0002B-43R-2 W, 37.0--39.0 cm",CKY000000000000683000,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:28Z,CALCULATED VOLUME,155,glass beaker,6.039,2.701,11.341,5.309583,5.302,155,glass beaker,6.039,2.701,10.327,4.3,4.288,1.050777,1.02615,1.582434,2.608583,1.599,0.03677723,0.01656632,4.251223,0.1981851,0.2471706,2.032521,1.629705,2.686509,0.3933743,0.6484629,henry315,2007-12-17T05:03:55Z
"C0002B-43R-2, 100.0 cm",NULL,864.91,864.91,864.91,864.91,"C0002B-43R-2, 101.0 cm",NULL,864.92,864.92,864.92,864.92,"C0002B-43R-2 W, 100.0--101.0 cm",CKY000000000000683100,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:29Z,NULL,173,glass beaker,5.972,2.711,12.205,5.840442,6.233,173,glass beaker,5.972,2.711,10.929,4.57,4.957,1.32228,1.291289,1.838153,3.129442,1.859,0.04627983,0.02084677,4.91072,0.2121418,0.2692639,1.991729,1.5692,2.671551,0.4126259,0.7024924,hashimotoy,2007-12-15T11:46:54Z
"C0002B-43R-3, 80.0 cm",NULL,866.135,866.135,866.135,866.135,"C0002B-43R-3, 82.0 cm",NULL,866.155,866.155,866.155,866.155,"C0002B-43R-3 W, 80.0--82.0 cm",CKY000000000000683200,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:29Z,NULL,18,glass cell,4.644,2.079,10.212,4.884969,5.568,18,glass cell,4.644,2.079,9.057,3.735,4.413,1.196891,1.168839,1.63713,2.805969,1.656,0.04189122,0.01886992,4.371109,0.2149589,0.2738187,1.984341,1.557789,2.669983,0.4165545,0.7139561,hashimotoy,2007-12-15T12:04:34Z
"C0002B-43R-4, 19.0 cm",NULL,866.935,866.935,866.935,866.935,"C0002B-43R-4, 20.0 cm",NULL,866.945,866.945,866.945,866.945,"C0002B-43R-4 W, 19.0--20.0 cm",CKY000000000000683300,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:30Z,CALCULATED VOLUME,19,glass cell,4.588,2.053,12.409,5.985931,7.821,19,glass cell,4.588,2.053,10.786,4.37,6.198,1.681865,1.642447,2.290484,3.932931,2.317,0.05886533,0.02651591,6.139135,0.2150448,0.273958,1.988594,1.560957,2.680278,0.4176139,0.717074,henry315,2007-12-17T05:03:55Z
"C0002B-43R-4, 98.0 cm",NULL,867.725,867.725,867.725,867.725,"C0002B-43R-4, 99.0 cm",NULL,867.735,867.735,867.735,867.735,"C0002B-43R-4 W, 98.0--99.0 cm",CKY000000000000683400,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:30Z,NULL,27,glass cell,4.648,2.08,10.613,5.068272,5.965,27,glass cell,4.648,2.08,9.298,3.759,4.65,1.362694,1.330756,1.657516,2.988272,1.679,0.04769434,0.02148394,4.602306,0.2284483,0.2960895,1.996137,1.540123,2.776628,0.4453263,0.8028617,hashimotoy,2007-12-15T12:04:34Z
"C0002B-43R-5, 40.0 cm",NULL,868.145,868.145,868.145,868.145,"C0002B-43R-5, 41.0 cm",NULL,868.155,868.155,868.155,868.155,"C0002B-43R-5 W, 40.0--41.0 cm",CKY000000000000676800,PP,NULL,5,fss315,NULL,CKY,2007-12-14T03:15:03Z,NULL,149,glass beaker,6.046,2.771,11.249,5.486734,5.203,149,glass beaker,6.046,2.771,10.04,4.283,3.994,1.25285,1.223486,1.492248,2.715734,1.512,0.04384977,0.01975215,3.95015,0.2407937,0.3171651,1.915873,1.454542,2.647114,0.4505176,0.8198947,nishimuram,2007-12-15T00:40:31Z
"C0002B-43R-6, 25.0 cm",NULL,868.41,868.41,868.41,868.41,"C0002B-43R-6, 27.0 cm",NULL,868.43,868.43,868.43,868.43,"C0002B-43R-6 W, 25.0--27.0 cm",CKY000000000000683500,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:07:44Z,NULL,22,glass beaker,4.602,2.058,10.882,5.3229,6.28,22,glass beaker,4.602,2.058,9.474,3.921,4.872,1.4591,1.4249,1.84,3.2649,1.863,0.0511,0.023,4.8209,0.2323,0.3027,1.9235,1.4766,2.6201,0.4364,0.7744,fujikit,2010-08-11T05:14:14Z
"C0002B-43R-6, 94.0 cm",NULL,869.1,869.1,869.1,869.1,"C0002B-43R-6, 96.0 cm",NULL,869.12,869.12,869.12,869.12,"C0002B-43R-6 W, 94.0--96.0 cm",CKY000000000000683600,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:07:44Z,NULL,11,glass beaker,4.56,2.025,11.245,5.3699,6.685,11,glass beaker,4.56,2.025,9.855,3.986,5.295,1.4404,1.4066,1.9383,3.3449,1.961,0.0504,0.0227,5.2446,0.2155,0.2746,1.9986,1.5679,2.7058,0.4205,0.7257,fujikit,2010-08-11T05:14:14Z
"C0002B-43R-7, 70.0 cm",NULL,870.265,870.265,870.265,870.265,"C0002B-43R-7, 72.0 cm",NULL,870.285,870.285,870.285,870.285,"C0002B-43R-7 W, 70.0--72.0 cm",CKY000000000000683700,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:07:45Z,CALCULATED VOLUME,166,glass beaker,6.117,2.773,12.769,6.142819,6.652,166,glass beaker,6.117,2.773,11.35,4.73,5.233,1.470466,1.436002,1.933817,3.369819,1.957,0.05146636,0.02318305,5.181534,0.2210563,0.2837898,1.973993,1.53763,2.679433,0.4261363,0.742574,henry315,2007-12-17T05:03:55Z
"C0002B-44R-1, 22.0 cm",NULL,872.22,872.22,872.22,872.22,"C0002B-44R-1, 23.0 cm",NULL,872.23,872.23,872.23,872.23,"C0002B-44R-1 W, 22.0--23.0 cm",CKY000000000000683800,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:07:45Z,CALCULATED VOLUME,204,glass beaker,6.059,2.716,12.276,5.827542,6.217,204,glass beaker,6.059,2.716,11.023,4.58,4.964,1.298446,1.268013,1.843529,3.111542,1.864,0.04544563,0.020471,4.918554,0.2088541,0.2639893,1.998045,1.580745,2.66801,0.4075192,0.6878185,henry315,2007-12-17T05:03:55Z
"C0002B-44R-1, 100.0 cm",NULL,873,873,873,873,"C0002B-44R-1, 101.0 cm",NULL,873.01,873.01,873.01,873.01,"C0002B-44R-1 W, 100.0--101.0 cm",CKY000000000000683900,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:07:46Z,CALCULATED VOLUME,139,glass beaker,6.097,2.688,13.001,6.12702,6.904,139,glass beaker,6.097,2.688,11.628,4.76,5.531,1.422798,1.389451,2.049569,3.43902,2.072,0.04979797,0.02243152,5.481202,0.2060831,0.2595777,2.007549,1.593827,2.67432,0.4040253,0.6779236,henry315,2007-12-17T05:03:55Z
"C0002B-44R-1, 124.0 cm",NULL,873.24,873.24,873.24,873.24,"C0002B-44R-1, 125.0 cm",NULL,873.25,873.25,873.25,873.25,"C0002B-44R-1 WR, 124.0--125.0 cm",CKY000000000000659200,PP,NULL,8,hirono315,NULL,CKY,2007-12-13T08:19:09Z,NULL,125,glass beaker,6.079,2.718,12.151,4.6937,6.072,125,glass beaker,6.079,2.718,10.933,3.481,4.854,1.2622,1.2326,0.7431,1.9757,0.763,0.0442,0.0199,4.8098,0.2079,0.2624,3.0733,2.4345,6.4726,0.6239,1.6587,fujikit,2010-08-11T05:14:13Z
"C0002B-44R-2, 25.0 cm",NULL,873.66,873.66,873.66,873.66,"C0002B-44R-2, 27.0 cm",NULL,873.68,873.68,873.68,873.68,"C0002B-44R-2 W, 25.0--27.0 cm",CKY000000000000684000,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:07:46Z,NULL,170,glass beaker,6.055,2.712,11.147,5.385,5.092,170,glass beaker,6.055,2.712,9.999,4.242,3.944,1.189637,1.161755,1.511245,2.673,1.53,0.04163734,0.01875556,3.902363,0.2336287,0.3048505,1.904976,1.459919,2.582218,0.434626,0.7687407,nishimuram,2007-12-15T01:07:45Z
"C0002B-44R-2, 48.0 cm",NULL,873.89,873.89,873.89,873.89,"C0002B-44R-2, 49.0 cm",NULL,873.9,873.9,873.9,873.9,"C0002B-44R-2 W, 48.0--49.0 cm",CKY000000000000682700,PP,NULL,5,fss315,NULL,CKY,2007-12-14T05:01:27Z,NULL,200,glass beaker,6.013,2.72,11.131,5.0899,5.118,200,glass beaker,6.013,2.72,10.188,4.151,4.175,0.9772,0.9543,1.4156,2.3699,1.431,0.0342,0.0154,4.1408,0.1909,0.236,2.1596,1.7472,2.9251,0.4027,0.6741,fujikit,2010-08-11T05:14:14Z
