Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0001H-2R-3, 18.0 cm",NULL,242.5,242.5,242.5,242.5,"C0001H-2R-3, 19.0 cm",NULL,242.51,242.51,242.51,242.51,"C0001H-2R-3 W, 18.0--19.0 cm",CKY000000000000400800,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:36Z,18,glass cell,4.644,2.079,10.733,5.661783,6.089,18,glass cell,4.644,2.079,8.617,3.555,3.973,2.192746,2.141354,1.44143,3.582783,1.476,0.07674617,0.03457035,3.896254,0.360116,0.5627832,1.699517,1.087494,2.703048,0.5976788,1.485576,hayashikz,2007-11-30T22:19:43Z
"C0001H-2R-4, 26.0 cm",NULL,243.99,243.99,243.99,243.99,"C0001H-2R-4, 27.0 cm",NULL,244,244,244,244,"C0001H-2R-4 W, 26.0--27.0 cm",CKY000000000000400900,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:36Z,8,glass cell,4.56,2.079,11.104,5.834544,6.544,8,glass cell,4.56,2.079,8.933,3.673,4.373,2.249741,2.197013,1.558531,3.755544,1.594,0.07874099,0.03546892,4.294259,0.3437868,0.523895,1.742491,1.143445,2.755325,0.5850052,1.409669,hayashikz,2007-11-30T22:19:44Z
"C0001H-2R-5, 39.0 cm",NULL,245.54,245.54,245.54,245.54,"C0001H-2R-5, 41.0 cm",NULL,245.56,245.56,245.56,245.56,"C0001H-2R-5 W, 39.0--41.0 cm",CKY000000000000401000,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:37Z,158,glass beaker,6.019,2.709,11.861,6.117345,5.842,158,glass beaker,6.019,2.709,9.874,4.139,3.855,2.059067,2.010808,1.397537,3.408345,1.43,0.07206741,0.0324628,3.782933,0.3524593,0.5443046,1.714028,1.109903,2.706856,0.5899661,1.438822,hayashikz,2007-11-30T22:35:59Z
"C0001H-2R-5, 86.0 cm",NULL,246.01,246.01,246.01,246.01,"C0001H-2R-5, 88.0 cm",NULL,246.03,246.03,246.03,246.03,"C0001H-2R-5 W, 86.0--88.0 cm",CKY000000000000401100,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:37Z,26,glass cell,4.589,2.068,9.573,4.92473,4.984,26,glass cell,4.589,2.068,7.904,3.263,3.315,1.729534,1.688998,1.167733,2.85673,1.195,0.06053373,0.02726744,3.254466,0.3470172,0.5314339,1.744652,1.139228,2.786996,0.5912346,1.446391,hayashikz,2007-11-30T22:35:59Z
"C0001H-3R-1, 29.0 cm",NULL,249.29,249.29,249.29,249.29,"C0001H-3R-1, 30.0 cm",NULL,249.3,249.3,249.3,249.3,"C0001H-3R-1 W, 29.0--30.0 cm",CKY000000000000401200,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:38Z,131,glass beaker,6.067,2.717,13.163,6.838585,7.096,131,glass beaker,6.067,2.717,10.772,4.458,4.705,2.47772,2.419649,1.701937,4.121585,1.741,0.08672027,0.03906319,4.61828,0.3491714,0.5365028,1.721668,1.120511,2.713544,0.5870674,1.421703,hayashikz,2007-11-30T22:39:56Z
"C0001H-3R-1, 104.0 cm",NULL,250.04,250.04,250.04,250.04,"C0001H-3R-1, 105.0 cm",NULL,250.05,250.05,250.05,250.05,"C0001H-3R-1 W, 104.0--105.0 cm",CKY000000000000401300,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:38Z,190,glass beaker,6.064,2.72,11.637,6.020602,5.573,190,glass beaker,6.064,2.72,9.709,4.101,3.645,1.997928,1.951101,1.349501,3.300602,1.381,0.06992752,0.03149888,3.575072,0.3585013,0.5588495,1.68848,1.083158,2.649181,0.5911349,1.445794,hayashikz,2007-11-30T22:39:56Z
"C0001H-3R-2, 19.0 cm",NULL,250.595,250.595,250.595,250.595,"C0001H-3R-2, 20.0 cm",NULL,250.605,250.605,250.605,250.605,"C0001H-3R-2 W, 19.0--20.0 cm",CKY000000000000401400,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:38Z,127,glass beaker,5.997,2.7,10.37,5.310323,4.373,127,glass beaker,5.997,2.7,8.837,3.784,2.84,1.588601,1.551368,1.058954,2.610323,1.084,0.05560108,0.02504553,2.784399,0.3632749,0.5705365,1.675272,1.066688,2.629385,0.5943205,1.465,hayashikz,2007-11-30T22:43:08Z
"C0001H-3R-2, 107.0 cm",NULL,251.475,251.475,251.475,251.475,"C0001H-3R-2, 108.0 cm",NULL,251.485,251.485,251.485,251.485,"C0001H-3R-2 WR, 107.0--108.0 cm",CKY000000000000372700,PP,NULL,8,wzhu315,NULL,CKY,2007-11-26T23:05:37Z,147,glass beaker,6.026,2.675,10.97,5.662425,4.944,147,glass beaker,6.026,2.675,9.231,3.931,3.205,1.802073,1.759836,1.227589,2.987425,1.256,0.06307259,0.02841108,3.141927,0.3644969,0.5735564,1.654937,1.051717,2.55943,0.5890813,1.433571,hayashikz,2007-11-30T22:19:43Z
"C0001H-3R-3, 26.0 cm",NULL,252.075,252.075,252.075,252.075,"C0001H-3R-3, 27.0 cm",NULL,252.085,252.085,252.085,252.085,"C0001H-3R-3 W, 26.0--27.0 cm",CKY000000000000401500,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:39Z,15,glass cell,4.558,2.072,10.842,5.801247,6.284,15,glass cell,4.558,2.072,8.603,3.572,4.045,2.320207,2.265827,1.46342,3.729247,1.5,0.08120732,0.03657987,3.963793,0.3692246,0.5853503,1.685058,1.062893,2.708581,0.607583,1.54831,hayashikz,2007-11-30T22:43:08Z
"C0001H-3R-3, 98.0 cm",NULL,252.795,252.795,252.795,252.795,"C0001H-3R-3, 100.0 cm",NULL,252.815,252.815,252.815,252.815,"C0001H-3R-3 W, 98.0--100.0 cm",CKY000000000000401600,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:39Z,109,glass beaker,6.007,2.678,10.338,5.276405,4.331,109,glass beaker,6.007,2.678,8.824,3.769,2.817,1.568912,1.532141,1.066265,2.598405,1.091,0.05491196,0.02473512,2.762088,0.3622517,0.5680166,1.666792,1.062994,2.590433,0.5896464,1.436923,hayashikz,2007-11-30T22:43:09Z
"C0001H-3R-4, 0.0 cm",NULL,252.815,252.815,252.815,252.815,"C0001H-3R-4, 1.0 cm",NULL,252.825,252.825,252.825,252.825,"C0001H-3R-4 WR, 0.0--1.0 cm",CKY000000000000360700,PP,NULL,8,hirono315,NULL,CKY,2007-11-26T12:03:54Z,143,glass beaker,5.963,2.679,11.827,6.334585,5.864,143,glass beaker,5.963,2.679,9.436,3.954,3.473,2.47772,2.419649,1.235937,3.655585,1.275,0.08672027,0.03906319,3.38628,0.4225307,0.7316939,1.604121,0.9263304,2.739849,0.6619045,1.957745,hayashikz,2007-11-30T22:10:50Z
"C0001H-3R-5, 24.0 cm",NULL,253.47,253.47,253.47,253.47,"C0001H-3R-5, 26.0 cm",NULL,253.49,253.49,253.49,253.49,"C0001H-3R-5 W, 24.0--26.0 cm",CKY000000000000401700,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:39Z,136,glass beaker,6.026,2.675,11.531,5.976567,5.505,136,glass beaker,6.026,2.675,9.595,4.049,3.569,2.006218,1.959197,1.34237,3.301567,1.374,0.07021767,0.03162958,3.498782,0.3644355,0.5734045,1.66739,1.059734,2.606421,0.5934142,1.459505,hayashikz,2007-11-30T22:46:20Z
"C0001H-3R-5, 99.0 cm",NULL,254.22,254.22,254.22,254.22,"C0001H-3R-5, 100.0 cm",NULL,254.23,254.23,254.23,254.23,"C0001H-3R-5 W, 99.0--100.0 cm",CKY000000000000401800,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:40Z,172,glass beaker,6.038,2.688,10.949,5.619595,4.911,172,glass beaker,6.038,2.688,9.249,3.927,3.211,1.761658,1.720369,1.211226,2.931595,1.239,0.06165808,0.02777391,3.149342,0.3587168,0.5593734,1.675197,1.074276,2.600127,0.5868372,1.420353,hayashikz,2007-11-30T22:46:21Z
"C0001H-4R-1, 24.0 cm",NULL,258.74,258.74,258.74,258.74,"C0001H-4R-1, 25.0 cm",NULL,258.75,258.75,258.75,258.75,"C0001H-4R-1 W, 24.0--25.0 cm",CKY000000000000401900,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:40Z,4,glass cell,4.67,2.076,9.197,4.789127,4.527,4,glass cell,4.67,2.076,7.619,3.218,2.949,1.635233,1.596907,1.116219,2.713127,1.142,0.05723321,0.02578072,2.891767,0.3612179,0.5654789,1.668555,1.065843,2.59068,0.5885856,1.430639,hayashikz,2007-11-30T22:46:21Z
"C0001H-4R-1, 84.0 cm",NULL,259.34,259.34,259.34,259.34,"C0001H-4R-1, 85.0 cm",NULL,259.35,259.35,259.35,259.35,"C0001H-4R-1 W, 84.0--85.0 cm",CKY000000000000402000,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:41Z,151,glass beaker,5.999,2.718,9.433,4.681908,3.434,151,glass beaker,5.999,2.718,8.264,3.518,2.265,1.211399,1.183007,0.7809014,1.963908,0.8,0.042399,0.01909865,2.222601,0.3527662,0.5450367,1.748554,1.131723,2.846199,0.6023738,1.514925,hayashikz,2007-11-30T22:46:21Z
"C0001H-4R-2, 30.0 cm",NULL,260.21,260.21,260.21,260.21,"C0001H-4R-2, 32.0 cm",NULL,260.23,260.23,260.23,260.23,"C0001H-4R-2 W, 30.0--32.0 cm",CKY000000000000402100,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:50:41Z,161,glass beaker,6.097,2.722,11.672,5.943155,5.575,161,glass beaker,6.097,2.722,9.871,4.15,3.774,1.866321,1.822579,1.398576,3.221155,1.428,0.06532129,0.02942401,3.708679,0.3347662,0.5032308,1.730745,1.15135,2.651753,0.5658154,1.303168,hayashikz,2007-11-30T22:47:02Z
"C0001H-4R-2, 113.0 cm",NULL,261.04,261.04,261.04,261.04,"C0001H-4R-2, 114.0 cm",NULL,261.05,261.05,261.05,261.05,"C0001H-4R-2 W, 113.0--114.0 cm",CKY000000000000402200,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:07Z,203,glass beaker,6.041,2.699,11.74,5.807935,5.699,203,glass beaker,6.041,2.699,10.118,4.193,4.077,1.680829,1.641435,1.4675,3.108935,1.494,0.05882906,0.02649958,4.018171,0.294934,0.418307,1.833104,1.292459,2.738106,0.5279733,1.118524,hayashikz,2007-11-30T21:34:18Z
"C0001H-4R-3, 13.0 cm",NULL,261.455,261.455,261.455,261.455,"C0001H-4R-3, 14.0 cm",NULL,261.465,261.465,261.465,261.465,"C0001H-4R-3 W, 13.0--14.0 cm",CKY000000000000402300,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:08Z,128,glass beaker,6.025,2.648,9.117,4.435906,3.092,128,glass beaker,6.025,2.648,8.177,3.5,2.152,0.9740933,0.9512629,0.8366427,1.787906,0.852,0.03409329,0.01535734,2.117907,0.3150366,0.4599321,1.729398,1.184574,2.531435,0.5320543,1.137,hayashikz,2007-11-30T21:34:19Z
"C0001H-4R-3, 92.0 cm",NULL,262.245,262.245,262.245,262.245,"C0001H-4R-3, 94.0 cm",NULL,262.265,262.265,262.265,262.265,"C0001H-4R-3 W, 92.0--94.0 cm",CKY000000000000402400,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:08Z,153,glass beaker,6.069,2.733,10.994,5.559026,4.925,153,glass beaker,6.069,2.733,9.393,3.965,3.324,1.659067,1.620183,1.205844,2.826026,1.232,0.0580674,0.02615649,3.265933,0.3368665,0.5079919,1.74273,1.155663,2.708422,0.5733078,1.34361,hayashikz,2007-11-30T21:38:46Z
"C0001H-4R-4, 0.0 cm",NULL,262.33,262.33,262.33,262.33,"C0001H-4R-4, 1.0 cm",NULL,262.34,262.34,262.34,262.34,"C0001H-4R-4 WR, 0.0--1.0 cm",CKY000000000000361400,PP,NULL,8,hirono315,NULL,CKY,2007-11-26T14:18:11Z,135,glass beaker,6.058,2.7,11.974,6.184162,5.916,135,glass beaker,6.058,2.7,9.945,4.164,3.887,2.102591,2.053311,1.430851,3.484162,1.464,0.07359073,0.03314898,3.813409,0.3554075,0.5513677,1.697969,1.094498,2.665134,0.5893271,1.435028,hayashikz,2007-11-30T22:10:51Z
"C0001H-4R-5, 21.0 cm",NULL,262.965,262.965,262.965,262.965,"C0001H-4R-5, 22.0 cm",NULL,262.975,262.975,262.975,262.975,"C0001H-4R-5 W, 21.0--22.0 cm",CKY000000000000402500,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:08Z,130,glass beaker,6.116,2.721,10.57,5.327763,4.454,130,glass beaker,6.116,2.721,9.138,3.902,3.022,1.483938,1.449158,1.157605,2.606763,1.181,0.05193786,0.02339543,2.970062,0.3331697,0.499632,1.708633,1.139368,2.565696,0.5559225,1.251859,hayashikz,2007-11-30T21:38:46Z
"C0001H-4R-5, 119.0 cm",NULL,263.945,263.945,263.945,263.945,"C0001H-4R-5, 122.0 cm",NULL,263.975,263.975,263.975,263.975,"C0001H-4R-5 W, 119.0--122.0 cm",CKY000000000000402600,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:09Z,123,glass beaker,6.064,2.724,10.158,5.063255,4.094,123,glass beaker,6.064,2.724,8.839,3.75,2.775,1.366839,1.334804,1.004451,2.339255,1.026,0.04783942,0.02154929,2.72716,0.3338641,0.5011951,1.75013,1.165824,2.715076,0.5706108,1.32889,hayashikz,2007-11-30T21:38:47Z
"C0001H-4R-6, 16.0 cm",NULL,264.335,264.335,264.335,264.335,"C0001H-4R-6, 20.0 cm",NULL,264.375,264.375,264.375,264.375,"C0001H-4R-6 W, 16.0--20.0 cm",CKY000000000000402700,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:09Z,201,glass beaker,6.063,2.712,10.336,5.22002,4.273,201,glass beaker,6.063,2.712,8.963,3.853,2.9,1.422798,1.389451,1.118568,2.50802,1.141,0.04979797,0.02243152,2.850202,0.332974,0.499192,1.703735,1.136435,2.54808,0.5540033,1.242169,hayashikz,2007-11-30T21:43:43Z
"C0001H-4R-6, 61.0 cm",NULL,264.785,264.785,264.785,264.785,"C0001H-4R-6, 62.0 cm",NULL,264.795,264.795,264.795,264.795,"C0001H-4R-6 WR, 61.0--62.0 cm",CKY000000000000373400,PP,NULL,8,wzhu315,NULL,CKY,2007-11-27T01:22:36Z,9,glass cell,4.585,2.063,8.949,4.583571,4.364,9,glass cell,4.585,2.063,7.473,3.114,2.888,1.529534,1.493685,1.026886,2.520571,1.051,0.05353372,0.02411429,2.834466,0.3504889,0.5396197,1.731354,1.124533,2.760255,0.592598,1.454578,hayashikz,2007-11-30T22:19:44Z
"C0001H-4R-6, 111.0 cm",NULL,265.285,265.285,265.285,265.285,"C0001H-4R-6, 112.0 cm",NULL,265.295,265.295,265.295,265.295,"C0001H-4R-6 W, 111.0--112.0 cm",CKY000000000000402800,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:10Z,10,glass cell,4.544,2.032,9.562,4.964682,5.018,10,glass cell,4.544,2.032,7.882,3.292,3.338,1.740933,1.700129,1.232553,2.932682,1.26,0.06093269,0.02744716,3.277067,0.3469376,0.5312472,1.711062,1.11743,2.658764,0.5797183,1.379356,hayashikz,2007-11-30T21:43:44Z
"C0001H-5R-1, 17.0 cm",NULL,268.17,268.17,268.17,268.17,"C0001H-5R-1, 18.0 cm",NULL,268.18,268.18,268.18,268.18,"C0001H-5R-1 W, 17.0--18.0 cm",CKY000000000000402900,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:10Z,171,glass beaker,5.985,2.681,9.41,4.623091,3.425,171,glass beaker,5.985,2.681,8.283,3.501,2.298,1.167876,1.140504,0.8015875,1.942091,0.82,0.04087568,0.01841247,2.257124,0.3409856,0.5174176,1.763563,1.162213,2.815817,0.5872554,1.422806,hayashikz,2007-11-30T21:43:44Z
"C0001H-5R-1, 110.0 cm",NULL,269.1,269.1,269.1,269.1,"C0001H-5R-1, 112.0 cm",NULL,269.12,269.12,269.12,269.12,"C0001H-5R-1 W, 110.0--112.0 cm",CKY000000000000403000,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:10Z,36,glass cell,4.536,2.006,10.367,5.351916,5.831,36,glass cell,4.536,2.006,8.511,3.504,3.975,1.923316,1.878238,1.467677,3.345916,1.498,0.06731611,0.03032257,3.907684,0.3298433,0.4921882,1.742722,1.167897,2.662495,0.5613525,1.279735,hayashikz,2007-11-30T21:43:44Z
"C0001H-5R-2, 26.0 cm",NULL,269.68,269.68,269.68,269.68,"C0001H-5R-2, 28.0 cm",NULL,269.7,269.7,269.7,269.7,"C0001H-5R-2 W, 26.0--28.0 cm",CKY000000000000403100,PP,NULL,5,akopf315,NULL,CKY,2007-11-28T01:53:11Z,13,glass cell,4.522,2.05,10.19,5.180813,5.668,13,glass cell,4.522,2.05,8.54,3.538,4.018,1.709845,1.66977,1.461043,3.130813,1.488,0.05984461,0.02695703,3.958156,0.3016663,0.4319801,1.810392,1.264258,2.70913,0.5333343,1.142862,hayashikz,2007-11-30T21:43:45Z
"C0001H-5R-2, 75.0 cm",NULL,270.17,270.17,270.17,270.17,"C0001H-5R-2, 76.0 cm",NULL,270.18,270.18,270.18,270.18,"C0001H-5R-2 WR, 75.0--76.0 cm",CKY000000000000374900,PP,NULL,8,wzhu315,NULL,CKY,2007-11-27T02:45:34Z,30,glass cell,4.531,2.049,10.592,5.504249,6.061,30,glass cell,4.531,2.049,8.583,3.504,4.052,2.081865,2.033072,1.422178,3.455249,1.455,0.07286534,0.03282223,3.979135,0.3434855,0.5231955,1.754143,1.15162,2.797916,0.5884008,1.429548,hayashikz,2007-11-30T22:35:58Z
