Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0017D-2H-6, 49.0 cm",NULL,76.642,76.74,76.642,76.74,"C0017D-2H-6, 51.0 cm",NULL,76.662,76.76,76.662,76.76,"C0017D-2H-6 W, 49.0--51.0 cm",CKY000000000003558100,PP,NULL,5,hilairy331,NULL,CKY,2010-09-28T07:49:49Z,170,glass beaker,6.056,2.705,15.6566,8.4495,9.6006,170,glass beaker,6.056,2.705,12.1826,4.9907,6.1266,3.6,3.5156,2.2289,5.7445,2.2857,0.126,0.0568,6.0006,0.375,0.5999,1.6713,1.0446,2.6922,0.612,1.5773,fuway,2010-09-30T16:36:07Z
"C0017D-2H-7, 22.0 cm",NULL,77.767,77.88,77.767,77.88,"C0017D-2H-7, 24.0 cm",NULL,77.787,77.9,77.787,77.9,"C0017D-2H-7 W, 22.0--24.0 cm",CKY000000000003558200,PP,NULL,5,hilairy331,NULL,CKY,2010-09-28T07:50:03Z,198,glass beaker,6.072,2.714,11.3398,6.7897,5.2678,198,glass beaker,6.072,2.714,8.4334,3.896,2.3614,3.0118,2.9412,1.1345,4.0757,1.182,0.1054,0.0475,2.256,0.5717,1.335,1.2925,0.5535,1.9885,0.7216,2.5925,fuway,2010-09-30T16:36:07Z
"C0017D-6X-1, 104.0 cm",NULL,95.24,95.24,95.24,95.24,"C0017D-6X-1, 106.0 cm",NULL,95.26,95.26,95.26,95.26,"C0017D-6X-1 W, 104.0--106.0 cm",CKY000000000003561900,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T16:17:09Z,186,glass beaker,5.945,2.66,12.686,6.2703,6.741,186,glass beaker,5.945,2.66,10.9117,4.5037,4.9667,1.8387,1.7956,1.8147,3.6103,1.8437,0.0644,0.029,4.9023,0.2728,0.3751,1.8672,1.3579,2.7014,0.4974,0.9895,fuway,2010-09-30T16:36:07Z
"C0017D-6X-2, 14.0 cm",NULL,95.62,95.62,95.62,95.62,"C0017D-6X-2, 16.0 cm",NULL,95.64,95.64,95.64,95.64,"C0017D-6X-2 W, 14.0--16.0 cm",CKY000000000003562000,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T16:17:29Z,118,glass beaker,5.992,2.737,12.3104,6.0586,6.3184,118,glass beaker,5.992,2.737,10.6837,4.439,4.6917,1.6857,1.6462,1.6754,3.3216,1.702,0.059,0.0266,4.6327,0.2668,0.3639,1.9022,1.3947,2.7651,0.4956,0.9826,fuway,2010-09-30T16:36:07Z
"C0017D-6X-CC, 9.0 cm",NULL,95.885,95.885,95.885,95.885,"C0017D-6X-CC, 11.0 cm",NULL,95.905,95.905,95.905,95.905,"C0017D-6X-CC W, 9.0--11.0 cm",CKY000000000003562100,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T16:17:52Z,503,glass beaker,4.563,2.09,11.667,5.7433,7.104,503,glass beaker,4.563,2.09,9.8948,3.9788,5.3318,1.8365,1.7935,1.8598,3.6533,1.8888,0.0643,0.029,5.2675,0.2585,0.3486,1.9445,1.4418,2.8323,0.4909,0.9644,fuway,2010-09-30T16:36:07Z
"C0017D-7H-2, 49.0 cm",NULL,105.503,105.6,105.503,105.6,"C0017D-7H-2, 51.0 cm",NULL,105.521,105.62,105.521,105.62,"C0017D-7H-2 W, 49.0--51.0 cm",CKY000000000003565800,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T21:40:45Z,116,glass beaker,6.073,2.733,11.7629,5.5121,5.6899,116,glass beaker,6.073,2.733,10.6012,4.3555,4.5282,1.2038,1.1756,1.6035,2.7791,1.6225,0.0421,0.019,4.4861,0.2116,0.2683,2.0474,1.6142,2.7977,0.423,0.7331,fuway,2010-09-30T16:36:07Z
"C0017D-7H-3, 62.0 cm",NULL,106.963,107.14,106.963,107.14,"C0017D-7H-3, 64.0 cm",NULL,106.982,107.16,106.982,107.16,"C0017D-7H-3 W, 62.0--64.0 cm",CKY000000000003565900,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T21:41:05Z,164,glass beaker,6.128,2.773,11.852,5.562,5.724,164,glass beaker,6.128,2.773,10.7123,4.4273,4.5843,1.181,1.1533,1.6357,2.789,1.6543,0.0413,0.0186,4.543,0.2063,0.26,2.0523,1.6289,2.7774,0.4135,0.7051,fuway,2010-09-30T16:36:08Z
"C0017D-7H-4, 99.0 cm",NULL,108.643,108.91,108.643,108.91,"C0017D-7H-4, 101.0 cm",NULL,108.662,108.93,108.662,108.93,"C0017D-7H-4 W, 99.0--101.0 cm",CKY000000000003566000,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T21:41:44Z,413,glass beaker,6.188,2.779,11.7294,5.7235,5.5414,413,glass beaker,6.188,2.779,10.2409,4.2415,4.0529,1.5425,1.5063,1.4382,2.9445,1.4625,0.054,0.0243,3.9989,0.2784,0.3857,1.8819,1.3581,2.7805,0.5116,1.0474,fuway,2010-09-30T16:36:08Z
"C0017D-7H-5, 10.0 cm",NULL,109.141,109.435,109.141,109.435,"C0017D-7H-5, 12.0 cm",NULL,109.16,109.455,109.16,109.455,"C0017D-7H-5 W, 10.0--12.0 cm",CKY000000000003566100,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T21:42:03Z,400,glass beaker,6.368,2.86,12.7497,5.9769,6.3817,400,glass beaker,6.368,2.86,11.5352,4.7677,5.1672,1.2585,1.229,1.8879,3.1169,1.9077,0.044,0.0198,5.1232,0.1972,0.2456,2.0475,1.6437,2.7137,0.3943,0.651,fuway,2010-09-30T16:36:08Z
"C0017D-7H-6, 99.0 cm",NULL,111.327,111.74,111.327,111.74,"C0017D-7H-6, 101.0 cm",NULL,111.346,111.76,111.346,111.76,"C0017D-7H-6 W, 99.0--101.0 cm",CKY000000000003567100,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T22:21:35Z,426,glass beaker,6.257,2.819,12.7748,6.3788,6.5178,426,glass beaker,6.257,2.819,11.0048,4.6165,4.7478,1.8342,1.7912,1.7686,3.5598,1.7975,0.0642,0.0289,4.6836,0.2814,0.3916,1.8309,1.3157,2.6482,0.5032,1.0128,fuway,2010-09-30T16:36:08Z
"C0017D-7H-7, 23.0 cm",NULL,111.645,112.075,111.645,112.075,"C0017D-7H-7, 25.0 cm",NULL,111.664,112.095,111.664,112.095,"C0017D-7H-7 W, 23.0--25.0 cm",CKY000000000003567200,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T22:21:52Z,166,glass beaker,6.115,2.753,12.9158,6.4744,6.8008,166,glass beaker,6.115,2.753,10.9616,4.5287,4.8466,2.0251,1.9776,1.7438,3.7214,1.7757,0.0709,0.0319,4.7757,0.2978,0.424,1.8275,1.2833,2.7387,0.5314,1.1341,fuway,2010-09-30T16:36:08Z
"C0017D-7H-CC, 14.0 cm",NULL,111.901,112.345,111.901,112.345,"C0017D-7H-CC, 16.0 cm",NULL,111.92,112.365,111.92,112.365,"C0017D-7H-CC W, 14.0--16.0 cm",CKY000000000003567300,PP,NULL,10,yuka331,NULL,CKY,2010-09-28T22:22:15Z,431,glass beaker,6.33,2.848,12.8099,6.446,6.4799,431,glass beaker,6.33,2.848,10.9037,4.5481,4.5737,1.9753,1.929,1.669,3.598,1.7001,0.0691,0.0311,4.5046,0.3048,0.4385,1.801,1.252,2.699,0.5361,1.1558,fuway,2010-09-30T16:36:08Z
"C0017D-9X-2, 97.0 cm",NULL,122.674,122.78,122.674,122.78,"C0017D-9X-2, 99.0 cm",NULL,122.693,122.8,122.693,122.8,"C0017D-9X-2 W, 97.0--99.0 cm",CKY000000000003572500,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T01:30:43Z,446,glass beaker,6.339,2.811,12.5967,6.0897,6.2577,446,glass beaker,6.339,2.811,11.1068,4.6063,4.7678,1.5439,1.5077,1.771,3.2787,1.7953,0.054,0.0243,4.7138,0.2467,0.3275,1.9086,1.4377,2.6617,0.4598,0.8513,fuway,2010-09-30T16:36:08Z
"C0017D-9X-3, 69.0 cm",NULL,123.613,123.82,123.613,123.82,"C0017D-9X-3, 71.0 cm",NULL,123.631,123.84,123.631,123.84,"C0017D-9X-3 W, 69.0--71.0 cm",CKY000000000003572600,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T01:31:02Z,17,glass beaker,4.585,2.083,11.2218,5.2686,6.6368,17,glass beaker,4.585,2.083,9.9451,3.9975,5.3601,1.323,1.292,1.8936,3.1856,1.9145,0.0463,0.0209,5.3138,0.1993,0.249,2.0834,1.6681,2.8062,0.4056,0.6823,fuway,2010-09-30T16:36:08Z
"C0017D-9X-4, 49.0 cm",NULL,124.641,124.96,124.641,124.96,"C0017D-9X-4, 51.0 cm",NULL,124.659,124.98,124.659,124.98,"C0017D-9X-4 W, 49.0--51.0 cm",CKY000000000003572700,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T01:31:23Z,134,glass beaker,6.039,2.725,11.7234,5.4972,5.6844,134,glass beaker,6.039,2.725,10.6024,4.381,4.5634,1.1617,1.1345,1.6377,2.7722,1.656,0.0407,0.0183,4.5227,0.2044,0.2569,2.0505,1.6314,2.7616,0.4092,0.6927,fuway,2010-09-30T16:36:08Z
"C0017D-9X-5, 61.0 cm",NULL,126.022,126.49,126.022,126.49,"C0017D-9X-5, 63.0 cm",NULL,126.04,126.51,126.04,126.51,"C0017D-9X-5 W, 61.0--63.0 cm",CKY000000000003572800,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T01:31:39Z,144,glass beaker,6.099,2.798,13.6187,6.4506,7.5197,144,glass beaker,6.099,2.798,12.1459,4.9843,6.0469,1.5262,1.4904,2.1622,3.6526,2.1863,0.0534,0.0241,5.9935,0.203,0.2546,2.0587,1.6409,2.7719,0.408,0.6893,fuway,2010-09-30T16:36:08Z
"C0017D-9X-7, 59.0 cm",NULL,128.548,129.29,128.548,129.29,"C0017D-9X-7, 61.0 cm",NULL,128.566,129.31,128.566,129.31,"C0017D-9X-7 W, 59.0--61.0 cm",CKY000000000003572900,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T02:06:10Z,184,glass beaker,6.06,2.731,12.1741,5.8662,6.1141,184,glass beaker,6.06,2.731,10.8462,4.5441,4.7862,1.3761,1.3438,1.7914,3.1352,1.8131,0.0482,0.0217,4.738,0.2251,0.2904,1.9501,1.5112,2.6449,0.4286,0.7501,fuway,2010-09-30T16:36:08Z
"C0017D-9X-8, 49.0 cm",NULL,129.726,130.595,129.726,130.595,"C0017D-9X-8, 51.0 cm",NULL,129.744,130.615,129.744,130.615,"C0017D-9X-8 W, 49.0--51.0 cm",CKY000000000003573000,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T02:06:30Z,26,glass beaker,4.594,2.075,11.8802,5.477,7.2862,26,glass beaker,4.594,2.075,10.7625,4.3641,6.1685,1.1582,1.1311,2.2709,3.402,2.2891,0.0405,0.0182,6.128,0.159,0.189,2.1417,1.8013,2.6985,0.3325,0.4981,fuway,2010-09-30T16:36:08Z
"C0017D-10X-1, 51.0 cm",NULL,131.21,131.21,131.21,131.21,"C0017D-10X-1, 53.0 cm",NULL,131.23,131.23,131.23,131.23,"C0017D-10X-1 W, 51.0--53.0 cm",CKY000000000003576500,PP,NULL,5,hilairy331,NULL,CKY,2010-09-29T05:00:55Z,169,glass beaker,6.054,2.72,13.6827,6.5405,7.6287,169,glass beaker,6.054,2.72,12.1159,4.9806,6.0619,1.6236,1.5855,2.235,3.8205,2.2606,0.0568,0.0256,6.0051,0.2128,0.2704,1.9968,1.5718,2.6868,0.415,0.7094,fuway,2010-09-30T16:36:08Z
"C0017D-10X-2, 70.0 cm",NULL,132.815,132.815,132.815,132.815,"C0017D-10X-2, 72.0 cm",NULL,132.835,132.835,132.835,132.835,"C0017D-10X-2 W, 70.0--72.0 cm",CKY000000000003576600,PP,NULL,5,hilairy331,NULL,CKY,2010-09-29T05:01:13Z,126,glass beaker,6.046,2.731,16.0366,7.8994,9.9906,126,glass beaker,6.046,2.731,13.6699,5.543,7.6239,2.4525,2.395,2.7734,5.1684,2.812,0.0858,0.0386,7.5381,0.2455,0.3253,1.933,1.4585,2.718,0.4634,0.8636,fuway,2010-09-30T16:36:08Z
"C0017D-10X-3, 70.0 cm",NULL,134.225,134.225,134.225,134.225,"C0017D-10X-3, 72.0 cm",NULL,134.245,134.245,134.245,134.245,"C0017D-10X-3 W, 70.0--72.0 cm",CKY000000000003576700,PP,NULL,5,hilairy331,NULL,CKY,2010-09-29T05:01:31Z,159,glass beaker,6.093,2.76,13.7149,6.7001,7.6219,159,glass beaker,6.093,2.76,11.9256,4.9186,5.8326,1.8542,1.8107,2.1294,3.9401,2.1586,0.0649,0.0292,5.7677,0.2433,0.3215,1.9344,1.4638,2.7086,0.4596,0.8503,fuway,2010-09-30T16:36:08Z
"C0017D-10X-4, 70.0 cm",NULL,135.635,135.635,135.635,135.635,"C0017D-10X-4, 72.0 cm",NULL,135.655,135.655,135.655,135.655,"C0017D-10X-4 W, 70.0--72.0 cm",CKY000000000003576800,PP,NULL,5,hilairy331,NULL,CKY,2010-09-29T05:01:46Z,139,glass beaker,6.1,2.734,14.7008,7.1104,8.6008,139,glass beaker,6.1,2.734,12.8989,5.3164,6.7989,1.8673,1.8235,2.5529,4.3764,2.5824,0.0654,0.0295,6.7335,0.2171,0.2773,1.9653,1.5386,2.6376,0.4167,0.7143,fuway,2010-09-30T16:36:09Z
"C0017D-10X-5, 14.0 cm",NULL,136.485,136.485,136.485,136.485,"C0017D-10X-5, 16.0 cm",NULL,136.505,136.505,136.505,136.505,"C0017D-10X-5 W, 14.0--16.0 cm",CKY000000000003576900,PP,NULL,5,hilairy331,NULL,CKY,2010-09-29T05:02:03Z,449,glass beaker,6.219,2.847,16.7174,7.6021,10.4984,449,glass beaker,6.219,2.847,15.3202,6.2109,9.1012,1.4479,1.414,3.3411,4.7551,3.3639,0.0507,0.0228,9.0505,0.1379,0.16,2.2078,1.9033,2.7088,0.2974,0.4232,fuway,2010-09-30T16:36:09Z
"C0017D-10X-CC, 52.0 cm",NULL,137.24,137.24,137.24,137.24,"C0017D-10X-CC, 54.0 cm",NULL,137.26,137.26,137.26,137.26,"C0017D-10X-CC W, 52.0--54.0 cm",CKY000000000003577000,PP,NULL,5,hilairy331,NULL,CKY,2010-09-29T05:02:17Z,117,glass beaker,6.091,2.741,16.3614,8.0537,10.2704,117,glass beaker,6.091,2.741,13.9765,5.6792,7.8855,2.4714,2.4135,2.8992,5.3127,2.9382,0.0865,0.039,7.799,0.2406,0.3169,1.9332,1.468,2.6901,0.4543,0.8325,fuway,2010-09-30T16:36:09Z
"C0017D-11X-1, 64.0 cm",NULL,140.84,140.84,140.84,140.84,"C0017D-11X-1, 66.0 cm",NULL,140.86,140.86,140.86,140.86,"C0017D-11X-1 W, 64.0--66.0 cm",CKY000000000003588700,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T15:08:01Z,132,glass beaker,6.079,2.714,12.7605,6.1274,6.6815,132,glass beaker,6.079,2.714,11.1136,4.4877,5.0346,1.7066,1.6666,1.7468,3.4134,1.7737,0.0597,0.0269,4.9749,0.2554,0.343,1.9574,1.4575,2.848,0.4883,0.9541,fuway,2010-10-01T03:59:36Z
"C0017D-11X-2, 9.0 cm",NULL,141.695,141.695,141.695,141.695,"C0017D-11X-2, 11.0 cm",NULL,141.715,141.715,141.715,141.715,"C0017D-11X-2 W, 9.0--11.0 cm",CKY000000000003588800,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T15:09:58Z,412,glass beaker,6.181,2.831,11.3639,5.4281,5.1829,412,glass beaker,6.181,2.831,10.1874,4.2567,4.0064,1.2192,1.1906,1.4065,2.5971,1.4257,0.0427,0.0192,3.9637,0.2352,0.3076,1.9956,1.5262,2.8181,0.4584,0.8465,fuway,2010-10-01T03:59:37Z
"C0017D-11X-3, 22.0 cm",NULL,143.23,143.23,143.23,143.23,"C0017D-11X-3, 24.0 cm",NULL,143.25,143.25,143.25,143.25,"C0017D-11X-3 W, 22.0--24.0 cm",CKY000000000003588900,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T15:10:17Z,409,glass beaker,6.2,2.81,12.3008,6.3599,6.1008,409,glass beaker,6.2,2.81,10.2399,4.308,4.0399,2.1356,2.0855,1.4644,3.5499,1.498,0.0747,0.0336,3.9652,0.3501,0.5386,1.7186,1.117,2.7077,0.5875,1.4241,fuway,2010-10-01T03:59:37Z
"C0017D-11X-3, 71.0 cm",NULL,143.72,143.72,143.72,143.72,"C0017D-11X-3, 73.0 cm",NULL,143.74,143.74,143.74,143.74,"C0017D-11X-3 W, 71.0--73.0 cm",CKY000000000003589000,PP,NULL,10,yuka331,NULL,CKY,2010-09-29T15:10:35Z,152,glass beaker,6.061,2.735,11.8223,6.1324,5.7613,152,glass beaker,6.061,2.735,9.8643,4.183,3.8033,2.029,1.9814,1.416,3.3974,1.448,0.071,0.032,3.7323,0.3522,0.5436,1.6958,1.0986,2.6358,0.5832,1.3993,fuway,2010-10-01T03:59:37Z
