Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0012D-3H-1, 38.0 cm",NULL,126.862,126.88,126.862,126.88,"C0012D-3H-1, 40.0 cm",NULL,126.881,126.9,126.881,126.9,"C0012D-3H-1 W, 38.0--40.0 cm",CKY000000000004816400,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,166,glass beaker,6.106,2.721,11.9659,6.2657,5.8599,166,glass beaker,6.106,2.721,9.7858,4.095,3.6798,2.2592,2.2063,1.3384,3.5447,1.374,0.0791,0.0356,3.6007,0.3855,0.6274,1.6531,1.0158,2.6903,0.6224,1.6485,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-1, 129.0 cm",NULL,127.728,127.79,127.728,127.79,"C0012D-3H-1, 131.0 cm",NULL,127.747,127.81,127.747,127.81,"C0012D-3H-1 W, 129.0--131.0 cm",CKY000000000004816500,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,121,glass beaker,6.07,2.7,12.088,6.2056,6.018,121,glass beaker,6.07,2.7,10.0849,4.2112,4.0149,2.0758,2.0271,1.4785,3.5056,1.5112,0.0727,0.0327,3.9422,0.3449,0.5266,1.7167,1.1245,2.6664,0.5782,1.3711,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-2, 25.0 cm",NULL,128.089,128.17,128.089,128.17,"C0012D-3H-2, 27.0 cm",NULL,128.109,128.19,128.109,128.19,"C0012D-3H-2 W, 25.0--27.0 cm",CKY000000000004816600,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,6,glass beaker,4.524,2.039,9.6093,5.0159,5.0853,6,glass beaker,4.524,2.039,7.8137,3.2281,3.2897,1.8607,1.8171,1.1598,2.9769,1.1891,0.0651,0.0293,3.2246,0.3659,0.577,1.7083,1.0832,2.7803,0.6104,1.5667,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-2, 103.0 cm",NULL,128.832,128.95,128.832,128.95,"C0012D-3H-2, 105.0 cm",NULL,128.851,128.97,128.851,128.97,"C0012D-3H-2 W, 103.0--105.0 cm",CKY000000000004816700,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,187,glass beaker,6.123,2.742,11.2669,5.8069,5.1439,187,glass beaker,6.123,2.742,9.4553,4.0032,3.3323,1.8773,1.8333,1.2316,3.0649,1.2612,0.0657,0.0296,3.2666,0.365,0.5747,1.6783,1.0658,2.6523,0.5982,1.4886,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-2, 125.5 cm",NULL,129.046,129.175,129.046,129.175,"C0012D-3H-2, 126.5 cm",NULL,129.056,129.185,129.056,129.185,"C0012D-3H-2 WR, 125.5--126.5 cm",CKY000000000004616700,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-28T05:22:57Z,6,glass beaker,4.524,2.039,12.1804,6.6307,7.6564,6,glass beaker,4.524,2.039,9.4236,3.8859,4.8996,2.8568,2.7898,1.8019,4.5917,1.8469,0.1,0.045,4.7996,0.3731,0.5952,1.6674,1.0453,2.6636,0.6076,1.5483,fujiharaa,2011-01-04T00:06:06Z
"C0012D-3H-3, 28.5 cm",NULL,129.47,129.62,129.47,129.62,"C0012D-3H-3, 30.5 cm",NULL,129.489,129.64,129.489,129.64,"C0012D-3H-3 WR, 28.5--30.5 cm",CKY000000000004579400,PP,NULL,3,mstrasser333,NULL,CKY,2010-12-27T14:22:45Z,636,glass beaker,6.107,2.76,12.2831,6.5149,6.1761,636,glass beaker,6.107,2.76,9.9033,4.1455,3.7963,2.4661,2.4083,1.3466,3.7549,1.3855,0.0863,0.0389,3.71,0.3993,0.6647,1.6448,0.988,2.7551,0.6414,1.7884,fujiharaa,2011-01-04T00:06:05Z
"C0012D-3H-4, 15.0 cm",NULL,129.631,129.79,129.631,129.79,"C0012D-3H-4, 17.0 cm",NULL,129.65,129.81,129.65,129.81,"C0012D-3H-4 W, 15.0--17.0 cm",CKY000000000004816800,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,180,glass beaker,6.061,2.715,11.5258,6.0554,5.4648,180,glass beaker,6.061,2.715,9.4469,3.9856,3.3859,2.1543,2.1038,1.2366,3.3404,1.2706,0.0754,0.034,3.3105,0.3942,0.6507,1.636,0.991,2.6771,0.6298,1.7013,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-4, 114.0 cm",NULL,130.574,130.78,130.574,130.78,"C0012D-3H-4, 116.0 cm",NULL,130.593,130.8,130.593,130.8,"C0012D-3H-4 W, 114.0--116.0 cm",CKY000000000004816900,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,164,glass beaker,6.12,2.749,11.1818,5.7212,5.0618,164,glass beaker,6.12,2.749,9.286,3.8336,3.166,1.9646,1.9186,1.0536,2.9722,1.0846,0.0688,0.031,3.0972,0.3881,0.6343,1.703,1.0421,2.9396,0.6455,1.821,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-5, 36.0 cm",NULL,131.192,131.43,131.192,131.43,"C0012D-3H-5, 38.0 cm",NULL,131.211,131.45,131.211,131.45,"C0012D-3H-5 W, 36.0--38.0 cm",CKY000000000004817000,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,133,glass beaker,6.032,2.721,11.9763,6.2858,5.9443,133,glass beaker,6.032,2.721,9.8308,4.1496,3.7988,2.2233,2.1712,1.3936,3.5648,1.4286,0.0778,0.035,3.721,0.374,0.5975,1.6675,1.0438,2.6701,0.6091,1.558,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-5, 119.0 cm",NULL,131.982,132.26,131.982,132.26,"C0012D-3H-5, 121.0 cm",NULL,132.001,132.28,132.001,132.28,"C0012D-3H-5 W, 119.0--121.0 cm",CKY000000000004817100,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,21,glass beaker,4.555,2.054,9.5449,5.0932,4.9899,21,glass beaker,4.555,2.054,7.7292,3.2854,3.1742,1.8816,1.8375,1.2017,3.0392,1.2314,0.0659,0.0297,3.1083,0.3771,0.6053,1.6418,1.0227,2.5866,0.6046,1.5291,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-6, 46.0 cm",NULL,132.634,132.945,132.634,132.945,"C0012D-3H-6, 48.0 cm",NULL,132.653,132.965,132.653,132.965,"C0012D-3H-6 W, 46.0--48.0 cm",CKY000000000004817200,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:41:01Z,198,glass beaker,6.071,2.741,11.3184,5.9958,5.2474,198,glass beaker,6.071,2.741,9.307,3.9932,3.236,2.0844,2.0355,1.2193,3.2548,1.2522,0.073,0.0329,3.163,0.3972,0.659,1.6122,0.9718,2.5941,0.6254,1.6694,fujiharaa,2011-01-04T00:06:07Z
"C0012D-3H-6, 100.0 cm",NULL,133.148,133.485,133.148,133.485,"C0012D-3H-6, 101.0 cm",NULL,133.158,133.495,133.158,133.495,"C0012D-3H-6 WR, 100.0--101.0 cm",CKY000000000004618300,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-28T05:26:56Z,627,glass beaker,6.129,2.768,13.1307,6.9198,7.0017,627,glass beaker,6.129,2.768,10.7197,4.5194,4.5907,2.4984,2.4398,1.712,4.1518,1.7514,0.0874,0.0394,4.5033,0.3568,0.5548,1.6864,1.0847,2.6304,0.5876,1.4251,fujiharaa,2011-01-04T00:06:06Z
"C0012D-4H-1, 33.0 cm",NULL,134.276,134.33,134.276,134.33,"C0012D-4H-1, 35.0 cm",NULL,134.292,134.35,134.292,134.35,"C0012D-4H-1 W, 33.0--35.0 cm",CKY000000000004817300,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:42:53Z,188,glass beaker,6.023,2.676,11.382,6.0125,5.359,188,glass beaker,6.023,2.676,9.3706,4.0099,3.3476,2.0844,2.0355,1.301,3.3365,1.3339,0.073,0.0329,3.2746,0.389,0.6365,1.6062,0.9814,2.517,0.6101,1.5646,fujiharaa,2011-01-04T00:06:07Z
"C0012D-4H-1, 120.0 cm",NULL,135.002,135.2,135.002,135.2,"C0012D-4H-1, 122.0 cm",NULL,135.019,135.22,135.019,135.22,"C0012D-4H-1 W, 120.0--122.0 cm",CKY000000000004817400,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:42:53Z,141,glass beaker,6.02,2.675,10.9996,5.7662,4.9796,141,glass beaker,6.02,2.675,9.157,3.9317,3.137,1.9094,1.8646,1.2266,3.0912,1.2567,0.0668,0.0301,3.0702,0.3834,0.6219,1.6109,0.9932,2.503,0.6032,1.5201,fujiharaa,2011-01-04T00:06:07Z
"C0012D-4H-2, 21.0 cm",NULL,135.353,135.62,135.353,135.62,"C0012D-4H-2, 23.0 cm",NULL,135.37,135.64,135.37,135.64,"C0012D-4H-2 W, 21.0--23.0 cm",CKY000000000004817500,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:42:53Z,504,glass beaker,4.573,2.055,8.4478,4.6192,3.8748,504,glass beaker,4.573,2.055,6.8224,3.0009,2.2494,1.6844,1.6449,0.9193,2.5642,0.9459,0.059,0.0266,2.1904,0.4347,0.769,1.5111,0.8542,2.3827,0.6415,1.7893,fujiharaa,2011-01-04T00:06:07Z
"C0012D-4H-2, 97.0 cm",NULL,135.988,136.38,135.988,136.38,"C0012D-4H-2, 99.0 cm",NULL,136.005,136.4,136.005,136.4,"C0012D-4H-2 W, 97.0--99.0 cm",CKY000000000004817600,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:42:53Z,633,glass beaker,6.086,2.695,10.1972,5.3052,4.1112,633,glass beaker,6.086,2.695,8.5757,3.6908,2.4897,1.6803,1.6409,0.9693,2.6102,0.9958,0.0588,0.0265,2.4309,0.4087,0.6912,1.5751,0.9313,2.5079,0.6286,1.6929,fujiharaa,2011-01-04T00:06:08Z
"C0012D-4H-2, 125.5 cm",NULL,136.226,136.665,136.226,136.665,"C0012D-4H-2, 126.5 cm",NULL,136.235,136.675,136.235,136.675,"C0012D-4H-2 WR, 125.5--126.5 cm",CKY000000000004625200,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-28T08:07:05Z,26,glass beaker,4.59,2.046,12.7683,6.9676,8.1783,26,glass beaker,4.59,2.046,9.8114,4.0236,5.2214,3.0641,2.9923,1.9293,4.9216,1.9776,0.1072,0.0483,5.1142,0.3747,0.5991,1.6617,1.0391,2.6508,0.608,1.551,fujiharaa,2011-01-04T00:06:06Z
"C0012D-4H-3, 23.0 cm",NULL,136.552,137.055,136.552,137.055,"C0012D-4H-3, 25.0 cm",NULL,136.569,137.075,136.569,137.075,"C0012D-4H-3 W, 23.0--25.0 cm",CKY000000000004817700,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:42:53Z,154,glass beaker,6.047,2.683,10.2339,5.3248,4.1869,154,glass beaker,6.047,2.683,8.6581,3.7559,2.6111,1.633,1.5947,1.0471,2.6418,1.0729,0.0572,0.0258,2.5539,0.39,0.6394,1.5849,0.9667,2.439,0.6036,1.523,fujiharaa,2011-01-04T00:06:08Z
"C0012D-4H-4, 29.5 cm",NULL,137.538,138.235,137.538,138.235,"C0012D-4H-4, 31.5 cm",NULL,137.554,138.255,137.554,138.255,"C0012D-4H-4 WR, 29.5--31.5 cm",CKY000000000004596200,PP,NULL,3,marion333,NULL,CKY,2010-12-27T21:39:15Z,626,glass beaker,6.086,2.739,13.4951,7.0367,7.4091,626,glass beaker,6.086,2.739,10.9663,4.5189,4.8803,2.6205,2.5591,1.7386,4.2977,1.7799,0.0917,0.0413,4.7886,0.3537,0.5472,1.724,1.1142,2.7543,0.5955,1.4719,fujiharaa,2011-01-04T00:06:05Z
"C0012D-4H-5, 21.0 cm",NULL,137.73,138.465,137.73,138.465,"C0012D-4H-5, 23.0 cm",NULL,137.746,138.485,137.746,138.485,"C0012D-4H-5 W, 21.0--23.0 cm",CKY000000000004817800,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:42:53Z,116,glass beaker,6.076,2.7,12.03,6.2218,5.954,116,glass beaker,6.076,2.7,10.0812,4.2814,4.0052,2.0195,1.9722,1.5496,3.5218,1.5814,0.0707,0.0318,3.9345,0.3392,0.5133,1.6906,1.1172,2.539,0.56,1.2727,fujiharaa,2011-01-04T00:06:08Z
"C0012D-4H-5, 120.5 cm",NULL,138.561,139.46,138.561,139.46,"C0012D-4H-5, 121.5 cm",NULL,138.569,139.47,138.569,139.47,"C0012D-4H-5 WR, 120.5--121.5 cm",CKY000000000004626500,PP,NULL,5,mstrasser333,NULL,CKY,2010-12-28T08:10:17Z,623,glass beaker,6.083,2.721,13.1549,6.8565,7.0719,623,glass beaker,6.083,2.721,10.8468,4.5585,4.7638,2.3918,2.3357,1.7998,4.1355,1.8375,0.0837,0.0377,4.6801,0.3382,0.5111,1.71,1.1317,2.6003,0.5648,1.2978,fujiharaa,2011-01-04T00:06:06Z
"C0012D-4H-6, 13.0 cm",NULL,138.845,139.8,138.845,139.8,"C0012D-4H-6, 15.0 cm",NULL,138.862,139.82,138.862,139.82,"C0012D-4H-6 W, 13.0--15.0 cm",CKY000000000004817900,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:42:53Z,157,glass beaker,6.041,2.702,11.4084,5.9606,5.3674,157,glass beaker,6.041,2.702,9.5014,4.0619,3.4604,1.9762,1.9299,1.3287,3.2586,1.3599,0.0692,0.0312,3.3912,0.3682,0.5827,1.6471,1.0407,2.5523,0.5922,1.4525,fujiharaa,2011-01-04T00:06:08Z
"C0012D-5H-1, 67.0 cm",NULL,141.603,141.67,141.603,141.67,"C0012D-5H-1, 69.0 cm",NULL,141.621,141.69,141.621,141.69,"C0012D-5H-1 W, 67.0--69.0 cm",CKY000000000004818000,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:44:15Z,124,glass beaker,5.986,2.706,12.1919,6.3593,6.2059,124,glass beaker,5.986,2.706,10.0475,4.2242,4.0615,2.2222,2.1701,1.4832,3.6533,1.5182,0.0778,0.035,3.9837,0.3581,0.5578,1.6987,1.0904,2.6859,0.594,1.4631,fujiharaa,2011-01-04T00:06:08Z
"C0012D-5H-1, 134.0 cm",NULL,142.206,142.34,142.206,142.34,"C0012D-5H-1, 136.0 cm",NULL,142.224,142.36,142.224,142.36,"C0012D-5H-1 W, 134.0--136.0 cm",CKY000000000004818100,PP,NULL,5,coolks333,NULL,CKY,2011-01-01T00:44:15Z,171,glass beaker,5.985,2.695,12.5394,6.5595,6.5544,171,glass beaker,5.985,2.695,10.3175,4.3473,4.3325,2.3025,2.2485,1.616,3.8645,1.6523,0.0806,0.0363,4.2519,0.3513,0.5415,1.6961,1.1002,2.6311,0.5818,1.3914,fujiharaa,2011-01-04T00:06:08Z
