Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0012A-5R-3, 42.0 cm",NULL,90.305,90.305,90.305,90.305,"C0012A-5R-3, 44.0 cm",NULL,90.325,90.325,90.325,90.325,"C0012A-5R-3 WR, 42.0--44.0 cm",CKY000000000000560510,PP,NULL,7,matt322,NULL,CKY,2009-09-26T12:21:10Z,204,glass beaker,6.056,2.748,10.1593,5.2408,4.1033,204,glass beaker,6.056,2.748,8.4477,3.5367,2.3917,1.7737,1.7321,0.7607,2.4928,0.7887,0.0621,0.028,2.3296,0.4323,0.7614,1.6461,0.9345,3.0624,0.6948,2.277,yohei322,2009-09-27T19:16:18Z
"C0012A-5R-3, 100.0 cm",NULL,90.885,90.885,90.885,90.885,"C0012A-5R-3, 102.0 cm",NULL,90.905,90.905,90.905,90.905,"C0012A-5R-3 W, 100.0--102.0 cm",CKY000000000000567310,PP,NULL,5,glenn322,NULL,CKY,2009-09-26T14:38:32Z,159,glass beaker,6.088,2.75,10.3723,5.2153,4.2843,159,glass beaker,6.088,2.75,8.8576,3.7072,2.7696,1.5696,1.5328,0.9325,2.4653,0.9572,0.0549,0.0247,2.7147,0.3664,0.5782,1.7378,1.1012,2.9112,0.6217,1.6438,yohei322,2009-09-27T19:16:18Z
"C0012A-5R-4, 25.0 cm",NULL,91.54,91.54,91.54,91.54,"C0012A-5R-4, 27.0 cm",NULL,91.56,91.56,91.56,91.56,"C0012A-5R-4 W, 25.0--27.0 cm",CKY000000000000567510,PP,NULL,5,andre322,NULL,CKY,2009-09-26T14:49:11Z,141,glass beaker,6.017,2.713,12.5517,6.5482,6.5347,141,glass beaker,6.017,2.713,10.2925,4.2989,4.2755,2.3411,2.2862,1.549,3.8352,1.5859,0.0819,0.0369,4.1936,0.3583,0.5583,1.7039,1.0935,2.7073,0.5961,1.4759,yohei322,2009-09-27T19:16:18Z
"C0012A-5R-4, 72.0 cm",NULL,92.01,92.01,92.01,92.01,"C0012A-5R-4, 73.0 cm",NULL,92.02,92.02,92.02,92.02,"C0012A-5R-4 W, 72.0--73.0 cm",CKY000000000000567410,PP,NULL,5,glenn322,NULL,CKY,2009-09-26T14:42:33Z,13,glass beaker,4.514,2.02,8.6752,4.5304,4.1612,13,glass beaker,4.514,2.02,7.1322,2.9941,2.6182,1.599,1.5615,0.9489,2.5104,0.9741,0.056,0.0252,2.5622,0.3843,0.6241,1.6576,1.0206,2.7002,0.622,1.6456,fuway,2010-08-17T03:18:52Z
"C0012A-5R-5, 18.0 cm",NULL,92.485,92.485,92.485,92.485,"C0012A-5R-5, 20.0 cm",NULL,92.505,92.505,92.505,92.505,"C0012A-5R-5 WR, 18.0--20.0 cm",CKY000000000000561410,PP,NULL,7,matt322,NULL,CKY,2009-09-26T12:23:54Z,127,glass beaker,6.022,2.721,9.3548,4.7536,3.3328,127,glass beaker,6.022,2.721,8.093,3.4972,2.071,1.3076,1.277,0.7556,2.0326,0.7762,0.0458,0.0206,2.0252,0.3923,0.6457,1.6397,0.9964,2.6803,0.6283,1.69,fuway,2010-08-17T03:18:57Z
"C0012A-6R-1, 21.0 cm",NULL,98.21,98.21,98.21,98.21,"C0012A-6R-1, 22.0 cm",NULL,98.22,98.22,98.22,98.22,"C0012A-6R-1 W, 21.0--22.0 cm",CKY000000000000568510,PP,NULL,5,glenn322,NULL,CKY,2009-09-26T15:25:10Z,166,glass beaker,6.109,2.76,9.8043,5.0084,3.6953,166,glass beaker,6.109,2.76,8.2842,3.4949,2.1752,1.5752,1.5383,0.7101,2.2484,0.7349,0.0551,0.0248,2.1201,0.4263,0.743,1.6435,0.9429,2.9856,0.6842,2.1663,fuway,2010-08-17T06:06:13Z
"C0012A-6R-1, 25.0 cm",NULL,98.25,98.25,98.25,98.25,"C0012A-6R-1, 26.0 cm",NULL,98.26,98.26,98.26,98.26,"C0012A-6R-1 W, 25.0--26.0 cm",CKY000000000000569210,PP,NULL,5,andre322,NULL,CKY,2009-09-26T15:42:08Z,109,glass beaker,6.009,2.715,9.516,4.8935,3.507,109,glass beaker,6.009,2.715,8.0051,3.3892,1.9961,1.5657,1.529,0.6495,2.1785,0.6742,0.0548,0.0247,1.9413,0.4464,0.8065,1.6098,0.8911,2.9889,0.7019,2.3541,fuway,2010-08-17T03:18:54Z
"C0012A-6R-1, 97.0 cm",NULL,98.97,98.97,98.97,98.97,"C0012A-6R-1, 99.0 cm",NULL,98.99,98.99,98.99,98.99,"C0012A-6R-1 W, 97.0--99.0 cm",CKY000000000000568610,PP,NULL,5,glenn322,NULL,CKY,2009-09-26T15:25:11Z,410,glass beaker,6.223,2.787,11.9896,6.4623,5.7666,410,glass beaker,6.223,2.787,9.5596,4.0429,3.3366,2.5181,2.4591,1.2162,3.6753,1.2559,0.0881,0.0397,3.2485,0.4367,0.7752,1.569,0.8839,2.671,0.6691,2.022,fuway,2010-08-17T03:19:05Z
"C0012A-6R-1, 126.0 cm",NULL,99.26,99.26,99.26,99.26,"C0012A-6R-1, 127.0 cm",NULL,99.27,99.27,99.27,99.27,"C0012A-6R-1 W, 126.0--127.0 cm",CKY000000000000569310,PP,NULL,5,andre322,NULL,CKY,2009-09-26T15:42:47Z,203,glass beaker,6.041,2.725,9.6848,4.8754,3.6438,203,glass beaker,6.041,2.725,8.4247,3.6208,2.3837,1.3058,1.2752,0.8752,2.1504,0.8958,0.0457,0.0206,2.338,0.3584,0.5585,1.6945,1.0872,2.6714,0.593,1.457,fuway,2010-08-17T03:19:04Z
"C0012A-6R-2, 24.0 cm",NULL,99.65,99.65,99.65,99.65,"C0012A-6R-2, 26.0 cm",NULL,99.67,99.67,99.67,99.67,"C0012A-6R-2 W, 24.0--26.0 cm",CKY000000000000569010,PP,NULL,7,andre322,NULL,CKY,2009-09-26T15:38:47Z,437,glass beaker,6.247,2.785,11.0567,5.7213,4.8097,437,glass beaker,6.247,2.785,9.1974,3.8702,2.9504,1.9267,1.8815,1.0548,2.9363,1.0852,0.0674,0.0304,2.883,0.4006,0.6683,1.638,0.9818,2.7332,0.6408,1.7838,fuway,2010-08-17T06:06:14Z
"C0012A-6R-2, 87.0 cm",NULL,100.28,100.28,100.28,100.28,"C0012A-6R-2, 89.0 cm",NULL,100.3,100.3,100.3,100.3,"C0012A-6R-2 W, 87.0--89.0 cm",CKY000000000000569110,PP,NULL,7,andre322,NULL,CKY,2009-09-26T15:39:15Z,130,glass beaker,6.105,2.751,10.5766,5.342,4.4716,130,glass beaker,6.105,2.751,9.0843,3.8562,2.9793,1.5464,1.5102,1.0808,2.591,1.1052,0.0541,0.0244,2.9252,0.3458,0.5286,1.7258,1.129,2.7065,0.5829,1.3973,yohei322,2009-09-27T19:16:18Z
"C0012A-6R-3, 10.0 cm",NULL,100.45,100.45,100.45,100.45,"C0012A-6R-3, 12.0 cm",NULL,100.47,100.47,100.47,100.47,"C0012A-6R-3 WR, 10.0--12.0 cm",CKY000000000000563710,PP,NULL,5,christine322,NULL,CKY,2009-09-26T13:00:48Z,110,glass beaker,5.996,2.666,9.6541,4.8332,3.6581,110,glass beaker,5.996,2.666,8.3384,3.5233,2.3424,1.3634,1.3314,0.8358,2.1672,0.8573,0.0477,0.0215,2.2947,0.3727,0.5942,1.6879,1.0588,2.7455,0.6143,1.593,fuway,2010-08-17T03:18:54Z
"C0012A-6R-4, 29.0 cm",NULL,100.97,100.97,100.97,100.97,"C0012A-6R-4, 31.0 cm",NULL,100.99,100.99,100.99,100.99,"C0012A-6R-4 W, 29.0--31.0 cm",CKY000000000000569410,PP,NULL,5,andre322,NULL,CKY,2009-09-26T15:57:23Z,111,glass beaker,6.06,2.76,11.221,5.713,5.161,111,glass beaker,6.06,2.76,9.4631,3.9627,3.4031,1.8217,1.779,1.174,2.953,1.2027,0.0638,0.0287,3.3393,0.353,0.5455,1.7477,1.1308,2.8444,0.6024,1.5153,fuway,2010-08-17T03:18:54Z
"C0012A-6R-4, 71.0 cm",NULL,101.39,101.39,101.39,101.39,"C0012A-6R-4, 73.0 cm",NULL,101.41,101.41,101.41,101.41,"C0012A-6R-4 WR, 71.0--73.0 cm",CKY000000000000566210,PP,NULL,7,matt322,NULL,CKY,2009-09-26T14:04:30Z,136,glass beaker,6.023,2.69,10.2612,5.1856,4.2382,136,glass beaker,6.023,2.69,8.7761,3.707,2.7531,1.539,1.5029,0.9927,2.4956,1.017,0.0539,0.0243,2.6992,0.3631,0.5702,1.6983,1.0816,2.719,0.6022,1.514,fuway,2010-08-17T03:18:58Z
"C0012A-7R-1, 26.0 cm",NULL,102.26,102.26,102.26,102.26,"C0012A-7R-1, 28.0 cm",NULL,102.28,102.28,102.28,102.28,"C0012A-7R-1 W, 26.0--28.0 cm",CKY000000000000580410,PP,NULL,7,andre322,NULL,CKY,2009-09-26T18:29:07Z,406,glass beaker,6.225,2.821,11.0391,5.8629,4.8141,406,glass beaker,6.225,2.821,8.8823,3.7155,2.6573,2.235,2.1826,0.8593,3.0419,0.8945,0.0782,0.0352,2.5791,0.4643,0.8666,1.5826,0.8479,3.0014,0.7175,2.54,fuway,2010-08-17T03:19:05Z
"C0012A-7R-1, 26.0 cm",NULL,102.26,102.26,102.26,102.26,"C0012A-7R-1, 28.0 cm",NULL,102.28,102.28,102.28,102.28,"C0012A-7R-1 W, 26.0--28.0 cm",CKY000000000000581610,PP,NULL,7,andre322,NULL,CKY,2009-09-26T18:56:13Z,144,glass beaker,6.08,2.726,9.1909,4.6183,3.1109,144,glass beaker,6.08,2.726,8.0251,3.4576,1.9451,1.2081,1.1798,0.7125,1.8923,0.7316,0.0423,0.0191,1.9028,0.3883,0.6349,1.644,1.0055,2.6706,0.6235,1.6559,yohei322,2009-09-27T19:16:19Z
"C0012A-7R-1, 118.0 cm",NULL,103.18,103.18,103.18,103.18,"C0012A-7R-1, 120.0 cm",NULL,103.2,103.2,103.2,103.2,"C0012A-7R-1 W, 118.0--120.0 cm",CKY000000000000580510,PP,NULL,7,andre322,NULL,CKY,2009-09-26T18:29:08Z,165,glass beaker,5.998,2.647,10.9337,5.6764,4.9357,165,glass beaker,5.998,2.647,9.0766,3.8274,3.0786,1.9245,1.8794,1.15,3.0294,1.1804,0.0674,0.0304,3.0112,0.3899,0.6391,1.6293,0.994,2.6184,0.6204,1.6343,yohei322,2009-09-27T19:16:19Z
"C0012A-7R-2, 19.0 cm",NULL,103.65,103.65,103.65,103.65,"C0012A-7R-2, 21.0 cm",NULL,103.67,103.67,103.67,103.67,"C0012A-7R-2 W, 19.0--21.0 cm",CKY000000000000580610,PP,NULL,7,andre322,NULL,CKY,2009-09-26T18:47:33Z,117,glass beaker,6.087,2.744,10.4974,5.4366,4.4104,117,glass beaker,6.087,2.744,8.8225,3.769,2.7355,1.7356,1.6949,0.9977,2.6926,1.025,0.0607,0.0273,2.6748,0.3935,0.6489,1.638,0.9934,2.681,0.6295,1.6988,fuway,2010-08-17T03:18:55Z
"C0012A-7R-3, 9.0 cm",NULL,104.035,104.035,104.035,104.035,"C0012A-7R-3, 11.0 cm",NULL,104.055,104.055,104.055,104.055,"C0012A-7R-3 W, 9.0--11.0 cm",CKY000000000000582410,PP,NULL,7,andre322,NULL,CKY,2009-09-26T19:16:32Z,14,glass beaker,4.545,2.037,7.5798,3.8232,3.0348,14,glass beaker,4.545,2.037,6.4606,2.7089,1.9156,1.1598,1.1326,0.6536,1.7862,0.6719,0.0406,0.0183,1.875,0.3822,0.6186,1.699,1.0497,2.8687,0.6341,1.7329,fuway,2010-08-17T03:18:52Z
"C0012A-7R-3, 113.0 cm",NULL,105.075,105.075,105.075,105.075,"C0012A-7R-3, 115.0 cm",NULL,105.095,105.095,105.095,105.095,"C0012A-7R-3 W, 113.0--115.0 cm",CKY000000000000582510,PP,NULL,7,andre322,NULL,CKY,2009-09-26T19:16:33Z,178,glass beaker,6.074,2.738,11.6503,6.1865,5.5763,178,glass beaker,6.074,2.738,9.4351,3.981,3.3611,2.2955,2.2417,1.2068,3.4485,1.243,0.0803,0.0362,3.2808,0.4117,0.6997,1.617,0.9514,2.7186,0.6501,1.8576,fuway,2010-08-17T03:19:03Z
"C0012A-7R-4, 30.0 cm",NULL,105.645,105.645,105.645,105.645,"C0012A-7R-4, 32.0 cm",NULL,105.665,105.665,105.665,105.665,"C0012A-7R-4 W, 30.0--32.0 cm",CKY000000000000583410,PP,NULL,7,andre322,NULL,CKY,2009-09-26T19:24:34Z,195,glass beaker,6.065,2.719,8.8722,4.4337,2.8072,195,glass beaker,6.065,2.719,7.8481,3.4141,1.7831,1.0612,1.0363,0.6784,1.7147,0.6951,0.0371,0.0167,1.746,0.378,0.6078,1.6371,1.0183,2.5737,0.6044,1.5276,fuway,2010-08-17T03:19:04Z
"C0012A-7R-4, 99.0 cm",NULL,106.335,106.335,106.335,106.335,"C0012A-7R-4, 101.0 cm",NULL,106.355,106.355,106.355,106.355,"C0012A-7R-4 W, 99.0--101.0 cm",CKY000000000000583510,PP,NULL,7,andre322,NULL,CKY,2009-09-26T19:24:34Z,139,glass beaker,6.092,2.819,9.2107,4.5915,3.1187,139,glass beaker,6.092,2.819,8.0306,3.4166,1.9386,1.2229,1.1942,0.5783,1.7725,0.5976,0.0428,0.0193,1.8958,0.3921,0.6451,1.7595,1.0696,3.2782,0.6737,2.065,fuway,2010-08-17T03:18:59Z
"C0012A-7R-5, 52.0 cm",NULL,107.275,107.275,107.275,107.275,"C0012A-7R-5, 53.0 cm",NULL,107.285,107.285,107.285,107.285,"C0012A-7R-5 W, 52.0--53.0 cm",CKY000000000000584710,PP,NULL,5,glenn322,NULL,CKY,2009-09-26T19:55:58Z,128,glass beaker,6.019,2.723,9.7522,5.0925,3.7332,128,glass beaker,6.019,2.723,8.1514,3.4987,2.1324,1.6589,1.62,0.7495,2.3695,0.7757,0.0581,0.0262,2.0743,0.4444,0.7997,1.5755,0.8754,2.7676,0.6837,2.1614,fuway,2010-08-17T03:18:58Z
"C0012A-7R-5, 108.0 cm",NULL,107.835,107.835,107.835,107.835,"C0012A-7R-5, 110.0 cm",NULL,107.855,107.855,107.855,107.855,"C0012A-7R-5 WR, 108.0--110.0 cm",CKY000000000000569810,PP,NULL,5,andre322,NULL,CKY,2009-09-26T16:34:46Z,446,glass beaker,6.334,2.909,10.5028,5.3466,4.1688,446,glass beaker,6.334,2.909,9.0077,3.858,2.6737,1.5493,1.513,0.9246,2.4376,0.949,0.0542,0.0244,2.6195,0.3716,0.5914,1.7102,1.0746,2.8331,0.6207,1.6364,fuway,2010-08-17T03:19:09Z
"C0012A-8R-1, 17.0 cm",NULL,111.67,111.67,111.67,111.67,"C0012A-8R-1, 19.0 cm",NULL,111.69,111.69,111.69,111.69,"C0012A-8R-1 W, 17.0--19.0 cm",CKY000000000000587410,PP,NULL,10,glenn322,NULL,CKY,2009-09-26T20:30:27Z,429,glass beaker,6.209,2.798,10.3708,5.2977,4.1618,429,glass beaker,6.209,2.798,8.7896,3.7234,2.5806,1.6385,1.6001,0.8996,2.4997,0.9254,0.0573,0.0258,2.5233,0.3937,0.6493,1.6649,1.0094,2.8049,0.6401,1.7787,fuway,2010-08-17T03:19:08Z
"C0012A-8R-1, 125.0 cm",NULL,112.75,112.75,112.75,112.75,"C0012A-8R-1, 127.0 cm",NULL,112.77,112.77,112.77,112.77,"C0012A-8R-1 W, 125.0--127.0 cm",CKY000000000000587510,PP,NULL,10,glenn322,NULL,CKY,2009-09-26T20:30:27Z,161,glass beaker,6.097,2.755,10.0094,4.9774,3.9124,161,glass beaker,6.097,2.755,8.7257,3.6993,2.6287,1.3303,1.2991,0.9233,2.2224,0.9443,0.0466,0.021,2.5821,0.34,0.5152,1.7604,1.1619,2.7966,0.5845,1.407,fuway,2010-08-17T03:19:00Z
"C0012A-8R-2, 21.0 cm",NULL,113.12,113.12,113.12,113.12,"C0012A-8R-2, 23.0 cm",NULL,113.14,113.14,113.14,113.14,"C0012A-8R-2 W, 21.0--23.0 cm",CKY000000000000587810,PP,NULL,7,andre322,NULL,CKY,2009-09-26T20:51:33Z,173,glass beaker,5.967,2.703,9.7276,4.8476,3.7606,173,glass beaker,5.967,2.703,8.484,3.6094,2.517,1.2887,1.2585,0.8861,2.1446,0.9064,0.0451,0.0203,2.4719,0.3427,0.5213,1.7535,1.1526,2.7896,0.5868,1.4203,fuway,2010-08-17T03:19:03Z
"C0012A-8R-2, 107.0 cm",NULL,113.98,113.98,113.98,113.98,"C0012A-8R-2, 109.0 cm",NULL,114,114,114,114,"C0012A-8R-2 W, 107.0--109.0 cm",CKY000000000000587910,PP,NULL,7,andre322,NULL,CKY,2009-09-26T20:52:29Z,17,glass beaker,4.584,2.062,8.5009,4.338,3.9169,17,glass beaker,4.584,2.062,7.0954,2.9386,2.5114,1.4565,1.4224,0.8536,2.276,0.8766,0.051,0.023,2.4604,0.3719,0.592,1.721,1.081,2.8824,0.625,1.6664,fuway,2010-08-17T03:18:52Z
"C0012A-8R-3, 30.0 cm",NULL,114.615,114.615,114.615,114.615,"C0012A-8R-3, 32.0 cm",NULL,114.635,114.635,114.635,114.635,"C0012A-8R-3 WR, 30.0--32.0 cm",CKY000000000000573810,PP,NULL,7,matt322,NULL,CKY,2009-09-26T16:58:48Z,10,glass beaker,4.535,2.013,8.9981,4.7236,4.4631,10,glass beaker,4.535,2.013,7.3228,3.0556,2.7878,1.7361,1.6954,1.0152,2.7106,1.0426,0.0608,0.0274,2.727,0.389,0.6366,1.6465,1.0061,2.6862,0.6255,1.67,yohei322,2009-09-27T19:16:19Z
