Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0012C-2H-5, 116.0 cm",NULL,10.922,11.3,10.922,11.3,"C0012C-2H-5, 118.0 cm",NULL,10.94,11.32,10.94,11.32,"C0012C-2H-5 W, 116.0--118.0 cm",CKY000000000004691400,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,128,glass beaker,6.018,2.706,12.4136,6.9601,6.3956,128,glass beaker,6.018,2.706,9.4332,3.9927,3.4152,3.0885,3.0161,1.238,4.2541,1.2867,0.1081,0.0487,3.3071,0.4829,0.9339,1.5034,0.7774,2.6713,0.709,2.4363,kidoyo,2011-01-01T13:49:05Z
"C0012C-2H-6, 29.0 cm",NULL,11.446,11.855,11.446,11.855,"C0012C-2H-6, 31.0 cm",NULL,11.465,11.875,11.465,11.875,"C0012C-2H-6 W, 29.0--31.0 cm",CKY000000000004691500,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,14,glass beaker,4.564,2.025,7.5942,4.0555,3.0302,14,glass beaker,4.564,2.025,6.1594,2.6269,1.5954,1.4868,1.452,0.5785,2.0305,0.6019,0.052,0.0234,1.5434,0.4907,0.9633,1.4923,0.7601,2.6679,0.7151,2.5099,kidoyo,2011-01-01T13:49:05Z
"C0012C-2H-6, 82.0 cm",NULL,11.946,12.385,11.946,12.385,"C0012C-2H-6, 84.0 cm",NULL,11.965,12.405,11.965,12.405,"C0012C-2H-6 W, 82.0--84.0 cm",CKY000000000004691600,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,111,glass beaker,6.063,2.796,10.8779,6.0039,4.8149,111,glass beaker,6.063,2.796,8.5485,3.6847,2.4855,2.4139,2.3573,0.8506,3.2079,0.8887,0.0845,0.0381,2.401,0.5013,1.0054,1.501,0.7485,2.8227,0.7348,2.7713,kidoyo,2011-01-01T13:49:05Z
"C0012C-2H-7, 30.0 cm",NULL,12.782,13.27,12.782,13.27,"C0012C-2H-7, 32.0 cm",NULL,12.801,13.29,12.801,13.29,"C0012C-2H-7 W, 30.0--32.0 cm",CKY000000000004691700,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,197,glass beaker,6.029,2.684,9.1273,4.7525,3.0983,197,glass beaker,6.029,2.684,7.6517,3.2833,1.6227,1.5291,1.4933,0.5752,2.0685,0.5993,0.0535,0.0241,1.5692,0.4935,0.9744,1.4978,0.7586,2.7281,0.7219,2.5961,kidoyo,2011-01-01T13:49:05Z
"C0012C-2H-7, 99.0 cm",NULL,13.433,13.96,13.433,13.96,"C0012C-2H-7, 101.0 cm",NULL,13.452,13.98,13.452,13.98,"C0012C-2H-7 W, 99.0--101.0 cm",CKY000000000004691800,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,420,glass beaker,6.231,2.781,10.3892,5.6347,4.1582,420,glass beaker,6.231,2.781,8.2963,3.5509,2.0653,2.1688,2.118,0.7357,2.8537,0.7699,0.0759,0.0342,1.9894,0.5216,1.0902,1.4571,0.6971,2.7041,0.7422,2.8789,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-1, 28.0 cm",NULL,14.263,14.28,14.263,14.28,"C0012C-3H-1, 30.0 cm",NULL,14.282,14.3,14.282,14.3,"C0012C-3H-1 W, 28.0--30.0 cm",CKY000000000004691900,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,200,glass beaker,6.028,2.715,11.5807,6.5571,5.5527,200,glass beaker,6.028,2.715,8.7336,3.7223,2.7056,2.9504,2.8813,0.9608,3.8421,1.0073,0.1033,0.0465,2.6023,0.5313,1.1338,1.4452,0.6773,2.7085,0.7499,2.9989,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-1, 90.0 cm",NULL,14.846,14.9,14.846,14.9,"C0012C-3H-1, 92.0 cm",NULL,14.865,14.92,14.865,14.92,"C0012C-3H-1 W, 90.0--92.0 cm",CKY000000000004692000,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,410,glass beaker,6.201,2.804,11.5591,6.4052,5.3581,410,glass beaker,6.201,2.804,8.9324,3.7899,2.7314,2.722,2.6582,0.943,3.6012,0.9859,0.0953,0.0429,2.6361,0.508,1.0326,1.4879,0.732,2.7954,0.7381,2.8189,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-2, 28.0 cm",NULL,15.584,15.685,15.584,15.685,"C0012C-3H-2, 30.0 cm",NULL,15.603,15.705,15.603,15.705,"C0012C-3H-2 W, 28.0--30.0 cm",CKY000000000004692200,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,175,glass beaker,6.135,2.763,12.1066,6.9032,5.9716,175,glass beaker,6.135,2.763,9.0426,3.8525,2.9076,3.1751,3.1007,1.0395,4.1402,1.0895,0.1111,0.05,2.7965,0.5317,1.1354,1.4423,0.6755,2.6902,0.7489,2.9829,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-2, 91.0 cm",NULL,16.176,16.315,16.176,16.315,"C0012C-3H-2, 93.0 cm",NULL,16.195,16.335,16.195,16.335,"C0012C-3H-2 W, 91.0--93.0 cm",CKY000000000004692100,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,418,glass beaker,6.194,2.781,10.9298,5.9432,4.7358,418,glass beaker,6.194,2.781,8.7055,3.7286,2.5115,2.305,2.251,0.9112,3.1622,0.9476,0.0807,0.0364,2.4308,0.4867,0.9482,1.4976,0.7687,2.6677,0.7118,2.4704,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-3, 27.0 cm",NULL,16.896,17.08,16.896,17.08,"C0012C-3H-3, 29.0 cm",NULL,16.914,17.1,16.914,17.1,"C0012C-3H-3 W, 27.0--29.0 cm",CKY000000000004692300,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,4,glass beaker,4.668,2.085,8.6892,4.8687,4.0212,4,glass beaker,4.668,2.085,6.6039,2.7925,1.9359,2.1609,2.1103,0.6734,2.7837,0.7075,0.0756,0.0341,1.8603,0.5374,1.1616,1.4446,0.6683,2.7625,0.7581,3.1338,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-3, 79.0 cm",NULL,17.385,17.6,17.385,17.6,"C0012C-3H-3, 81.0 cm",NULL,17.403,17.62,17.403,17.62,"C0012C-3H-3 W, 79.0--81.0 cm",CKY000000000004692400,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,139,glass beaker,6.093,2.751,11.8445,6.5769,5.7515,139,glass beaker,6.093,2.751,9.0869,3.8313,2.9939,2.8576,2.7906,1.0353,3.8259,1.0803,0.1,0.045,2.8939,0.4968,0.9875,1.5033,0.7564,2.7952,0.7294,2.6955,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-4, 27.0 cm",NULL,18.235,18.505,18.235,18.505,"C0012C-3H-4, 29.0 cm",NULL,18.254,18.525,18.254,18.525,"C0012C-3H-4 W, 27.0--29.0 cm",CKY000000000004692500,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,169,glass beaker,6.057,2.695,9.9682,5.3034,3.9112,169,glass beaker,6.057,2.695,8.1219,3.4651,2.0649,1.9133,1.8685,0.7399,2.6084,0.7701,0.067,0.0302,1.9979,0.4892,0.9577,1.4995,0.7659,2.7002,0.7163,2.5253,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-5, 1.0 cm",NULL,19.331,19.67,19.331,19.67,"C0012C-3H-5, 3.0 cm",NULL,19.349,19.69,19.349,19.69,"C0012C-3H-5 W, 1.0--3.0 cm",CKY000000000004692600,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,192,glass beaker,5.929,2.648,10.8405,5.9697,4.9115,192,glass beaker,5.929,2.648,8.4062,3.546,2.4772,2.5226,2.4635,0.8582,3.3217,0.898,0.0883,0.0398,2.3889,0.5136,1.056,1.4786,0.7192,2.7836,0.7416,2.8705,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-5, 67.0 cm",NULL,19.951,20.33,19.951,20.33,"C0012C-3H-5, 69.0 cm",NULL,19.97,20.35,19.97,20.35,"C0012C-3H-5 W, 67.0--69.0 cm",CKY000000000004692700,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,648,glass beaker,6.153,2.766,10.5091,5.6687,4.3561,648,glass beaker,6.153,2.766,8.4971,3.6655,2.3441,2.085,2.0361,0.8666,2.9027,0.8995,0.073,0.0329,2.2711,0.4786,0.9181,1.5007,0.7824,2.6207,0.7015,2.3495,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-6, 28.0 cm",NULL,20.915,21.355,20.915,21.355,"C0012C-3H-6, 30.0 cm",NULL,20.933,21.375,20.933,21.375,"C0012C-3H-6 W, 28.0--30.0 cm",CKY000000000004692800,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,402,glass beaker,6.128,2.779,11.1379,6.0082,5.0099,402,glass beaker,6.128,2.779,8.9982,3.8779,2.8702,2.2173,2.1653,1.0639,3.2292,1.0989,0.0776,0.035,2.7926,0.4426,0.794,1.5514,0.8648,2.6249,0.6705,2.0352,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-6, 97.0 cm",NULL,21.563,22.045,21.563,22.045,"C0012C-3H-6, 99.0 cm",NULL,21.582,22.065,21.582,22.065,"C0012C-3H-6 W, 97.0--99.0 cm",CKY000000000004692900,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,176,glass beaker,5.961,2.7,12.8746,7.2947,6.9136,176,glass beaker,5.961,2.7,9.733,4.1668,3.772,3.2555,3.1792,1.4155,4.5947,1.4668,0.1139,0.0513,3.6581,0.4709,0.8899,1.5047,0.7962,2.5843,0.6919,2.246,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-7, 28.0 cm",NULL,22.236,22.76,22.236,22.76,"C0012C-3H-7, 30.0 cm",NULL,22.254,22.78,22.254,22.78,"C0012C-3H-7 W, 28.0--30.0 cm",CKY000000000004693000,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,426,glass beaker,6.254,2.796,10.442,5.6032,4.188,426,glass beaker,6.254,2.796,8.5505,3.7199,2.2965,1.9601,1.9142,0.893,2.8072,0.9239,0.0686,0.0309,2.2279,0.468,0.8798,1.4919,0.7936,2.4948,0.6819,2.1436,kidoyo,2011-01-01T13:49:05Z
"C0012C-3H-7, 98.0 cm",NULL,22.894,23.46,22.894,23.46,"C0012C-3H-7, 100.0 cm",NULL,22.912,23.48,22.912,23.48,"C0012C-3H-7 W, 98.0--100.0 cm",CKY000000000004693100,PP,NULL,10,screaton333,NULL,CKY,2010-12-29T14:36:06Z,646,glass beaker,6.115,2.74,12.2688,6.7922,6.1538,646,glass beaker,6.115,2.74,9.5205,4.0558,3.4055,2.848,2.7813,1.2709,4.0522,1.3158,0.0997,0.0449,3.3058,0.4628,0.8615,1.5186,0.8158,2.6011,0.6864,2.1884,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-1, 28.0 cm",NULL,23.762,23.78,23.762,23.78,"C0012C-4H-1, 30.0 cm",NULL,23.781,23.8,23.781,23.8,"C0012C-4H-1 W, 28.0--30.0 cm",CKY000000000004702000,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,17,glass beaker,4.585,2.043,11.0105,6.3083,6.4255,17,glass beaker,4.585,2.043,8.0304,3.3412,3.4454,3.0882,3.0158,1.2495,4.2653,1.2982,0.1081,0.0487,3.3373,0.4806,0.9254,1.5065,0.7824,2.6709,0.7071,2.4136,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-1, 103.0 cm",NULL,24.464,24.53,24.464,24.53,"C0012C-4H-1, 105.0 cm",NULL,24.483,24.55,24.483,24.55,"C0012C-4H-1 W, 103.0--105.0 cm",CKY000000000004702100,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,201,glass beaker,6.061,2.767,11.5981,6.4303,5.5371,201,glass beaker,6.061,2.767,8.9273,3.7711,2.8663,2.7677,2.7028,0.9605,3.6633,1.0041,0.0969,0.0436,2.7694,0.4998,0.9994,1.5115,0.756,2.8833,0.7378,2.814,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-2, 33.0 cm",NULL,25.133,25.245,25.133,25.245,"C0012C-4H-2, 35.0 cm",NULL,25.152,25.265,25.152,25.265,"C0012C-4H-2 W, 33.0--35.0 cm",CKY000000000004702200,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,205,glass beaker,6.083,2.728,9.2656,4.8627,3.1826,205,glass beaker,6.083,2.728,7.7727,3.3764,1.6897,1.547,1.5107,0.624,2.1347,0.6484,0.0541,0.0244,1.6356,0.4861,0.9458,1.4909,0.7662,2.6212,0.7077,2.421,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-2, 122.0 cm",NULL,25.966,26.135,25.966,26.135,"C0012C-4H-2, 124.0 cm",NULL,25.985,26.155,25.985,26.155,"C0012C-4H-2 W, 122.0--124.0 cm",CKY000000000004702300,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,22,glass beaker,4.595,2.092,10.8425,6.2843,6.2475,22,glass beaker,4.595,2.092,7.8271,3.282,3.2321,3.1248,3.0516,1.1407,4.1923,1.19,0.1094,0.0493,3.1227,0.5002,1.0007,1.4902,0.7449,2.7375,0.7279,2.6752,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-3, 2.0 cm",NULL,26.168,26.35,26.168,26.35,"C0012C-4H-3, 4.0 cm",NULL,26.186,26.37,26.186,26.37,"C0012C-4H-3 W, 2.0--4.0 cm",CKY000000000004702400,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,202,glass beaker,6.011,2.715,10.78,5.9593,4.769,202,glass beaker,6.011,2.715,8.4178,3.6074,2.4068,2.4479,2.3905,0.8538,3.2443,0.8924,0.0857,0.0386,2.3211,0.5133,1.0546,1.47,0.7154,2.7186,0.7368,2.7998,kidoyo,2011-01-01T13:49:06Z
"C0012C-4H-3, 67.0 cm",NULL,26.776,27,26.776,27,"C0012C-4H-3, 69.0 cm",NULL,26.795,27.02,26.795,27.02,"C0012C-4H-3 W, 67.0--69.0 cm",CKY000000000004702500,PP,NULL,5,coolks333,NULL,CKY,2010-12-29T19:13:29Z,130,glass beaker,6.103,2.696,12.806,7.2537,6.703,130,glass beaker,6.103,2.696,9.692,4.1533,3.589,3.2269,3.1513,1.4064,4.5577,1.4573,0.1129,0.0509,3.4761,0.4814,0.9283,1.4707,0.7627,2.4716,0.6914,2.2407,kidoyo,2011-01-01T13:49:06Z
