Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0006F-19R-1, 30.0 cm",NULL,561.8,561.8,561.8,561.8,"C0006F-19R-1, 31.0 cm",NULL,561.81,561.81,561.81,561.81,"C0006F-19R-1 W, 30.0--31.0 cm",CKY000000000001320400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:48Z,NULL,129,glass beaker,6.074,2.747,11.274,5.2556,5.2,129,glass beaker,6.074,2.747,10.243,4.229,4.169,1.0684,1.0434,1.4652,2.5086,1.482,0.0374,0.0168,4.1316,0.2055,0.2586,2.0729,1.647,2.8198,0.4159,0.7121,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-1, 84.0 cm",NULL,562.34,562.34,562.34,562.34,"C0006F-19R-1, 86.0 cm",NULL,562.36,562.36,562.36,562.36,"C0006F-19R-1 W, 84.0--86.0 cm",CKY000000000001320500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:49Z,NULL,189,glass beaker,6.03,2.678,11.268,5.2478,5.238,189,glass beaker,6.03,2.678,10.295,4.279,4.265,1.0083,0.9847,1.5851,2.5698,1.601,0.0353,0.0159,4.2297,0.1925,0.2384,2.0383,1.6459,2.6684,0.3832,0.6212,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-1, 122.5 cm",NULL,562.725,562.725,562.725,562.725,"C0006F-19R-1, 124.0 cm",NULL,562.74,562.74,562.74,562.74,"C0006F-19R-1 WR, 122.5--124.0 cm",CKY000000000001308800,PP,NULL,8,arito316,NULL,CKY,2008-01-11T18:16:45Z,NULL,146,glass beaker,6.07,2.781,12.025,5.690917,5.955,146,glass beaker,6.07,2.781,10.858,4.529,4.788,1.209326,1.180983,1.728934,2.909917,1.748,0.04232646,0.01906597,4.745673,0.2030775,0.2548272,2.04645,1.630862,2.744855,0.4058476,0.6830699,tsutsumi316,2008-01-13T02:18:04Z
"C0006F-19R-2, 20.0 cm",NULL,563.1,563.1,563.1,563.1,"C0006F-19R-2, 22.0 cm",NULL,563.12,563.12,563.12,563.12,"C0006F-19R-2 W, 20.0--22.0 cm",CKY000000000001320600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:49Z,NULL,202,glass beaker,6.017,2.685,11.086,5.2262,5.069,202,glass beaker,6.017,2.685,9.987,4.132,3.97,1.1389,1.1122,1.429,2.5412,1.447,0.0399,0.018,3.9301,0.2247,0.2898,1.9947,1.5466,2.7502,0.4377,0.7783,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-2, 78.5 cm",NULL,563.685,563.685,563.685,563.685,"C0006F-19R-2, 80.0 cm",NULL,563.7,563.7,563.7,563.7,"C0006F-19R-2 WR, 78.5--80.0 cm",CKY000000000001309600,PP,NULL,8,arito316,NULL,CKY,2008-01-11T19:00:07Z,NULL,204,glass beaker,6.059,2.716,12.917,6.027394,6.858,204,glass beaker,6.059,2.716,11.63,4.746,5.571,1.333679,1.302421,2.008974,3.311394,2.03,0.04667879,0.02102648,5.524321,0.1944705,0.2414195,2.071031,1.668277,2.749823,0.3933149,0.6483015,tsutsumi316,2008-01-13T02:18:05Z
"C0006F-19R-2, 116.0 cm",NULL,564.06,564.06,564.06,564.06,"C0006F-19R-2, 118.0 cm",NULL,564.08,564.08,564.08,564.08,"C0006F-19R-2 W, 116.0--118.0 cm",CKY000000000001320700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:49Z,NULL,205,glass beaker,6.087,2.728,11.774,5.4495,5.687,205,glass beaker,6.087,2.728,10.753,4.433,4.666,1.058,1.0332,1.6883,2.7215,1.705,0.037,0.0167,4.629,0.186,0.2286,2.0897,1.7009,2.7418,0.3796,0.612,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-3, 0.0 cm",NULL,564.31,564.31,564.31,564.31,"C0006F-19R-3, 1.5 cm",NULL,564.325,564.325,564.325,564.325,"C0006F-19R-3 WR, 0.0--1.5 cm",CKY000000000001307600,PP,NULL,8,arito316,NULL,CKY,2008-01-11T16:12:55Z,NULL,201,glass beaker,6.063,2.712,12.625,5.929599,6.562,201,glass beaker,6.063,2.712,11.385,4.695,5.322,1.284974,1.254857,1.962741,3.217599,1.983,0.04497413,0.02025862,5.277026,0.1958205,0.2435035,2.039409,1.640051,2.6886,0.3899981,0.6393392,tsutsumi316,2008-01-13T02:18:04Z
"C0006F-19R-3, 17.0 cm",NULL,564.48,564.48,564.48,564.48,"C0006F-19R-3, 19.0 cm",NULL,564.5,564.5,564.5,564.5,"C0006F-19R-3 W, 17.0--19.0 cm",CKY000000000001320800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:50Z,NULL,203,glass beaker,6.041,2.699,12.339,5.692,6.298,203,glass beaker,6.041,2.699,11.202,4.56,5.161,1.1782,1.1506,1.8424,2.993,1.861,0.0412,0.0186,5.1198,0.1871,0.2301,2.1042,1.7106,2.7789,0.3844,0.6245,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-3, 43.5 cm",NULL,564.745,564.745,564.745,564.745,"C0006F-19R-3, 45.0 cm",NULL,564.76,564.76,564.76,564.76,"C0006F-19R-3 WR, 43.5--45.0 cm",CKY000000000001311500,PP,NULL,10,arito316,NULL,CKY,2008-01-12T01:49:55Z,NULL,125,glass beaker,6.079,2.718,11.913,5.599048,5.834,125,glass beaker,6.079,2.718,10.776,4.467,4.697,1.178238,1.150623,1.730424,2.881048,1.749,0.04123837,0.01857584,4.655762,0.2019606,0.253071,2.024958,1.615996,2.690532,0.3993767,0.6649372,tsutsumi316,2008-01-13T22:20:03Z
"C0006F-19R-3, 138.0 cm",NULL,565.69,565.69,565.69,565.69,"C0006F-19R-3, 140.0 cm",NULL,565.71,565.71,565.71,565.71,"C0006F-19R-3 W, 138.0--140.0 cm",CKY000000000001320900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:50Z,NULL,143,glass beaker,5.963,2.679,11.776,5.4423,5.813,143,glass beaker,5.963,2.679,10.703,4.374,4.74,1.1119,1.0858,1.6775,2.7633,1.695,0.0389,0.0175,4.7011,0.1913,0.2365,2.1036,1.7013,2.8024,0.3929,0.6473,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-4, 41.0 cm",NULL,566.13,566.13,566.13,566.13,"C0006F-19R-4, 43.0 cm",NULL,566.15,566.15,566.15,566.15,"C0006F-19R-4 W, 41.0--43.0 cm",CKY000000000001321000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:50Z,NULL,174,glass beaker,6.02,2.725,12.976,6.1011,6.956,174,glass beaker,6.02,2.725,11.625,4.756,5.605,1.4,1.3672,2.0089,3.3761,2.031,0.049,0.0221,5.556,0.2013,0.252,2.0604,1.6457,2.7657,0.405,0.6806,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-4, 113.0 cm",NULL,566.85,566.85,566.85,566.85,"C0006F-19R-4, 115.0 cm",NULL,566.87,566.87,566.87,566.87,"C0006F-19R-4 W, 113.0--115.0 cm",CKY000000000001321100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:51Z,NULL,136,glass beaker,6.026,2.675,13.28,6.2079,7.254,136,glass beaker,6.026,2.675,11.876,4.81,5.85,1.4549,1.4208,2.1121,3.5329,2.135,0.0509,0.0229,5.7991,0.2006,0.2509,2.0533,1.6415,2.7457,0.4022,0.6727,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-5, 31.0 cm",NULL,567.435,567.435,567.435,567.435,"C0006F-19R-5, 33.0 cm",NULL,567.455,567.455,567.455,567.455,"C0006F-19R-5 W, 31.0--33.0 cm",CKY000000000001321200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-12T15:16:51Z,NULL,148,glass beaker,6.08,2.753,11.315,5.1938,5.235,148,glass beaker,6.08,2.753,10.368,4.251,4.288,0.9813,0.9583,1.4825,2.4408,1.498,0.0343,0.0155,4.2537,0.1874,0.2307,2.1448,1.7427,2.8693,0.3926,0.6464,fujikit,2010-08-10T11:47:45Z
"C0006F-19R-CC, 13.5 cm",NULL,567.84,567.84,567.84,567.84,"C0006F-19R-CC, 15.0 cm",NULL,567.855,567.855,567.855,567.855,"C0006F-19R-CC WR, 13.5--15.0 cm",CKY000000000001312300,PP,NULL,10,arito316,NULL,CKY,2008-01-12T02:11:22Z,It seems that incorrect cell is referred in the original calculation. It cannot be corrected from the record. ,56,glass cell,17.883,8.075,11.304001,5.486311,-6.578999,56,glass cell,17.883,8.075,9.998001,4.186,-7.884999,1.353368,1.321648,-3.910337,-2.588689,-3.889,0.04736791,0.0213369,-7.932367,-0.2057103,-0.1706134,2.541441,3.064242,2.028564,-0.5105474,-0.3379883,tsutsumi316,2008-01-26T19:05:03Z
"C0006F-20R-1, 0.0 cm",NULL,571,571,571,571,"C0006F-20R-1, 1.5 cm",NULL,571.015,571.015,571.015,571.015,"C0006F-20R-1 WR, 0.0--1.5 cm",CKY000000000001308100,PP,NULL,8,arito316,NULL,CKY,2008-01-11T16:30:15Z,NULL,187,glass beaker,6.12,2.752,12.527,5.892433,6.407,187,glass beaker,6.12,2.752,11.249,4.62,5.129,1.324352,1.293313,1.847121,3.140433,1.868,0.04635237,0.02087944,5.082648,0.206704,0.2605635,2.040164,1.618454,2.75166,0.4118262,0.7001778,tsutsumi316,2008-01-13T02:18:05Z
"C0006F-20R-1, 128.0 cm",NULL,572.28,572.28,572.28,572.28,"C0006F-20R-1, 130.0 cm",NULL,572.3,572.3,572.3,572.3,"C0006F-20R-1 W, 128.0--130.0 cm",CKY000000000001326300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:38Z,NULL,190,glass beaker,6.064,2.72,12.894,5.881747,6.83,190,glass beaker,6.064,2.72,11.688,4.681,5.624,1.249741,1.22045,1.941297,3.161747,1.961,0.04374097,0.01970314,5.580259,0.1829782,0.2239575,2.160198,1.764929,2.874501,0.386005,0.6286777,tsutsumi316,2008-01-13T22:20:04Z
"C0006F-20R-2, 31.0 cm",NULL,572.72,572.72,572.72,572.72,"C0006F-20R-2, 34.0 cm",NULL,572.75,572.75,572.75,572.75,"C0006F-20R-2 W, 31.0--34.0 cm",CKY000000000001326400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:39Z,NULL,184,glass beaker,6.06,2.729,13.047,6.063338,6.987,184,glass beaker,6.06,2.729,11.747,4.769,5.687,1.34715,1.315576,2.018761,3.334338,2.04,0.0471503,0.02123887,5.63985,0.1928081,0.2388628,2.095469,1.691445,2.793718,0.3945541,0.6516751,tsutsumi316,2008-01-13T22:20:05Z
"C0006F-20R-CC, 16.0 cm",NULL,573.52,573.52,573.52,573.52,"C0006F-20R-CC, 18.0 cm",NULL,573.54,573.54,573.54,573.54,"C0006F-20R-CC W, 16.0--18.0 cm",CKY000000000001326500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-12T17:50:39Z,NULL,138,glass beaker,5.99,2.626,12.939,6.018277,6.949,138,glass beaker,5.99,2.626,11.625,4.71,5.635,1.361658,1.329744,2.062532,3.392277,2.084,0.04765807,0.0214676,5.587342,0.1959502,0.2437041,2.048477,1.647077,2.708972,0.3919917,0.6447143,tsutsumi316,2008-01-13T22:20:05Z
"C0006F-22R-1, 0.0 cm",NULL,590,590,590,590,"C0006F-22R-1, 1.5 cm",NULL,590.015,590.015,590.015,590.015,"C0006F-22R-1 WR, 0.0--1.5 cm",CKY000000000001310600,PP,NULL,5,arito316,NULL,CKY,2008-01-12T01:19:53Z,NULL,17,glass cell,4.589,2.052,11.439,5.878853,6.85,17,glass cell,4.589,2.052,9.339,3.788,4.75,2.176166,2.125162,1.701691,3.826853,1.736,0.07616586,0.03430895,4.673834,0.3176885,0.4656062,1.789983,1.221326,2.746582,0.5553289,1.248853,tsutsumi316,2008-01-13T22:20:03Z
"C0006F-22R-1, 77.0 cm",NULL,590.77,590.77,590.77,590.77,"C0006F-22R-1, 79.0 cm",NULL,590.79,590.79,590.79,590.79,"C0006F-22R-1 W, 77.0--79.0 cm",CKY000000000001339200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-14T22:14:35Z,NULL,119,glass beaker,6.098,2.792,12.701,6.164323,6.603,119,glass beaker,6.098,2.792,11.168,4.638,5.07,1.588601,1.551368,1.820954,3.372323,1.846,0.05560108,0.02504553,5.014399,0.2405878,0.3168079,1.957998,1.486927,2.75372,0.4600296,0.8519533,tsutsumi316,2008-01-18T18:16:54Z
"C0006F-22R-2, 32.0 cm",NULL,591.74,591.74,591.74,591.74,"C0006F-22R-2, 34.0 cm",NULL,591.76,591.76,591.76,591.76,"C0006F-22R-2 W, 32.0--34.0 cm",CKY000000000001339300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-14T22:14:35Z,NULL,37,glass cell,4.613,2.084,12.057,5.8758,7.444,37,glass cell,4.613,2.084,10.404,4.23,5.791,1.712953,1.672806,2.118994,3.7918,2.146,0.05995341,0.02700604,5.731047,0.230112,0.2988902,1.963184,1.511432,2.704607,0.4411641,0.7894341,tsutsumi316,2008-01-18T18:16:55Z
"C0006F-23R-1, 49.0 cm",NULL,593.99,593.99,593.99,593.99,"C0006F-23R-1, 50.5 cm",NULL,594.005,594.005,594.005,594.005,"C0006F-23R-1 WR, 49.0--50.5 cm",CKY000000000001328600,PP,NULL,8,arito316,NULL,CKY,2008-01-12T23:09:06Z,NULL,150,glass beaker,6.111,2.68,12.578,6.167743,6.467,150,glass beaker,6.111,2.68,10.912,4.509,4.801,1.726425,1.685962,1.801782,3.487743,1.829,0.06042492,0.02721843,4.740575,0.2669592,0.3641805,1.854208,1.35921,2.631049,0.4833962,0.9357193,tsutsumi316,2008-01-18T18:16:55Z
