Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0007D-5R-1, 75.0 cm",NULL,209.75,209.75,209.75,209.75,"C0007D-5R-1, 77.0 cm",NULL,209.77,209.77,209.77,209.77,"C0007D-5R-1 W, 75.0--77.0 cm",CKY000000000001434600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-20T14:12:33Z,NULL,129,glass beaker,6.074,2.747,11.189,5.355426,5.115,129,glass beaker,6.074,2.747,10.047,4.2184,3.973,1.18342,1.155683,1.452742,2.608426,1.4714,0.04141972,0.01865753,3.93158,0.2313626,0.3010036,1.960953,1.507262,2.706316,0.4430578,0.7955183,david_goldsby316,2008-02-01T01:49:42Z
"C0007D-5R-2, 10.0 cm",NULL,210.505,210.505,210.505,210.505,"C0007D-5R-2, 12.0 cm",NULL,210.525,210.525,210.525,210.525,"C0007D-5R-2 W, 10.0--12.0 cm",CKY000000000001434700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-20T14:14:14Z,NULL,110,glass beaker,5.992,2.65,13.115,6.348678,7.123,110,glass beaker,5.992,2.65,11.434,4.675,5.442,1.741969,1.701141,1.997537,3.698678,2.025,0.06096896,0.02746349,5.381031,0.2445555,0.323724,1.925823,1.454853,2.693834,0.4599323,0.8516197,david_goldsby316,2008-02-01T01:49:38Z
"C0007D-6R-1, 11.0 cm",NULL,218.61,218.61,218.61,218.61,"C0007D-6R-1, 24.0 cm",NULL,218.74,218.74,218.74,218.74,"C0007D-6R-1 W, 11.0--24.0 cm",CKY000000000001431000,316MIKI,168IODP,100,olivierfabbri316,WR replacement,CKY,2008-01-20T12:28:45Z,NULL,136,glass beaker,6.026,2.675,12.652,6.012575,6.626,136,glass beaker,6.026,2.675,11.177,4.544,5.151,1.528497,1.492673,1.844902,3.337575,1.869,0.05349745,0.02409795,5.097503,0.2306818,0.2998522,1.985274,1.527307,2.763021,0.4472328,0.8090799,david_goldsby316,2008-02-01T01:49:39Z
"C0007D-6R-1, 53.0 cm",NULL,219.03,219.03,219.03,219.03,"C0007D-6R-1, 54.0 cm",NULL,219.04,219.04,219.04,219.04,"C0007D-6R-1 W, 53.0--54.0 cm",CKY000000000001431100,316KITTY,60IODP,20,olivierfabbri316,NULL,CKY,2008-01-20T12:28:45Z,NULL,187,glass beaker,6.12,2.752,11.208,5.790547,5.088,187,glass beaker,6.12,2.752,9.956,4.544,3.836,1.297409,1.267001,1.771545,3.038547,1.792,0.04540936,0.02045467,3.790591,0.254994,0.342271,1.674485,1.247501,2.139709,0.4169761,0.7151955,david_goldsby316,2008-02-01T01:49:39Z
"C0007D-6R-1, 62.0 cm",NULL,219.12,219.12,219.12,219.12,"C0007D-6R-1, 63.0 cm",NULL,219.13,219.13,219.13,219.13,"C0007D-6R-1 W, 62.0--63.0 cm",CKY000000000001431200,316SU,NULL,10,olivierfabbri316,NULL,CKY,2008-01-20T12:28:45Z,NULL,160,glass beaker,6.045,2.676,11.865,5.668006,5.82,160,glass beaker,6.045,2.676,10.489,4.298,4.444,1.425907,1.392487,1.599519,2.992006,1.622,0.04990677,0.02248053,4.394093,0.2450012,0.3245054,1.945183,1.468611,2.747133,0.4654024,0.8705658,david_goldsby316,2008-02-01T01:49:40Z
"C0007D-6R-1, 93.0 cm",NULL,219.43,219.43,219.43,219.43,"C0007D-6R-1, 95.0 cm",NULL,219.45,219.45,219.45,219.45,"C0007D-6R-1 W, 93.0--95.0 cm",CKY000000000001431400,PMAG,NULL,8,olivierfabbri316,NULL,CKY,2008-01-20T12:28:46Z,"Measured by ""1"" run instead of ""5."" ",191,glass beaker,6.066,2.767,12.24,5.816168,6.174,191,glass beaker,6.066,2.767,10.901,4.483,4.835,1.387565,1.355044,1.694124,3.049168,1.716,0.0485648,0.02187604,4.786435,0.2247432,0.2898952,2.024815,1.569751,2.825316,0.4443979,0.7998492,david_goldsby316,2008-02-01T01:49:40Z
"C0007D-6R-1, 95.0 cm",NULL,219.45,219.45,219.45,219.45,"C0007D-6R-1, 97.0 cm",NULL,219.47,219.47,219.47,219.47,"C0007D-6R-1 W, 95.0--97.0 cm",CKY000000000001431300,316KITA,13IODP,8,olivierfabbri316,NULL,CKY,2008-01-20T12:28:46Z,"Measured by ""1"" run instead of ""5."" ",164,glass beaker,6.118,2.757,13.261,6.472882,7.143,164,glass beaker,6.118,2.757,11.512,4.7315,5.394,1.812435,1.769956,1.945926,3.715882,1.9745,0.06343528,0.02857445,5.330565,0.2537359,0.3400081,1.922289,1.434536,2.739346,0.476322,0.9095703,david_goldsby316,2008-02-01T01:49:42Z
"C0007D-6R-1, 118.0 cm",NULL,219.68,219.68,219.68,219.68,"C0007D-6R-1, 122.0 cm",NULL,219.72,219.72,219.72,219.72,"C0007D-6R-1 W, 118.0--122.0 cm",CKY000000000001431500,316WSD,NULL,80,olivierfabbri316,NULL,CKY,2008-01-20T12:28:46Z,"Measured by ""1"" run instead of ""5."" Average volume (sample + cell) measured by pycnometer is diferrent between J-CORES and logs. ",205,glass beaker,6.087,2.728,12.2,5.796346,6.113,205,glass beaker,6.087,2.728,10.902,4.504,4.815,1.345078,1.313552,1.754794,3.068346,1.776,0.04707776,0.0212062,4.767922,0.2200356,0.2821098,1.992278,1.553906,2.717084,0.4280979,0.7485509,david_goldsby316,2008-02-01T01:49:40Z
"C0007D-6R-3, 98.5 cm",NULL,221.44,221.44,221.44,221.44,"C0007D-6R-3, 100.0 cm",NULL,221.455,221.455,221.455,221.455,"C0007D-6R-3 WR, 98.5--100.0 cm",CKY000000000001425100,PP,NULL,8,arito316,NULL,CKY,2008-01-19T22:55:39Z,NULL,176,glass beaker,5.97,2.665,12.518,5.954172,6.548,176,glass beaker,5.97,2.665,11.18,4.622,5.21,1.386529,1.354032,1.93514,3.289172,1.957,0.04852854,0.0218597,5.161472,0.2117484,0.2686305,1.990775,1.569231,2.667234,0.4116634,0.6997073,tsutsumi316,2008-01-23T20:24:01Z
"C0007D-7R-1, 20.0 cm",NULL,228.2,228.2,228.2,228.2,"C0007D-7R-1, 22.0 cm",NULL,228.22,228.22,228.22,228.22,"C0007D-7R-1 W, 20.0--22.0 cm",CKY000000000001434400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-20T14:12:32Z,NULL,189,glass beaker,6.03,2.678,12.064,5.584374,6.034,189,glass beaker,6.03,2.678,11.002,4.527,4.972,1.100518,1.074725,1.831649,2.906374,1.849,0.03851816,0.01735052,4.933482,0.1823862,0.2230713,2.076126,1.69747,2.693464,0.369782,0.5867524,david_goldsby316,2008-02-01T01:49:38Z
"C0007D-7R-1, 98.5 cm",NULL,228.985,228.985,228.985,228.985,"C0007D-7R-1, 100.0 cm",NULL,229,229,229,229,"C0007D-7R-1 WR, 98.5--100.0 cm",CKY000000000001425800,PP,NULL,8,arito316,NULL,CKY,2008-01-20T01:51:37Z,NULL,6,glass cell,4.527,2.039,12.275,5.861445,7.748,6,glass cell,4.527,2.039,10.77,4.363,6.243,1.559586,1.523033,2.299412,3.822445,2.324,0.05458553,0.02458808,6.188415,0.2012888,0.252017,2.026975,1.618968,2.691303,0.3984447,0.6623575,tsutsumi316,2008-01-23T20:24:02Z
"C0007D-7R-2, 20.0 cm",NULL,229.6,229.6,229.6,229.6,"C0007D-7R-2, 22.0 cm",NULL,229.62,229.62,229.62,229.62,"C0007D-7R-2 W, 20.0--22.0 cm",CKY000000000001434500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-20T14:12:32Z,NULL,148,glass beaker,6.08,2.753,12.335,5.878176,6.255,148,glass beaker,6.08,2.753,10.998,4.547,4.918,1.385492,1.35302,1.772157,3.125176,1.794,0.04849227,0.02184336,4.869508,0.2215016,0.2845241,2.001487,1.558155,2.747786,0.4329419,0.7634877,david_goldsby316,2008-02-01T01:49:39Z
"C0007D-8R-1, 4.0 cm",NULL,237.54,237.54,237.54,237.54,"C0007D-8R-1, 6.0 cm",NULL,237.56,237.56,237.56,237.56,"C0007D-8R-1 W, 4.0--6.0 cm",CKY000000000001446100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-21T17:16:14Z,NULL,132,glass beaker,6.078,2.705,11.528,5.462947,5.45,132,glass beaker,6.078,2.705,10.368,4.308,4.29,1.202073,1.173899,1.584048,2.757947,1.603,0.04207257,0.01895161,4.247927,0.2205638,0.2829786,1.976107,1.54025,2.68169,0.4256423,0.7410752,tsutsumi316,2008-01-23T20:24:03Z
"C0007D-8R-1, 90.0 cm",NULL,238.4,238.4,238.4,238.4,"C0007D-8R-1, 91.5 cm",NULL,238.415,238.415,238.415,238.415,"C0007D-8R-1 WR, 90.0--91.5 cm",CKY000000000001432700,PP,NULL,8,chesterf316,NULL,CKY,2008-01-20T13:50:26Z,NULL,125,glass beaker,6.079,2.718,11.666,5.544612,5.587,125,glass beaker,6.079,2.718,10.429,4.313,4.35,1.281865,1.251822,1.57479,2.826612,1.595,0.04486532,0.0202096,4.305135,0.2294371,0.2977527,1.976571,1.523072,2.733783,0.44287,0.7949131,david_goldsby316,2008-02-01T01:49:37Z
"C0007D-8R-2, 23.0 cm",NULL,239.14,239.14,239.14,239.14,"C0007D-8R-2, 25.0 cm",NULL,239.16,239.16,239.16,239.16,"C0007D-8R-2 W, 23.0--25.0 cm",CKY000000000001446200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-21T17:16:15Z,NULL,10,glass cell,4.544,2.032,11.29,5.363137,6.746,10,glass cell,4.544,2.032,9.944,4.023,5.4,1.394819,1.362128,1.96901,3.331137,1.991,0.04881869,0.0219904,5.351181,0.2067623,0.2606562,2.025134,1.606413,2.717702,0.4089077,0.6917831,tsutsumi316,2008-01-23T20:24:04Z
"C0007D-9R-1, 23.0 cm",NULL,247.23,247.23,247.23,247.23,"C0007D-9R-1, 25.0 cm",NULL,247.25,247.25,247.25,247.25,"C0007D-9R-1 W, 23.0--25.0 cm",CKY000000000001446300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-21T17:16:15Z,NULL,188,glass beaker,6.014,2.74,11.998,5.701486,5.984,188,glass beaker,6.014,2.74,10.732,4.441,4.718,1.311917,1.281169,1.680317,2.961486,1.701,0.04591713,0.02068339,4.672083,0.2192375,0.2807992,2.020608,1.577615,2.780478,0.4326102,0.7624569,tsutsumi316,2008-01-23T20:24:04Z
"C0007D-9R-1, 99.0 cm",NULL,247.99,247.99,247.99,247.99,"C0007D-9R-1, 101.0 cm",NULL,248.01,248.01,248.01,248.01,"C0007D-9R-1 W, 99.0--101.0 cm",CKY000000000001446500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-21T17:16:15Z,NULL,200,glass beaker,6.013,2.72,12.42,5.899494,6.407,200,glass beaker,6.013,2.72,11.156,4.641,5.143,1.309845,1.279145,1.900349,3.179494,1.921,0.0458446,0.02065072,5.097155,0.2044396,0.2569756,2.0151,1.603134,2.68222,0.4023108,0.6731105,tsutsumi316,2008-01-23T21:06:32Z
"C0007D-9R-2, 23.0 cm",NULL,248.65,248.65,248.65,248.65,"C0007D-9R-2, 24.5 cm",NULL,248.665,248.665,248.665,248.665,"C0007D-9R-2 WR, 23.0--24.5 cm",CKY000000000001433200,PP,NULL,8,chesterf316,NULL,CKY,2008-01-20T13:59:22Z,NULL,127,glass beaker,5.997,2.7,11.536,5.344274,5.539,127,glass beaker,5.997,2.7,10.451,4.264,4.454,1.124352,1.098,1.546274,2.644274,1.564,0.03935236,0.01772629,4.414647,0.2029883,0.2546868,2.094715,1.669512,2.855023,0.415237,0.7100944,david_goldsby316,2008-02-01T01:49:37Z
"C0007D-9R-2, 77.5 cm",NULL,249.195,249.195,249.195,249.195,"C0007D-9R-2, 79.0 cm",NULL,249.21,249.21,249.21,249.21,"C0007D-9R-2 WR, 77.5--79.0 cm",CKY000000000001433700,PP,NULL,8,chesterf316,NULL,CKY,2008-01-20T13:59:23Z,NULL,158,glass beaker,6.019,2.709,13.694,6.609547,7.675,158,glass beaker,6.019,2.709,11.983,4.906,5.964,1.773057,1.731501,2.169046,3.900547,2.197,0.06205704,0.02795362,5.901943,0.2310172,0.3004192,1.967673,1.513106,2.720985,0.4439123,0.7982775,david_goldsby316,2008-02-01T01:49:37Z
"C0007D-9R-2, 103.0 cm",NULL,249.45,249.45,249.45,249.45,"C0007D-9R-2, 104.0 cm",NULL,249.46,249.46,249.46,249.46,"C0007D-9R-2 W, 103.0--104.0 cm",CKY000000000001446400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-21T17:16:15Z,NULL,181,glass beaker,6.057,2.713,12.453,5.982937,6.396,181,glass beaker,6.057,2.713,11.061,4.597,5.004,1.442487,1.408679,1.861258,3.269937,1.884,0.05048709,0.02274193,4.953513,0.2255296,0.2912049,1.956001,1.514865,2.661379,0.4307969,0.7568422,tsutsumi316,2008-01-23T21:06:31Z
"C0007D-10R-1, 23.0 cm",NULL,256.73,256.73,256.73,256.73,"C0007D-10R-1, 25.0 cm",NULL,256.75,256.75,256.75,256.75,"C0007D-10R-1 W, 23.0--25.0 cm",CKY000000000001446600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-21T17:16:16Z,NULL,173,glass beaker,5.972,2.711,11.695,5.599416,5.723,173,glass beaker,5.972,2.711,10.413,4.323,4.441,1.328497,1.297361,1.591055,2.888416,1.612,0.04649745,0.02094479,4.394502,0.2321331,0.302309,1.981363,1.521423,2.762005,0.4491599,0.815409,tsutsumi316,2008-01-23T21:06:32Z
"C0007D-10R-1, 50.0 cm",NULL,257,257,257,257,"C0007D-10R-1, 51.5 cm",NULL,257.015,257.015,257.015,257.015,"C0007D-10R-1 WR, 50.0--51.5 cm",CKY000000000001437400,PP,NULL,8,chesterf316,NULL,CKY,2008-01-20T14:48:59Z,NULL,8,glass cell,4.56,2.079,12.984,7.448103,8.424,8,glass cell,4.56,2.079,10.023,4.5,5.463,3.068394,2.996478,2.372624,5.369103,2.421,0.1073939,0.04837561,5.355606,0.3642443,0.5729312,1.568977,0.9974863,2.25725,0.5580967,1.262938,tsutsumi316,2008-01-26T18:22:35Z
"C0007D-10R-2, 26.0 cm",NULL,258.175,258.175,258.175,258.175,"C0007D-10R-2, 28.0 cm",NULL,258.195,258.195,258.195,258.195,"C0007D-10R-2 W, 26.0--28.0 cm",CKY000000000001446700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-21T17:16:16Z,NULL,149,glass beaker,6.046,2.771,12.079,5.843159,6.033,149,glass beaker,6.046,2.771,10.738,4.508,4.692,1.389637,1.357068,1.715091,3.072159,1.737,0.04863734,0.02190871,4.643363,0.2303394,0.2992739,1.963766,1.511433,2.707356,0.4417309,0.791251,tsutsumi316,2008-01-23T21:06:33Z
"C0007D-10R-2, 93.0 cm",NULL,258.845,258.845,258.845,258.845,"C0007D-10R-2, 95.0 cm",NULL,258.865,258.865,258.865,258.865,"C0007D-10R-2 W, 93.0--95.0 cm",CKY000000000001446800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-21T17:16:16Z,NULL,147,glass beaker,6.026,2.675,13.004,6.059599,6.978,147,glass beaker,6.026,2.675,11.764,4.825,5.738,1.284974,1.254857,2.129741,3.384599,2.15,0.04497413,0.02025862,5.693026,0.1841465,0.2257102,2.061692,1.682039,2.673107,0.3707552,0.5892065,tsutsumi316,2008-01-23T21:06:33Z
"C0007D-11R-1, 42.0 cm",NULL,266.42,266.42,266.42,266.42,"C0007D-11R-1, 44.0 cm",NULL,266.44,266.44,266.44,266.44,"C0007D-11R-1 W, 42.0--44.0 cm",CKY000000000001463200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-22T13:04:11Z,NULL,204,glass beaker,6.059,2.716,12.006,5.631852,5.947,204,glass beaker,6.059,2.716,10.824,4.455,4.765,1.22487,1.196163,1.719689,2.915852,1.739,0.0428705,0.01931104,4.722129,0.2059644,0.2593894,2.039541,1.619468,2.745921,0.4102275,0.6955691,david_goldsby316,2008-02-01T01:49:41Z
"C0007D-15R-1, 36.0 cm",NULL,303.86,303.86,303.86,303.86,"C0007D-15R-1, 38.0 cm",NULL,303.88,303.88,303.88,303.88,"C0007D-15R-1 W, 36.0--38.0 cm",CKY000000000001500400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:47Z,NULL,126,glass beaker,6.042,2.703,12.223,5.761987,6.181,126,glass beaker,6.042,2.703,11.072,4.616,5.03,1.192746,1.164791,1.894195,3.058987,1.913,0.04174615,0.01880457,4.988254,0.1929698,0.2391109,2.020604,1.630688,2.633442,0.3807768,0.6149266,tsutsumi316,2008-01-23T21:06:35Z
"C0007D-15R-1, 85.0 cm",NULL,304.35,304.35,304.35,304.35,"C0007D-15R-1, 86.5 cm",NULL,304.365,304.365,304.365,304.365,"C0007D-15R-1 WR, 85.0--86.5 cm",CKY000000000001443100,PP,NULL,8,arito316,NULL,CKY,2008-01-21T15:20:50Z,NULL,116,glass beaker,6.065,2.703,13.623,6.491466,7.558,116,glass beaker,6.065,2.703,12.123,4.998,6.058,1.554404,1.517973,2.270494,3.788466,2.295,0.05440419,0.02450639,6.003596,0.2056634,0.2589122,1.995003,1.584703,2.644181,0.4006827,0.6685651,tsutsumi316,2008-01-23T21:06:34Z
"C0007D-15R-2, 15.0 cm",NULL,305.055,305.055,305.055,305.055,"C0007D-15R-2, 18.0 cm",NULL,305.085,305.085,305.085,305.085,"C0007D-15R-2 W, 15.0--18.0 cm",CKY000000000001500500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:48Z,NULL,24,glass cell,4.638,2.026,11.656,5.3843,7.018,24,glass cell,4.638,2.026,10.577,4.31,5.939,1.118135,1.091928,2.266372,3.3583,2.284,0.03913475,0.01762826,5.899865,0.1593238,0.1895187,2.089748,1.756801,2.60322,0.3251432,0.4817958,tsutsumi316,2008-01-23T21:06:36Z
