Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0007D-22R-3, 132.0 cm",NULL,374.14,374.14,374.14,374.14,"C0007D-22R-3, 134.0 cm",NULL,374.16,374.16,374.16,374.16,"C0007D-22R-3 W, 132.0--134.0 cm",CKY000000000001502200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:53Z,NULL,161,glass beaker,6.097,2.722,11.09,5.447198,4.993,161,glass beaker,6.097,2.722,9.758,4.121,3.661,1.380311,1.34796,1.377238,2.725198,1.399,0.04831092,0.02176167,3.612689,0.2764492,0.382073,1.83216,1.325661,2.62314,0.4946282,0.9787411,tsutsumi316,2008-01-25T00:14:51Z
"C0007D-22R-4, 24.0 cm",NULL,374.5,374.5,374.5,374.5,"C0007D-22R-4, 26.0 cm",NULL,374.52,374.52,374.52,374.52,"C0007D-22R-4 W, 24.0--26.0 cm",CKY000000000001502300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:54Z,NULL,174,glass beaker,6.02,2.725,12.41,6.004671,6.39,174,glass beaker,6.02,2.725,10.957,4.558,4.937,1.5057,1.47041,1.809261,3.279671,1.833,0.05269952,0.02373852,4.8843,0.2356337,0.3082733,1.948366,1.489265,2.69961,0.4483406,0.8127126,tsutsumi316,2008-01-25T00:14:51Z
"C0007D-22R-4, 121.0 cm",NULL,375.47,375.47,375.47,375.47,"C0007D-22R-4, 123.0 cm",NULL,375.49,375.49,375.49,375.49,"C0007D-22R-4 W, 121.0--123.0 cm",CKY000000000001502400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:54Z,NULL,124,glass beaker,5.982,2.656,12.179,6.042826,6.197,124,glass beaker,5.982,2.656,10.532,4.403,4.55,1.706736,1.666734,1.720092,3.386826,1.747,0.0597358,0.02690802,4.490264,0.2754132,0.380097,1.829737,1.325803,2.610479,0.4921227,0.9689796,tsutsumi316,2008-01-25T00:14:52Z
"C0007D-22R-5, 13.0 cm",NULL,375.815,375.815,375.815,375.815,"C0007D-22R-5, 15.0 cm",NULL,375.835,375.835,375.835,375.835,"C0007D-22R-5 W, 13.0--15.0 cm",CKY000000000001502500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:54Z,NULL,33,glass cell,4.621,2.028,10.901,5.480756,6.28,33,glass cell,4.621,2.028,9.238,3.825,4.617,1.723316,1.682926,1.769831,3.452756,1.797,0.06031611,0.02716942,4.556684,0.2744134,0.3781952,1.818837,1.319724,2.574644,0.4874152,0.9508965,tsutsumi316,2008-01-25T00:14:52Z
"C0007D-23R-1, 8.0 cm",NULL,379.58,379.58,379.58,379.58,"C0007D-23R-1, 10.0 cm",NULL,379.6,379.6,379.6,379.6,"C0007D-23R-1 W, 8.0--10.0 cm",CKY000000000001519700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:41:17Z,NULL,146,glass beaker,6.07,2.781,11.222,5.458224,5.152,146,glass beaker,6.07,2.781,9.896,4.138,3.826,1.374093,1.341888,1.335336,2.677224,1.357,0.0480933,0.02166365,3.777907,0.2667107,0.3637182,1.924381,1.411128,2.82918,0.5012236,1.004906,david_goldsby316,2008-02-01T02:17:35Z
"C0007D-23R-1, 101.0 cm",NULL,380.51,380.51,380.51,380.51,"C0007D-23R-1, 106.0 cm",NULL,380.56,380.56,380.56,380.56,"C0007D-23R-1 W, 101.0--106.0 cm",CKY000000000001519800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:41:17Z,NULL,188,glass beaker,6.014,2.74,11.29,5.563124,5.276,188,glass beaker,6.014,2.74,9.941,4.22,3.927,1.397927,1.365164,1.457961,2.823124,1.48,0.0489275,0.02203941,3.878073,0.2649597,0.3604697,1.868852,1.373681,2.65993,0.4835648,0.9363514,david_goldsby316,2008-02-01T02:17:37Z
"C0007D-23R-2, 2.0 cm",NULL,380.925,380.925,380.925,380.925,"C0007D-23R-2, 4.0 cm",NULL,380.945,380.945,380.945,380.945,"C0007D-23R-2 W, 2.0--4.0 cm",CKY000000000001520000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:41:18Z,NULL,198,glass beaker,6.067,2.732,11.658,5.513338,5.591,198,glass beaker,6.067,2.732,10.358,4.219,4.291,1.34715,1.315576,1.465761,2.781338,1.487,0.0471503,0.02123887,4.24385,0.2409498,0.3174359,2.010184,1.525831,2.895322,0.4730013,0.8975381,david_goldsby316,2008-02-01T02:17:37Z
"C0007D-23R-2, 23.0 cm",NULL,381.135,381.135,381.135,381.135,"C0007D-23R-2, 24.5 cm",NULL,381.15,381.15,381.15,381.15,"C0007D-23R-2 WR, 23.0--24.5 cm",CKY000000000001477200,PP,NULL,8,arito316,NULL,CKY,2008-01-22T23:56:39Z,NULL,14,glass cell,4.569,2.054,9.989,4.993889,5.42,14,glass cell,4.569,2.054,8.586,3.597,4.017,1.453886,1.419811,1.520078,2.939889,1.543,0.05088605,0.02292164,3.966114,0.2682446,0.366577,1.843607,1.349069,2.609151,0.482947,0.9340377,tsutsumi316,2008-01-25T00:14:49Z
"C0007D-23R-2, 38.0 cm",NULL,381.285,381.285,381.285,381.285,"C0007D-23R-2, 40.0 cm",NULL,381.305,381.305,381.305,381.305,"C0007D-23R-2 W, 38.0--40.0 cm",CKY000000000001519900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:41:18Z,NULL,179,glass beaker,6.039,2.697,11.382,5.40986,5.343,179,glass beaker,6.039,2.697,10.202,4.235,4.163,1.222798,1.194139,1.518722,2.71286,1.538,0.04279796,0.01927836,4.120202,0.2288598,0.2967811,1.969508,1.518767,2.712941,0.440177,0.7862788,david_goldsby316,2008-02-01T02:17:37Z
"C0007D-23R-2, 113.0 cm",NULL,382.035,382.035,382.035,382.035,"C0007D-23R-2, 114.5 cm",NULL,382.05,382.05,382.05,382.05,"C0007D-23R-2 WR, 113.0--114.5 cm",CKY000000000001477900,PP,NULL,8,arito316,NULL,CKY,2008-01-23T00:07:20Z,NULL,180,glass beaker,6.067,2.748,12.154,6.002161,6.087,180,glass beaker,6.067,2.748,10.584,4.439,4.517,1.626943,1.588811,1.66535,3.254161,1.691,0.05694305,0.02565002,4.460057,0.2672816,0.3647808,1.870528,1.37057,2.67815,0.4882399,0.9540406,tsutsumi316,2008-01-25T00:14:49Z
"C0007D-23R-3, 62.0 cm",NULL,382.955,382.955,382.955,382.955,"C0007D-23R-3, 63.5 cm",NULL,382.97,382.97,382.97,382.97,"C0007D-23R-3 WR, 62.0--63.5 cm",CKY000000000001467600,PP,NULL,8,arito316,NULL,CKY,2008-01-22T15:28:52Z,NULL,137,glass beaker,6.089,2.707,12.304,5.973159,6.215,137,glass beaker,6.089,2.707,10.963,4.638,4.874,1.389637,1.357068,1.909091,3.266159,1.931,0.04863734,0.02190871,4.825362,0.2235941,0.2879861,1.902847,1.477381,2.52757,0.4154935,0.7108448,tsutsumi316,2008-01-24T02:55:41Z
"C0007D-23R-3, 111.0 cm",NULL,383.445,383.445,383.445,383.445,"C0007D-23R-3, 113.0 cm",NULL,383.465,383.465,383.465,383.465,"C0007D-23R-3 W, 111.0--113.0 cm",CKY000000000001520100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:41:18Z,NULL,168,glass beaker,6.088,2.784,11.869,5.840005,5.781,168,glass beaker,6.088,2.784,10.332,4.3097,4.244,1.592746,1.555416,1.500589,3.056005,1.5257,0.05574616,0.02511088,4.188254,0.2755139,0.3802888,1.891685,1.3705,2.791073,0.5089704,1.036537,david_goldsby316,2008-02-01T02:17:42Z
"C0007D-23R-4, 14.0 cm",NULL,383.885,383.885,383.885,383.885,"C0007D-23R-4, 15.5 cm",NULL,383.9,383.9,383.9,383.9,"C0007D-23R-4 WR, 14.0--15.5 cm",CKY000000000001479100,PP,NULL,8,arito316,NULL,CKY,2008-01-23T00:59:16Z,NULL,7,glass cell,4.588,2.091,11.367,5.672373,6.779,7,glass cell,4.588,2.091,9.616,3.929,5.028,1.814508,1.77198,1.809393,3.581373,1.838,0.06350782,0.02860713,4.964492,0.267666,0.3654972,1.892849,1.386198,2.743734,0.4947768,0.9793231,tsutsumi316,2008-01-25T00:14:50Z
"C0007D-23R-4, 105.0 cm",NULL,384.795,384.795,384.795,384.795,"C0007D-23R-4, 107.0 cm",NULL,384.815,384.815,384.815,384.815,"C0007D-23R-4 W, 105.0--107.0 cm",CKY000000000001520200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:41:19Z,NULL,132,glass beaker,6.078,2.705,12.293,6.0517,6.215,132,glass beaker,6.078,2.705,10.617,4.383,4.539,1.736788,1.696082,1.650618,3.3467,1.678,0.06078761,0.02738181,4.478212,0.2794509,0.3878306,1.857053,1.338098,2.713052,0.5067923,1.027543,david_goldsby316,2008-02-01T02:17:38Z
"C0007D-24R-1, 16.5 cm",NULL,389.165,389.165,389.165,389.165,"C0007D-24R-1, 18.0 cm",NULL,389.18,389.18,389.18,389.18,"C0007D-24R-1 WR, 16.5--18.0 cm",CKY000000000001479600,PP,NULL,8,arito316,NULL,CKY,2008-01-23T01:58:55Z,NULL,23,glass cell,4.622,2.06,10.772,5.365826,6.15,23,glass cell,4.622,2.06,9.125,3.726,4.503,1.706736,1.666734,1.639092,3.305826,1.666,0.0597358,0.02690802,4.443264,0.277518,0.3841176,1.860352,1.344071,2.710808,0.5041808,1.016864,tsutsumi316,2008-01-25T00:14:51Z
"C0007D-24R-1, 130.0 cm",NULL,390.3,390.3,390.3,390.3,"C0007D-24R-1, 133.0 cm",NULL,390.33,390.33,390.33,390.33,"C0007D-24R-1 W, 130.0--133.0 cm",CKY000000000001520300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:45:36Z,NULL,200,glass beaker,6.013,2.72,11.704,5.823458,5.691,200,glass beaker,6.013,2.72,10.202,4.328,4.189,1.556477,1.519997,1.583461,3.103458,1.608,0.05447673,0.02453907,4.134523,0.2734979,0.3764586,1.833761,1.332231,2.611067,0.4897752,0.9599206,david_goldsby316,2008-02-01T02:17:38Z
"C0007D-24R-2, 19.0 cm",NULL,390.6,390.6,390.6,390.6,"C0007D-24R-2, 21.0 cm",NULL,390.62,390.62,390.62,390.62,"C0007D-24R-2 W, 19.0--21.0 cm",CKY000000000001520400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:45:36Z,NULL,159,glass beaker,6.088,2.772,11.82,5.6403,5.732,159,glass beaker,6.088,2.772,10.501,4.327,4.413,1.3668,1.3348,1.5335,2.8683,1.555,0.0478,0.0215,4.3652,0.2385,0.3131,1.9984,1.5219,2.8466,0.4654,0.8704,fujikit,2010-08-10T11:47:46Z
"C0007D-24R-2, 98.0 cm",NULL,391.39,391.39,391.39,391.39,"C0007D-24R-2, 100.0 cm",NULL,391.41,391.41,391.41,391.41,"C0007D-24R-2 W, 98.0--100.0 cm",CKY000000000001520500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:45:37Z,NULL,116,glass beaker,6.065,2.703,11.495,5.611932,5.43,116,glass beaker,6.065,2.703,10.102,4.225,4.037,1.443523,1.409691,1.499242,2.908932,1.522,0.05052336,0.02275827,3.986477,0.2658422,0.3621051,1.866664,1.370426,2.658995,0.4846076,0.9402691,david_goldsby316,2008-02-01T02:17:38Z
"C0007D-24R-2, 105.5 cm",NULL,391.465,391.465,391.465,391.465,"C0007D-24R-2, 107.0 cm",NULL,391.48,391.48,391.48,391.48,"C0007D-24R-2 WR, 105.5--107.0 cm",CKY000000000001489100,PP,NULL,8,chesterf316,NULL,CKY,2008-01-23T07:30:56Z,NULL,190,glass beaker,6.064,2.72,11.981,5.836327,5.917,190,glass beaker,6.064,2.72,10.449,4.311,4.385,1.587565,1.550356,1.565971,3.116327,1.591,0.05556481,0.02502919,4.329435,0.2683057,0.366691,1.89871,1.389275,2.764697,0.4974947,0.9900288,david_goldsby316,2008-02-01T01:49:40Z
"C0007D-24R-3, 16.0 cm",NULL,392,392,392,392,"C0007D-24R-3, 18.0 cm",NULL,392.02,392.02,392.02,392.02,"C0007D-24R-3 W, 16.0--18.0 cm",CKY000000000001520600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:45:37Z,NULL,154,glass beaker,6.043,2.67,11.653,5.663915,5.61,154,glass beaker,6.043,2.67,10.256,4.273,4.213,1.447668,1.413739,1.580176,2.993915,1.603,0.05066843,0.02282362,4.162331,0.2580514,0.3478023,1.873801,1.390264,2.634093,0.472204,0.8946714,david_goldsby316,2008-02-01T02:17:39Z
"C0007D-24R-3, 66.5 cm",NULL,392.505,392.505,392.505,392.505,"C0007D-24R-3, 68.0 cm",NULL,392.52,392.52,392.52,392.52,"C0007D-24R-3 WR, 66.5--68.0 cm",CKY000000000001469200,PP,NULL,8,arito316,NULL,CKY,2008-01-22T16:23:15Z,NULL,152,glass beaker,6.064,2.776,11.528,5.590967,5.464,152,glass beaker,6.064,2.776,10.143,4.212,4.079,1.435233,1.401595,1.413372,2.814967,1.436,0.0502332,0.02262757,4.028767,0.2626708,0.3562463,1.941053,1.431195,2.850464,0.497908,0.991667,tsutsumi316,2008-01-24T02:55:43Z
"C0007D-24R-3, 98.5 cm",NULL,392.825,392.825,392.825,392.825,"C0007D-24R-3, 100.0 cm",NULL,392.84,392.84,392.84,392.84,"C0007D-24R-3 WR, 98.5--100.0 cm",CKY000000000001468600,PP,NULL,8,arito316,NULL,CKY,2008-01-22T16:18:37Z,NULL,27,glass cell,4.648,2.08,11.652,5.828491,7.004,27,glass cell,4.648,2.08,9.928,4.112,5.28,1.786529,1.744657,2.003834,3.748491,2.032,0.06252855,0.02816601,5.217472,0.2550726,0.3424127,1.868485,1.391886,2.603744,0.4654291,0.8706593,tsutsumi316,2008-01-24T02:55:42Z
"C0007D-24R-4, 30.0 cm",NULL,393.55,393.55,393.55,393.55,"C0007D-24R-4, 32.0 cm",NULL,393.57,393.57,393.57,393.57,"C0007D-24R-4 W, 30.0--32.0 cm",CKY000000000001520800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:45:38Z,NULL,133,glass beaker,6.022,2.692,11.995,5.817222,5.973,133,glass beaker,6.022,2.692,10.439,4.268,4.417,1.612435,1.574644,1.550579,3.125222,1.576,0.05643528,0.0254213,4.360565,0.269954,0.3697767,1.911224,1.395281,2.812218,0.5038501,1.01552,david_goldsby316,2008-02-01T02:17:39Z
"C0007D-24R-4, 105.0 cm",NULL,394.3,394.3,394.3,394.3,"C0007D-24R-4, 107.0 cm",NULL,394.32,394.32,394.32,394.32,"C0007D-24R-4 W, 105.0--107.0 cm",CKY000000000001520700,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:45:37Z,NULL,131,glass beaker,6.067,2.717,11.238,5.407211,5.171,131,glass beaker,6.067,2.717,9.909,4.084,3.842,1.377202,1.344924,1.345287,2.690211,1.367,0.04820211,0.02171266,3.793798,0.2663319,0.3630141,1.922154,1.410223,2.820065,0.4999324,0.9997298,david_goldsby316,2008-02-01T02:17:39Z
"C0007D-24R-5, 42.0 cm",NULL,395.085,395.085,395.085,395.085,"C0007D-24R-5, 43.5 cm",NULL,395.1,395.1,395.1,395.1,"C0007D-24R-5 WR, 42.0--43.5 cm",CKY000000000001489900,PP,NULL,8,chesterf316,NULL,CKY,2008-01-23T08:10:27Z,NULL,178,glass beaker,6.07,2.773,10.876,5.218494,4.806,178,glass beaker,6.07,2.773,9.612,3.96,3.542,1.309845,1.279145,1.166349,2.445494,1.187,0.0458446,0.02065072,3.496155,0.2725436,0.3746529,1.965247,1.429631,2.99752,0.523062,1.096708,david_goldsby316,2008-02-01T01:49:41Z
"C0007D-24R-5, 52.0 cm",NULL,395.185,395.185,395.185,395.185,"C0007D-24R-5, 54.0 cm",NULL,395.205,395.205,395.205,395.205,"C0007D-24R-5 W, 52.0--54.0 cm",CKY000000000001520900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:45:38Z,NULL,112,glass beaker,6.02,2.652,11.375,5.547976,5.355,112,glass beaker,6.02,2.652,9.992,4.171,3.972,1.433161,1.399571,1.496405,2.895976,1.519,0.05016066,0.02259489,3.921839,0.2676304,0.3654307,1.849118,1.354238,2.620841,0.4832812,0.9352888,david_goldsby316,2008-02-01T02:17:39Z
"C0007D-25R-1, 23.0 cm",NULL,398.73,398.73,398.73,398.73,"C0007D-25R-1, 24.0 cm",NULL,398.74,398.74,398.74,398.74,"C0007D-25R-1 W, 23.0--24.0 cm",CKY000000000001502600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-23T19:43:55Z,NULL,37,glass cell,4.613,2.084,11.876,5.806787,7.263,37,glass cell,4.613,2.084,10.22,4.158,5.607,1.716062,1.675842,2.046945,3.722787,2.074,0.06006222,0.02705505,5.546938,0.2362746,0.3093711,1.950958,1.489996,2.709862,0.4501579,0.818704,tsutsumi316,2008-01-25T22:26:19Z
"C0007D-25R-2, 80.0 cm",NULL,400.73,400.73,400.73,400.73,"C0007D-25R-2, 81.5 cm",NULL,400.745,400.745,400.745,400.745,"C0007D-25R-2 WR, 80.0--81.5 cm",CKY000000000001491100,PP,NULL,8,chesterf316,NULL,CKY,2008-01-23T11:24:42Z,NULL,184,glass beaker,6.06,2.729,11.266,5.464281,5.206,184,glass beaker,6.06,2.729,9.953,4.157,3.893,1.360622,1.328732,1.406549,2.735281,1.428,0.0476218,0.02145126,3.845378,0.2613565,0.353833,1.903278,1.405844,2.73391,0.4857754,0.9446755,david_goldsby316,2008-02-01T02:17:40Z
"C0007D-25R-2, 140.0 cm",NULL,401.33,401.33,401.33,401.33,"C0007D-25R-2, 142.0 cm",NULL,401.35,401.35,401.35,401.35,"C0007D-25R-2 W, 140.0--142.0 cm",CKY000000000001522400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-25T21:14:53Z,NULL,151,glass beaker,5.999,2.718,12.06,5.800889,6.061,151,glass beaker,5.999,2.718,10.657,4.404,4.658,1.453886,1.419811,1.663078,3.082889,1.686,0.05088605,0.02292164,4.607114,0.2398756,0.3155742,1.966013,1.494415,2.770233,0.4605455,0.8537244,tsutsumi316,2008-01-25T22:26:20Z
"C0007D-25R-3, 22.0 cm",NULL,401.585,401.585,401.585,401.585,"C0007D-25R-3, 25.0 cm",NULL,401.615,401.615,401.615,401.615,"C0007D-25R-3 W, 22.0--25.0 cm",CKY000000000001522600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-25T21:14:54Z,NULL,123,glass beaker,6.064,2.724,10.195,4.374303,4.131,123,glass beaker,6.064,2.724,10.035,4.215,3.971,0.1658033,0.1619172,1.488386,1.650303,1.491,0.005803119,0.002614017,3.965197,0.04013635,0.04181464,2.503176,2.402708,2.664091,0.09811363,0.1087871,tsutsumi316,2008-01-26T18:28:42Z
"C0007D-25R-3, 50.0 cm",NULL,401.865,401.865,401.865,401.865,"C0007D-25R-3, 51.5 cm",NULL,401.88,401.88,401.88,401.88,"C0007D-25R-3 WR, 50.0--51.5 cm",CKY000000000001470800,PP,NULL,8,arito316,NULL,CKY,2008-01-22T20:03:49Z,NULL,192,glass beaker,5.928,2.685,12.367,6.009445,6.439,192,glass beaker,5.928,2.685,10.862,4.511,4.934,1.559586,1.523033,1.801412,3.324445,1.826,0.05458553,0.02458808,4.879414,0.2422093,0.3196255,1.936865,1.467738,2.708661,0.4581315,0.8454661,tsutsumi316,2008-01-24T02:55:44Z
"C0007D-25R-3, 95.0 cm",NULL,402.315,402.315,402.315,402.315,"C0007D-25R-3, 97.0 cm",NULL,402.335,402.335,402.335,402.335,"C0007D-25R-3 W, 95.0--97.0 cm",CKY000000000001522500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-25T21:14:53Z,NULL,26,glass cell,4.589,2.068,10.932,5.39587,6.343,26,glass cell,4.589,2.068,9.295,3.766,4.706,1.696373,1.656614,1.671255,3.32787,1.698,0.0593731,0.02674464,4.646627,0.2674402,0.3650763,1.906024,1.396277,2.780321,0.4978002,0.9912395,tsutsumi316,2008-01-25T22:26:21Z
"C0007D-25R-4, 25.0 cm",NULL,403.025,403.025,403.025,403.025,"C0007D-25R-4, 28.0 cm",NULL,403.055,403.055,403.055,403.055,"C0007D-25R-4 W, 25.0--28.0 cm",CKY000000000001522700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-25T21:14:54Z,NULL,130,glass beaker,6.116,2.721,11.773,5.762046,5.657,130,glass beaker,6.116,2.721,10.406,4.401,4.29,1.41658,1.383379,1.657667,3.041046,1.68,0.04958035,0.02233349,4.240419,0.2504119,0.3340661,1.860215,1.394395,2.558065,0.4549025,0.8345341,tsutsumi316,2008-01-25T22:26:22Z
"C0007D-25R-4, 98.0 cm",NULL,403.755,403.755,403.755,403.755,"C0007D-25R-4, 100.0 cm",NULL,403.775,403.775,403.775,403.775,"C0007D-25R-4 W, 98.0--100.0 cm",CKY000000000001522800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-25T21:14:54Z,NULL,181,glass beaker,6.057,2.713,11.886,5.779954,5.829,181,glass beaker,6.057,2.713,10.498,4.398,4.441,1.438342,1.404631,1.662323,3.066954,1.685,0.05034201,0.02267658,4.390658,0.2467562,0.3275915,1.900583,1.431602,2.641278,0.4579888,0.8449805,tsutsumi316,2008-01-25T22:26:22Z
"C0007D-25R-5, 23.0 cm",NULL,404.42,404.42,404.42,404.42,"C0007D-25R-5, 25.0 cm",NULL,404.44,404.44,404.44,404.44,"C0007D-25R-5 W, 23.0--25.0 cm",CKY000000000001522900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-25T21:14:55Z,NULL,197,glass beaker,6.036,2.69,11.679,5.685867,5.643,197,glass beaker,6.036,2.69,10.271,4.284,4.235,1.459067,1.42487,1.570997,2.995867,1.594,0.0510674,0.02300333,4.183933,0.2585623,0.3487311,1.883595,1.396568,2.663235,0.475612,0.9069851,tsutsumi316,2008-01-25T22:26:22Z
"C0007D-26R-1, 0.0 cm",NULL,408,408,408,408,"C0007D-26R-1, 1.5 cm",NULL,408.015,408.015,408.015,408.015,"C0007D-26R-1 WR, 0.0--1.5 cm",CKY000000000001475100,PP,NULL,8,arito316,NULL,CKY,2008-01-22T22:50:31Z,NULL,111,glass beaker,6.065,2.702,11.867,5.797767,5.802,111,glass beaker,6.065,2.702,10.436,4.373,4.371,1.482902,1.448146,1.647621,3.095767,1.671,0.05190159,0.0233791,4.319098,0.2555846,0.3433359,1.874172,1.395163,2.621415,0.4677826,0.8789316,tsutsumi316,2008-01-25T00:14:48Z
"C0007D-26R-1, 99.0 cm",NULL,408.99,408.99,408.99,408.99,"C0007D-26R-1, 101.0 cm",NULL,409.01,409.01,409.01,409.01,"C0007D-26R-1 W, 99.0--101.0 cm",CKY000000000001523000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-25T21:14:55Z,NULL,149,glass beaker,6.046,2.771,11.908,5.797024,5.862,149,glass beaker,6.046,2.771,10.536,4.431,4.49,1.421762,1.388439,1.637585,3.026024,1.66,0.0497617,0.02241518,4.440238,0.2425387,0.3201994,1.937196,1.467351,2.711455,0.4588328,0.8478578,tsutsumi316,2008-01-27T21:46:28Z
"C0007D-26R-1, 133.5 cm",NULL,409.335,409.335,409.335,409.335,"C0007D-26R-1, 135.0 cm",NULL,409.35,409.35,409.35,409.35,"C0007D-26R-1 WR, 133.5--135.0 cm",CKY000000000001491800,PP,NULL,8,chesterf316,NULL,CKY,2008-01-23T12:13:24Z,NULL,134,glass beaker,6.038,2.73,11.064,5.310699,5.026,134,glass beaker,6.038,2.73,9.847,4.099,3.809,1.26114,1.231582,1.349117,2.580699,1.369,0.04413993,0.01988285,3.76486,0.2509232,0.3349766,1.947534,1.458853,2.79061,0.477228,0.9128799,tsutsumi316,2008-01-27T21:46:30Z
"C0007D-26R-2, 27.0 cm",NULL,409.685,409.685,409.685,409.685,"C0007D-26R-2, 28.0 cm",NULL,409.695,409.695,409.695,409.695,"C0007D-26R-2 W, 27.0--28.0 cm",CKY000000000001523100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-25T21:14:56Z,NULL,117,glass beaker,6.089,2.724,10.764,5.183387,4.675,117,glass beaker,6.089,2.724,9.705,4.129,3.616,1.097409,1.071689,1.387698,2.459387,1.405,0.03840936,0.01730151,3.57759,0.23474,0.3067454,1.90088,1.454667,2.578075,0.4357544,0.7722778,tsutsumi316,2008-01-27T21:46:29Z
"C0007D-27R-1, 16.0 cm",NULL,417.66,417.66,417.66,417.66,"C0007D-27R-1, 18.0 cm",NULL,417.68,417.68,417.68,417.68,"C0007D-27R-1 W, 16.0--18.0 cm",CKY000000000001521100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-25T10:51:54Z,NULL,183,glass beaker,5.929,2.649,11.66,5.573259,5.731,183,glass beaker,5.929,2.649,10.342,4.261,4.413,1.365803,1.333792,1.590467,2.924259,1.612,0.04780315,0.02153295,4.365197,0.2383185,0.3128847,1.959813,1.492753,2.744601,0.4561128,0.8386166,david_goldsby316,2008-02-01T02:23:45Z
"C0007D-27R-1, 24.0 cm",NULL,417.74,417.74,417.74,417.74,"C0007D-27R-1, 25.5 cm",NULL,417.755,417.755,417.755,417.755,"C0007D-27R-1 WR, 24.0--25.5 cm",CKY000000000001480600,PP,NULL,8,arito316,NULL,CKY,2008-01-23T02:52:17Z,NULL,183,glass beaker,5.929,2.649,12.606,6.1331,6.677,183,glass beaker,5.929,2.649,11.03,4.564,5.101,1.6332,1.5949,1.8892,3.4841,1.915,0.0572,0.0258,5.0438,0.2446,0.3238,1.9164,1.4477,2.6698,0.4578,0.8442,fujikit,2010-08-10T11:47:46Z
