Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0004D-28R-1, 43.5 cm",NULL,269.935,269.935,269.935,269.935,"C0004D-28R-1, 45.0 cm",NULL,269.95,269.95,269.95,269.95,"C0004D-28R-1 WR, 43.5--45.0 cm",CKY000000000001062100,PP,NULL,8,screaton316,NULL,CKY,2008-01-01T02:11:57Z,"Measured by ""3"" runs average, instead of ""5."" ",1,glass cell,4.598,2.069,8.695,4.161649,4.097,1,glass cell,4.598,2.069,7.696,3.167,3.098,1.035233,1.01097,1.081679,2.092649,1.098,0.03623319,0.01632126,3.061767,0.2526808,0.3381163,1.957806,1.463106,2.830569,0.4831054,0.9346304,david_goldsby316,2008-01-04T03:12:00Z
"C0004D-28R-1, 80.0 cm",NULL,270.3,270.3,270.3,270.3,"C0004D-28R-1, 81.5 cm",NULL,270.315,270.315,270.315,270.315,"C0004D-28R-1 W, 80.0--81.5 cm",CKY000000000000915400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-27T11:59:20Z,NULL,130,glass beaker,6.116,2.721,10.867,5.314764,4.751,130,glass beaker,6.116,2.721,9.642,4.0951,3.526,1.26943,1.239678,1.354086,2.593764,1.3741,0.04443009,0.02001355,3.48157,0.2671922,0.3646143,1.831701,1.342285,2.571158,0.4779454,0.9155086,david_goldsby316,2007-12-28T11:42:29Z
"C0004D-28R-1, 116.0 cm",NULL,270.66,270.66,270.66,270.66,"C0004D-28R-1, 118.0 cm",NULL,270.68,270.68,270.68,270.68,"C0004D-28R-1 W, 116.0--118.0 cm",CKY000000000001064800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-01T05:57:09Z,NULL,114,glass beaker,6.061,2.735,14.007,7.163982,7.946,114,glass beaker,6.061,2.735,11.707,4.874,5.646,2.38342,2.327558,2.101424,4.428982,2.139,0.08341975,0.03757647,5.56258,0.2999521,0.4284738,1.794092,1.25595,2.647053,0.525529,1.10761,david_goldsby316,2008-01-04T03:08:03Z
"C0004D-28R-2, 61.0 cm",NULL,271.52,271.52,271.52,271.52,"C0004D-28R-2, 63.0 cm",NULL,271.54,271.54,271.54,271.54,"C0004D-28R-2 W, 61.0--63.0 cm",CKY000000000001064900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-01T05:57:10Z,NULL,172,glass beaker,6.038,2.688,10.313,4.972357,4.275,172,glass beaker,6.038,2.688,9.247,3.911,3.209,1.104663,1.078773,1.205584,2.284357,1.223,0.03866324,0.01741587,3.170337,0.2584008,0.3484372,1.871424,1.387847,2.62971,0.4722435,0.8948132,david_goldsby316,2008-01-04T03:08:04Z
"C0004D-28R-3, 7.0 cm",NULL,272.39,272.39,272.39,272.39,"C0004D-28R-3, 9.0 cm",NULL,272.41,272.41,272.41,272.41,"C0004D-28R-3 W, 7.0--9.0 cm",CKY000000000001065000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-01T05:57:10Z,NULL,139,glass beaker,6.097,2.688,11.339,5.506198,5.242,139,glass beaker,6.097,2.688,10.007,4.18,3.91,1.380311,1.34796,1.470238,2.818198,1.492,0.04831092,0.02176167,3.861689,0.2633176,0.3574371,1.860054,1.370269,2.626573,0.4783056,0.9168308,david_goldsby316,2008-01-04T03:08:04Z
"C0004D-28R-3, 50.0 cm",NULL,272.82,272.82,272.82,272.82,"C0004D-28R-3, 51.0 cm",NULL,272.83,272.83,272.83,272.83,"C0004D-28R-3 W, 50.0--51.0 cm",CKY000000000001065100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-01T05:57:11Z,"Measured by ""3"" runs average, instead of ""5."" ",203,glass beaker,6.041,2.699,12.858,6.392468,6.817,203,glass beaker,6.041,2.699,11.014,4.5565,4.973,1.910881,1.866095,1.827373,3.693468,1.8575,0.06688088,0.03012652,4.906119,0.2803111,0.3894893,1.845691,1.328323,2.684793,0.5052418,1.021189,david_goldsby316,2008-01-04T03:08:04Z
"C0004D-29R-1, 83.0 cm",NULL,274.83,274.83,274.83,274.83,"C0004D-29R-1, 85.0 cm",NULL,274.85,274.85,274.85,274.85,"C0004D-29R-1 W, 83.0--85.0 cm",CKY000000000000938300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T11:01:00Z,NULL,134,glass beaker,6.038,2.73,11.703,5.769601,5.665,134,glass beaker,6.038,2.73,10.234,4.307,4.196,1.52228,1.486601,1.553,3.039601,1.577,0.05327983,0.02399992,4.14272,0.2687167,0.367459,1.863731,1.362916,2.667559,0.4890777,0.9572449,david_goldsby316,2008-01-03T03:39:20Z
"C0004D-29R-2, 33.0 cm",NULL,275.725,275.725,275.725,275.725,"C0004D-29R-2, 35.0 cm",NULL,275.745,275.745,275.745,275.745,"C0004D-29R-2 W, 33.0--35.0 cm",CKY000000000001055700,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-31T22:55:01Z,NULL,187,glass beaker,6.12,2.752,13.527,6.855234,7.407,187,glass beaker,6.12,2.752,11.285,4.623,5.165,2.323316,2.268863,1.834371,4.103234,1.871,0.08131613,0.03662888,5.083684,0.3136649,0.4570143,1.805161,1.238946,2.77135,0.5529451,1.236862,tsutsumi316,2008-01-01T01:02:36Z
"C0004D-29R-2, 121.0 cm",NULL,276.605,276.605,276.605,276.605,"C0004D-29R-2, 123.0 cm",NULL,276.625,276.625,276.625,276.625,"C0004D-29R-2 W, 121.0--123.0 cm",CKY000000000001055600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-31T22:55:00Z,NULL,172,glass beaker,6.038,2.688,12.825,6.486519,6.787,172,glass beaker,6.038,2.688,10.878,4.548,4.84,2.017617,1.970329,1.828191,3.798519,1.86,0.07061664,0.03180929,4.769383,0.2972767,0.4230351,1.786749,1.25559,2.6088,0.5187097,1.077748,tsutsumi316,2008-01-01T01:02:35Z
"C0004D-29R-CC, 18.0 cm",NULL,277.138,277.138,277.138,277.138,"C0004D-29R-CC, 19.5 cm",NULL,277.153,277.153,277.153,277.153,"C0004D-29R-CC WR, 18.0--19.5 cm",CKY000000000000921100,PP,NULL,8,arito316,NULL,CKY,2007-12-27T16:16:48Z,NULL,111,glass beaker,6.065,2.702,12.878,6.303926,6.813,111,glass beaker,6.065,2.702,11.254,4.687,5.189,1.682902,1.643459,1.958468,3.601926,1.985,0.0589016,0.02653225,5.130098,0.2470133,0.3280447,1.891488,1.424265,2.619445,0.4562721,0.8391553,tsutsumi316,2007-12-28T23:51:55Z
"C0004D-30R-1, 72.0 cm",NULL,279.22,279.22,279.22,279.22,"C0004D-30R-1, 74.0 cm",NULL,279.24,279.24,279.24,279.24,"C0004D-30R-1 W, 72.0--74.0 cm",CKY000000000001056200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-31T23:00:39Z,NULL,130,glass beaker,6.116,2.721,12.117,6.035769,6.001,130,glass beaker,6.116,2.721,10.457,4.383,4.341,1.720207,1.67989,1.63488,3.314769,1.662,0.0602073,0.02712041,4.280793,0.2866534,0.4018432,1.810382,1.29143,2.618415,0.5067894,1.027531,tsutsumi316,2008-01-01T01:02:36Z
"C0004D-30R-2, 52.0 cm",NULL,280.432,280.432,280.432,280.432,"C0004D-30R-2, 55.0 cm",NULL,280.462,280.462,280.462,280.462,"C0004D-30R-2 W, 52.0--55.0 cm",CKY000000000001055800,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-31T22:55:01Z,NULL,27,glass cell,4.648,2.08,11.875,6.123348,7.227,27,glass cell,4.648,2.08,9.659,3.917,5.011,2.296373,2.242552,1.800796,4.043348,1.837,0.08037312,0.03620411,4.930627,0.3177491,0.4657365,1.78738,1.219442,2.738027,0.5546275,1.245311,tsutsumi316,2008-01-01T01:02:36Z
"C0004D-30R-2, 88.0 cm",NULL,280.792,280.792,280.792,280.792,"C0004D-30R-2, 92.0 cm",NULL,280.832,280.832,280.832,280.832,"C0004D-30R-2 WR, 88.0--92.0 cm",CKY000000000001038200,PP,NULL,8,screaton316,NULL,CKY,2007-12-31T08:13:11Z,NULL,183,glass beaker,5.929,2.649,10.728,5.257516,4.799,183,glass beaker,5.929,2.649,9.469,4.004,3.54,1.304663,1.274085,1.334431,2.608516,1.355,0.04566325,0.02056903,3.494337,0.2718615,0.373365,1.839743,1.339588,2.618597,0.4884329,0.9547779,david_goldsby316,2008-01-14T09:56:18Z
"C0004D-30R-3, 26.0 cm",NULL,281.577,281.577,281.577,281.577,"C0004D-30R-3, 28.0 cm",NULL,281.597,281.597,281.597,281.597,"C0004D-30R-3 W, 26.0--28.0 cm",CKY000000000001055900,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-31T22:55:02Z,NULL,197,glass beaker,6.036,2.69,13.286,6.746952,7.25,197,glass beaker,6.036,2.69,11.117,4.5874,5.081,2.247668,2.194989,1.861964,4.056952,1.8974,0.07866845,0.03543624,5.002332,0.3100232,0.4493241,1.787056,1.233027,2.686589,0.5410437,1.178857,tsutsumi316,2008-01-01T02:10:12Z
"C0004D-30R-3, 76.5 cm",NULL,282.082,282.082,282.082,282.082,"C0004D-30R-3, 78.0 cm",NULL,282.097,282.097,282.097,282.097,"C0004D-30R-3 WR, 76.5--78.0 cm",CKY000000000000867300,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T08:50:15Z,NULL,16,glass cell,4.613,2.072,8.94,4.442017,4.327,16,glass cell,4.613,2.072,7.796,3.303,3.183,1.185492,1.157707,1.21231,2.370017,1.231,0.04149226,0.01869021,3.141508,0.2739756,0.3773641,1.825725,1.325521,2.591341,0.4884806,0.9549599,david_goldsby316,2007-12-28T11:59:36Z
"C0004D-31R-1, 26.0 cm",NULL,283.26,283.26,283.26,283.26,"C0004D-31R-1, 28.0 cm",NULL,283.28,283.28,283.28,283.28,"C0004D-31R-1 W, 26.0--28.0 cm",CKY000000000000956400,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:10Z,NULL,203,glass beaker,6.041,2.699,12.005,6.000656,5.964,203,glass beaker,6.041,2.699,10.319,4.322,4.278,1.74715,1.706201,1.595455,3.301656,1.623,0.06115031,0.02754518,4.21685,0.2929494,0.414326,1.806366,1.277192,2.643039,0.5167714,1.069414,tsutsumi316,2007-12-28T23:51:56Z
"C0004D-31R-1, 102.0 cm",NULL,284.02,284.02,284.02,284.02,"C0004D-31R-1, 105.0 cm",NULL,284.05,284.05,284.05,284.05,"C0004D-31R-1 W, 102.0--105.0 cm",CKY000000000000956500,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:11Z,NULL,139,glass beaker,6.097,2.688,11.939,5.920848,5.842,139,glass beaker,6.097,2.688,10.297,4.286,4.2,1.701554,1.661674,1.571174,3.232848,1.598,0.05955445,0.02682633,4.140445,0.2912623,0.4109593,1.807075,1.280742,2.635256,0.513997,1.057601,tsutsumi316,2007-12-28T23:51:56Z
"C0004D-31R-2, 15.5 cm",NULL,284.565,284.565,284.565,284.565,"C0004D-31R-2, 17.5 cm",NULL,284.585,284.585,284.585,284.585,"C0004D-31R-2 W, 15.5--17.5 cm",CKY000000000000956600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:11Z,NULL,151,glass beaker,5.999,2.718,11.636,5.811804,5.637,151,glass beaker,5.999,2.718,9.984,4.167,3.985,1.711917,1.671794,1.42201,3.093804,1.449,0.05991714,0.0269897,3.925083,0.303693,0.436148,1.822029,1.268691,2.760235,0.5403684,1.175655,tsutsumi316,2007-12-28T23:51:57Z
"C0004D-31R-2, 124.0 cm",NULL,285.65,285.65,285.65,285.65,"C0004D-31R-2, 125.0 cm",NULL,285.66,285.66,285.66,285.66,"C0004D-31R-2 W, 124.0--125.0 cm",CKY000000000000956700,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:12Z,NULL,149,glass beaker,6.046,2.771,12.056,5.882809,6.01,149,glass beaker,6.046,2.771,10.405,4.239,4.359,1.710881,1.670782,1.441027,3.111809,1.468,0.05988088,0.02697337,4.299119,0.2846724,0.3979608,1.931353,1.38155,2.983372,0.5369167,1.159439,tsutsumi316,2008-01-26T18:45:38Z
"C0004D-31R-3, 18.0 cm",NULL,286,286,286,286,"C0004D-31R-3, 19.0 cm",NULL,286.01,286.01,286.01,286.01,"C0004D-31R-3 W, 18.0--19.0 cm",CKY000000000000956800,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:12Z,NULL,5,glass cell,4.594,2.062,11.429,5.726626,6.835,5,glass cell,4.594,2.062,9.736,4.041,5.142,1.754404,1.713285,1.95134,3.664626,1.979,0.06140419,0.02765955,5.080596,0.2566795,0.3453146,1.865129,1.386389,2.603644,0.4675199,0.8780043,tsutsumi316,2007-12-29T00:15:45Z
"C0004D-31R-3, 99.0 cm",NULL,286.81,286.81,286.81,286.81,"C0004D-31R-3, 100.0 cm",NULL,286.82,286.82,286.82,286.82,"C0004D-31R-3 W, 99.0--100.0 cm",CKY000000000000956900,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:12Z,NULL,17,glass cell,4.589,2.052,11.252,5.579977,6.663,17,glass cell,4.589,2.052,9.41,3.746,4.821,1.908808,1.864071,1.663906,3.527977,1.694,0.06680834,0.03009385,4.754191,0.2864788,0.4015001,1.888618,1.347569,2.857247,0.5283682,1.120298,tsutsumi316,2007-12-28T23:51:58Z
"C0004D-32R-1, 26.0 cm",NULL,287.76,287.76,287.76,287.76,"C0004D-32R-1, 27.0 cm",NULL,287.77,287.77,287.77,287.77,"C0004D-32R-1 W, 26.0--27.0 cm",CKY000000000000957000,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:13Z,NULL,160,glass beaker,6.045,2.676,12.494,6.215186,6.449,160,glass beaker,6.045,2.676,10.7,4.429,4.655,1.859067,1.815495,1.72369,3.539186,1.753,0.06506741,0.02930964,4.589933,0.2882722,0.4050315,1.82217,1.296889,2.662852,0.5129698,1.053261,tsutsumi316,2007-12-30T01:56:48Z
"C0004D-32R-1, 99.0 cm",NULL,288.49,288.49,288.49,288.49,"C0004D-32R-1, 100.0 cm",NULL,288.5,288.5,288.5,288.5,"C0004D-32R-1 W, 99.0--100.0 cm",CKY000000000000957100,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:13Z,NULL,169,glass beaker,6.051,2.751,11.072,5.502889,5.021,169,glass beaker,6.051,2.751,9.669,4.106,3.618,1.453886,1.419811,1.332078,2.751889,1.355,0.05088605,0.02292164,3.567114,0.2895611,0.4075805,1.824565,1.296242,2.677856,0.5159404,1.065861,tsutsumi316,2007-12-30T01:56:49Z
"C0004D-32R-2, 23.0 cm",NULL,289.14,289.14,289.14,289.14,"C0004D-32R-2, 24.0 cm",NULL,289.15,289.15,289.15,289.15,"C0004D-32R-2 W, 23.0--24.0 cm",CKY000000000000957200,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:13Z,NULL,157,glass beaker,6.049,2.679,12.109,6.035413,6.06,147,glass beaker,6.026,2.675,10.344,4.297,4.318,1.805182,1.762873,1.59354,3.356413,1.622,0.0631814,0.02846009,4.254819,0.2978847,0.4242676,1.805499,1.267669,2.670042,0.5252253,1.106262,tsutsumi316,2007-12-30T01:56:49Z
"C0004D-32R-2, 99.0 cm",NULL,289.9,289.9,289.9,289.9,"C0004D-32R-2, 100.0 cm",NULL,289.91,289.91,289.91,289.91,"C0004D-32R-2 W, 99.0--100.0 cm",CKY000000000000957300,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:14Z,NULL,115,glass beaker,6.019,2.682,12.514,6.279977,6.495,115,glass beaker,6.019,2.682,10.672,4.446,4.653,1.908808,1.864071,1.733906,3.597977,1.764,0.06680834,0.03009385,4.586192,0.2938889,0.4162077,1.805181,1.274659,2.645006,0.5180886,1.07507,tsutsumi316,2007-12-30T01:56:49Z
"C0004D-32R-2, 120.0 cm",NULL,290.11,290.11,290.11,290.11,"C0004D-32R-2, 121.5 cm",NULL,290.125,290.125,290.125,290.125,"C0004D-32R-2 WR, 120.0--121.5 cm",CKY000000000000866600,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T08:39:14Z,NULL,204,glass beaker,6.059,2.716,10.623,5.19736,4.564,204,glass beaker,6.059,2.716,9.374,3.9538,3.315,1.294301,1.263965,1.217394,2.48136,1.2378,0.04530055,0.02040565,3.269699,0.2835891,0.395847,1.839314,1.317705,2.685818,0.5093842,1.038255,david_goldsby316,2007-12-28T11:54:19Z
"C0004D-32R-3, 23.0 cm",NULL,290.54,290.54,290.54,290.54,"C0004D-32R-3, 25.0 cm",NULL,290.56,290.56,290.56,290.56,"C0004D-32R-3 W, 23.0--25.0 cm",CKY000000000000957400,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:14Z,NULL,4,glass cell,4.67,2.076,11.713,6.012018,7.043,4,glass cell,4.67,2.076,9.651,3.959,4.981,2.136788,2.086707,1.849312,3.936018,1.883,0.07478762,0.03368812,4.906212,0.3033917,0.4355269,1.789372,1.246491,2.652993,0.5301567,1.128369,tsutsumi316,2007-12-30T01:56:50Z
"C0004D-32R-3, 99.0 cm",NULL,291.3,291.3,291.3,291.3,"C0004D-32R-3, 100.0 cm",NULL,291.31,291.31,291.31,291.31,"C0004D-32R-3 W, 99.0--100.0 cm",CKY000000000000957500,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:15Z,NULL,11,glass cell,4.56,2.025,11.108,5.635194,6.548,11,glass cell,4.56,2.025,9.316,3.851,4.756,1.856995,1.813471,1.796723,3.610194,1.826,0.06499487,0.02927697,4.691005,0.2835973,0.3958629,1.813753,1.299377,2.610867,0.5023196,1.009322,tsutsumi316,2007-12-30T01:56:50Z
"C0004D-32R-4, 13.0 cm",NULL,291.45,291.45,291.45,291.45,"C0004D-32R-4, 14.0 cm",NULL,291.46,291.46,291.46,291.46,"C0004D-32R-4 W, 13.0--14.0 cm",CKY000000000000957600,PP,NULL,5,tsutsumi316,NULL,CKY,2007-12-28T22:46:15Z,NULL,138,glass beaker,5.99,2.626,11.367,5.642344,5.377,138,glass beaker,5.99,2.626,9.839,4.121,3.849,1.58342,1.546308,1.470036,3.016344,1.495,0.05541973,0.02496384,3.79358,0.2944801,0.4173945,1.782622,1.257675,2.580604,0.5126432,1.051885,tsutsumi316,2007-12-30T01:56:51Z
"C0004D-33R-1, 23.0 cm",NULL,292.23,292.23,292.23,292.23,"C0004D-33R-1, 25.0 cm",NULL,292.25,292.25,292.25,292.25,"C0004D-33R-1 W, 23.0--25.0 cm",CKY000000000000933900,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T05:29:27Z,NULL,165,glass beaker,5.978,2.651,10.943,5.338355,4.965,165,glass beaker,5.978,2.651,9.647,4.048,3.669,1.343005,1.311528,1.375826,2.687355,1.397,0.04700522,0.02117352,3.621995,0.2704945,0.3707916,1.847542,1.347792,2.632596,0.4880369,0.9532659,david_goldsby316,2008-01-03T03:34:31Z
"C0004D-33R-1, 108.0 cm",NULL,293.08,293.08,293.08,293.08,"C0004D-33R-1, 110.0 cm",NULL,293.1,293.1,293.1,293.1,"C0004D-33R-1 W, 108.0--110.0 cm",CKY000000000000934000,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T05:31:06Z,NULL,156,glass beaker,5.934,2.659,11.917,5.891118,5.983,156,glass beaker,5.934,2.659,10.337,4.318,4.403,1.637306,1.598931,1.633187,3.232118,1.659,0.05730574,0.0258134,4.345694,0.2736597,0.3767651,1.851108,1.344535,2.660868,0.4947008,0.9790255,david_goldsby316,2008-01-03T03:34:31Z
"C0004D-33R-2, 10.0 cm",NULL,293.51,293.51,293.51,293.51,"C0004D-33R-2, 12.0 cm",NULL,293.53,293.53,293.53,293.53,"C0004D-33R-2 W, 10.0--12.0 cm",CKY000000000000934100,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T05:31:06Z,NULL,133,glass beaker,6.022,2.692,11.434,5.696093,5.412,133,glass beaker,6.022,2.692,9.986,4.2544,3.964,1.500518,1.46535,1.538743,3.004093,1.5624,0.05251818,0.02365684,3.911482,0.2772576,0.3836188,1.801542,1.302051,2.541998,0.4877845,0.9523031,david_goldsby316,2008-01-03T03:34:31Z
"C0004D-33R-2, 92.0 cm",NULL,294.33,294.33,294.33,294.33,"C0004D-33R-2, 94.0 cm",NULL,294.35,294.35,294.35,294.35,"C0004D-33R-2 W, 92.0--94.0 cm",CKY000000000000934200,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T05:31:06Z,NULL,148,glass beaker,6.08,2.753,11.721,5.746776,5.641,148,glass beaker,6.08,2.753,10.292,4.324,4.212,1.480829,1.446122,1.547654,2.993776,1.571,0.05182906,0.02334642,4.160171,0.2625118,0.3559539,1.884243,1.389607,2.688051,0.4830429,0.9343965,david_goldsby316,2008-01-03T03:39:19Z
"C0004D-33R-3, 98.0 cm",NULL,295.8,295.8,295.8,295.8,"C0004D-33R-3, 100.0 cm",NULL,295.82,295.82,295.82,295.82,"C0004D-33R-3 W, 98.0--100.0 cm",CKY000000000000934300,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T05:31:07Z,NULL,171,glass beaker,5.985,2.681,11.417,5.63058,5.432,171,glass beaker,5.985,2.681,9.943,4.163,3.958,1.527461,1.491661,1.457918,2.94958,1.482,0.05346118,0.02408161,3.904539,0.2811968,0.3912014,1.841618,1.323761,2.67816,0.5057199,1.023145,david_goldsby316,2008-01-03T03:39:19Z
"C0004D-34R-1, 15.0 cm",NULL,296.65,296.65,296.65,296.65,"C0004D-34R-1, 16.5 cm",NULL,296.665,296.665,296.665,296.665,"C0004D-34R-1 WR, 15.0--16.5 cm",CKY000000000000865900,PP,NULL,8,chesterf316,NULL,CKY,2007-12-25T08:25:47Z,NULL,164,glass beaker,6.118,2.757,10.308,5.036034,4.19,164,glass beaker,6.118,2.757,9.168,3.901,3.05,1.181347,1.153659,1.125375,2.279034,1.144,0.04134718,0.01862486,3.008653,0.2819444,0.3926499,1.838498,1.320144,2.673467,0.5062053,1.025133,david_goldsby316,2007-12-28T11:54:19Z
"C0004D-34R-2, 43.0 cm",NULL,298.335,298.335,298.335,298.335,"C0004D-34R-2, 45.0 cm",NULL,298.355,298.355,298.355,298.355,"C0004D-34R-2 W, 43.0--45.0 cm",CKY000000000000935400,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T07:28:41Z,NULL,190,glass beaker,6.064,2.72,11.078,5.429185,5.014,190,glass beaker,6.064,2.72,9.743,4.1,3.679,1.38342,1.350996,1.358189,2.709185,1.38,0.04841973,0.02181069,3.63058,0.2759114,0.3810465,1.850741,1.3401,2.673103,0.4986724,0.9947036,david_goldsby316,2008-01-03T03:34:31Z
"C0004D-35R-1, 23.0 cm",NULL,301.23,301.23,301.23,301.23,"C0004D-35R-1, 25.0 cm",NULL,301.25,301.25,301.25,301.25,"C0004D-35R-1 W, 23.0--25.0 cm",CKY000000000000936600,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T09:52:04Z,NULL,161,glass beaker,6.097,2.722,10.771,5.341381,4.674,161,glass beaker,6.097,2.722,9.481,4.057,3.384,1.336788,1.305457,1.313925,2.619381,1.335,0.0467876,0.0210755,3.337212,0.2860051,0.4005701,1.784391,1.274046,2.539881,0.4983836,0.9935552,david_goldsby316,2008-01-03T03:34:30Z
"C0004D-36R-1, 71.0 cm",NULL,306.21,306.21,306.21,306.21,"C0004D-36R-1, 73.0 cm",NULL,306.23,306.23,306.23,306.23,"C0004D-36R-1 W, 71.0--73.0 cm",CKY000000000000938500,PP,NULL,5,david_goldsby316,NULL,CKY,2007-12-28T11:01:01Z,NULL,198,glass beaker,6.067,2.732,11.281,5.54275,5.214,198,glass beaker,6.067,2.732,9.869,4.1369,3.802,1.463212,1.428918,1.381831,2.81075,1.4049,0.05121247,0.02306868,3.750788,0.2806315,0.3901081,1.855021,1.334444,2.71436,0.5083763,1.034076,david_goldsby316,2008-01-03T03:39:20Z
"C0004D-37R-1, 16.0 cm",NULL,310.16,310.16,310.16,310.16,"C0004D-37R-1, 18.0 cm",NULL,310.18,310.18,310.18,310.18,"C0004D-37R-1 W, 16.0--18.0 cm",CKY000000000001067000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-01T12:33:00Z,"Measured by ""3"" runs average, instead of ""5."" ",17,glass cell,4.589,2.052,8.482,4.108553,3.893,17,glass cell,4.589,2.052,7.461,3.092,2.872,1.058031,1.033233,1.023319,2.056553,1.04,0.03703112,0.01668068,2.834969,0.2717779,0.3732073,1.892973,1.378505,2.770366,0.5024104,1.009688,david_goldsby316,2008-01-04T03:17:11Z
"C0004D-37R-1, 59.0 cm",NULL,310.59,310.59,310.59,310.59,"C0004D-37R-1, 61.5 cm",NULL,310.615,310.615,310.615,310.615,"C0004D-37R-1 WR, 59.0--61.5 cm",CKY000000000001063600,PP,NULL,8,screaton316,NULL,CKY,2008-01-01T03:12:54Z,"Measured by ""3"" runs average, instead of ""5."" Average volume (sample + cell) measured by pycnometer is diferrent between J-CORES and logs. ",9,glass cell,4.585,2.063,10.225,4.87169,5.64,9,glass cell,4.585,2.063,9.006,3.658,4.421,1.263212,1.233606,1.575084,2.80869,1.595,0.04421247,0.01991553,4.376787,0.2239738,0.2886164,2.008053,1.558302,2.778764,0.4392104,0.7831998,david_goldsby316,2008-01-04T03:12:01Z
