Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0018A-1H-7, 100.0 cm",NULL,5.58,5.735,5.58,5.735,"C0018A-1H-7, 102.0 cm",NULL,5.599,5.755,5.599,5.755,"C0018A-1H-7 W, 100.0--102.0 cm",CKY000000000003724500,PP,NULL,5,yasunagam,NULL,CKY,2010-12-14T06:28:04Z,631,glass beaker,5.985,2.726,10.9795,5.9091,4.9945,631,glass beaker,5.985,2.726,8.8521,3.791,2.8671,2.2046,2.1529,1.0302,3.1831,1.065,0.0772,0.0348,2.7899,0.4414,0.7902,1.5691,0.8765,2.7081,0.6764,2.0898,kidoyo,2010-12-24T14:35:31Z
"C0018A-1H-8, 27.5 cm",NULL,6.241,6.415,6.241,6.415,"C0018A-1H-8, 28.5 cm",NULL,6.251,6.425,6.251,6.425,"C0018A-1H-8 WR, 27.5--28.5 cm",CKY000000000003681900,PP,NULL,7,mstrasser333,NULL,CKY,2010-12-12T16:46:05Z,603,glass beaker,6.187,2.776,10.8588,5.8735,4.6718,603,glass beaker,6.187,2.776,8.7704,3.7942,2.5834,2.1641,2.1134,0.9841,3.0975,1.0182,0.0757,0.0341,2.5077,0.4632,0.863,1.5082,0.8096,2.5482,0.6823,2.1475,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-1, 5.0 cm",NULL,6.697,6.7,6.697,6.7,"C0018A-2H-1, 7.0 cm",NULL,6.716,6.72,6.716,6.72,"C0018A-2H-1 W, 5.0--7.0 cm",CKY000000000003739000,PP,NULL,5,yasunagam,NULL,CKY,2010-12-14T16:33:22Z,8,glass beaker,4.555,2.039,8.0699,4.3404,3.5149,8,glass beaker,4.555,2.039,6.4259,2.7035,1.8709,1.7036,1.6637,0.6377,2.3014,0.6645,0.0596,0.0268,1.8113,0.4847,0.9405,1.5273,0.787,2.8404,0.7229,2.6089,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-1, 17.0 cm",NULL,6.81,6.82,6.81,6.82,"C0018A-2H-1, 19.0 cm",NULL,6.829,6.84,6.829,6.84,"C0018A-2H-1 W, 17.0--19.0 cm",CKY000000000003739100,PP,NULL,5,yasunagam,NULL,CKY,2010-12-14T16:33:22Z,9,glass beaker,4.579,2.095,11.07,6.4084,6.491,9,glass beaker,4.579,2.095,7.9618,3.3138,3.3828,3.2209,3.1454,1.168,4.3134,1.2188,0.1127,0.0508,3.2701,0.4962,0.985,1.5048,0.7581,2.7997,0.7292,2.693,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-1, 39.0 cm",NULL,7.017,7.04,7.017,7.04,"C0018A-2H-1, 41.0 cm",NULL,7.036,7.06,7.036,7.06,"C0018A-2H-1 W, 39.0--41.0 cm",CKY000000000003730100,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T11:05:22Z,628,glass beaker,6.103,2.781,11.8489,6.6472,5.7459,628,glass beaker,6.103,2.781,9.1589,3.9689,3.0559,2.7876,2.7223,1.1439,3.8662,1.1879,0.0976,0.044,2.9583,0.4851,0.9423,1.4862,0.7652,2.5862,0.7041,2.3798,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-1, 107.0 cm",NULL,7.656,7.72,7.656,7.72,"C0018A-2H-1, 109.0 cm",NULL,7.675,7.74,7.675,7.74,"C0018A-2H-1 W, 107.0--109.0 cm",CKY000000000003730200,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T11:05:22Z,627,glass beaker,6.129,2.768,9.8209,5.2202,3.6919,627,glass beaker,6.129,2.768,8.0903,3.4971,1.9613,1.7934,1.7514,0.7008,2.4522,0.7291,0.0628,0.0283,1.8985,0.4858,0.9446,1.5055,0.7742,2.709,0.7142,2.4991,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-2, 21.5 cm",NULL,8.056,8.145,8.056,8.145,"C0018A-2H-2, 22.5 cm",NULL,8.066,8.155,8.066,8.155,"C0018A-2H-2 WR, 21.5--22.5 cm",CKY000000000003684100,PP,NULL,2,marion333,NULL,CKY,2010-12-12T18:23:15Z,171,glass beaker,5.985,2.695,11.7993,6.5039,5.8143,171,glass beaker,5.985,2.695,9.1597,3.8758,3.1747,2.7353,2.6712,1.1377,3.8089,1.1808,0.0957,0.0431,3.079,0.4704,0.8884,1.5265,0.8084,2.7063,0.7013,2.3479,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-3, 26.0 cm",NULL,8.31,8.415,8.31,8.415,"C0018A-2H-3, 28.0 cm",NULL,8.329,8.435,8.329,8.435,"C0018A-2H-3 W, 26.0--28.0 cm",CKY000000000003730800,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T11:22:09Z,636,glass beaker,6.107,2.76,10.2235,5.4888,4.1165,636,glass beaker,6.107,2.76,8.4272,3.7003,2.3202,1.8615,1.8179,0.9109,2.7288,0.9403,0.0652,0.0294,2.255,0.4522,0.8255,1.5085,0.8264,2.4756,0.6662,1.9957,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-3, 102.0 cm",NULL,9.025,9.175,9.025,9.175,"C0018A-2H-3, 104.0 cm",NULL,9.044,9.195,9.044,9.195,"C0018A-2H-3 W, 102.0--104.0 cm",CKY000000000003730900,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T11:22:09Z,632,glass beaker,6.187,2.805,8.7443,4.451,2.5573,632,glass beaker,6.187,2.805,7.63,3.3416,1.443,1.1547,1.1276,0.5184,1.646,0.5366,0.0404,0.0182,1.4026,0.4515,0.8233,1.5536,0.8521,2.7056,0.6851,2.1752,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-4, 26.0 cm",NULL,9.632,9.82,9.632,9.82,"C0018A-2H-4, 28.0 cm",NULL,9.651,9.84,9.651,9.84,"C0018A-2H-4 W, 26.0--28.0 cm",CKY000000000003731000,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T11:22:09Z,623,glass beaker,6.083,2.721,10.5481,5.7221,4.4651,623,glass beaker,6.083,2.721,8.4878,3.6707,2.4048,2.135,2.085,0.9161,3.0011,0.9497,0.0747,0.0336,2.3301,0.4782,0.9163,1.4878,0.7764,2.5435,0.6947,2.276,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-4, 102.0 cm",NULL,10.347,10.58,10.347,10.58,"C0018A-2H-4, 104.0 cm",NULL,10.365,10.6,10.365,10.6,"C0018A-2H-4 W, 102.0--104.0 cm",CKY000000000003731100,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T11:22:09Z,624,glass beaker,6.121,2.757,9.2193,4.8012,3.0983,624,glass beaker,6.121,2.757,7.8694,3.4572,1.7484,1.3989,1.3661,0.6781,2.0442,0.7002,0.049,0.0221,1.6994,0.4515,0.8232,1.5157,0.8313,2.5061,0.6683,2.0146,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-5, 24.0 cm",NULL,10.934,11.205,10.934,11.205,"C0018A-2H-5, 26.0 cm",NULL,10.953,11.225,10.953,11.225,"C0018A-2H-5 W, 24.0--26.0 cm",CKY000000000003731200,PP,NULL,5,yabukit,NULL,CKY,2010-12-14T11:31:37Z,629,glass beaker,6.237,2.832,8.9582,4.5733,2.7212,629,glass beaker,6.237,2.832,7.8153,3.4354,1.5783,1.1844,1.1566,0.5847,1.7413,0.6034,0.0415,0.0187,1.5368,0.4352,0.7707,1.5627,0.8826,2.6284,0.6642,1.9781,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-6, 21.5 cm",NULL,11.419,11.72,11.419,11.72,"C0018A-2H-6, 22.5 cm",NULL,11.428,11.73,11.428,11.73,"C0018A-2H-6 WR, 21.5--22.5 cm",CKY000000000003684700,PP,NULL,2,marion333,NULL,CKY,2010-12-12T18:26:27Z,27,glass beaker,4.638,2.071,9.8522,5.4332,5.2142,27,glass beaker,4.638,2.071,7.6236,3.2143,2.9856,2.3094,2.2553,1.1069,3.3622,1.1433,0.0808,0.0364,2.9048,0.4429,0.795,1.5508,0.864,2.6243,0.6708,2.0375,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-7, 25.0 cm",NULL,11.663,11.98,11.663,11.98,"C0018A-2H-7, 27.0 cm",NULL,11.682,12,11.682,12,"C0018A-2H-7 W, 25.0--27.0 cm",CKY000000000003731300,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T11:48:27Z,625,glass beaker,6.148,2.785,9.94,5.2371,3.792,625,glass beaker,6.148,2.785,8.344,3.6481,2.196,1.6539,1.6151,0.837,2.4521,0.8631,0.0579,0.0261,2.1381,0.4362,0.7735,1.5464,0.8719,2.5545,0.6587,1.9296,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-7, 105.0 cm",NULL,12.416,12.78,12.416,12.78,"C0018A-2H-7, 107.0 cm",NULL,12.435,12.8,12.435,12.8,"C0018A-2H-7 W, 105.0--107.0 cm",CKY000000000003731400,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T11:48:27Z,633,glass beaker,6.086,2.695,9.3581,4.7721,3.2721,633,glass beaker,6.086,2.695,7.9758,3.3959,1.8898,1.4324,1.3988,0.6783,2.0771,0.7009,0.0501,0.0226,1.8397,0.4378,0.7786,1.5753,0.8857,2.7122,0.6734,2.0622,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-8, 25.0 cm",NULL,12.99,13.39,12.99,13.39,"C0018A-2H-8, 27.0 cm",NULL,13.008,13.41,13.008,13.41,"C0018A-2H-8 W, 25.0--27.0 cm",CKY000000000003731500,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T12:12:19Z,24,glass beaker,4.623,2.067,11.8322,6.7516,7.2092,24,glass beaker,4.623,2.067,8.6574,3.5906,4.0344,3.2899,3.2128,1.4718,4.6846,1.5236,0.1151,0.0518,3.9193,0.4563,0.8394,1.5389,0.8366,2.6629,0.6858,2.1829,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-8, 102.0 cm",NULL,13.714,14.16,13.714,14.16,"C0018A-2H-8, 104.0 cm",NULL,13.733,14.18,13.733,14.18,"C0018A-2H-8 W, 102.0--104.0 cm",CKY000000000003731600,PP,NULL,5,ykitamura333,NULL,CKY,2010-12-14T12:12:19Z,26,glass beaker,4.59,2.046,7.4537,3.9424,2.8637,26,glass beaker,4.59,2.046,6.1668,2.6611,1.5768,1.3336,1.3023,0.5941,1.8964,0.6151,0.0467,0.021,1.5301,0.4657,0.8716,1.5101,0.8068,2.5755,0.6867,2.1921,kidoyo,2010-12-24T14:35:31Z
"C0018A-2H-10, 21.5 cm",NULL,14.753,15.265,14.753,15.265,"C0018A-2H-10, 22.5 cm",NULL,14.763,15.275,14.763,15.275,"C0018A-2H-10 WR, 21.5--22.5 cm",CKY000000000003685400,PP,NULL,2,marion333,NULL,CKY,2010-12-12T18:52:15Z,4,glass beaker,4.668,2.085,9.9098,5.5113,5.2418,4,glass beaker,4.668,2.085,7.5626,3.1743,2.8946,2.4323,2.3753,1.051,3.4263,1.0893,0.0851,0.0383,2.8095,0.464,0.8657,1.5299,0.82,2.6732,0.6933,2.26,kidoyo,2010-12-24T14:35:31Z
"C0018A-3H-1, 22.0 cm",NULL,16.356,16.37,16.356,16.37,"C0018A-3H-1, 24.0 cm",NULL,16.375,16.39,16.375,16.39,"C0018A-3H-1 A, 22.0--24.0 cm",CKY000000000003751200,PP,NULL,5,yabukit,NULL,CKY,2010-12-14T22:00:20Z,15,glass beaker,4.558,2.073,9.0597,4.9017,4.5017,15,glass beaker,4.558,2.073,7.1968,3.0469,2.6388,1.9305,1.8853,0.9434,2.8287,0.9739,0.0676,0.0305,2.5712,0.4288,0.7508,1.5914,0.909,2.7255,0.6665,1.9984,kidoyo,2010-12-24T14:35:31Z
"C0018A-3H-1, 85.0 cm",NULL,16.945,17,16.945,17,"C0018A-3H-1, 87.0 cm",NULL,16.964,17.02,16.964,17.02,"C0018A-3H-1 W, 85.0--87.0 cm",CKY000000000003751300,PP,NULL,5,yabukit,NULL,CKY,2010-12-14T22:00:20Z,22,glass beaker,4.595,2.092,9.3914,5.1486,4.7964,22,glass beaker,4.595,2.092,7.3722,3.1382,2.7772,2.0924,2.0434,1.0132,3.0566,1.0462,0.0732,0.033,2.704,0.4362,0.7738,1.5692,0.8846,2.6688,0.6685,2.0168,kidoyo,2010-12-24T14:35:31Z
"C0018A-3H-2, 20.0 cm",NULL,17.656,17.76,17.656,17.76,"C0018A-3H-2, 22.0 cm",NULL,17.675,17.78,17.675,17.78,"C0018A-3H-2 W, 20.0--22.0 cm",CKY000000000003751400,PP,NULL,5,yabukit,NULL,CKY,2010-12-14T22:38:46Z,1,glass beaker,4.601,2.091,10.153,5.6043,5.552,1,glass beaker,4.601,2.091,7.886,3.3472,3.285,2.3492,2.2941,1.2192,3.5133,1.2562,0.0822,0.037,3.2028,0.4231,0.7335,1.5803,0.9116,2.627,0.653,1.8816,kidoyo,2010-12-24T14:35:31Z
"C0018A-3H-2, 98.0 cm",NULL,18.386,18.54,18.386,18.54,"C0018A-3H-2, 100.0 cm",NULL,18.404,18.56,18.404,18.56,"C0018A-3H-2 W, 98.0--100.0 cm",CKY000000000003751500,PP,NULL,5,yabukit,NULL,CKY,2010-12-14T22:38:46Z,3,glass beaker,4.511,2.001,10.2966,5.6709,5.7856,3,glass beaker,4.511,2.001,7.9492,3.3337,3.4382,2.4325,2.3755,1.2944,3.6699,1.3327,0.0851,0.0383,3.3531,0.4204,0.7254,1.5765,0.9137,2.5905,0.6473,1.8352,kidoyo,2010-12-24T14:35:31Z
"C0018A-3H-3, 20.0 cm",NULL,18.998,19.195,18.998,19.195,"C0018A-3H-3, 22.0 cm",NULL,19.017,19.215,19.017,19.215,"C0018A-3H-3 W, 20.0--22.0 cm",CKY000000000003751600,PP,NULL,5,yabukit,NULL,CKY,2010-12-14T22:38:46Z,5,glass beaker,4.597,2.043,9.9612,5.5465,5.3642,5,glass beaker,4.597,2.043,7.6297,3.2251,3.0327,2.4161,2.3595,1.144,3.5035,1.1821,0.0846,0.0381,2.9481,0.4504,0.8195,1.5311,0.8415,2.577,0.6735,2.0625,kidoyo,2010-12-24T14:35:31Z
"C0018A-3H-3, 55.0 cm",NULL,19.326,19.545,19.326,19.545,"C0018A-3H-3, 57.0 cm",NULL,19.344,19.565,19.344,19.565,"C0018A-3H-3 W, 55.0--57.0 cm",CKY000000000003751700,PP,NULL,5,yabukit,NULL,CKY,2010-12-14T22:38:46Z,10,glass beaker,4.533,2.069,10.4227,5.6802,5.8897,10,glass beaker,4.533,2.069,8.1419,3.4094,3.6089,2.3635,2.3081,1.3031,3.6112,1.3404,0.0827,0.0373,3.5262,0.4013,0.6703,1.631,0.9765,2.706,0.6392,1.7712,kidoyo,2010-12-24T14:35:31Z
"C0018A-3H-4, 58.0 cm",NULL,20.299,20.585,20.299,20.585,"C0018A-3H-4, 60.0 cm",NULL,20.317,20.605,20.317,20.605,"C0018A-3H-4 W, 58.0--60.0 cm",CKY000000000003754600,PP,NULL,5,yabukit,NULL,CKY,2010-12-14T23:53:31Z,6,glass beaker,4.524,2.039,9.9599,5.495,5.4359,6,glass beaker,4.524,2.039,7.6376,3.1828,3.1136,2.4065,2.3501,1.1059,3.456,1.1438,0.0842,0.0379,3.0294,0.4427,0.7944,1.5729,0.8766,2.7393,0.68,2.1251,kidoyo,2010-12-24T14:35:31Z
