Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::wet sample beaker ID::text,moisture and density::wet sample beaker type::text,moisture and density::wet sample beaker mass [g]::number,moisture and density::wet sample beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet sample beaker+sample volume: solids + pore water + beaker [cm3]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker ID::text,moisture and density::dry sample beaker type::text,moisture and density::dry sample beaker mass [g]::number,moisture and density::dry sample beaker volume [cm3]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0006E-29X-8, 20.0 cm",NULL,219.016,219.58,219.016,219.58,"C0006E-29X-8, 22.0 cm",NULL,219.034,219.6,219.034,219.6,"C0006E-29X-8 W, 20.0--22.0 cm",CKY000000000001131400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-03T13:28:25Z,NULL,147,glass beaker,6.026,2.675,11.188,5.308265,5.162,147,glass beaker,6.026,2.675,10.101,4.226,4.075,1.126425,1.100024,1.533241,2.633265,1.551,0.0394249,0.01775896,4.035575,0.2182148,0.2791238,1.960304,1.532536,2.632055,0.4177415,0.7174503,david_goldsby316,2008-01-14T12:16:16Z
"C0006E-29X-8, 100.0 cm",NULL,219.764,220.38,219.764,220.38,"C0006E-29X-8, 102.0 cm",NULL,219.783,220.4,219.783,220.4,"C0006E-29X-8 W, 100.0--102.0 cm",CKY000000000001131500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-03T13:28:25Z,POSSIBLE DRILLING MUD CONTAMINATION,163,glass beaker,6.086,2.738,12.366,5.860621,6.28,163,glass beaker,6.086,2.738,11.131,4.631,5.045,1.279793,1.249798,1.872823,3.122621,1.893,0.04479278,0.02017693,5.000207,0.2037887,0.2559479,2.011131,1.601286,2.669877,0.40024,0.6673335,david_goldsby316,2008-01-14T12:16:16Z
"C0006E-30X-1, 21.5 cm",NULL,220.535,220.545,220.535,220.545,"C0006E-30X-1, 23.5 cm",NULL,220.554,220.565,220.554,220.565,"C0006E-30X-1 W, 21.5--23.5 cm",CKY000000000001185100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:21Z,NULL,181,glass beaker,6.057,2.713,14.203,6.91965,8.146,181,glass beaker,6.057,2.713,12.286,5.011,6.229,1.986529,1.939969,2.266681,4.20665,2.298,0.06952855,0.03131917,6.159471,0.2438655,0.3225161,1.936458,1.464222,2.717397,0.4611672,0.8558634,tsutsumi316,2008-01-07T01:40:09Z
"C0006E-30X-1, 107.0 cm",NULL,221.351,221.4,221.351,221.4,"C0006E-30X-1, 108.5 cm",NULL,221.365,221.415,221.365,221.415,"C0006E-30X-1 WR, 107.0--108.5 cm",CKY000000000001137300,PP,NULL,8,arito316,NULL,CKY,2008-01-03T19:52:03Z,NULL,165,glass beaker,5.978,2.651,13.781,6.665608,7.803,165,glass beaker,5.978,2.651,12.084,4.976,6.106,1.758549,1.717333,2.297275,4.014608,2.325,0.06154927,0.0277249,6.044451,0.2253684,0.2909362,1.943652,1.505614,2.631139,0.427771,0.7475523,tsutsumi316,2008-01-07T01:40:09Z
"C0006E-30X-2, 22.0 cm",NULL,221.885,221.96,221.885,221.96,"C0006E-30X-2, 24.0 cm",NULL,221.904,221.98,221.904,221.98,"C0006E-30X-2 W, 22.0--24.0 cm",CKY000000000001185200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:22Z,NULL,11,glass cell,4.56,2.025,13.313,6.523149,8.753,11,glass cell,4.56,2.025,11.281,4.5,6.721,2.1057,2.056347,2.441802,4.498149,2.475,0.07369954,0.03319799,6.647301,0.2405689,0.3167751,1.945911,1.477786,2.722293,0.4571541,0.8421433,tsutsumi316,2008-01-07T01:40:10Z
"C0006E-30X-2, 90.0 cm",NULL,222.533,222.64,222.533,222.64,"C0006E-30X-2, 101.0 cm",NULL,222.638,222.75,222.638,222.75,"C0006E-30X-2 W, 90.0--101.0 cm",CKY000000000001185300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:22Z,NULL,120,glass beaker,6.112,2.707,13.922,6.955768,7.81,120,glass beaker,6.112,2.707,12.032,5.074,5.92,1.958549,1.912646,2.336122,4.248768,2.367,0.06854928,0.03087805,5.851451,0.2507746,0.3347117,1.83818,1.377211,2.504771,0.4501648,0.8187268,tsutsumi316,2008-01-07T01:40:10Z
"C0006E-30X-3, 0.0 cm",NULL,223.024,223.155,223.024,223.155,"C0006E-30X-3, 1.5 cm",NULL,223.039,223.17,223.039,223.17,"C0006E-30X-3 WR, 0.0--1.5 cm",CKY000000000001134000,PP,NULL,8,chesterf316,NULL,CKY,2008-01-03T15:00:07Z,NULL,109,glass beaker,6.007,2.678,13.215,6.420534,7.208,109,glass beaker,6.007,2.678,11.501,4.714,5.494,1.776166,1.734537,2.007997,3.742534,2.036,0.06216585,0.02800264,5.431834,0.2464159,0.3269919,1.925968,1.451379,2.7051,0.4634659,0.8638143,tsutsumi316,2008-01-07T01:40:07Z
"C0006E-30X-4, 26.0 cm",NULL,223.635,223.795,223.635,223.795,"C0006E-30X-4, 28.0 cm",NULL,223.654,223.815,223.654,223.815,"C0006E-30X-4 W, 26.0--28.0 cm",CKY000000000001185400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:23Z,NULL,191,glass beaker,6.066,2.767,14.181,6.757096,8.115,191,glass beaker,6.066,2.767,12.596,5.179,6.53,1.642487,1.603991,2.386105,3.990096,2.412,0.05748709,0.02589509,6.472513,0.2024014,0.2537634,2.033786,1.622145,2.712585,0.4019931,0.6722216,tsutsumi316,2008-01-07T01:40:10Z
"C0006E-30X-5, 22.5 cm",NULL,224.593,224.8,224.593,224.8,"C0006E-30X-5, 24.5 cm",NULL,224.612,224.82,224.612,224.82,"C0006E-30X-5 W, 22.5--24.5 cm",CKY000000000001185500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:23Z,NULL,203,glass beaker,6.041,2.699,14.614,7.200363,8.573,203,glass beaker,6.041,2.699,12.631,5.226,6.59,2.054922,2.00676,2.494603,4.501363,2.527,0.07192234,0.03239745,6.518078,0.239697,0.3152651,1.904534,1.448023,2.612872,0.4458117,0.8044408,tsutsumi316,2008-01-07T01:40:11Z
"C0006E-30X-5, 100.0 cm",NULL,225.332,225.575,225.332,225.575,"C0006E-30X-5, 102.0 cm",NULL,225.351,225.595,225.351,225.595,"C0006E-30X-5 W, 100.0--102.0 cm",CKY000000000001185600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:23Z,NULL,12,glass cell,4.541,2.028,11.941,5.689863,7.4,12,glass cell,4.541,2.028,10.532,4.287,5.991,1.460104,1.425882,2.235981,3.661863,2.259,0.05110367,0.02301967,5.939896,0.1973113,0.245813,2.020829,1.622097,2.656506,0.3893872,0.6376989,tsutsumi316,2008-01-07T01:40:11Z
"C0006E-30X-6, 22.5 cm",NULL,225.938,226.21,225.938,226.21,"C0006E-30X-6, 24.5 cm",NULL,225.957,226.23,225.957,226.23,"C0006E-30X-6 W, 22.5--24.5 cm",CKY000000000001185700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:24Z,NULL,9,glass cell,4.585,2.063,12.972,6.11741,8.387,9,glass cell,4.585,2.063,11.459,4.611,6.874,1.567876,1.531129,2.523281,4.05441,2.548,0.05487569,0.02471878,6.819124,0.1869412,0.2299233,2.068612,1.681903,2.702483,0.3776452,0.6068006,tsutsumi316,2008-01-07T02:12:12Z
"C0006E-30X-6, 101.0 cm",NULL,226.687,226.995,226.687,226.995,"C0006E-30X-6, 103.0 cm",NULL,226.706,227.015,226.706,227.015,"C0006E-30X-6 W, 101.0--103.0 cm",CKY000000000001185800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:24Z,NULL,33,glass cell,4.621,2.028,14.599,6.929354,9.978,33,glass cell,4.621,2.028,12.614,4.953,7.993,2.056995,2.008784,2.89257,4.901354,2.925,0.07199487,0.03243012,7.921005,0.206153,0.2596886,2.035764,1.616085,2.738397,0.4098427,0.6944634,tsutsumi316,2008-01-07T02:12:12Z
"C0006E-30X-7, 28.5 cm",NULL,227.353,227.694,227.353,227.694,"C0006E-30X-7, 30.5 cm",NULL,227.372,227.714,227.372,227.714,"C0006E-30X-7 W, 28.5--30.5 cm",CKY000000000001185900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:25Z,NULL,116,glass beaker,6.065,2.703,14.506,6.835079,8.441,116,glass beaker,6.065,2.703,12.917,5.253,6.852,1.646632,1.608039,2.52404,4.132079,2.55,0.05763217,0.02596044,6.794368,0.1950755,0.2423525,2.042797,1.644298,2.691863,0.3891599,0.6370895,tsutsumi316,2008-01-07T02:12:12Z
"C0006E-30X-7, 100.0 cm",NULL,228.035,228.409,228.035,228.409,"C0006E-30X-7, 102.0 cm",NULL,228.054,228.429,228.054,228.429,"C0006E-30X-7 W, 100.0--102.0 cm",CKY000000000001186000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:25Z,NULL,144,glass beaker,6.092,2.717,12.916,6.070255,6.824,144,glass beaker,6.092,2.717,11.597,4.757,5.505,1.366839,1.334804,2.018451,3.353255,2.04,0.04783942,0.02154929,5.457161,0.2002989,0.2504671,2.035038,1.627422,2.703638,0.3980622,0.6613013,tsutsumi316,2008-01-07T02:12:13Z
"C0006E-30X-8, 35.5 cm",NULL,228.77,229.179,228.77,229.179,"C0006E-30X-8, 37.5 cm",NULL,228.789,229.199,228.789,229.199,"C0006E-30X-8 W, 35.5--37.5 cm",CKY000000000001186100,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T16:15:25Z,NULL,150,glass beaker,6.111,2.68,14.221,6.761127,8.11,150,glass beaker,6.111,2.68,12.643,5.19,6.532,1.635233,1.596907,2.484219,4.081127,2.51,0.05723321,0.02578072,6.474767,0.2016317,0.2525548,1.987196,1.586515,2.606359,0.3912908,0.6428206,tsutsumi316,2008-01-07T02:12:13Z
"C0006E-30X-8, 80.5 cm",NULL,229.199,229.629,229.199,229.629,"C0006E-30X-8, 82.0 cm",NULL,229.213,229.644,229.213,229.644,"C0006E-30X-8 WR, 80.5--82.0 cm",CKY000000000001137800,PP,NULL,8,arito316,NULL,CKY,2008-01-03T20:19:21Z,NULL,110,glass beaker,5.992,2.65,13.46,6.460952,7.468,110,glass beaker,5.992,2.65,11.842,4.85,5.85,1.676684,1.637387,2.173566,3.810952,2.2,0.05868398,0.02643423,5.791316,0.2245158,0.2895169,1.959615,1.519651,2.664431,0.4296529,0.7533182,tsutsumi316,2008-01-07T01:40:09Z
"C0006E-31X-1, 23.0 cm",NULL,230.06,230.06,230.06,230.06,"C0006E-31X-1, 25.0 cm",NULL,230.08,230.08,230.08,230.08,"C0006E-31X-1 W, 23.0--25.0 cm",CKY000000000001187200,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:00Z,NULL,173,glass beaker,5.972,2.711,14.101,6.895776,8.129,173,glass beaker,5.972,2.711,12.213,5.016,6.241,1.956477,1.910622,2.274155,4.184776,2.305,0.06847674,0.03084538,6.172523,0.2406787,0.3169655,1.942517,1.474995,2.714206,0.4565648,0.8401459,tsutsumi316,2008-01-07T02:12:14Z
"C0006E-31X-1, 99.5 cm",NULL,230.825,230.825,230.825,230.825,"C0006E-31X-1, 101.5 cm",NULL,230.845,230.845,230.845,230.845,"C0006E-31X-1 W, 99.5--101.5 cm",CKY000000000001187300,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:01Z,NULL,142,glass beaker,6.096,2.792,16.266,7.415253,10.17,142,glass beaker,6.096,2.792,14.717,5.873,8.621,1.605181,1.56756,3.055693,4.623253,3.081,0.05618139,0.02530693,8.564818,0.1578349,0.1874157,2.19975,1.852552,2.802905,0.3390599,0.5129965,tsutsumi316,2008-01-07T02:12:14Z
"C0006E-31X-2, 23.0 cm",NULL,231.5,231.5,231.5,231.5,"C0006E-31X-2, 25.0 cm",NULL,231.52,231.52,231.52,231.52,"C0006E-31X-2 W, 23.0--25.0 cm",CKY000000000001187400,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:01Z,NULL,131,glass beaker,6.067,2.717,13.762,6.461037,7.695,131,glass beaker,6.067,2.717,12.393,5.098,6.326,1.418653,1.385403,2.358634,3.744037,2.381,0.04965289,0.02236617,6.276347,0.1843603,0.2260316,2.055268,1.676358,2.66101,0.3700292,0.5873753,tsutsumi316,2008-01-07T02:12:15Z
"C0006E-31X-2, 99.0 cm",NULL,232.26,232.26,232.26,232.26,"C0006E-31X-2, 101.0 cm",NULL,232.28,232.28,232.28,232.28,"C0006E-31X-2 W, 99.0--101.0 cm",CKY000000000001187500,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:01Z,NULL,108,glass beaker,6.035,2.701,16.615,7.568392,10.58,108,glass beaker,6.035,2.701,15.098,6.058,9.063,1.572021,1.535176,3.332216,4.867392,3.357,0.05502077,0.02478413,9.007979,0.1485842,0.1745143,2.173649,1.850679,2.7033,0.3154002,0.4607074,tsutsumi316,2008-01-07T02:12:15Z
"C0006E-31X-3, 0.0 cm",NULL,232.32,232.32,232.32,232.32,"C0006E-31X-3, 1.5 cm",NULL,232.335,232.335,232.335,232.335,"C0006E-31X-3 WR, 0.0--1.5 cm",CKY000000000001134500,PP,NULL,8,chesterf316,NULL,CKY,2008-01-03T15:01:50Z,NULL,178,glass beaker,6.07,2.773,14.101,6.56022,8.031,178,glass beaker,6.07,2.773,12.774,5.239,6.704,1.37513,1.3429,2.44432,3.78722,2.466,0.04812957,0.02167999,6.65587,0.1712277,0.206604,2.120553,1.757455,2.722995,0.3545873,0.5493961,tsutsumi316,2008-01-07T01:40:08Z
"C0006E-31X-4, 23.0 cm",NULL,232.915,232.915,232.915,232.915,"C0006E-31X-4, 25.0 cm",NULL,232.935,232.935,232.935,232.935,"C0006E-31X-4 W, 23.0--25.0 cm",CKY000000000001187700,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:02Z,NULL,167,glass beaker,6.068,2.721,11.932,5.653926,5.864,167,glass beaker,6.068,2.721,10.767,4.494,4.699,1.207254,1.178959,1.753967,2.932926,1.773,0.04225392,0.0190333,4.656746,0.2058755,0.2592484,1.999369,1.587748,2.65498,0.4019737,0.6721672,tsutsumi316,2008-01-07T02:12:15Z
"C0006E-31X-4, 65.0 cm",NULL,233.335,233.335,233.335,233.335,"C0006E-31X-4, 66.5 cm",NULL,233.35,233.35,233.35,233.35,"C0006E-31X-4 WR, 65.0--66.5 cm",CKY000000000001138500,PP,NULL,8,arito316,NULL,CKY,2008-01-03T22:32:54Z,NULL,169,glass beaker,6.051,2.751,13.657,6.456802,7.606,169,glass beaker,6.051,2.751,12.234,5.04,6.183,1.474611,1.44005,2.265752,3.705802,2.289,0.05161144,0.0232484,6.131388,0.1938748,0.240502,2.052457,1.654538,2.706117,0.3885934,0.6355728,tsutsumi316,2008-01-07T02:12:14Z
"C0006E-31X-4, 101.0 cm",NULL,233.695,233.695,233.695,233.695,"C0006E-31X-4, 103.0 cm",NULL,233.715,233.715,233.715,233.715,"C0006E-31X-4 W, 101.0--103.0 cm",CKY000000000001187600,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:02Z,NULL,194,glass beaker,6.04,2.751,11.593,5.448374,5.553,194,glass beaker,6.04,2.751,10.531,4.391,4.491,1.100518,1.074725,1.622649,2.697374,1.64,0.03851816,0.01735052,4.452482,0.1981844,0.2471696,2.058669,1.650673,2.743958,0.3984337,0.6623271,tsutsumi316,2008-01-07T02:12:15Z
"C0006E-31X-5, 20.0 cm",NULL,234.305,234.305,234.305,234.305,"C0006E-31X-5, 22.0 cm",NULL,234.325,234.325,234.325,234.325,"C0006E-31X-5 W, 20.0--22.0 cm",CKY000000000001187800,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:02Z,NULL,180,glass beaker,6.067,2.748,11.661,5.601499,5.594,180,glass beaker,6.067,2.748,10.398,4.344,4.331,1.308808,1.278133,1.575366,2.853499,1.596,0.04580833,0.02063438,4.285192,0.2339664,0.3054258,1.9604,1.501733,2.720125,0.4479179,0.8113247,tsutsumi316,2008-01-07T02:12:16Z
"C0006E-31X-5, 99.0 cm",NULL,235.095,235.095,235.095,235.095,"C0006E-31X-5, 101.0 cm",NULL,235.115,235.115,235.115,235.115,"C0006E-31X-5 W, 99.0--101.0 cm",CKY000000000001187900,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:03Z,NULL,113,glass beaker,5.985,2.629,11.771,5.716277,5.786,113,glass beaker,5.985,2.629,10.457,4.408,4.472,1.361658,1.329744,1.757532,3.087277,1.779,0.04765807,0.0214676,4.424342,0.2353367,0.3077651,1.874144,1.433089,2.51736,0.4307175,0.7565972,tsutsumi316,2008-01-07T02:12:16Z
"C0006E-31X-CC, 24.0 cm",NULL,235.635,235.635,235.635,235.635,"C0006E-31X-CC, 26.0 cm",NULL,235.655,235.655,235.655,235.655,"C0006E-31X-CC W, 24.0--26.0 cm",CKY000000000001188000,PP,NULL,5,tsutsumi316,NULL,CKY,2008-01-05T17:44:03Z,NULL,23,glass cell,4.622,2.06,11.356,5.453771,6.734,23,glass cell,4.622,2.06,9.926,4.03,5.304,1.481865,1.447134,1.946637,3.393771,1.97,0.05186533,0.02336276,5.252134,0.2200572,0.2821454,1.984223,1.547581,2.698055,0.4264088,0.743402,tsutsumi316,2008-01-07T02:12:16Z
"C0006E-32X-1, 19.0 cm",NULL,239.52,239.52,239.52,239.52,"C0006E-32X-1, 21.0 cm",NULL,239.54,239.54,239.54,239.54,"C0006E-32X-1 W, 19.0--21.0 cm",CKY000000000001148000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:40Z,NULL,187,glass beaker,6.12,2.752,14.754,6.829844,8.634,187,glass beaker,6.12,2.752,13.111,5.194,6.991,1.702591,1.662686,2.415157,4.077844,2.442,0.05959072,0.02684267,6.931409,0.1971961,0.2456341,2.117296,1.699773,2.869962,0.4077366,0.688438,david_goldsby316,2008-01-14T12:50:28Z
"C0006E-32X-1, 106.0 cm",NULL,240.39,240.39,240.39,240.39,"C0006E-32X-1, 108.0 cm",NULL,240.41,240.41,240.41,240.41,"C0006E-32X-1 W, 106.0--108.0 cm",CKY000000000001148100,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:40Z,NULL,158,glass beaker,6.019,2.709,11.618,5.49293,5.599,158,glass beaker,6.019,2.709,10.454,4.334,4.435,1.206218,1.177947,1.605983,2.78393,1.625,0.04221765,0.01901696,4.392782,0.2154345,0.2745908,2.011186,1.577907,2.735261,0.4231238,0.733474,david_goldsby316,2008-01-14T12:50:28Z
"C0006E-32X-2, 29.0 cm",NULL,241.045,241.045,241.045,241.045,"C0006E-32X-2, 31.0 cm",NULL,241.065,241.065,241.065,241.065,"C0006E-32X-2 W, 29.0--31.0 cm",CKY000000000001148200,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:41Z,NULL,132,glass beaker,6.078,2.705,10.957,5.166692,4.879,132,glass beaker,6.078,2.705,9.968,4.182,3.89,1.02487,1.00085,1.460842,2.461692,1.477,0.03587049,0.01615788,3.854129,0.2100575,0.2659149,1.98197,1.565642,2.638293,0.4065699,0.6851186,david_goldsby316,2008-01-14T12:50:28Z
"C0006E-32X-2, 113.0 cm",NULL,241.885,241.885,241.885,241.885,"C0006E-32X-2, 115.0 cm",NULL,241.905,241.905,241.905,241.905,"C0006E-32X-2 W, 113.0--115.0 cm",CKY000000000001148300,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:41Z,NULL,184,glass beaker,6.06,2.729,11.215,5.136913,5.155,184,glass beaker,6.06,2.729,10.139,4.0656,4.079,1.115026,1.088892,1.319021,2.407913,1.3366,0.03902594,0.01757925,4.039974,0.2162999,0.2759983,2.140858,1.677791,3.062859,0.4522142,0.825531,david_goldsby316,2008-01-26T07:42:34Z
"C0006E-32X-3, 19.0 cm",NULL,242.355,242.355,242.355,242.355,"C0006E-32X-3, 21.0 cm",NULL,242.375,242.375,242.375,242.375,"C0006E-32X-3 W, 19.0--21.0 cm",CKY000000000001148400,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:41Z,NULL,182,glass beaker,6.113,2.799,11.179,5.186075,5.066,182,glass beaker,6.113,2.799,10.278,4.289,4.165,0.9336788,0.9117956,1.47528,2.387075,1.49,0.03267878,0.01472017,4.132321,0.184303,0.2259453,2.122262,1.731123,2.801042,0.3819719,0.6180493,david_goldsby316,2008-01-14T12:50:29Z
"C0006E-32X-3, 101.0 cm",NULL,243.175,243.175,243.175,243.175,"C0006E-32X-3, 103.0 cm",NULL,243.195,243.195,243.195,243.195,"C0006E-32X-3 W, 101.0--103.0 cm",CKY000000000001148500,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:42Z,NULL,35,glass cell,4.599,2.052,9.501,4.525792,4.902,35,glass cell,4.599,2.052,8.535,3.564,3.936,1.001036,0.9775745,1.496218,2.473792,1.512,0.0350363,0.01578212,3.900964,0.2042098,0.2566126,1.981573,1.576916,2.607216,0.3951724,0.6533637,david_goldsby316,2008-01-14T12:50:29Z
"C0006E-32X-4, 0.0 cm",NULL,243.21,243.21,243.21,243.21,"C0006E-32X-4, 1.5 cm",NULL,243.225,243.225,243.225,243.225,"C0006E-32X-4 WR, 0.0--1.5 cm",CKY000000000001135200,PP,NULL,8,chesterf316,NULL,CKY,2008-01-03T15:03:35Z,NULL,14,glass cell,4.569,2.054,10.371,4.854222,5.802,14,glass cell,4.569,2.054,9.274,3.762,4.705,1.136788,1.110144,1.690078,2.800222,1.708,0.0397876,0.01792234,4.665213,0.1959303,0.2436733,2.071979,1.666015,2.760354,0.3964486,0.6568598,tsutsumi316,2008-01-07T01:40:08Z
"C0006E-32X-5, 23.0 cm",NULL,243.82,243.82,243.82,243.82,"C0006E-32X-5, 24.5 cm",NULL,243.835,243.835,243.835,243.835,"C0006E-32X-5 WR, 23.0--24.5 cm",CKY000000000001143200,PP,NULL,8,arito316,NULL,CKY,2008-01-04T02:59:53Z,NULL,157,glass beaker,6.049,2.679,12.676,5.850108,6.627,157,glass beaker,6.049,2.679,11.553,4.732,5.504,1.163731,1.136456,2.034653,3.171108,2.053,0.0407306,0.01834712,5.46327,0.1756044,0.2130099,2.089806,1.722826,2.685111,0.358378,0.5585501,tsutsumi316,2008-01-07T02:12:17Z
"C0006E-32X-5, 37.0 cm",NULL,243.96,243.96,243.96,243.96,"C0006E-32X-5, 39.0 cm",NULL,243.98,243.98,243.98,243.98,"C0006E-32X-5 W, 37.0--39.0 cm",CKY000000000001148600,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:42Z,NULL,6,glass cell,4.527,2.039,8.41,3.936842,3.883,6,glass cell,4.527,2.039,7.685,3.215,3.158,0.7512954,0.7336868,1.164155,1.897842,1.176,0.02629536,0.01184476,3.131705,0.1934832,0.2398998,2.046008,1.65014,2.690109,0.38659,0.6302311,david_goldsby316,2008-01-14T12:50:30Z
"C0006E-32X-5, 91.5 cm",NULL,244.505,244.505,244.505,244.505,"C0006E-32X-5, 93.0 cm",NULL,244.52,244.52,244.52,244.52,"C0006E-32X-5 WR, 91.5--93.0 cm",CKY000000000001144200,PP,NULL,8,chesterf316,NULL,CKY,2008-01-04T04:09:39Z,NULL,17,glass cell,4.589,2.052,12.438,5.847937,7.849,17,glass cell,4.589,2.052,11.046,4.462,6.457,1.442487,1.408679,2.387258,3.795937,2.41,0.05048709,0.02274193,6.406513,0.1837797,0.2251595,2.067737,1.687729,2.683628,0.3711017,0.5900823,tsutsumi316,2008-01-07T02:12:17Z
"C0006E-32X-6, 18.5 cm",NULL,245.19,245.19,245.19,245.19,"C0006E-32X-6, 20.0 cm",NULL,245.205,245.205,245.205,245.205,"C0006E-32X-6 WR, 18.5--20.0 cm",CKY000000000001147300,PP,NULL,8,chesterf316,NULL,CKY,2008-01-04T05:06:51Z,NULL,8,glass cell,4.56,2.079,12.008,5.553294,7.448,8,glass cell,4.56,2.079,10.698,4.249,6.138,1.357513,1.325696,2.148598,3.474294,2.17,0.04751299,0.02140225,6.090487,0.1822654,0.2228907,2.143745,1.753014,2.834633,0.3815728,0.6170053,tsutsumi316,2008-01-07T02:12:17Z
"C0006E-32X-6, 115.0 cm",NULL,246.155,246.155,246.155,246.155,"C0006E-32X-6, 117.0 cm",NULL,246.175,246.175,246.175,246.175,"C0006E-32X-6 W, 115.0--117.0 cm",CKY000000000001148800,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:43Z,NULL,151,glass beaker,5.999,2.718,10.259,4.712759,4.26,151,glass beaker,5.999,2.718,9.515,3.972,3.516,0.7709845,0.7529145,1.241845,1.994759,1.254,0.02698448,0.01215517,3.489015,0.1809823,0.2209748,2.135596,1.749091,2.809542,0.3774463,0.6062871,david_goldsby316,2008-01-14T12:50:30Z
"C0006E-32X-7, 20.0 cm",NULL,246.615,246.615,246.615,246.615,"C0006E-32X-7, 22.0 cm",NULL,246.635,246.635,246.635,246.635,"C0006E-32X-7 W, 20.0--22.0 cm",CKY000000000001148900,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:38:43Z,NULL,15,glass cell,4.558,2.072,9.288,4.423062,4.73,15,glass cell,4.558,2.072,8.384,3.523,3.826,0.9367876,0.9148316,1.436231,2.351062,1.451,0.03278759,0.01476918,3.793212,0.1980523,0.2469642,2.011856,1.613404,2.641088,0.3891141,0.636967,david_goldsby316,2008-01-14T12:50:30Z
"C0006E-32X-8, 20.0 cm",NULL,247.525,247.525,247.525,247.525,"C0006E-32X-8, 22.0 cm",NULL,247.545,247.545,247.545,247.545,"C0006E-32X-8 W, 20.0--22.0 cm",CKY000000000001149000,PP,NULL,5,david_goldsby316,NULL,CKY,2008-01-04T08:53:23Z,NULL,27,glass cell,4.648,2.08,10.235,4.90483,5.587,27,glass cell,4.648,2.08,9.048,3.723,4.4,1.230052,1.201222,1.623607,2.82483,1.643,0.04305185,0.01939272,4.356948,0.2201632,0.2823196,1.977818,1.542376,2.683499,0.4252371,0.7398479,david_goldsby316,2008-01-14T12:50:30Z
