Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0021B-1H-1, 120.0 cm",NULL,1.194,1.2,1.194,1.2,"C0021B-1H-1, 122.0 cm",NULL,1.214,1.22,1.214,1.22,"C0021B-1H-1 W, 120.0--122.0 cm",KCC000000000002961101,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T05:06:48Z,NULL,18.8148,8.4543,36.3701,17.5553,27.3139,11.7543,8.4991,9.3847,9.1647,3.1507,12.3154,3.3,0.3285,0.1493,8.1706,0.5346,1.1486,1.4255,0.6634,2.5933,0.7442,2.9088,fuway,2013-05-09T02:04:25Z
"C0021B-1H-2, 35.0 cm",NULL,1.751,1.76,1.751,1.76,"C0021B-1H-2, 37.0 cm",NULL,1.771,1.78,1.771,1.78,"C0021B-1H-2 W, 35.0--37.0 cm",KCC000000000002961201,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T05:06:48Z,NULL,18.1237,8.1504,28.786,10.6623,23.271,10.1235,5.1473,5.715,5.5811,1.8822,7.4633,1.9731,0.2,0.0909,4.9473,0.536,1.1552,1.4286,0.6629,2.6285,0.7478,2.9652,fuway,2013-05-09T02:04:25Z
"C0021B-1H-2, 121.0 cm",NULL,2.607,2.62,2.607,2.62,"C0021B-1H-2, 123.0 cm",NULL,2.627,2.64,2.627,2.64,"C0021B-1H-2 W, 121.0--123.0 cm",KCC000000000002961301,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T05:06:49Z,NULL,18.798,8.4777,33.448,14.65,26.5929,11.457,7.7949,7.1037,6.9372,2.8663,9.8035,2.9793,0.2486,0.113,7.5463,0.4849,0.9413,1.4944,0.7698,2.6328,0.7076,2.4203,fuway,2013-05-09T02:04:25Z
"C0021B-1H-3, 31.0 cm",NULL,3.109,3.125,3.109,3.125,"C0021B-1H-3, 33.0 cm",NULL,3.129,3.145,3.129,3.145,"C0021B-1H-3 W, 31.0--33.0 cm",KCC000000000002961401,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T05:06:49Z,NULL,18.8152,8.4717,34.8684,16.0532,27.6824,11.8794,8.8672,7.4466,7.2721,3.2892,10.5613,3.4077,0.2606,0.1185,8.6066,0.4639,0.8652,1.52,0.8149,2.6166,0.6886,2.2109,fuway,2013-05-09T02:04:25Z
"C0021B-1H-5, 0.0 cm",NULL,3.741,3.76,3.741,3.76,"C0021B-1H-5, 3.0 cm",NULL,3.771,3.79,3.771,3.79,"C0021B-1H-5 WR, 0.0--3.0 cm",CKY000000000001806610,PP,NULL,8,toki338,NULL,CKY,2013-01-07T16:36:01Z,NULL,18.129,8.1127,29.4673,11.3383,24.3203,10.493,6.1913,5.3337,5.2087,2.2954,7.5041,2.3803,0.1867,0.0849,6.0046,0.4704,0.8883,1.5109,0.8002,2.6159,0.6941,2.2692,fuway,2013-05-09T02:04:25Z
"C0021B-1H-5, 118.5 cm",NULL,4.92,4.945,4.92,4.945,"C0021B-1H-5, 120.5 cm",NULL,4.94,4.965,4.94,4.965,"C0021B-1H-5 WR, 118.5--120.5 cm",CKY000000000001807410,PP,NULL,8,toki338,NULL,CKY,2013-01-07T16:37:26Z,NULL,18.8612,8.4951,33.538,14.6768,26.8071,11.5232,7.9459,6.975,6.8115,2.9171,9.7286,3.0281,0.2441,0.111,7.7018,0.4752,0.9056,1.5086,0.7917,2.6402,0.7002,2.335,fuway,2013-05-09T02:04:25Z
"C0021B-2H-2, 24.0 cm",NULL,80.356,80.395,80.356,80.395,"C0021B-2H-2, 27.0 cm",NULL,80.383,80.425,80.383,80.425,"C0021B-2H-2 WR, 24.0--27.0 cm",CKY000000000001803010,PP,NULL,6,toki338,NULL,CKY,2013-01-07T14:45:10Z,NULL,18.262,8.2128,28.2442,9.9822,24.2866,10.4916,6.0246,4.1011,4.005,2.2136,6.2186,2.2788,0.1435,0.0652,5.8811,0.4108,0.6973,1.6052,0.9457,2.6568,0.644,1.8093,fuway,2013-05-09T02:04:25Z
"C0021B-2H-2, 115.0 cm",NULL,81.177,81.305,81.177,81.305,"C0021B-2H-2, 117.0 cm",NULL,81.195,81.325,81.195,81.325,"C0021B-2H-2 W, 115.0--117.0 cm",KCC000000000002961701,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T06:42:04Z,NULL,18.7831,8.4258,37.8367,19.0536,30.0492,12.7292,11.2661,8.0699,7.8808,4.175,12.0558,4.3034,0.2824,0.1284,10.9837,0.4235,0.7347,1.5805,0.9111,2.6308,0.6537,1.8876,fuway,2013-05-09T02:04:25Z
"C0021B-2H-4, 17.0 cm",NULL,81.813,82.01,81.813,82.01,"C0021B-2H-4, 19.0 cm",NULL,81.831,82.03,81.831,82.03,"C0021B-2H-4 W, 17.0--19.0 cm",KCC000000000002961801,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T06:42:06Z,NULL,18.106,8.1537,29.7318,11.6258,25.0309,10.8056,6.9249,4.8714,4.7572,2.5744,7.3316,2.6519,0.1705,0.0775,6.7544,0.419,0.7212,1.5857,0.9213,2.6237,0.6489,1.8479,fuway,2013-05-09T02:04:25Z
"C0021B-2H-4, 115.0 cm",NULL,82.696,82.99,82.696,82.99,"C0021B-2H-4, 117.0 cm",NULL,82.714,83.01,82.714,83.01,"C0021B-2H-4 W, 115.0--117.0 cm",KCC000000000002961901,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T06:42:06Z,NULL,18.718,8.4449,37.4743,18.7563,29.9806,12.8007,11.2626,7.7655,7.5835,4.2323,11.8158,4.3558,0.2718,0.1235,10.9908,0.414,0.7065,1.5874,0.9302,2.5969,0.6418,1.7918,fuway,2013-05-09T02:04:25Z
"C0021B-2H-5, 49.0 cm",NULL,83.346,83.71,83.346,83.71,"C0021B-2H-5, 51.0 cm",NULL,83.364,83.73,83.364,83.73,"C0021B-2H-5 W, 49.0--51.0 cm",KCC000000000002962001,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T06:42:07Z,NULL,19.0536,8.5303,38.6313,19.5777,30.3357,12.9574,11.2821,8.5965,8.395,4.2903,12.6853,4.4271,0.3009,0.1368,10.9812,0.4391,0.7828,1.5433,0.8657,2.5595,0.6618,1.9567,fuway,2013-05-09T02:04:25Z
"C0021B-2H-6, 24.0 cm",NULL,83.909,84.335,83.909,84.335,"C0021B-2H-6, 26.0 cm",NULL,83.927,84.355,83.927,84.355,"C0021B-2H-6 W, 24.0--26.0 cm",KCC000000000002962101,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T06:42:07Z,NULL,18.9714,8.5759,37.6307,18.6593,29.6258,12.6869,10.6544,8.2952,8.1008,3.979,12.0798,4.111,0.2903,0.132,10.3641,0.4446,0.8004,1.5447,0.858,2.6047,0.6706,2.0359,fuway,2013-05-09T02:04:25Z
"C0021B-2H-7, 41.0 cm",NULL,84.504,84.995,84.504,84.995,"C0021B-2H-7, 43.0 cm",NULL,84.522,85.015,84.522,85.015,"C0021B-2H-7 W, 41.0--43.0 cm",KCC000000000002962201,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T06:42:08Z,NULL,18.1337,8.1875,31.7608,13.6271,25.885,11.132,7.7513,6.0889,5.9462,2.8476,8.7938,2.9445,0.2131,0.0969,7.5382,0.4468,0.8077,1.5496,0.8572,2.6472,0.6762,2.0881,fuway,2013-05-09T02:04:25Z
"C0021B-2H-7, 111.0 cm",NULL,85.136,85.695,85.136,85.695,"C0021B-2H-7, 113.0 cm",NULL,85.154,85.715,85.154,85.715,"C0021B-2H-7 W, 111.0--113.0 cm",KCC000000000002962301,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T06:42:08Z,NULL,18.9083,8.5196,33.9693,15.061,27.697,11.8775,8.7887,6.4998,6.3475,3.2545,9.602,3.3579,0.2275,0.1034,8.5612,0.4316,0.7592,1.5685,0.8916,2.6306,0.6611,1.9504,fuway,2013-05-09T02:04:25Z
"C0021B-2H-8, 17.0 cm",NULL,85.55,86.155,85.55,86.155,"C0021B-2H-8, 19.0 cm",NULL,85.568,86.175,85.568,86.175,"C0021B-2H-8 W, 17.0--19.0 cm",KCC000000000002962401,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T07:19:29Z,NULL,18.8014,8.4671,31.2171,12.4157,26.0847,11.2293,7.2833,5.3185,5.1938,2.6776,7.8714,2.7622,0.1861,0.0846,7.0972,0.4284,0.7494,1.5773,0.9016,2.6506,0.6598,1.9397,fuway,2013-05-09T02:04:25Z
"C0021B-2H-8, 115.0 cm",NULL,86.434,87.135,86.434,87.135,"C0021B-2H-8, 117.0 cm",NULL,86.452,87.155,86.452,87.155,"C0021B-2H-8 W, 115.0--117.0 cm",KCC000000000002962501,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T07:19:30Z,NULL,18.7317,8.4312,35.2325,16.5008,28.8434,12.3018,10.1117,6.6208,6.4656,3.7653,10.2309,3.8706,0.2317,0.1053,9.88,0.4012,0.6701,1.6128,0.9657,2.624,0.632,1.7172,fuway,2013-05-09T02:04:25Z
"C0021B-2H-9, 21.0 cm",NULL,86.853,87.6,86.853,87.6,"C0021B-2H-9, 23.0 cm",NULL,86.871,87.62,86.871,87.62,"C0021B-2H-9 W, 21.0--23.0 cm",KCC000000000002962601,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T07:19:31Z,NULL,18.17,8.1578,39.4814,21.3114,31.2444,13.2321,13.0744,8.5358,8.3357,4.9385,13.2742,5.0743,0.2988,0.1358,12.7756,0.4005,0.6681,1.6055,0.9624,2.5869,0.628,1.6879,fuway,2013-05-09T02:04:25Z
"C0021B-2H-10, 12.0 cm",NULL,87.692,88.53,87.692,88.53,"C0021B-2H-10, 14.0 cm",NULL,87.71,88.55,87.71,88.55,"C0021B-2H-10 W, 12.0--14.0 cm",KCC000000000002962701,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T07:19:31Z,NULL,19.1081,8.6128,35.7379,16.6298,28.8986,12.3586,9.7905,7.0874,6.9213,3.633,10.5543,3.7458,0.2481,0.1128,9.5424,0.4262,0.7427,1.5756,0.9041,2.6266,0.6558,1.9051,fuway,2013-05-09T02:04:25Z
"C0021B-2H-10, 117.0 cm",NULL,88.639,89.58,88.639,89.58,"C0021B-2H-10, 119.0 cm",NULL,88.657,89.6,88.657,89.6,"C0021B-2H-10 W, 117.0--119.0 cm",KCC000000000002962801,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-25T07:19:31Z,NULL,18.1411,8.1283,27.926,9.7849,24.158,10.4664,6.0169,3.9047,3.8132,2.276,6.0892,2.3381,0.1367,0.0621,5.8802,0.3991,0.664,1.6069,0.9657,2.5836,0.6262,1.6754,fuway,2013-05-09T02:04:25Z
"C0021B-3H-1, 35.5 cm",NULL,89.843,89.855,89.843,89.855,"C0021B-3H-1, 38.0 cm",NULL,89.867,89.88,89.867,89.88,"C0021B-3H-1 W, 35.5--38.0 cm",KCC000000000002963701,PP,NULL,10,yabukit,NULL,KCC,2013-04-26T00:29:40Z,NULL,18.9577,8.5597,38.0885,19.1308,30.5701,12.9764,11.6124,7.7911,7.6085,4.2927,11.9012,4.4167,0.2727,0.124,11.3397,0.4073,0.6871,1.6075,0.9528,2.6416,0.6393,1.7724,fuway,2013-05-09T02:04:25Z
"C0021B-3H-2, 35.0 cm",NULL,90.568,90.605,90.568,90.605,"C0021B-3H-2, 37.0 cm",NULL,90.587,90.625,90.587,90.625,"C0021B-3H-2 W, 35.0--37.0 cm",KCC000000000002963801,PP,NULL,10,yabukit,NULL,KCC,2013-04-26T00:29:40Z,NULL,18.6867,8.44,36.2612,17.5745,29.071,12.3869,10.3843,7.451,7.2764,3.8284,11.1048,3.9469,0.2608,0.1185,10.1235,0.424,0.736,1.5826,0.9116,2.6443,0.6552,1.9006,fuway,2013-05-09T02:04:25Z
"C0021B-3H-3, 14.5 cm",NULL,90.819,90.865,90.819,90.865,"C0021B-3H-3, 16.5 cm",NULL,90.839,90.885,90.839,90.885,"C0021B-3H-3 W, 14.5--16.5 cm",KCC000000000002963901,PP,NULL,10,yabukit,NULL,KCC,2013-04-26T00:29:40Z,NULL,18.87,8.4755,38.6949,19.8249,30.8571,13.0316,11.9871,8.1221,7.9317,4.4269,12.3586,4.5561,0.2843,0.1292,11.7028,0.4097,0.694,1.6041,0.9469,2.6436,0.6418,1.7917,fuway,2013-05-09T02:04:25Z
"C0021B-3H-3, 87.5 cm",NULL,91.525,91.595,91.525,91.595,"C0021B-3H-3, 89.5 cm",NULL,91.544,91.615,91.544,91.615,"C0021B-3H-3 W, 87.5--89.5 cm",KCC000000000002964001,PP,NULL,10,yabukit,NULL,KCC,2013-04-26T00:30:37Z,NULL,18.9691,8.615,38.6443,19.6752,31.388,13.3065,12.4189,7.5195,7.3433,4.5719,11.9152,4.6915,0.2632,0.1196,12.1557,0.3822,0.6186,1.6513,1.0202,2.6588,0.6163,1.6062,fuway,2013-05-09T02:04:25Z
"C0021B-3H-5, 16.0 cm",NULL,92.027,92.115,92.027,92.115,"C0021B-3H-5, 18.0 cm",NULL,92.047,92.135,92.047,92.135,"C0021B-3H-5 W, 16.0--18.0 cm",KCC000000000002964201,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T00:38:37Z,NULL,18.2841,8.2257,38.8145,20.5304,30.6267,12.9137,12.3426,8.4848,8.2859,4.553,12.8389,4.688,0.297,0.135,12.0456,0.4133,0.7044,1.5991,0.9382,2.6456,0.6454,1.8199,fuway,2013-05-09T02:04:25Z
"C0021B-3H-5, 23.0 cm",NULL,92.095,92.185,92.095,92.185,"C0021B-3H-5, 25.0 cm",NULL,92.114,92.205,92.114,92.205,"C0021B-3H-5 W, 23.0--25.0 cm",KCC000000000002964101,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T00:38:37Z,NULL,18.7376,8.4482,39.3317,20.5941,31.8193,13.3927,13.0817,7.7849,7.6024,4.8206,12.423,4.9445,0.2725,0.1239,12.8092,0.378,0.6078,1.6577,1.0311,2.6572,0.612,1.5771,fuway,2013-05-09T02:04:25Z
"C0021B-3H-6, 44.0 cm",NULL,93.622,93.765,93.622,93.765,"C0021B-3H-6, 46.0 cm",NULL,93.641,93.785,93.641,93.785,"C0021B-3H-6 W, 44.0--46.0 cm",KCC000000000002964301,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T01:24:33Z,NULL,18.9003,8.5519,37.0732,18.1729,29.5844,12.6052,10.6841,7.7604,7.5785,3.9298,11.5083,4.0533,0.2716,0.1235,10.4125,0.427,0.7453,1.5791,0.9048,2.6496,0.6585,1.9285,fuway,2013-05-09T02:04:25Z
"C0021B-3H-6, 131.0 cm",NULL,94.463,94.635,94.463,94.635,"C0021B-3H-6, 133.0 cm",NULL,94.482,94.655,94.482,94.655,"C0021B-3H-6 W, 131.0--133.0 cm",KCC000000000002964401,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T01:24:33Z,NULL,18.849,8.4799,40.0109,21.1619,32.6421,13.7247,13.7931,7.6361,7.4571,5.1233,12.5804,5.2448,0.2673,0.1215,13.5258,0.3608,0.5646,1.6821,1.0751,2.6401,0.5928,1.4555,fuway,2013-05-09T02:04:25Z
"C0021B-3H-7, 43.0 cm",NULL,94.975,95.165,94.975,95.165,"C0021B-3H-7, 45.0 cm",NULL,94.994,95.185,94.994,95.185,"C0021B-3H-7 W, 43.0--45.0 cm",KCC000000000002964501,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T01:24:33Z,NULL,18.6163,8.3948,40.495,21.8787,32.4833,13.6566,13.867,8.3023,8.1077,5.1297,13.2374,5.2618,0.2906,0.1321,13.5764,0.3795,0.6115,1.6528,1.0256,2.6466,0.6125,1.5805,fuway,2013-05-09T02:04:25Z
"C0021B-3H-7, 118.0 cm",NULL,95.7,95.915,95.7,95.915,"C0021B-3H-7, 120.0 cm",NULL,95.719,95.935,95.719,95.935,"C0021B-3H-7 W, 118.0--120.0 cm",KCC000000000002964601,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T01:24:33Z,NULL,18.587,8.3642,31.9405,13.3535,26.8894,11.585,8.3024,5.2343,5.1116,3.1375,8.2491,3.2208,0.1832,0.0833,8.1192,0.392,0.6447,1.6188,0.9843,2.5878,0.6197,1.6292,fuway,2013-05-09T02:04:25Z
"C0021B-3H-8, 36.0 cm",NULL,96.207,96.44,96.207,96.44,"C0021B-3H-8, 38.0 cm",NULL,96.226,96.46,96.226,96.46,"C0021B-3H-8 W, 36.0--38.0 cm",KCC000000000002965501,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T02:06:37Z,NULL,18.8613,8.4469,37.5628,18.7015,30.9258,13.0746,12.0645,6.8777,6.7165,4.5183,11.2348,4.6277,0.2407,0.1094,11.8238,0.3678,0.5817,1.6646,1.0524,2.6169,0.5978,1.4865,fuway,2013-05-09T02:04:25Z
"C0021B-3H-8, 85.0 cm",NULL,96.681,96.93,96.681,96.93,"C0021B-3H-8, 88.0 cm",NULL,96.71,96.96,96.71,96.96,"C0021B-3H-8 WR, 85.0--88.0 cm",CKY000000000001817010,PP,NULL,8,kitajima338,NULL,CKY,2013-01-08T00:55:23Z,NULL,18.7983,8.4293,30.8822,12.0839,26.4751,11.3495,7.6768,4.5669,4.4599,2.8476,7.3075,2.9202,0.1598,0.0726,7.517,0.3779,0.6075,1.6536,1.0287,2.6398,0.6103,1.5662,fuway,2013-05-09T02:04:25Z
"C0021B-3H-9, 49.0 cm",NULL,97.575,97.855,97.575,97.855,"C0021B-3H-9, 51.0 cm",NULL,97.594,97.875,97.594,97.875,"C0021B-3H-9 W, 49.0--51.0 cm",KCC000000000002965601,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T02:06:37Z,NULL,19.0136,8.5551,40.059,21.0454,32.6316,13.6492,13.618,7.6968,7.5164,4.9716,12.488,5.0941,0.2694,0.1225,13.3486,0.3657,0.5766,1.6852,1.0689,2.685,0.6019,1.5119,fuway,2013-05-09T02:04:25Z
"C0021B-3H-10, 40.0 cm",NULL,98.338,98.645,98.338,98.645,"C0021B-3H-10, 42.0 cm",NULL,98.357,98.665,98.357,98.665,"C0021B-3H-10 W, 40.0--42.0 cm",KCC000000000002965701,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T02:06:37Z,NULL,18.2062,8.1985,32.9361,14.7299,27.6173,11.7856,9.4111,5.5117,5.3825,3.4994,8.8819,3.5871,0.1929,0.0877,9.2182,0.3742,0.5979,1.6584,1.0379,2.6342,0.606,1.5381,fuway,2013-05-09T02:04:25Z
"C0021B-4H-1, 28.0 cm",NULL,99.263,99.28,99.263,99.28,"C0021B-4H-1, 30.0 cm",NULL,99.282,99.3,99.282,99.3,"C0021B-4H-1 W, 28.0--30.0 cm",KCC000000000002969501,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:35Z,NULL,18.8398,8.5053,39.7248,20.885,32.1907,13.559,13.3509,7.8074,7.6244,4.9295,12.5539,5.0537,0.2733,0.1242,13.0776,0.3738,0.597,1.6636,1.0417,2.6529,0.6073,1.5467,fuway,2013-05-09T02:04:25Z
"C0021B-4H-1, 83.0 cm",NULL,99.78,99.83,99.78,99.83,"C0021B-4H-1, 85.0 cm",NULL,99.799,99.85,99.799,99.85,"C0021B-4H-1 W, 83.0--85.0 cm",KCC000000000002969601,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:36Z,NULL,18.6561,8.3679,38.568,19.9119,31.5302,13.2958,12.8741,7.2931,7.1222,4.8119,11.9341,4.9279,0.2553,0.116,12.6188,0.3663,0.578,1.6685,1.0574,2.6224,0.5968,1.4801,fuway,2013-05-09T02:04:25Z
"C0021B-4H-3, 24.0 cm",NULL,100.734,100.845,100.734,100.845,"C0021B-4H-3, 26.0 cm",NULL,100.753,100.865,100.753,100.865,"C0021B-4H-3 W, 24.0--26.0 cm",KCC000000000002969701,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:36Z,NULL,18.7033,8.467,39.5702,20.8669,31.8534,13.3719,13.1501,7.9967,7.8093,4.7777,12.587,4.9049,0.2799,0.1272,12.8702,0.3832,0.6213,1.6578,1.0225,2.6938,0.6204,1.6345,fuway,2013-05-09T02:04:25Z
"C0021B-4H-3, 105.0 cm",NULL,101.495,101.655,101.495,101.655,"C0021B-4H-3, 107.0 cm",NULL,101.514,101.675,101.514,101.675,"C0021B-4H-3 W, 105.0--107.0 cm",KCC000000000002969801,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:37Z,NULL,18.7,8.4494,39.2134,20.5134,31.4925,13.2881,12.7925,8.0009,7.8134,4.7114,12.5248,4.8387,0.28,0.1273,12.5125,0.39,0.6394,1.6378,0.999,2.6558,0.6238,1.6584,fuway,2013-05-09T02:04:25Z
"C0021B-4H-4, 38.0 cm",NULL,102.195,102.4,102.195,102.4,"C0021B-4H-4, 40.0 cm",NULL,102.214,102.42,102.214,102.42,"C0021B-4H-4 W, 38.0--40.0 cm",KCC000000000002969901,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:37Z,NULL,18.9621,8.545,32.7918,13.8297,28.1304,11.9505,9.1683,4.8305,4.7173,3.3286,8.0459,3.4055,0.1691,0.0769,8.9992,0.3493,0.5368,1.7189,1.1185,2.7036,0.5863,1.4172,fuway,2013-05-09T02:04:25Z
"C0021B-4H-4, 105.0 cm",NULL,102.824,103.07,102.824,103.07,"C0021B-4H-4, 107.0 cm",NULL,102.843,103.09,102.843,103.09,"C0021B-4H-4 W, 105.0--107.0 cm",KCC000000000002970001,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:37Z,NULL,18.9725,8.5373,39.8298,20.8573,32.518,13.6091,13.5455,7.577,7.3994,4.9513,12.3507,5.0718,0.2652,0.1205,13.2803,0.3633,0.5705,1.6888,1.0753,2.6822,0.5991,1.4944,fuway,2013-05-09T02:04:25Z
"C0021B-4H-5, 40.0 cm",NULL,103.562,103.855,103.562,103.855,"C0021B-4H-5, 42.0 cm",NULL,103.581,103.875,103.581,103.875,"C0021B-4H-5 W, 40.0--42.0 cm",KCC000000000002970101,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:38Z,NULL,19.0124,8.5907,32.4821,13.4697,27.8571,11.9209,8.8447,4.7927,4.6804,3.254,7.9344,3.3302,0.1677,0.0762,8.677,0.3558,0.5523,1.6976,1.0936,2.6666,0.5899,1.4384,fuway,2013-05-09T02:04:25Z
"C0021B-4H-5, 100.0 cm",NULL,104.126,104.455,104.126,104.455,"C0021B-4H-5, 102.0 cm",NULL,104.145,104.475,104.145,104.475,"C0021B-4H-5 W, 100.0--102.0 cm",KCC000000000002970201,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:38Z,NULL,18.8994,8.4459,36.6301,17.7307,30.8438,13.0378,11.9444,5.9962,5.8557,4.4965,10.3522,4.5919,0.2099,0.0954,11.7345,0.3382,0.511,1.7127,1.1335,2.6097,0.5656,1.3023,fuway,2013-05-09T02:04:25Z
"C0021B-4H-6, 15.0 cm",NULL,104.699,105.065,104.699,105.065,"C0021B-4H-6, 19.0 cm",NULL,104.737,105.105,104.737,105.105,"C0021B-4H-6 WR, 15.0--19.0 cm",CKY000000000001796110,PP,NULL,8,toki338,NULL,CKY,2013-01-07T11:05:20Z,NULL,18.9302,8.5726,37.4012,18.471,31.3579,13.0912,12.4277,6.2625,6.1157,4.419,10.5347,4.5186,0.2192,0.0996,12.2085,0.339,0.513,1.7533,1.1589,2.7627,0.5805,1.384,fuway,2013-05-09T02:04:25Z
"C0021B-4H-6, 53.0 cm",NULL,105.056,105.445,105.056,105.445,"C0021B-4H-6, 55.0 cm",NULL,105.075,105.465,105.075,105.465,"C0021B-4H-6 W, 53.0--55.0 cm",KCC000000000002970301,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:39Z,NULL,18.6052,8.3505,38.1092,19.504,31.6045,13.2638,12.9993,6.7406,6.5826,4.8061,11.3887,4.9133,0.2359,0.1072,12.7634,0.3456,0.5281,1.7126,1.1207,2.6557,0.578,1.3696,fuway,2013-05-09T02:04:25Z
"C0021B-4H-6, 109.0 cm",NULL,105.582,106.005,105.582,106.005,"C0021B-4H-6, 111.0 cm",NULL,105.601,106.025,105.601,106.025,"C0021B-4H-6 W, 109.0--111.0 cm",KCC000000000002970401,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:39Z,NULL,18.9699,8.5299,33.0495,14.0796,28.1799,12.0243,9.21,5.0462,4.9279,3.4141,8.342,3.4944,0.1766,0.0803,9.0334,0.3584,0.5586,1.6878,1.0829,2.6459,0.5907,1.4434,fuway,2013-05-09T02:04:25Z
"C0021B-4H-7, 16.0 cm",NULL,106.062,106.515,106.062,106.515,"C0021B-4H-7, 18.0 cm",NULL,106.08,106.535,106.08,106.535,"C0021B-4H-7 W, 16.0--18.0 cm",KCC000000000002970501,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:11:40Z,NULL,18.6765,8.4511,30.8875,12.211,26.8346,11.4892,8.1581,4.1999,4.1015,2.9713,7.0728,3.0381,0.147,0.0668,8.0111,0.3439,0.5243,1.7265,1.1327,2.6962,0.5799,1.3804,fuway,2013-05-09T02:04:25Z
"C0021B-4H-7, 117.0 cm",NULL,107.011,107.525,107.011,107.525,"C0021B-4H-7, 119.0 cm",NULL,107.029,107.545,107.029,107.545,"C0021B-4H-7 W, 117.0--119.0 cm",KCC000000000002970601,PP,NULL,10,sasamkcc,NULL,KCC,2013-04-26T05:59:47Z,NULL,18.6681,8.404,40.3477,21.6796,33.5841,14.0365,14.916,7.0089,6.8446,5.521,12.3656,5.6325,0.2453,0.1115,14.6707,0.3233,0.4777,1.7532,1.1864,2.6573,0.5535,1.2397,fuway,2013-05-09T02:04:25Z
