Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]","Top Depth DSF, MSF, WSF and CSF-A [m]",Top Core depth (below sea floor) [m CSF-B],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]","Bottom Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core depth (below sea floor) [m CSF-B],Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
NULL,C0002F;915.500,915.5,915.5,915.5,NULL,C0002F;920.500,920.5,920.5,920.5,C0002F-19SMW W,CKY000000000000999510,PP,NULL,30,kames,"1-4mm, bulk",CKY,2012-11-04T12:26:41Z,"1-4mm, drilling cement -mud mixture",18.8626,8.5056,48.1227,29.2601,41.1414,17.1741,22.2788,7.2345,7.0649,8.5534,15.6183,8.6685,0.2532,0.1151,22.0256,0.2472,0.3285,1.8734,1.4102,2.5751,0.4523,0.826,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;915.500,915.5,915.5,915.5,NULL,C0002F;920.500,920.5,920.5,920.5,C0002F-19SMW W,CKY000000000000999610,PP,NULL,30,kames,">4mm, bulk",CKY,2012-11-04T12:26:41Z,">4mm, drilling cement  mud",18.798,8.4777,45.3863,26.5883,38.5573,16.9026,19.7593,7.0767,6.9108,8.3123,15.2231,8.4249,0.2477,0.1126,19.5116,0.2662,0.3627,1.7466,1.2817,2.3473,0.454,0.8314,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;920.500,920.5,920.5,920.5,NULL,C0002F;925.500,925.5,925.5,925.5,C0002F-20SMW W,CKY000000000000999710,PP,NULL,30,kames,"1-4mm, bulk",CKY,2012-11-04T12:38:27Z,"1-4mm, drilling cement",18.0774,8.1548,41.9377,23.8603,36.1298,15.0128,18.0524,6.0185,5.8774,6.7623,12.6397,6.858,0.2106,0.0957,17.8418,0.2522,0.3373,1.8877,1.4116,2.6384,0.465,0.8691,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;920.500,920.5,920.5,920.5,NULL,C0002F;925.500,925.5,925.5,925.5,C0002F-20SMW W,CKY000000000000999810,PP,NULL,30,kames,">4mm, bulk",CKY,2012-11-04T12:38:27Z,">4mm, drilling cement",18.7983,8.4293,49.0787,30.2804,41.955,18.1817,23.1567,7.3821,7.2091,9.6349,16.844,9.7524,0.2584,0.1175,22.8983,0.2438,0.3224,1.7977,1.3594,2.3766,0.428,0.7482,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;925.500,925.5,925.5,925.5,NULL,C0002F;930.500,930.5,930.5,930.5,C0002F-21SMW W,CKY000000000001000210,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-04T13:26:01Z,"1-4mm, drilling cement -mud mixture",18.9577,8.5597,40.8462,21.8885,35.0672,14.7384,16.1095,5.9886,5.8482,6.0834,11.9316,6.1787,0.2096,0.0953,15.8999,0.2736,0.3766,1.8345,1.3326,2.6137,0.4901,0.9613,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;925.500,925.5,925.5,925.5,NULL,C0002F;930.500,930.5,930.5,930.5,C0002F-21SMW W,CKY000000000001000310,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-04T13:26:01Z,">4mm, drilling cement -mud mixture",18.8323,8.4614,46.1084,27.2761,38.6325,17.3858,19.8002,7.747,7.5654,8.8012,16.3666,8.9244,0.2711,0.1232,19.5291,0.284,0.3967,1.6666,1.1932,2.2189,0.4622,0.8596,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;930.500,930.5,930.5,930.5,NULL,C0002F;935.500,935.5,935.5,935.5,C0002F-22SMW W,CKY000000000001000810,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-04T13:50:12Z,"1-4mm, drilling cement -mud mixture",18.17,8.1578,37.8418,19.6718,32.8542,13.7558,14.6842,5.1685,5.0474,5.5158,10.5632,5.598,0.1809,0.0822,14.5033,0.2627,0.3564,1.8623,1.373,2.6294,0.4778,0.9151,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;930.500,930.5,930.5,930.5,NULL,C0002F;935.500,935.5,935.5,935.5,C0002F-22SMW W,CKY000000000001000910,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-04T13:50:12Z,">4mm, drilling cement -mud mixture",18.849,8.4799,44.7626,25.9136,38.2953,16.7497,19.4463,6.7019,6.5448,8.1632,14.708,8.2698,0.2346,0.1066,19.2117,0.2586,0.3488,1.7619,1.3062,2.3535,0.445,0.8017,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;935.500,935.5,935.5,935.5,NULL,C0002F;940.500,940.5,940.5,940.5,C0002F-24SMW W,CKY000000000001003710,PP,NULL,30,kames,"1-4mm, bulk",CKY,2012-11-04T14:18:09Z,"1-4mm, drilling cement -mud mixture",18.87,8.4755,41.3959,22.5259,35.6774,14.9061,16.8074,5.9259,5.787,6.3363,12.1233,6.4306,0.2074,0.0943,16.6,0.2631,0.357,1.8581,1.3693,2.6198,0.4773,0.9133,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;935.500,935.5,935.5,935.5,NULL,C0002F;940.500,940.5,940.5,940.5,C0002F-24SMW W,CKY000000000001003810,PP,NULL,30,kames,">4mm, bulk",CKY,2012-11-04T14:18:09Z,">4mm, drilling cement -mud mixture",18.8473,8.4582,45.4368,26.5895,39.0541,16.2513,20.2068,6.6142,6.4592,7.6879,14.1471,7.7931,0.2315,0.1052,19.9753,0.2488,0.3311,1.8795,1.412,2.5983,0.4566,0.8402,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;940.500,940.5,940.5,940.5,NULL,C0002F;945.500,945.5,945.5,945.5,C0002F-25SMW W,CKY000000000000996810,PP,NULL,30,suzukit,"1-4mm, bulk",CKY,2012-11-04T09:45:11Z,"1-4mm, drilling cement mud mixture",18.1255,8.1763,40.5648,22.4393,34.7566,14.5945,16.6311,6.0189,5.8778,6.3224,12.2002,6.4182,0.2107,0.0958,16.4204,0.2682,0.3666,1.8393,1.3459,2.5972,0.4818,0.9297,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;940.500,940.5,940.5,940.5,NULL,C0002F;945.500,945.5,945.5,945.5,C0002F-25SMW W,CKY000000000000996910,PP,NULL,30,suzukit,">4mm, bulk",CKY,2012-11-04T09:45:11Z,">4mm, drilling cement mud mixture",18.8148,8.4543,48.7961,29.9813,41.4996,17.2917,22.6848,7.5611,7.3839,8.7171,16.101,8.8374,0.2646,0.1203,22.4202,0.2522,0.3372,1.8621,1.3925,2.572,0.4586,0.8471,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;945.500,945.5,945.5,945.5,NULL,C0002F;950.500,950.5,950.5,950.5,C0002F-26SMW W,CKY000000000000983810,PP,NULL,30,moriyas,"1-4mm, bulk",CKY,2012-11-03T14:27:25Z,1-4mm,18.8335,8.4924,42.8776,24.0441,36.8767,15.3897,18.0432,6.2185,6.0728,6.7984,12.8712,6.8973,0.2176,0.0989,17.8256,0.2586,0.3489,1.8681,1.3849,2.622,0.4718,0.8933,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;945.500,945.5,945.5,945.5,NULL,C0002F;950.500,950.5,950.5,950.5,C0002F-26SMW W,CKY000000000000983910,PP,NULL,30,moriyas,">4mm, bulk",CKY,2012-11-03T14:27:25Z,>4mm,18.8925,8.5059,45.5955,26.703,39.0602,16.4837,20.1677,6.7723,6.6136,7.8701,14.4837,7.9778,0.237,0.1077,19.9307,0.2536,0.3398,1.8437,1.3761,2.5325,0.4566,0.8403,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;950.500,950.5,950.5,950.5,NULL,C0002F;955.500,955.5,955.5,955.5,C0002F-27SMW W,CKY000000000000984010,PP,NULL,30,moriyas,"1-4mm, bulk",CKY,2012-11-03T15:06:54Z,1-4mm,18.587,8.3642,38.1422,19.5552,33.1065,13.9283,14.5195,5.2183,5.096,5.4811,10.5771,5.5641,0.1826,0.083,14.3369,0.2668,0.364,1.8488,1.3555,2.6157,0.4818,0.9297,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;950.500,950.5,950.5,950.5,NULL,C0002F;955.500,955.5,955.5,955.5,C0002F-27SMW W,CKY000000000000984110,PP,NULL,30,moriyas,">4mm, bulk",CKY,2012-11-03T15:06:54Z,>4mm,18.9699,8.5299,42.0813,23.1114,36.4899,15.2695,17.52,5.7942,5.6584,6.6474,12.3058,6.7396,0.2028,0.0922,17.3172,0.2507,0.3346,1.8781,1.4072,2.6051,0.4598,0.8512,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;955.500,955.5,955.5,955.5,NULL,C0002F;960.500,960.5,960.5,960.5,C0002F-28SMW W,CKY000000000000980210,PP,NULL,30,moriyas,"1-4mm, bulk",CKY,2012-11-03T08:10:44Z,1-4mm,18.7957,8.4783,42.7796,23.9839,36.6295,15.2935,17.8338,6.3732,6.2238,6.7138,12.9376,6.8152,0.2231,0.1014,17.6107,0.2657,0.3619,1.8538,1.3612,2.6231,0.4811,0.927,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;955.500,955.5,955.5,955.5,NULL,C0002F;960.500,960.5,960.5,960.5,C0002F-28SMW W,CKY000000000000980310,PP,NULL,30,moriyas,">4mm, bulk",CKY,2012-11-03T08:10:44Z,>4mm,18.3084,8.2823,37.6195,19.3111,32.7499,13.7439,14.4415,5.0462,4.9279,5.3813,10.3092,5.4616,0.1766,0.0803,14.2649,0.2613,0.3537,1.8732,1.3837,2.6508,0.478,0.9157,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;960.500,960.5,960.5,960.5,NULL,C0002F;965.500,965.5,965.5,965.5,C0002F-29SMW W,CKY000000000000985210,PP,NULL,30,kidoyo,"1-4mm, bulk",CKY,2012-11-03T17:09:29Z,1-4mm,18.6867,8.44,33.0602,14.3735,29.3364,12.4013,10.6497,3.8589,3.7685,3.8999,7.6684,3.9613,0.1351,0.0614,10.5146,0.2685,0.367,1.8744,1.3712,2.6961,0.4914,0.9663,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;960.500,960.5,960.5,960.5,NULL,C0002F;965.500,965.5,965.5,965.5,C0002F-29SMW W,CKY000000000000985310,PP,NULL,30,kidoyo,">4mm, bulk",CKY,2012-11-03T17:09:46Z,>4mm,18.7893,8.4964,38.2345,19.4452,33.434,14.217,14.6447,4.9746,4.858,5.6415,10.4995,5.7206,0.1741,0.0791,14.4706,0.2558,0.3438,1.852,1.3782,2.565,0.4627,0.8611,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;965.500,965.5,965.5,965.5,NULL,C0002F;970.500,970.5,970.5,970.5,C0002F-30SMW W,CKY000000000000980710,PP,NULL,30,moriyas,"1-4mm, bulk",CKY,2012-11-03T10:38:10Z,1-4mm,18.9046,8.5358,36.4355,17.5309,32.0686,13.584,13.164,4.5253,4.4192,4.9762,9.3954,5.0482,0.1584,0.072,13.0056,0.2581,0.348,1.8659,1.3843,2.6136,0.4704,0.8881,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;965.500,965.5,965.5,965.5,NULL,C0002F;970.500,970.5,970.5,970.5,C0002F-30SMW W,CKY000000000000980810,PP,NULL,30,moriyas,">4mm, bulk",CKY,2012-11-03T10:38:10Z,>4mm,18.886,8.543,35.7457,16.8597,31.3292,13.2693,12.4432,4.5767,4.4694,4.6535,9.1229,4.7263,0.1602,0.0728,12.283,0.2715,0.3726,1.8481,1.3464,2.6395,0.4899,0.9604,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;970.500,970.5,970.5,970.5,NULL,C0002F;975.500,975.5,975.5,975.5,C0002F-31SMW W,CKY000000000000985510,PP,NULL,30,kidoyo,"1-4mm, bulk",CKY,2012-11-03T17:51:47Z,1-4mm,18.028,8.1617,38.4499,20.4219,33.4918,13.9641,15.4638,5.1379,5.0175,5.7207,10.7382,5.8024,0.1798,0.0817,15.284,0.2516,0.3362,1.9018,1.4233,2.6717,0.4673,0.8771,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;970.500,970.5,970.5,970.5,NULL,C0002F;975.500,975.5,975.5,975.5,C0002F-31SMW W,CKY000000000000987110,PP,NULL,30,kidoyo,">4mm, bulk",CKY,2012-11-03T21:12:15Z,>4mm,18.8994,8.4459,35.4963,16.5969,31.4349,13.4226,12.5355,4.2087,4.1101,4.9097,9.0198,4.9767,0.1473,0.067,12.3882,0.2536,0.3397,1.8401,1.3734,2.5232,0.4557,0.8371,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;975.500,975.5,975.5,975.5,NULL,C0002F;980.500,980.5,980.5,980.5,C0002F-32SMW W,CKY000000000000981310,PP,NULL,30,moriyas,"1-4mm, bulk",CKY,2012-11-03T11:34:39Z,1-4mm,18.7561,8.4234,32.9894,14.2333,29.1997,12.4291,10.4436,3.9272,3.8352,3.9432,7.7784,4.0057,0.1375,0.0625,10.3061,0.2759,0.3811,1.8298,1.325,2.6136,0.4931,0.9726,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;975.500,975.5,975.5,975.5,NULL,C0002F;980.500,980.5,980.5,980.5,C0002F-32SMW W,CKY000000000000981410,PP,NULL,30,moriyas,">4mm, bulk",CKY,2012-11-03T11:34:39Z,>4mm,18.865,8.4922,40.6006,21.7356,34.7844,14.5857,15.9194,6.0272,5.8859,5.9976,11.8835,6.0935,0.211,0.0959,15.7084,0.2773,0.3837,1.8291,1.3219,2.6191,0.4953,0.9814,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;980.500,980.5,980.5,980.5,NULL,C0002F;985.500,985.5,985.5,985.5,C0002F-34SMW W,CKY000000000000985810,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-03T18:42:07Z,1-4mm,19.0918,8.6504,37.9382,18.8464,33.0771,13.9166,13.9853,5.0374,4.9193,5.1861,10.1054,5.2662,0.1763,0.0801,13.809,0.2673,0.3648,1.865,1.3665,2.6627,0.4868,0.9486,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;980.500,980.5,980.5,980.5,NULL,C0002F;985.500,985.5,985.5,985.5,C0002F-34SMW W,CKY000000000000985910,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-03T18:42:07Z,>4mm,18.2062,8.1985,34.8191,16.6129,31.0147,13.0396,12.8085,3.9424,3.85,4.7784,8.6284,4.8411,0.138,0.0627,12.6705,0.2373,0.3111,1.9254,1.4685,2.6516,0.4462,0.8057,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;985.500,985.5,985.5,985.5,NULL,C0002F;990.500,990.5,990.5,990.5,C0002F-35SMW W,CKY000000000000986710,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-03T19:31:52Z,>4mm,18.7,8.4494,36.5281,17.8281,31.8092,13.3943,13.1092,4.8901,4.7755,4.8671,9.6426,4.9449,0.1712,0.0778,12.938,0.2743,0.378,1.8489,1.3418,2.6583,0.4953,0.9812,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;985.500,985.5,985.5,985.5,NULL,C0002F;990.500,990.5,990.5,990.5,C0002F-35SMW W,CKY000000000000986810,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-03T19:31:52Z,1-4mm,19.0607,8.6567,35.2764,16.2157,30.9096,12.9878,11.8489,4.5252,4.4191,4.2591,8.6782,4.3311,0.1584,0.072,11.6905,0.2791,0.3871,1.8686,1.3471,2.7448,0.5092,1.0376,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;990.500,990.5,990.5,990.5,NULL,C0002F;995.500,995.5,995.5,995.5,C0002F-36SMW W,CKY000000000000986910,PP,NULL,30,ohashia,"1-4mm, bulk",CKY,2012-11-03T20:10:31Z,1-4mm,18.2883,8.2784,37.9543,19.666,32.5689,13.6667,14.2806,5.5807,5.4499,5.2995,10.7494,5.3883,0.1953,0.0888,14.0853,0.2838,0.3962,1.8295,1.3103,2.6579,0.507,1.0284,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;990.500,990.5,990.5,990.5,NULL,C0002F;995.500,995.5,995.5,995.5,C0002F-36SMW W,CKY000000000000987210,PP,NULL,30,kidoyo,">4mm, bulk",CKY,2012-11-03T21:12:53Z,>4mm,18.8613,8.4469,38.0419,19.1806,33.0766,13.926,14.2153,5.1454,5.0248,5.3972,10.422,5.4791,0.1801,0.0819,14.0352,0.2683,0.3666,1.8404,1.3467,2.6005,0.4821,0.931,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;995.500,995.5,995.5,995.5,NULL,C0002F;1000.500,1000.5,1000.5,1000.5,C0002F-37SMW W,CKY000000000000988210,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-03T22:19:32Z,1-4mm,18.7101,8.378,38.0992,19.3891,33.2414,13.9267,14.5313,5.034,4.916,5.4686,10.3846,5.5487,0.1762,0.0801,14.3551,0.2596,0.3507,1.8671,1.3823,2.625,0.4734,0.899,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;995.500,995.5,995.5,995.5,NULL,C0002F;1000.500,1000.5,1000.5,1000.5,C0002F-37SMW W,CKY000000000000988310,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-03T22:19:32Z,>4mm,18.7687,8.3651,41.5324,22.7637,35.952,15.0048,17.1833,5.7828,5.6473,6.5477,12.195,6.6397,0.2024,0.092,16.9809,0.254,0.3405,1.8666,1.3924,2.5934,0.4631,0.8625,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1000.500,1000.5,1000.5,1000.5,NULL,C0002F;1005.500,1005.5,1005.5,1005.5,C0002F-40SMW W,CKY000000000000988510,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-03T22:43:07Z,1-4mm,18.7287,8.4515,40.0457,21.317,34.755,14.5504,16.0263,5.4826,5.3541,6.0117,11.3658,6.0989,0.1919,0.0872,15.8344,0.2572,0.3462,1.8755,1.3932,2.6339,0.4711,0.8906,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1000.500,1000.5,1000.5,1000.5,NULL,C0002F;1005.500,1005.5,1005.5,1005.5,C0002F-40SMW W,CKY000000000000988610,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-03T22:43:07Z,>4mm,18.6266,8.3957,43.3278,24.7012,36.5627,15.2512,17.9361,7.0105,6.8462,6.744,13.5902,6.8555,0.2454,0.1115,17.6907,0.2838,0.3963,1.8176,1.3017,2.6232,0.5038,1.0152,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1005.500,1005.5,1005.5,1005.5,NULL,C0002F;1010.500,1010.5,1010.5,1010.5,C0002F-41SMW W,CKY000000000000989210,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-03T23:10:36Z,1-4mm,18.8382,8.4602,40.9916,22.1534,35.5831,14.8206,16.7449,5.6047,5.4733,6.2712,11.7445,6.3604,0.1962,0.0892,16.5487,0.253,0.3387,1.8863,1.4091,2.6388,0.466,0.8728,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1005.500,1005.5,1005.5,1005.5,NULL,C0002F;1010.500,1010.5,1010.5,1010.5,C0002F-41SMW W,CKY000000000000989310,PP,NULL,30,hatakedak,">4mm, bulk",CKY,2012-11-03T23:10:36Z,>4mm,18.8404,8.5009,44.4736,25.6332,37.5502,15.6052,18.7098,7.1745,7.0063,6.9902,13.9965,7.1043,0.2511,0.1141,18.4587,0.2799,0.3887,1.8314,1.3188,2.6407,0.5006,1.0023,kidoyo,2012-11-19T15:40:09Z
NULL,C0002F;1010.500,1010.5,1010.5,1010.5,NULL,C0002F;1015.500,1015.5,1015.5,1015.5,C0002F-42SMW W,CKY000000000000989510,PP,NULL,30,hatakedak,"1-4mm, bulk",CKY,2012-11-04T00:14:11Z,1-4mm,18.8652,8.4463,38.5423,19.6771,33.7261,14.1121,14.8609,4.9909,4.8739,5.5864,10.4603,5.6658,0.1747,0.0794,14.6862,0.2536,0.3398,1.8811,1.404,2.6289,0.4659,0.8725,kidoyo,2012-11-19T15:40:09Z
