Exp,Site,Hole,Latitude,Longitude,Water depth (m),Penetration DSF (m),Cored interval (m),Recovered length (m),Recovery (%),Drilled interval (m),Drilled interval (no.),Total cores (no.),APC cores (no.),HLAPC cores (no.),XCB cores (no.),RCB cores (no.),Other cores (no.),Date started (UTC),Date finished (UTC),Time on hole (days),Comments,
317,U1351,A,44 53.0307 S,171 50.4037 E,126.82,28,28,27.33,98,NULL,0,6,6,0,0,0,0,11/18/2009 9:30,11/18/2009 23:30,0.58,,
317,U1351,B,44 53.0422 S,171 50.4065 E,126.22,1030.6,1030.6,304.52,30,NULL,0,116,19,0,97,0,0,11/18/2009 23:30,11/25/2009 18:00,6.77,,
317,U1351,C,44 53.0572 S,171 50.4057 E,126.22,967.3,967.3,0,0,NULL,0,1,0,0,0,0,1,11/25/2009 18:00,11/30/2009 2:00,4.33,Dedicated Logging Hole - No coring.,
317,U1352,A,44 56.2440 S,172 01.3615 E,348.32,42.2,42.2,43.92,104,NULL,0,5,5,0,0,0,0,11/30/2009 5:00,11/30/2009 15:30,0.44,,
317,U1352,B,44 56.2558 S,172 01.3630 E,348.12,830.9,830.9,613.87,74,NULL,0,94,36,0,58,0,0,11/30/2009 15:30,12/5/2009 16:15,5.03,,
317,U1352,C,44 56.2662 S,172 01.3630 E,348.12,1927.5,1927.5,656.5,34,NULL,0,148,0,0,0,146,2,12/5/2009 16:15,12/20/2009 22:00,15.24,,
317,U1352,D,44 56.2326 S,172 01.3611 E,338.92,127,127,130.84,103,NULL,0,14,14,0,0,0,0,12/20/2009 22:00,12/21/2009 21:00,0.96,,
317,U1353,A,44 46.1079 S,171 40.4368 E,89.32,56,56,56.38,101,NULL,0,8,8,0,0,0,0,12/21/2009 23:15,12/22/2009 11:15,0.5,,
317,U1353,B,44 46.1203 S,171 40.4407 E,89.82,614.3,614.3,211.48,34,NULL,0,98,51,0,47,0,0,12/22/2009 11:15,12/26/2009 20:45,4.4,,
317,U1353,C,44 46.0982 S,171 40.4380 E,89.82,529,529,0,0,NULL,0,1,0,0,0,0,1,12/26/2009 20:45,12/28/2009 21:00,2.01,Dedicated Logging Hole,
317,U1354,A,44 50.8281 S,171 47.2096 E,115.12,85.4,85.4,84.43,99,NULL,0,19,18,0,0,0,1,12/28/2009 23:45,12/29/2009 23:00,0.97,,
317,U1354,B,44 50.8367 S,171 47.2069 E,118.72,77.2,77.2,77.52,100,NULL,0,15,15,0,0,0,0,12/29/2009 23:00,12/30/2009 12:45,0.57,,
317,U1354,C,44 50.8487 S,171 47.2080 E,118.72,384.2,384.2,133.37,35,NULL,0,36,2,0,33,0,1,12/30/2009 12:45,1/2/2010 12:00,2.97,,
318,U1355,A,63 50.4704 S,138 49.4270 E,3733.52,31.7,31.7,14.95,47,NULL,0,4,0,0,0,4,0,1/19/2010 10:45,1/22/2010 6:00,2.8,11 m offset to mbrf (3740.0 mbrf),
318,U1356,A,63 18.6138 S,135 59.9376 E,3996.62,1006.4,1006.4,350.13,35,NULL,0,106,0,0,0,106,0,1/22/2010 14:45,2/2/2010 6:15,10.65,11.1 m offset to mbrf. 4003 mbrf,
318,U1357,A,66 24.7991 S,140 25.5008 E,1019.42,186.6,186.6,183.885,99,NULL,0,21,20,0,1,0,0,2/3/2010 6:15,2/3/2010 11:20,0.21,11 m offset to rig floor; 1025.9 mbrf,
318,U1357,B,66 24.7990 S,140 25.5705 E,1021.52,170.7,170.7,172.44,101,NULL,0,19,19,0,0,0,0,2/4/2010 13:45,2/5/2010 3:40,0.58,"11 m offset to rig floor, 1025.9 mbrf",
318,U1357,C,66 24.8013 S,140 25.4651 E,1020.52,103.8,103.8,110.71,107,NULL,0,11,11,0,0,0,0,2/5/2010 6:45,2/5/2010 13:58,0.3,,
318,U1358,A,66 05.4239 S,143 18.7707 E,503.52,2,2,1.1,55,NULL,0,1,0,0,0,1,0,2/6/2010 17:30,2/7/2010 0:15,0.28,,
318,U1358,B,66 05.4244 S,143 18.7666 E,503.52,35.6,35.6,8,22,NULL,0,4,0,0,0,4,0,2/7/2010 2:50,2/7/2010 15:30,0.53,ADDED BY HORNBACHER,
318,U1359,A,64 54.2377 S,143 57.6825 E,3014.52,193.5,193.5,154.085,80,NULL,0,22,17,0,5,0,0,2/8/2010 7:00,2/9/2010 17:00,1.42,11.1 m offset. 3020.9 mbrf,
318,U1359,B,64 54.2431 S,143 57.6553 E,3012.42,252,252,198.93,79,NULL,0,28,23,0,5,0,0,2/9/2010 18:15,2/10/2010 22:40,1.18,11.1 m offset. 3018.8 mbrf,
318,U1359,C,64 54.2477 S,143 57.6248 E,3015.92,168.7,168.7,150.755,89,NULL,0,18,18,0,0,0,0,2/10/2010 23:40,2/12/2010 0:15,1.02,11.1 m offset. 3022.3 mbrf,
318,U1359,D,64 54.2596 S,143 57.5624 E,3016.62,450,450,269.435,60,NULL,0,47,0,0,0,47,1,2/19/2010 22:15,2/24/2010 22:45,5.02,11.1 m offset. 3023.0 mbrf,
318,U1360,A,66 22.0395 S,142 44.7050 E,499.52,70.8,70.8,7.03,10,NULL,0,7,0,0,0,7,0,2/12/2010 23:15,2/14/2010 6:15,1.29,11 m offset to rig floor.,
318,U1361,A,64 24.5728 S,143 53.1992 E,3459.22,388,388,338.855,87,NULL,0,41,16,0,25,0,0,2/25/2010 19:45,3/2/2010 6:05,4.43,11.2 m offset. 3465.5 mbrf,
318,U1361,B,64 24.5454 S,143 53.1966 E,3460.52,12.1,12.1,12.04,100,NULL,0,2,2,0,0,0,0,3/2/2010 8:40,3/3/2010 0:30,0.66,11.2 m offset 3466.9 mbrf,
320,U1331,A,12 04.0884 N,142 09.6961 W,5120.92,190.6,190.6,155.11,81,NULL,0,22,15,0,7,0,0,3/14/2009 23:30,3/18/2009 8:20,3.37,Subtract 11.1 m from mbrf for mbsl,
320,U1331,B,12 04.0877 N,142 09.7085 W,5121.02,188.5,188.5,175.74,93,NULL,0,22,18,0,2,0,2,3/18/2009 8:20,3/19/2009 22:20,1.58,Spud 2130 UTC 18 Mar 09,
320,U1331,C,12 04.0892 N,142 09.7201 W,5121.62,189,189,191.54,101,NULL,0,17,12,0,0,0,5,3/19/2009 22:20,3/22/2009 5:00,2.28,,
320,U1332,A,11 54.7095 N,141 02.7428 W,4917.62,152.4,152.4,145.61,96,NULL,0,18,14,0,4,0,0,3/22/2009 14:45,3/26/2009 8:00,3.72,11.2 m from mbrf = mbsl,
320,U1332,B,11 54.7209 N,141 02.7427 W,4930.62,148.6,148.6,140.28,94,NULL,0,18,13,0,5,0,0,3/26/2009 8:00,3/27/2009 22:30,1.6,11.2 m from mbrf = mbsl,
320,U1332,C,11 54.7366 N,141 02.7422 W,5121.72,155.5,155.5,148.06,95,NULL,0,18,13,0,5,0,0,3/27/2009 22:30,3/29/2009 19:30,1.88,,
320,U1333,A,10 30.9953 N,138 25.1728 W,4858.82,184.1,184.1,176.25,96,NULL,0,22,10,0,12,0,0,3/30/2009 14:00,4/1/2009 11:55,1.91,Spud 12:25,
320,U1333,B,10 30.9960 N,138 25.1597 W,4855.62,180.3,180.3,177.96,99,NULL,0,20,18,0,2,0,0,4/1/2009 11:55,4/2/2009 18:45,1.28,Spud @ 13.05 HR,
320,U1333,C,10 30.9958 N,138 25.1459 W,4858.92,177,177,177.04,100,NULL,0,24,21,0,3,0,0,4/2/2009 18:45,4/4/2009 18:15,1.98,Spud @ 06:00 HR,
320,U1334,A,07 59.9980 N,131 58.3937 W,4793.22,285.5,285.5,288.83,101,NULL,0,32,22,0,10,0,0,4/6/2009 12:15,4/8/2009 21:50,2.4,,
320,U1334,B,07 59.9979 N,131 58.4071 W,4793.22,281.7,281.7,294.59,105,NULL,0,31,22,0,9,0,0,4/8/2009 21:50,4/10/2009 18:40,1.87,Spud @ 08:30,
320,U1334,C,07 59.9979 N,131 58.4219 W,4794.92,280.7,280.7,285.78,102,NULL,0,33,22,0,11,0,0,4/10/2009 18:40,4/13/2009 22:00,3.14,Spud @ 5:20 GMT,
320,U1335,A,05 18.7341 N,126 16.9949 W,4333.02,421.1,421.1,422.08,100,NULL,0,45,36,0,9,0,0,4/15/2009 16:30,4/18/2009 17:25,3.04,,
320,U1335,B,05 18.7362 N,126 17.0088 W,4333.62,417.5,417.5,427.51,102,NULL,0,46,41,0,5,0,0,4/18/2009 17:25,4/21/2009 21:45,3.18,Spud @ 4:55 GMT,
320,U1336,A,07 42.0735 N,128 15.2526 W,4291.02,302.9,302.9,259.12,86,NULL,0,35,21,0,14,0,0,4/22/2009 15:45,4/25/2009 4:00,2.51,Spud @ 10:35,
320,U1336,B,07 42.0599 N,128 15.2530 W,4292.22,173.9,173.9,179.59,103,NULL,0,20,20,0,0,0,0,4/25/2009 4:00,4/26/2009 13:15,1.39,,
320T,U1330,A,03 36.3350 N,156 37.4460 E,NULL,19.1,19.1,16.09,84,NULL,0,2,0,0,0,2,1,2/15/2009 4:15,2/19/2009 9:45,4.23,Water Depth (sea level to sea floor),
320T,U1330,B,03 36.3210 N,156 37.4460 E,NULL,92.2,92.2,87.18,95,NULL,0,10,10,0,0,0,0,2/19/2009 9:45,2/20/2009 16:45,1.29,Water Depth (sea level to sea floor),
321,U1337,A,03 50.0065 N,123 12.3558 W,4465.62,449.8,449.8,420.11,93,NULL,0,48,21,0,27,0,0,5/19/2009 11:45,5/25/2009 9:30,5.91,,
321,U1337,B,03 50.0067 N,123 12.3621 W,4466.12,250.6,250.6,242.65,97,NULL,0,28,27,0,1,0,0,5/25/2009 9:30,5/27/2009 22:45,2.55,,
321,U1337,C,03 50.0067 N,123 12.3755 W,4472.22,282.3,282.3,273.72,97,NULL,0,32,8,0,24,0,1,5/27/2009 22:45,5/30/2009 14:00,2.64,,
321,U1337,D,03 50.0067 N,123 12.3858 W,4470.12,442.9,442.9,431.97,98,NULL,0,49,29,0,20,0,0,5/30/2009 14:00,6/2/2009 16:30,3.1,,
321,U1338,A,02 30.4685 N,117 58.1623 W,4204.52,410,410,345.96,84,NULL,0,44,26,0,18,0,0,6/3/2009 23:15,6/6/2009 19:00,2.82,,
321,U1338,B,02 30.4692 N,117 58.1736 W,4203.72,413.6,413.6,417.93,101,NULL,0,45,42,0,3,0,0,6/6/2009 19:00,6/11/2009 17:00,4.92,,
321,U1338,C,02 30.4687 N,117 58.1842 W,4206.52,414.4,414.4,432.82,104,NULL,0,47,47,0,0,0,0,6/11/2009 17:00,6/14/2009 20:15,3.14,,
321,U1338,D,02 30.4689 N,117 58.1948 W,4206.42,23.9,23.9,24.79,104,NULL,0,3,3,0,0,0,0,6/14/2009 20:15,6/15/2009 10:30,0.59,,
323,U1339,A,54 40.2001 N,169 58.9017 W,1871.82,33.4,33.4,34.87,104,NULL,0,4,4,0,0,0,0,7/17/2009 16:03,7/18/2009 14:30,0.94,Shot core 1H -.6m below mean tide,
323,U1339,B,54 40.2103 N,169 58.9106 W,1872.72,196,196,204.45,104,NULL,0,22,22,0,0,0,0,7/18/2009 14:30,7/19/2009 20:10,1.24,Shot core 1H +.7m above mean tide,
323,U1339,C,54 40.2063 N,169 58.8852 W,1872.72,194.8,194.8,199.4,102,NULL,0,21,21,0,0,0,0,7/19/2009 20:10,7/20/2009 16:10,0.83,Shot core 1H +.7m above mean tide,
323,U1339,D,54 40.1891 N,169 58.8909 W,1873.22,200,200,206.03,103,NULL,0,22,22,0,0,0,0,7/20/2009 16:10,7/22/2009 7:45,1.65,Shot core 1H +.3m above mean tide,
323,U1340,A,53 24.0008 N,179 31.2973 W,1299.82,604.5,604.5,535.89,89,NULL,0,71,46,0,24,0,1,7/23/2009 23:15,7/26/2009 21:03,2.91,,
323,U1340,B,53 24.0002 N,179 30.9815 W,1302.42,53.9,53.9,55.53,103,NULL,0,6,6,0,0,0,0,7/26/2009 21:03,7/27/2009 4:00,0.29,,
323,U1340,C,53 23.8113 N,179 31.2975 W,1298.62,28.5,28.5,30,105,NULL,0,3,3,0,0,0,0,7/27/2009 4:00,7/27/2009 8:35,0.19,,
323,U1340,D,53 23.8004 N,179 31.2974 W,1298.62,26.3,26.3,27.23,104,NULL,0,3,3,0,0,0,0,7/27/2009 8:35,7/27/2009 15:34,0.29,,
323,U1341,A,54 02.0025 N,179 00.4999 E,2144.82,359.2,359.2,373.23,104,NULL,0,41,41,0,0,0,0,7/27/2009 21:54,7/29/2009 21:50,2,,
323,U1341,B,54 01.9984 N,179 00.5171 E,2144.82,600,600,594.54,99,NULL,0,71,56,0,15,0,0,7/29/2009 21:50,8/2/2009 15:55,3.75,,
323,U1341,C,54 02.0010 N,179 00.5390 E,2144.82,230,230,242.06,105,NULL,0,27,26,0,0,0,1,8/2/2009 15:55,8/4/2009 0:24,1.35,,
323,U1342,A,54 49.6987 N,176 55.0027 E,823.62,53.3,53.3,57.39,108,NULL,0,9,7,0,1,0,1,8/4/2009 8:30,8/4/2009 22:20,0.58,,
323,U1342,B,54 49.7004 N,176 55.0232 E,824.42,43.3,43.3,44.83,104,NULL,0,5,5,0,0,0,0,8/4/2009 22:20,8/5/2009 1:50,0.15,,
323,U1342,C,54 49.7017 N,176 55.0411 E,824.32,45.4,45.4,47.06,104,NULL,0,6,6,0,0,0,0,8/5/2013 1:50,8/5/2013 8:00,0.26,,
323,U1342,D,54 49.7018 N,176 55.0581 E,823.72,131.2,131.2,79.49,61,NULL,0,19,5,0,13,0,1,8/5/2009 8:00,8/6/2009 17:15,1.39,,
323,U1343,A,57 33.3993 N,175 48.9659 W,1956.42,201.5,201.5,204.03,101,NULL,0,22,22,0,0,0,0,8/7/2009 20:08,8/8/2009 21:00,1.04,,
323,U1343,B,57 33.4156 N,175 48.9951 W,1956.42,35.5,35.5,34.56,97,NULL,0,4,4,0,0,0,0,8/8/2009 21:00,8/9/2009 1:15,0.18,,
323,U1343,C,57 33.3982 N,175 49.0275 W,1958.22,234.2,234.2,231.04,99,NULL,0,26,26,0,0,0,0,8/9/2009 1:15,8/10/2009 0:10,0.95,,
323,U1343,D,57 33.3817 N,175 48.9971 W,1959.72,8.5,8.5,8.53,100,NULL,0,1,1,0,0,0,0,8/10/2009 0:10,8/10/2009 1:35,0.06,,
323,U1343,E,57 33.3814 N,175 48.9974 W,1961.52,744.3,744.3,700.27,94,NULL,0,83,44,0,38,0,1,8/10/2009 1:35,8/14/2009 12:24,4.45,,
323,U1344,A,59 03.0005 N,179 12.2011 W,3177.52,745,745,648.1,87,NULL,0,79,27,0,52,0,0,8/15/2009 1:54,8/20/2009 11:35,5.4,,
323,U1344,B,59 03.0112 N,179 12.2051 W,3178.92,4.8,4.8,4.8,100,NULL,0,1,1,0,0,0,0,8/20/2009 11:35,8/20/2009 13:35,0.08,,
323,U1344,C,59 03.0116 N,179 12.2052 W,3178.62,35.6,35.6,33.51,94,NULL,0,4,4,0,0,0,0,8/20/2009 13:35,8/20/2009 18:50,0.22,,
323,U1344,D,59 03.0224 N,179 12.2030 W,3180.02,286.5,286.5,286.1,100,NULL,0,32,32,0,0,0,0,8/20/2009 18:50,8/22/2009 6:20,1.48,,
323,U1344,E,59 03.0339 N,179 12.2029 W,3179.92,202.8,202.8,202.68,100,NULL,0,23,22,0,0,0,1,8/22/2009 6:20,8/23/2009 13:36,1.3,,
323,U1345,A,60 09.1917 N,179 28.2036 W,1013.22,146.9,146.9,148.49,101,NULL,0,16,16,0,0,0,0,8/23/2009 20:06,8/24/2009 12:55,0.7,,
323,U1345,B,60 09.2003 N,179 28.2127 W,1013.47,36.7,36.7,38.24,104,NULL,0,4,4,0,0,0,0,8/24/2009 12:55,8/24/2009 16:50,0.16,,
323,U1345,C,60 09.2097 N,179 28.2229 W,1014.72,148.5,148.5,152.85,103,NULL,0,16,16,0,0,0,0,8/24/2009 16:50,8/25/2009 1:50,0.38,,
323,U1345,D,60 09.2175 N,179 28.2283 W,1014.22,150,150,154.62,103,NULL,0,16,16,0,0,0,0,8/25/2009 1:50,8/25/2009 10:50,0.38,,
323,U1345,E,60 09.2264 N,179 28.2407 W,1013.02,150,150,154.15,103,NULL,0,16,16,0,0,0,0,8/25/2009 10:50,8/26/2009 0:54,0.59,,
324,U1346,A,38 00.4001 N,162 38.7096 E,3623.52,91.3,91.3,25.77,28,NULL,0,15,0,0,0,15,1,9/15/2009 9:30,9/20/2009 18:00,5.35,"SRNH-2, 3627.4 mbrf",
324,U1347,A,32 30.4760 N,159 14.0790 E,3454.32,246.5,246.5,116.01,47,NULL,0,28,0,0,0,28,1,9/22/2009 17:30,10/3/2009 4:00,10.44,"SRSH-3B, 3461.0 mbrf",
324,U1348,A,34 24.9396 N,159 22.9074 E,3268.42,239.9,239.9,80.91,34,NULL,0,25,0,0,0,25,1,10/3/2009 15:15,10/8/2009 8:45,4.73,3275.0 mbrf ,
324,U1349,A,36 06.9440 N,158 27.5260 E,3131.52,134.4,134.4,65.875,49,NULL,0,15,0,0,0,15,1,10/8/2009 12:45,10/13/2009 19:30,5.28,"3138.0 mbrf, SRCH-5",
324,U1350,A,36 04.4920 N,159 17.0650 E,4060.62,211.2,211.2,75.205,36,NULL,0,25,0,0,0,25,1,10/14/2009 1:15,10/21/2009 12:45,7.48,SRCH-4; Offset to mbrf +11.1 m,
327,U1362,A,47 45.6628 N,127 45.6720 W,2665.42,528,150,44.41,30,378,6,20,0,0,0,20,0,7/11/2010 11:30,8/17/2010 10:45,36.97,,
327,U1362,B,47 45.4997 N,127 45.7312 W,2665.42,359,NULL,NULL,0,359,6,0,0,0,0,0,0,7/10/2010 8:15,7/29/2010 19:00,19.45,,
327,U1363,A,47 17.3555 N,128 02.1107 W,2682.92,58,NULL,NULL,0,58,1,0,0,0,0,0,0,8/29/2010 16:15,8/31/2010 3:30,1.47,Established basement at 58 mbsf,
327,U1363,B,47 17.3518 N,128 02.1060 W,2682.92,61,61,49.74,82,NULL,0,10,6,0,4,0,0,8/31/2010 3:30,8/31/2010 21:45,0.76,,
327,U1363,C,47 17.5759 N,128 01.7641 W,2682.92,202.4,32.4,7,22,170,1,4,0,0,4,0,0,8/31/2010 21:45,9/2/2010 1:00,1.14,,
327,U1363,D,47 17.5724 N,128 01.7599 W,2682.92,231.8,33.8,15.03,44,198,1,5,0,0,5,0,0,9/2/2010 1:00,9/3/2010 7:00,1.25,,
327,U1363,E,47 17.3310 N,128 02.1447 W,2682.92,37,NULL,NULL,0,37,1,0,0,0,0,0,0,9/3/2010 7:00,9/3/2010 11:30,0.19,,
327,U1363,F,47 17.3261 N,128 02.1374 W,2682.92,35,35,31.18,89,NULL,0,4,4,0,0,0,0,9/3/2010 11:30,9/3/2010 17:30,0.25,,
327,U1363,G,47 17.3118 N,128 02.1698 W,2681.92,24.9,24.9,22.92,92,NULL,0,3,3,0,0,0,0,9/3/2010 17:30,9/4/2010 10:15,0.7,,
328,U1364,A,48 41.9962 N,126 52.3291 W,NULL,336,NULL,NULL,0,336,1,0,0,0,0,0,0,9/10/2010 6:00,9/17/2010 14:00,7.33,Install ACORK in Hole U1364A,
329,U1365,A,23 51.0493 S,165 38.6624 W,5695.57,75.5,75.5,74.06,98,NULL,0,26,26,0,0,0,0,10/16/2010 0:30,10/19/2010 8:45,3.34,Wash hole to basement prior to coring Hole U1365A,
329,U1365,B,23 51.0388 S,165 38.6629 W,5694.66,75.6,54.6,55.79,102,21,1,8,8,0,0,0,0,10/19/2010 8:45,10/20/2010 6:45,0.92,,
329,U1365,C,23 51.0377 S,165 38.6502 W,5696.66,74.8,48.8,39.67,81,26,1,8,8,0,0,0,0,10/20/2010 6:45,10/21/2010 4:30,0.91,,
329,U1365,D,23 51.0359 S,165 38.6381 W,5694.13,19,19,18.89,99,NULL,0,2,2,0,0,0,0,10/21/2010 4:30,10/21/2010 20:30,0.67,,
329,U1365,E,23 51.0489 S,165 38.6420 W,5694.13,124.2,53.2,39.66,75,71,1,11,0,0,0,11,0,10/21/2010 20:30,10/27/2010 21:15,6.03,,
329,U1366,A,26 03.0945 S,156 53.6591 W,5135.04,17.8,NULL,NULL,0,17.8,1,0,0,0,0,0,0,10/29/2010 22:15,10/30/2010 8:45,0.44,Wash down hole.,
329,U1366,B,26 03.0950 S,156 53.6714 W,5130.84,17.2,17.2,17.31,101,NULL,0,2,2,0,0,0,0,10/30/2010 8:45,10/30/2010 13:00,0.18,Shoot depth 5140 mbrf,
329,U1366,C,26 03.0845 S,156 53.6700 W,5129.54,25,25,25.42,102,NULL,0,3,3,0,0,0,0,10/30/2010 13:00,10/30/2010 17:15,0.18,Shoot depth 5137 mbrf,
329,U1366,D,26 03.0850 S,156 53.6652 W,5126.14,20.9,20.9,18.86,90,NULL,0,4,3,0,1,0,0,10/30/2010 17:15,10/30/2010 23:30,0.26,Shoot depth 5137 mbrf,
329,U1366,E,26 03.0843 S,156 53.6825 W,5127.83,4.7,4.7,4.71,100,NULL,0,1,1,0,0,0,0,10/30/2010 23:30,10/31/2010 0:15,0.03,Shoot depth 5134 mbrf,
329,U1366,F,26 03.0836 S,156 53.6937 W,5127.03,30.1,30.1,30.15,100,NULL,0,4,4,0,0,0,0,10/31/2010 0:15,10/31/2010 18:15,0.75,Shoot depth 5134 mbrf,
329,U1367,A,26 28.8972 S,137 56.3646 W,4290.94,21.2,NULL,NULL,0,21.2,1,0,0,0,0,0,0,11/3/2010 23:00,11/5/2010 8:15,1.39,,
329,U1367,B,26 28.8966 S,137 56.3777 W,4288.94,22.3,22.3,22.31,100,NULL,0,4,4,0,0,0,0,11/5/2010 8:15,11/5/2010 14:45,0.27,,
329,U1367,C,26 28.8860 S,137 56.3783 W,4288.24,26.7,26.7,27.01,101,NULL,0,4,4,0,0,0,0,11/5/2010 14:45,11/5/2010 20:00,0.22,,
329,U1367,D,26 28.8861 S,137 56.3659 W,4288.04,25.5,25.5,24.54,96,NULL,0,4,4,0,0,0,0,11/5/2010 20:00,11/6/2010 3:00,0.29,,
329,U1367,E,26 28.8856 S,137 56.3538 W,4287.64,24.4,24.4,23.15,95,NULL,0,3,3,0,0,0,0,11/6/2010 3:00,11/6/2010 14:00,0.46,,
329,U1367,F,26 28.8960 S,137 56.3538 W,4288.94,55.5,38.5,4.33,11,17,1,5,0,0,0,5,0,11/6/2010 14:00,11/9/2010 5:45,2.66,,
329,U1368,A,27 55.0017 S,123 09.6562 W,3739.98,13.6,NULL,NULL,0,13.6,1,0,0,0,0,0,0,11/12/2010 15:45,11/13/2010 2:00,0.43,,
329,U1368,B,27 55.0024 S,123 09.6679 W,3739.06,16,16,15.84,99,NULL,0,3,3,0,0,0,0,11/13/2010 2:00,11/13/2010 7:00,0.21,Shoot depth at 3746 mbrf,
329,U1368,C,27 54.9916 S,123 09.6681 W,3738.56,16.3,16.3,16.34,100,NULL,0,2,2,0,0,0,0,11/13/2010 7:00,11/13/2010 9:15,0.09,Shoot depth 3748 mbrf,
329,U1368,D,27 54.9920 S,123 09.6561 W,3739.06,15,15,15.04,100,NULL,0,2,2,0,0,0,0,11/13/2010 9:15,11/13/2010 11:30,0.09,Shoot depth 3748 mbrf,
329,U1368,E,27 54.9918 S,123 09.6442 W,3740.96,10.6,10.6,10.58,100,NULL,0,2,2,0,0,0,0,11/13/2010 11:30,11/13/2010 20:00,0.35,Shoot depth 3748 mbrf,
329,U1368,F,27 55.0021 S,123 09.6433 W,3740.96,115.1,115.1,31.74,28,NULL,0,14,0,0,0,14,0,11/13/2010 20:00,11/18/2010 12:30,4.69,,
329,U1369,A,39 18.6177 S,139 48.0383 W,5279.43,12.2,NULL,NULL,0,12.2,1,0,0,0,0,0,0,11/22/2010 15:00,11/23/2010 1:30,0.44,,
329,U1369,B,39 18.6178 S,139 48.0522 W,5275.23,15.9,15.9,18.14,114,NULL,0,3,3,0,0,0,0,11/23/2010 1:30,11/23/2010 10:30,0.38,,
329,U1369,C,39 18.6070 S,139 48.0519 W,5276.93,14.6,14.6,16.1,110,NULL,0,3,3,0,0,0,0,11/23/2010 10:30,11/23/2010 15:30,0.21,,
329,U1369,D,39 18.6069 S,139 48.0378 W,5276.93,0.1,0.1,0.08,80,NULL,0,1,1,0,0,0,0,11/23/2010 15:30,11/23/2010 16:15,0.03,,
329,U1369,E,39 18.6070 S,139 48.0246 W,5277.73,15.5,15.5,15.49,100,NULL,0,3,3,0,0,0,0,11/23/2010 16:15,11/24/2010 7:30,0.64,,
329,U1370,A,41 51.1289 S,153 06.3799 W,5074.58,66.7,NULL,NULL,0,66.7,1,0,0,0,0,0,0,11/26/2010 16:00,11/27/2010 6:15,0.59,Offset from Hole U1370B,
329,U1370,B,41 51.1285 S,153 06.3953 W,5074.58,7.8,7.8,7.81,100,NULL,0,1,1,0,0,0,0,11/27/2010 6:15,11/27/2010 10:00,0.16,,
329,U1370,C,41 51.1171 S,153 06.3975 W,5074.58,7.8,NULL,NULL,0,7.8,1,0,0,0,0,0,0,11/27/2010 10:00,11/27/2010 20:00,0.42,,
329,U1370,D,41 51.1156 S,153 06.3812 W,5073.58,68.2,68.2,70.26,103,NULL,0,8,8,0,0,0,0,11/27/2010 20:00,11/28/2010 12:45,0.7,,
329,U1370,E,41 51.1158 S,153 06.3668 W,5074.16,65.6,65.6,70.2,107,NULL,0,9,9,0,0,0,0,11/28/2010 12:45,11/29/2010 9:00,0.84,,
329,U1370,F,41 51.1267 S,153 06.3674 W,5073.65,64.7,64.7,66.32,103,NULL,0,8,8,0,0,0,0,11/29/2010 9:00,11/30/2010 6:00,0.88,,
329,U1371,A,45 57.8492 S,163 11.0513 W,5305.2,123.5,NULL,NULL,0,123.5,1,0,0,0,0,0,0,12/2/2010 9:00,12/2/2010 23:45,0.61,Basement at 5438.5 mbrf,
329,U1371,B,45 57.8509 S,163 11.0673 W,5305.18,8.1,8.1,8.15,101,NULL,0,1,1,0,0,0,0,12/2/2010 23:45,12/3/2010 3:00,0.14,Water core from 5310 mbrf.,
329,U1371,C,45 57.8404 S,163 11.0684 W,5300.78,9.5,9.5,9.83,103,NULL,0,1,1,0,0,0,0,12/3/2010 3:00,12/3/2010 4:45,0.07,,
329,U1371,D,45 57.8394 S,163 11.0512 W,5299.88,126,126,126.87,101,NULL,0,14,14,0,0,0,0,12/3/2010 4:45,12/4/2010 13:30,1.36,,
329,U1371,E,45 57.8397 S,163 11.0365 W,5287.55,128.2,128.2,118.16,92,NULL,0,14,14,0,0,0,0,12/4/2010 13:30,12/5/2010 11:00,0.9,,
329,U1371,F,45 57.8502 S,163 11.0369 W,5285.64,130.6,130.6,118.44,91,NULL,0,14,14,0,0,0,0,12/5/2010 11:00,12/6/2010 7:00,0.83,,
329,U1371,G,45 57.8637 S,163 11.0360 W,5302.72,1.4,1.4,1.37,98,NULL,0,1,1,0,0,0,0,12/6/2010 7:00,12/6/2010 9:45,0.11,,
329,U1371,H,45 57.8648 S,163 11.0512 W,5298.92,6.2,6.2,6.19,100,NULL,0,1,1,0,0,0,0,12/6/2010 9:45,12/6/2010 23:30,0.57,Retired Bit CX186,
330,U1372,A,26 29.6017 S,174 43.7506 W,1957.57,232.9,232.9,139.73,60,NULL,0,38,0,0,0,38,0,12/21/2010 16:00,12/31/2010 3:00,9.46,"2nd bit SN407, 34.1. Sever BHA when stuck.",
330,U1373,A,28 33.8907 S,173 16.8499 W,1447.03,65.7,65.7,47.22,72,NULL,0,13,0,0,0,13,0,12/31/2010 17:30,1/5/2011 12:15,4.78,Offset to sea level is 11.0 m,
330,U1374,A,28 35.7513 S,173 22.8294 W,1559,522,522,457.89,88,NULL,0,73,0,0,0,73,0,1/5/2011 16:30,1/23/2011 19:45,18.14,Offset to sea level is 11.0 m,
330,U1375,A,33 41.9020 S,171 26.9395 W,1269.02,11.5,11.5,1.5,13,NULL,0,2,0,0,0,2,0,1/25/2011 3:30,1/25/2011 22:30,0.79,,
