Leg	Site	H	Age Model Type           	Depth (mbsf)	    Age (Ma)	Control Point Comment
124	 771	A	Initial Reports          	     103.200	    2.650000	N21
124	 771	A	Initial Reports          	     152.300	    6.250000	N17
124	 771	A	Initial Reports          	     156.050	    6.700000	NN11
124	 771	A	Initial Reports          	     169.600	    8.550000	NN10
124	 771	A	Initial Reports          	     174.600	    9.450000	NN9
124	 771	A	Initial Reports          	     175.700	   10.300000	N15
124	 771	A	Initial Reports          	     188.700	   10.400000	N14
124	 771	A	Initial Reports          	     194.050	   10.800000	NN8
124	 771	A	Initial Reports          	     194.500	   11.450000	N13
124	 771	A	Initial Reports          	     195.900	   11.800000	D. petterssoni
124	 771	A	Initial Reports          	     204.200	   12.200000	NN7
124	 771	A	Initial Reports          	     208.100	   12.700000	N12/N11
124	 771	A	Initial Reports          	     214.800	   13.950000	NN16
124	 771	A	Initial Reports          	     219.700	   14.550000	N10
124	 771	A	Initial Reports          	     223.400	   15.100000	N9
124	 771	A	Initial Reports          	     228.450	   15.900000	N8
124	 771	A	Initial Reports          	     232.200	   16.299999	C. costata
124	 771	A	Post Moratorium          	      21.300	    0.274000	FO E. huxleyi
124	 771	A	Post Moratorium          	     101.790	    3.510000	LO R. pseudoumbilica
124	 771	A	Post Moratorium          	     102.700	    4.000000	FO P. lacunosa
124	 771	A	Post Moratorium          	     144.880	    4.240000	LO A. tricorniculatus
124	 771	A	Post Moratorium          	     145.970	    4.440000	FO C. rugosus
124	 771	A	Post Moratorium          	     146.090	    5.260000	LO D. quinqueramus
124	 771	A	Post Moratorium          	     146.091	    5.800000	LO D. berggrenii
124	 771	A	Post Moratorium          	     164.450	    8.200000	FO D. quinqueramus
124	 771	A	Post Moratorium          	     164.951	    8.700000	LO D. bollii
124	 771	A	Post Moratorium          	     173.970	    8.850000	LO D. hamatus
124	 771	A	Post Moratorium          	     186.850	    9.000000	LO C. coaltus
124	 771	A	Post Moratorium          	     192.720	   10.000000	FO D. hamatus
124	 771	A	Post Moratorium          	     194.950	   10.800000	FO C. coalitus
124	 771	A	Post Moratorium          	     214.350	   11.200000	FO D. kugleri
124	 771	A	Post Moratorium          	     214.351	   11.300000	LO C. floridanus
124	 771	A	Post Moratorium          	     216.350	   13.170000	LO S. hetermorphus
125	 782	A	Initial Reports          	       9.800	    0.260000	FO Emiliania huxleyi
125	 782	A	Initial Reports          	      28.800	    0.400000	LO Pseudoemiliania lacunosa
125	 782	A	Initial Reports          	      33.200	    1.450000	LO Calcidiscus macintyrei
125	 782	A	Initial Reports          	      38.300	    1.660000	FO Geophyrocapsa oceanica
125	 782	A	Initial Reports          	      57.300	    1.980000	LO Discoaster brouweri
125	 782	A	Initial Reports          	      76.300	    2.400000	LO D. surculus
125	 782	A	Initial Reports          	     115.000	    3.400000	LO Reticulofenestra pseudoumbilica
125	 782	A	Initial Reports          	     124.600	    3.500000	FO P. lacunosa
125	 782	A	Initial Reports          	     134.400	    3.600000	LO Amaurolithus tricorniculatus
125	 782	A	Initial Reports          	     163.200	    5.600000	LO D. quinqueramus
125	 782	A	Initial Reports          	     221.000	    8.300000	LO D. neohamatus
125	 782	A	Initial Reports          	     251.100	   10.800000	LO D. kugleri
125	 782	A	Initial Reports          	     280.500	   13.000000	LO C. floridanus
125	 782	A	Initial Reports          	     313.100	   14.400000	LO Sphenolithus heteromorphus
125	 782	A	Initial Reports          	     332.100	   23.700001	LO D. bisectus
125	 782	A	Initial Reports          	     363.500	   30.100000	FO S. ciperoensis
125	 782	A	Initial Reports          	     387.600	   39.599998	LO C. grandis
125	 782	A	Initial Reports          	     389.800	   42.200001	LO D. bifax
125	 782	A	Post Moratorium          	     154.510	    5.500000	LO Discoaster quinqueramus
125	 782	A	Post Moratorium          	     154.520	    5.600000	LO Discoaster berggrenii
125	 782	A	Post Moratorium          	     182.850	    6.500000	FO  Amaurolithus primus
125	 782	A	Post Moratorium          	     231.370	    8.200000	FO Discoaster berggrenii
125	 782	A	Post Moratorium          	     242.720	    8.200000	FO Discoaster quinqueramus
125	 782	A	Post Moratorium          	     245.720	    9.000000	LO Catinaster coalitus/LO C. calyculus
125	 782	A	Post Moratorium          	     248.720	   10.000000	FO Catinaster calyculus
125	 782	A	Post Moratorium          	     251.090	   10.300000	FO Catinaster coalitus
125	 782	A	Post Moratorium          	     253.490	   10.500000	LO Discoaster kugleri
125	 782	A	Post Moratorium          	     278.800	   13.100000	FO Discoaster kugleri
125	 782	A	Post Moratorium          	     312.610	   14.400000	LO Sphenolithus heteromorphus
125	 782	A	Post Moratorium          	     329.700	   17.100000	FO Sphenolithus heteromorphus
125	 782	A	Post Moratorium          	     330.040	   23.700001	LO Reticulofenestra bisecta
125	 782	A	Post Moratorium          	     331.850	   25.200001	LO Sphenolithus ciperoensis
125	 782	A	Post Moratorium          	     342.210	   28.200001	LO Sphenolithus predistentus/LO S. distentus
125	 782	A	Post Moratorium          	     361.180	   30.200001	FO Sphenolithus ciperoensis
125	 782	A	Post Moratorium          	     362.250	   33.000000	LO Isthmolithus recurvus
125	 782	A	Post Moratorium          	     363.480	   34.200001	FO Sphenolithus distentus
125	 782	A	Post Moratorium          	     370.500	   35.099998	LO Coccolithus formosus
125	 782	A	Post Moratorium          	     375.150	   36.700001	LO Discoaster saipanensis/LO D. barbadiensis
125	 782	A	Post Moratorium          	     375.160	   37.000000	LO Reticulofenestra reticulata
125	 782	A	Post Moratorium          	     382.810	   37.799999	FO Isthmolithus recurvus
125	 782	A	Post Moratorium          	     383.800	   39.799999	FO Chiasmolithus oamaruensis
125	 782	A	Post Moratorium          	     385.130	   40.000000	LO Chiasmolithus grandis/ C. expansus
125	 782	A	Post Moratorium          	     389.800	   42.299999	LO Chiasmolithus solitus
125	 782	A	Post Moratorium          	     390.520	   46.000000	FO Reticulofenestra umbilica
125	 786	A	Initial Reports          	       0.200	    1.700000	FO G. oceanica
125	 786	A	Initial Reports          	       3.900	    2.400000	FO D. surculus
125	 786	A	Initial Reports          	       6.900	    2.600000	LO D. tamalis
125	 786	A	Initial Reports          	      24.500	    3.400000	LO Sphenolithus spp.
125	 786	A	Initial Reports          	      28.700	    3.600000	LO A. delicatus
125	 786	A	Initial Reports          	      31.800	    5.600000	LO D. quinqueramus
125	 786	A	Initial Reports          	      41.400	    6.500000	FO A. delicatus
125	 786	A	Initial Reports          	      47.600	    8.300000	FO D. quinqueramus
125	 786	A	Initial Reports          	      49.500	   10.000000	FO D. hamatus
125	 786	A	Initial Reports          	      57.100	   10.800000	LO D. kugleri
125	 786	A	Initial Reports          	      68.900	   14.400000	LO S. heteromorphus
125	 786	A	Initial Reports          	      85.100	   23.700001	LO D. bisectus
125	 786	A	Initial Reports          	      92.300	   30.100000	FO S. ciperoensis
125	 786	A	Initial Reports          	      94.800	   34.099998	FO S. distentus
125	 786	A	Initial Reports          	      95.700	   35.099998	LO E. formosa
125	 786	A	Initial Reports          	      97.700	   37.799999	FO I. recurvus
125	 786	A	Initial Reports          	     102.900	   39.599998	LO C. grandis
125	 786	A	Initial Reports          	     105.700	   42.200001	FO S. predistentus
125	 786	A	Initial Reports          	     107.500	   42.799999	FO D. saipanensis
126	 787	B	Initial Reports          	      18.490	    3.500000	LO R. pseudoumbilica
126	 787	B	Initial Reports          	      35.600	    4.600000	FO C. rugosus
126	 787	B	Initial Reports          	      35.610	    8.550000	Zone CN8
126	 787	B	Initial Reports          	      36.200	   23.700001	LO R. bisecta
126	 787	B	Initial Reports          	      54.950	   24.209999	base of 3rd normal in Anomaly 6c
126	 787	B	Initial Reports          	     126.600	   27.010000	top of 2nd normal in Anomaly 8
126	 787	B	Initial Reports          	     170.920	   27.740000	base of 2nd normal in Anomaly 8
126	 787	B	Initial Reports          	     230.040	   28.150000	top of 1st normal in Anomaly 9
126	 787	B	Initial Reports          	     251.700	   28.200001	LO of S. distentus
126	 787	B	Initial Reports          	     290.850	   28.740000	base of 1st normal in anomaly 9
126	 788	C	Initial Reports          	     253.620	    3.880000	Gilbert R to N
126	 788	D	Initial Reports          	     257.820	    3.970000	Gilbert N to R
126	 788	D	Initial Reports          	     262.250	    4.100000	Gilbert R to N
126	 788	D	Initial Reports          	     301.750	    4.240000	Gilbert N to R
126	 788	D	Initial Reports          	     315.850	    4.400000	Gilbert R to N
126	 788	D	Initial Reports          	     320.960	    4.470000	Gilbert N to R
126	 788	D	Initial Reports          	     325.820	    4.570000	Gilbert R to N
126	 788	D	Initial Reports          	     364.280	    4.770000	Gilbert N to R
126	 790	C	Initial Reports          	     103.500	    0.108000	Blake Magnetochron
126	 790	C	Initial Reports          	     187.750	    0.275000	FO E. huxleyi
126	 790	C	Initial Reports          	     215.050	    0.410000	LO A. angelinum
126	 790	C	Initial Reports          	     219.100	    0.460000	LO P. lacunosa
126	 790	C	Initial Reports          	     243.500	    0.730000	Bruhnes/Matuyama magnetochron boundary
126	 790	C	Initial Reports          	     250.900	    0.830000	Reticulofenestra sp. A
126	 790	C	Initial Reports          	     256.800	    0.910000	top of Jaramillo magnetochron
126	 790	C	Initial Reports          	     262.950	    0.980000	bottom of Jaramillo magnetochron
126	 790	C	Post Moratorium          	     133.400	    0.085000	OA E. huxleyi
126	 790	C	Post Moratorium          	     182.900	    0.275000	FO E. huxleyi
126	 790	C	Post Moratorium          	     187.900	    0.300000	LO Druppatractus acquilonius
126	 790	C	Post Moratorium          	     209.100	    0.410000	LO Axoprunum angelinum
126	 790	C	Post Moratorium          	     218.400	    0.460000	LO Pseudoemiliania lacunosa
126	 790	C	Post Moratorium          	     243.500	    0.730000	Bruhnes/Matuyama boundary
126	 790	C	Post Moratorium          	     251.900	    0.830000	LO R. asanoi
126	 790	C	Post Moratorium          	     256.800	    0.910000	top of Jaramillo
126	 790	C	Post Moratorium          	     263.000	    0.980000	bottom of Jaramillo
126	 791	B	Initial Reports          	     517.950	    0.275000	FO E. huxleyi
126	 791	B	Initial Reports          	     611.100	    0.410000	LO A. angelinum
126	 791	B	Initial Reports          	     659.250	    0.460000	LO P. lacunosa
126	 791	B	Initial Reports          	     750.000	    0.730000	Bruhnes/Matuyama magnetochron boundary
126	 791	B	Initial Reports          	     778.000	    0.830000	Reticulofenestra sp. A
126	 791	B	Initial Reports          	     800.050	    0.910000	top of Jaramillo magnetochron
126	 791	B	Initial Reports          	     824.200	    0.980000	bottom of Jaramillo magnetochron
126	 791	B	Post Moratorium          	     279.800	    0.085000	OA E. huxleyi
126	 791	B	Post Moratorium          	     494.000	    0.275000	FO E. huxleyi
126	 791	B	Post Moratorium          	     535.300	    0.300000	LO D. acquilonius
126	 791	B	Post Moratorium          	     613.000	    0.410000	LO A. angelinum
126	 791	B	Post Moratorium          	     659.200	    0.460000	LO P. lacunosa
126	 791	B	Post Moratorium          	     750.000	    0.730000	Bruhnes/Matuyama boundary
126	 791	B	Post Moratorium          	     778.600	    0.830000	LO R. asanoi
126	 791	B	Post Moratorium          	     800.000	    0.910000	top of Jaramillo
126	 791	B	Post Moratorium          	     824.600	    0.980000	 
126	 792	A	Initial Reports          	      21.980	    0.275000	FO E. huxleyi
126	 792	A	Initial Reports          	      34.800	    0.460000	LO P. lacunosa
126	 792	A	Initial Reports          	      58.950	    0.730000	Bruhnes/Matuyama magnetochron boundary
126	 792	A	Initial Reports          	      75.440	    0.830000	LO R. sp. A acme
126	 792	A	Initial Reports          	      82.600	    0.910000	top of Jaramillo magnetochron
126	 792	A	Initial Reports          	      89.000	    0.980000	base of Jarmillo magnetochron
126	 792	B	Initial Reports          	      31.940	    0.275000	FO E. huxleyi
126	 792	B	Initial Reports          	      60.300	    0.730000	Bruhnes/Matuyama magnetochron boundary
126	 792	B	Initial Reports          	      81.230	    0.830000	LO R. sp. A acme
126	 792	B	Initial Reports          	      81.500	    0.910000	top of Jaramillo magnetochron
126	 792	B	Initial Reports          	      98.280	    1.890000	LO D. brouweri
126	 792	B	Initial Reports          	     105.100	    2.350000	LO D. pentaradiatus
126	 792	B	Initial Reports          	     112.880	    2.410000	LO D. surculus
126	 792	B	Initial Reports          	     125.800	    2.470000	top of magnetic Anomaly 2A
126	 792	B	Initial Reports          	     141.720	    2.650000	LO D. tamalis
126	 792	B	Post Moratorium          	       7.900	    0.085000	OA E. huxleyi
126	 792	B	Post Moratorium          	      27.700	    0.275000	FO E. huxleyi
126	 792	B	Post Moratorium          	      34.800	    0.460000	LO P. lacunosa
126	 792	B	Post Moratorium          	      58.900	    0.730000	Bruhnes/Matuyama
126	 792	B	Post Moratorium          	      72.800	    0.830000	LO R. asanoi
126	 792	B	Post Moratorium          	      82.600	    0.910000	top of Jaramillo
126	 792	B	Post Moratorium          	      89.100	    0.980000	 
126	 792	C	Initial Reports          	     141.900	    2.650000	LO D. tamalis
126	 792	D	Initial Reports          	     141.220	    2.650000	LO D.tamalis
126	 792	E	Initial Reports          	     183.300	    3.400000	base of magnetic Anomaly 2A
126	 792	E	Initial Reports          	     183.700	    3.560000	LO R. pseudoumbilica
126	 792	E	Initial Reports          	     189.250	    3.700000	FO P. lacunosa
126	 792	E	Initial Reports          	     189.260	    5.300000	LO D. quinqueramus
126	 792	E	Initial Reports          	     207.900	    6.370000	top of normal between magnetic anomalies 3A & 4
126	 792	E	Initial Reports          	     217.900	    6.700000	top or magnetic Anomaly 4
126	 792	E	Initial Reports          	     218.600	    6.780000	base of 1st normal in magnetic Anomaly 4
126	 792	E	Initial Reports          	     252.400	    7.280000	base of 2nd normal in magnetic anomaly 4
126	 792	E	Initial Reports          	     274.100	    8.200000	FO D. berggrenii
126	 792	E	Initial Reports          	     274.200	    8.900000	LO D. hamatus
126	 792	E	Initial Reports          	     274.300	    8.920000	top of magnetic Anomaly 5
126	 792	E	Initial Reports          	     280.820	   10.000000	FO C/ calyculus
126	 792	E	Initial Reports          	     294.700	   10.800000	FO C. coalitus
126	 792	E	Initial Reports          	     329.280	   11.500000	FO D. kugleri
126	 792	E	Initial Reports          	     336.710	   11.890000	top of 2nd normal in magnetic Anomaly 5A
126	 792	E	Initial Reports          	     357.800	   13.200000	LO S. heteromorphus
126	 792	E	Initial Reports          	     357.900	   18.600000	LO S. belemnos
126	 792	E	Initial Reports          	     366.940	   20.500000	FO S. belemnos
126	 792	E	Initial Reports          	     406.100	   23.200001	FO D. druggii
126	 792	E	Initial Reports          	     406.200	   23.700001	LO R. bisecta
126	 792	E	Initial Reports          	     419.150	   26.860001	top of 1st normal in magnetic Anomaly 8
126	 792	E	Initial Reports          	     471.000	   28.150000	top of 1st normal in magnetic Anomaly 9
126	 792	E	Initial Reports          	     486.320	   28.200001	LO S. distentus
126	 792	E	Initial Reports          	     626.150	   28.740000	base of 1st normal in magnetic Anomaly 9
126	 792	E	Initial Reports          	     661.000	   28.799999	top of 2nd normal in magnetic Anomaly 9
126	 793	A	Initial Reports          	      17.140	    0.275000	FO E. huxleyi
126	 793	A	Initial Reports          	      33.240	    0.460000	LO P. lacunosa
126	 793	A	Initial Reports          	      76.300	    0.730000	Bruhnes/Matuyama
126	 793	A	Initial Reports          	      79.810	    0.910000	top of Jaramillo
126	 793	B	Initial Reports          	     597.060	   15.270000	base of 2nd normal in Mag Anomaly 5B
126	 793	B	Initial Reports          	     665.200	   16.219999	base of 3rd tormal in Anomaly in 5C
126	 793	B	Initial Reports          	     713.230	   17.900000	FO S. heteromorphus
126	 793	B	Initial Reports          	     737.200	   21.709999	base of 2nd normal in Anomaly 6A
126	 793	B	Initial Reports          	     742.000	   21.900000	top of 1st normal in Anomaly 6AA
126	 793	B	Initial Reports          	     799.320	   25.200001	LO of S. ciperoensis
126	 793	B	Initial Reports          	     824.200	   27.740000	base of 2nd normal in anomaly 8
126	 793	B	Initial Reports          	     867.960	   28.200001	LO S. distentus
126	 793	B	Initial Reports          	     878.400	   28.150000	top of first normal in Anomaly 5
126	 793	B	Initial Reports          	     967.900	   29.209999	base of 2nd normal in Anomaly 9
126	 793	B	Initial Reports          	    1095.620	   29.730000	top of 1st normal in Anomaly 10
126	 793	B	Initial Reports          	    1136.150	   30.200001	FO S. ciperoensis
126	 793	B	Initial Reports          	    1255.500	   30.330000	top of 2nd normal in anomaly 10
127	 794	A	Post Moratorium          	      24.600	    0.730000	Brunhes/Matuyama
127	 794	A	Post Moratorium          	      31.100	    0.900000	Top Jaramillo
127	 794	A	Post Moratorium          	      34.100	    0.980000	Base Jaramilo
127	 794	A	Post Moratorium          	      54.600	    1.660000	Top Olduvai
127	 794	A	Post Moratorium          	      58.800	    1.880000	Base Olduvai
127	 794	A	Post Moratorium          	      75.400	    2.470000	Matuyama/Gauss
127	 794	A	Post Moratorium          	      89.800	    2.920000	Top Kaena
127	 794	A	Post Moratorium          	      92.300	    2.990000	Base Kaena
127	 794	A	Post Moratorium          	      95.500	    3.080000	Top Mammoth
127	 794	A	Post Moratorium          	      98.800	    3.180000	Base Mammoth
127	 794	A	Post Moratorium          	     108.200	    3.400000	Gauss/Gilbert
127	 794	A	Post Moratorium          	     125.100	    3.880000	Top Cochiti
127	 794	A	Post Moratorium          	     126.700	    3.970000	Base Cochiti
127	 794	A	Post Moratorium          	     133.800	    4.100000	Top Nunivak
127	 794	A	Post Moratorium          	     135.900	    4.240000	Base Nunivak
127	 794	A	Post Moratorium          	     139.900	    4.400000	Top Sidufjiall
127	 794	A	Post Moratorium          	     140.400	    4.470000	Base Sidufjiall
127	 794	A	Post Moratorium          	     143.800	    4.570000	Top Thvera
127	 794	A	Post Moratorium          	     148.500	    4.770000	Base Thvera
127	 794	B	Initial Reports          	      25.500	    0.730000	Brunhes/Matuyama
127	 794	B	Initial Reports          	      34.000	    0.980000	Bottom of Jaramillo
127	 794	B	Initial Reports          	      55.500	    1.660000	Top of Olduvai
127	 794	B	Initial Reports          	      75.400	    2.470000	Matuyama/Gauss
127	 794	B	Initial Reports          	      92.400	    2.990000	Bottom of Kaena
127	 794	B	Initial Reports          	     108.300	    3.400000	Gauss/Gilbert
127	 794	B	Initial Reports          	     148.400	    4.770000	Bottom of Thvera
127	 794	B	Initial Reports          	     216.900	    6.400000	Base of Neodenticula kamtschatica Zone
127	 794	B	Initial Reports          	     255.700	    7.200000	Top of Thalassionema schraderi
127	 794	B	Initial Reports          	     293.500	    7.900000	LAD of Denticulopsis katayamae
127	 794	B	Initial Reports          	     530.500	   14.400000	LAD of Sphenolithus heteromorphus Zone
127	 794	B	Initial Reports          	     540.000	   16.000000	FAD of Globigerina bulloides
127	 795	A	Initial Reports          	      35.000	    0.730000	Brunes/Matuyama
127	 795	A	Initial Reports          	      87.000	    1.660000	Top of Olduvai
127	 795	A	Initial Reports          	     151.900	    2.500000	LAD of Neodenticula kamtschatica
127	 795	A	Initial Reports          	     200.900	    3.500000	FAD of Neodenticula koizumii
127	 795	A	Initial Reports          	     327.200	    5.300000	Base of Thalassiosira oestrupii Zone
127	 795	A	Post Moratorium          	      35.000	    0.730000	Brunes/Matuyama
127	 795	A	Post Moratorium          	      46.000	    0.900000	Top of Jaramillo
127	 795	A	Post Moratorium          	      48.600	    0.980000	Base of Jaramillo
127	 795	A	Post Moratorium          	      87.000	    1.660000	Top Olduvai
127	 795	A	Post Moratorium          	      97.200	    1.880000	Base of Olduvai
127	 795	A	Post Moratorium          	     137.900	    2.470000	Matuyama/Gauss
127	 795	A	Post Moratorium          	     239.000	    3.400000	Gauss/Gilbert
127	 795	B	Initial Reports          	     394.400	    6.400000	FAD of Neodenticula kamtschatica
127	 795	B	Initial Reports          	     481.100	    9.000000	FAD of Denticulopsis dimorpha
127	 795	B	Initial Reports          	     560.500	   10.700000	Rapid Decrease Datum of Denticulopsis praedimorpha
127	 795	B	Initial Reports          	     605.700	   11.600000	LAD of Cyclicargolithus floridanus
127	 795	B	Initial Reports          	     635.300	   13.300000	FAD of Denticulopsis praedimorpha
127	 796	A	Initial Reports          	      22.200	    0.300000	LAD of Rhizosolenia curvirostris
127	 796	A	Initial Reports          	      50.700	    0.930000	LAD of Actinocyclus oculatus
127	 796	A	Initial Reports          	      58.700	    1.800000	LAD of Neodenticula koizumii
127	 796	A	Initial Reports          	      88.100	    2.500000	LAD of Neodenticula kamtschatica
127	 796	A	Initial Reports          	     184.700	    5.300000	Base of Thalassiosira oestrupii Zone
127	 796	B	Initial Reports          	     252.700	    6.400000	FAD of Neodenticula kamtschatica
127	 796	B	Initial Reports          	     451.800	   16.000000	FAD of Globigerina bulloides
127	 797	B	Initial Reports          	      81.900	    1.800000	FAD of Actinocyclus oculatus
127	 797	B	Initial Reports          	     166.400	    3.500000	FAD of Neodenticula koizumii
127	 797	B	Initial Reports          	     243.400	    5.300000	Base of Thalassiosira oestrupii Zone
127	 797	B	Initial Reports          	     350.000	    7.200000	Base of Rouxia californica Zone
127	 797	B	Initial Reports          	     369.600	   11.600000	LAD of Cyclicargolithus floridanus
127	 797	B	Initial Reports          	     439.100	   14.400000	LAD of Sphenolithus heteromorphus
127	 797	B	Initial Reports          	     493.500	   17.100000	FAD of Sphenolithus heteromorphus
127	 797	B	Post Moratorium          	      38.300	    0.730000	Brunhes/Matuyama
127	 797	B	Post Moratorium          	      49.300	    0.900000	Top Jaramillo
127	 797	B	Post Moratorium          	      51.300	    0.980000	Base Jaramillo
127	 797	B	Post Moratorium          	      78.600	    1.660000	Top Olduvai
127	 797	B	Post Moratorium          	      84.600	    1.880000	Base Olduvai
127	 797	B	Post Moratorium          	     113.400	    2.470000	Matuyama/Gauss
127	 797	B	Post Moratorium          	     126.000	    2.920000	Top Kaena
127	 797	B	Post Moratorium          	     133.800	    2.990000	Base Kaena
127	 797	B	Post Moratorium          	     143.600	    3.080000	Top Mammoth
127	 797	B	Post Moratorium          	     150.800	    3.180000	Base Mammoth
127	 797	B	Post Moratorium          	     167.800	    3.400000	Gauss/Gilbert
128	 798	A	Post Moratorium          	      75.500	    0.730000	Brunhes/Matuyama
128	 798	A	Post Moratorium          	      89.000	    0.900000	Top Jaramillo
128	 798	A	Post Moratorium          	      95.500	    0.980000	Base Jaramillo
128	 798	B	Initial Reports          	      39.000	    0.340000	LAD Rhizosolenia curvirostris
128	 798	B	Initial Reports          	      54.540	    0.460000	LAD Pseudoemiliania lacunosa
128	 798	B	Initial Reports          	      75.340	    0.730000	Brunhes/Matuyama boundary
128	 798	B	Initial Reports          	      90.550	    0.910000	Top Jaramillo
128	 798	B	Initial Reports          	      94.650	    0.980000	Bottom Jaramillo
128	 798	B	Initial Reports          	     119.910	    1.200000	LAD Helicosphaera selii
128	 798	B	Initial Reports          	     200.080	    1.660000	Top Olduvai
128	 798	B	Initial Reports          	     220.870	    1.880000	Bottom Olduvai
128	 798	B	Initial Reports          	     229.200	    2.040000	LAD Ammodochium rectangulare
128	 798	B	Initial Reports          	     297.900	    2.470000	Top Gauss
128	 798	B	Initial Reports          	     325.150	    2.600000	LAD Neodenticula kamtschatica
128	 798	B	Post Moratorium          	      79.500	    0.730000	Brunhes/Matuyama boundary
128	 798	B	Post Moratorium          	      90.000	    0.900000	Top Jaramillo
128	 798	B	Post Moratorium          	      99.500	    0.980000	Bottom Jaramillo
128	 798	B	Post Moratorium          	     190.000	    1.660000	Top Olduvai
128	 798	B	Post Moratorium          	     212.000	    1.880000	Bottom Olduvai
128	 798	B	Post Moratorium          	     295.000	    2.470000	Top Gauss
128	 798	B	Post Moratorium          	     320.000	    2.920000	Top Kaena
128	 798	B	Post Moratorium          	     330.000	    2.990000	Base Kaena
128	 798	B	Post Moratorium          	     410.000	    3.080000	Top Mammoth
128	 798	B	Post Moratorium          	     420.000	    3.180000	Base Mammoth
128	 799	A	Initial Reports          	      24.000	    0.340000	LAD Reticulofenestra curvirostris
128	 799	A	Initial Reports          	      45.000	    0.460000	LAD Pseudoemiliania lacunosa
128	 799	A	Initial Reports          	      89.000	    0.730000	Brunhes/Matuyama boundary
128	 799	A	Initial Reports          	      93.000	    0.910000	Top Jaramillo
128	 799	A	Initial Reports          	      96.000	    0.980000	Bottom Jaramillo
128	 799	A	Initial Reports          	     116.000	    1.200000	LAD Helicosphaera sellii
128	 799	A	Initial Reports          	     123.000	    1.660000	Top Olduvai
128	 799	A	Initial Reports          	     133.000	    1.880000	Bottom Olduvai
128	 799	A	Initial Reports          	     174.000	    2.470000	Top Gauss
128	 799	A	Initial Reports          	     225.000	    3.400000	Gauss/Gilbert
128	 799	A	Initial Reports          	     394.000	    5.410000	Top Gilbert/Chron 5
128	 799	A	Initial Reports          	     431.000	    6.070000	Chron 5/Chron 6
128	 799	A	Post Moratorium          	      90.000	    0.730000	Brunhes/Matuyama boundary
128	 799	A	Post Moratorium          	      94.000	    0.900000	Top Jaramillo
128	 799	A	Post Moratorium          	      96.000	    0.980000	Bottom Jaramillo
128	 799	A	Post Moratorium          	     123.500	    1.660000	Top Olduvai
128	 799	A	Post Moratorium          	     131.500	    1.880000	Bottom Olduvai
128	 799	A	Post Moratorium          	     155.000	    2.470000	Matuyama/Gauss
128	 799	A	Post Moratorium          	     187.000	    2.920000	Top Kaena
128	 799	A	Post Moratorium          	     195.000	    3.180000	Base Mammoth
128	 799	A	Post Moratorium          	     215.000	    3.400000	Gauss/Gilbert
130	 803	A	Initial Reports          	      39.250	    3.180000	Mammoth (O)
130	 803	A	Initial Reports          	      43.400	    3.400000	Gauss (O)
130	 803	A	Initial Reports          	      55.500	    4.040000	Terminal depth
130	 803	B	Initial Reports          	      18.800	    1.880000	Olduvai (O)
130	 803	B	Initial Reports          	      42.200	    3.400000	Gauss (O)
130	 803	B	Initial Reports          	      61.300	    4.640000	Terminal depth
130	 803	C	Initial Reports          	      19.000	    1.860000	Top section (top Core 1H)
130	 803	C	Initial Reports          	      27.500	    2.470000	Gauss (T)
130	 803	C	Initial Reports          	      40.500	    3.400000	Gauss (O)
130	 803	C	Initial Reports          	      69.900	    5.000000	LO D. quinqueramus (N)
130	 803	C	Initial Reports          	     173.400	    8.700000	LO D. hamatus (N)
130	 803	C	Initial Reports          	     220.250	   13.600000	LO S. heteromorphus (N)
130	 803	C	Initial Reports          	     237.500	   15.400000	Terminal depth
130	 803	D	Initial Reports          	      17.600	    1.880000	Olduvai (O)
130	 803	D	Initial Reports          	      36.500	    3.180000	Mammoth (O)
130	 803	D	Initial Reports          	      69.850	    5.000000	LO D. quinqueramus (N)
130	 803	D	Initial Reports          	     174.350	    8.700000	LO D. hamatus (N)
130	 803	D	Initial Reports          	     239.150	   14.900000	FO G. peripheroacuta (F)
130	 803	D	Initial Reports          	     244.390	   15.400000	Young side hiatus
130	 803	D	Initial Reports          	     244.400	   19.500000	Old side hiatus
130	 803	D	Initial Reports          	     246.600	   19.500000	LO T. carinatus (N)
130	 803	D	Initial Reports          	     255.480	   20.000000	FO S. belemnos (N)
130	 803	D	Initial Reports          	     255.490	   20.000000	Young side hiatus
130	 803	D	Initial Reports          	     255.500	   21.799999	Old side hiatus
130	 803	D	Initial Reports          	     260.300	   21.799999	LO G. kugleri (F)
130	 803	D	Initial Reports          	     317.850	   23.700001	FO G. kugleri (F)
130	 803	D	Initial Reports          	     346.800	   28.200001	LO G. opima (F)
130	 803	D	Initial Reports          	     519.950	   34.900002	LO E. formosa (N)
130	 803	D	Initial Reports          	     585.900	   40.000000	LO C. grandis (N)
130	 803	D	Initial Reports          	     606.700	   42.900002	FO D. hesslandii (N)
130	 803	D	Initial Reports          	     621.800	   45.009998	130 803D 67R CC
130	 803	D	Post Moratorium          	     320.760	   23.700001	FO Paragloborotalia kugleri
130	 803	D	Post Moratorium          	     361.240	   26.299999	FO Paragloborotalia pseudokugleri
130	 803	D	Post Moratorium          	     383.010	   28.200001	LO Paragloborotalia opima
130	 803	D	Post Moratorium          	     424.310	   30.000000	LO Chiloguembelina (common)
130	 803	D	Post Moratorium          	     435.840	   31.600000	FO Globigerina angulisuturalis
