Leg	Site	Hole	Ageprofile Fossil Group	Ageprofile Depth Top	Ageprofile Depth Base	Ageprofile Age Young	Ageprofile Age Old	Ageprofile Datum ID	Ageprofile Datum Description                                                    	Ageprofile Datum Type	Genus Subgenus                                                                  	Species Subspecies                                                              	Depth Map Type	MCD Flag	Compression Flag
171	1051	   A	                      1	              592.19	               601.64	               60.70	               60.70	               1865	Chiasmolithus bidens                                                            	FO                   	Chiasmolithus                                                                   	bidens                                                                          	              	        	         
171	1051	   A	                      4	              601.67	               611.30	               60.90	               60.90	               1466	Morozovella conicotruncata                                                      	FO                   	Morozovella                                                                     	conicotruncata                                                                  	              	        	         
171	1051	   A	                      1	              611.33	               620.09	               62.20	               62.20	                116	Ellipsolithus macellus                                                          	FO                   	Ellipsolithus                                                                   	macellus                                                                        	              	        	         
171	1051	   A	                      4	              611.33	               620.09	               61.20	               61.20	               1476	Morozovella praeangulata                                                        	FO                   	Morozovella                                                                     	praeangulata                                                                    	              	        	         
171	1051	   A	                      4	              631.21	               634.78	               61.20	               61.20	               1481	Praemurica uncinata                                                             	FO                   	Praemurica                                                                      	uncinata                                                                        	              	        	         
171	1051	   A	                      4	              642.49	               643.95	               63.00	               63.00	               1501	Praemurica inconstans                                                           	FO                   	Praemurica                                                                      	inconstans                                                                      	              	        	         
171	1051	   A	                      1	              642.49	               643.95	               63.80	               63.80	                 16	Chiasmolithus danicus                                                           	FO                   	Chiasmolithus                                                                   	danicus                                                                         	              	        	         
171	1051	   A	                      4	              643.97	               644.61	               63.00	               63.00	               1491	Parasubbotina varianta                                                          	FO                   	Parasubbotina                                                                   	varianta                                                                        	              	        	         
171	1051	   A	                      4	              643.97	               644.61	               64.30	               64.30	               1506	Subbotina triloculinoides                                                       	FO                   	Subbotina                                                                       	triloculinoides                                                                 	              	        	         
171	1051	   A	                      1	              643.97	               644.61	               64.50	               64.50	                 36	Cruciplacolithus tenuis                                                         	FO                   	Cruciplacolithus                                                                	tenuis                                                                          	              	        	         
171	1051	   A	                      4	              643.97	               644.61	               63.00	               63.00	               1496	Globanomalina compressa                                                         	FO                   	Globanomalina                                                                   	compressa                                                                       	              	        	         
171	1051	   A	                      1	              643.97	               644.61	               64.80	               64.80	               1860	Cruciplacolithus primus                                                         	FO                   	Cruciplacolithus                                                                	primus                                                                          	              	        	         
171	1051	   B	                      1	                4.82	                 0.00	               23.90	               23.90	               1315	Dictyococcites bisectus                                                         	LO                   	Dictyococcites                                                                  	bisectus                                                                        	              	        	         
171	1051	   B	                      1	                4.82	                 0.00	               35.00	               35.00	               2365	Cribrocentrum reticulatum                                                       	LO                   	Cribrocentrum                                                                   	reticulatum                                                                     	              	        	         
171	1051	   B	                      1	                4.82	                 0.00	               34.30	               34.30	               1845	Discoaster barbadiensis                                                         	LO                   	Discoaster                                                                      	barbadiensis                                                                    	              	        	         
171	1051	   B	                      4	               14.81	                 4.82	               37.70	               37.70	               1216	Subbotina linaperta                                                             	LO                   	Subbotina                                                                       	linaperta                                                                       	              	        	         
171	1051	   B	                      4	               14.81	                 4.82	               40.50	               40.50	               1256	Acarinina bullbrooki                                                            	LO                   	Acarinina                                                                       	bullbrooki                                                                      	              	        	         
171	1051	   B	                      4	               14.81	                 4.82	               33.80	               33.80	               1171	Turborotalia cerroazulensis                                                     	LO                   	Turborotalia                                                                    	cerroazulensis                                                                  	              	        	         
171	1051	   B	                      1	               14.83	                23.94	               37.00	               37.00	                 21	Chiasmolithus oamaruensis                                                       	FO                   	Chiasmolithus                                                                   	oamaruensis                                                                     	              	        	         
171	1051	   B	                      4	               23.94	                14.83	               38.10	               38.10	               1221	Morozovella spinulosa                                                           	LO                   	Morozovella                                                                     	spinulosa                                                                       	              	        	         
171	1051	   B	                      1	               23.94	                14.83	               37.10	               37.10	               1830	Chiasmolithus grandis                                                           	LO                   	Chiasmolithus                                                                   	grandis                                                                         	              	        	         
171	1051	   B	                      1	               33.70	                23.96	               32.80	               32.80	               1730	Ericsonia formosa                                                               	LO                   	Ericsonia                                                                       	formosa                                                                         	              	        	         
171	1051	   B	                      1	               43.32	                33.72	               27.50	               27.50	               1750	Sphenolithus predistentus                                                       	LO                   	Sphenolithus                                                                    	predistentus                                                                    	              	        	         
171	1051	   B	                      4	               71.55	                62.65	               40.10	               40.10	               2395	Globigerinatheka beckmanni                                                      	LO                   	Globigerinatheka                                                                	beckmanni                                                                       	              	        	         
171	1051	   B	                      4	               71.55	                62.65	               35.30	               35.30	               1191	Turborotalia pomeroli                                                           	LO                   	Turborotalia                                                                    	pomeroli                                                                        	              	        	         
171	1051	   B	                      1	               71.57	                81.33	               38.00	               38.00	               1825	Dictyococcites bisectus                                                         	FO                   	Dictyococcites                                                                  	bisectus                                                                        	              	        	         
171	1051	   B	                      4	               90.68	                81.35	               39.00	               39.00	               1236	Acarinina primitiva                                                             	LO                   	Acarinina                                                                       	primitiva                                                                       	              	        	         
171	1051	   B	                      1	              106.15	                96.42	               40.40	               40.40	                 26	Chiasmolithus solitus                                                           	LO                   	Chiasmolithus                                                                   	solitus                                                                         	              	        	         
171	1051	   B	                      4	              106.16	               115.93	               40.50	               40.50	               2385	Globigerinatheka beckmanni                                                      	FO                   	Globigerinatheka                                                                	beckmanni                                                                       	              	        	         
171	1051	   B	                      1	              152.92	               162.66	               42.00	               42.00	               2360	Cribrocentrum reticulatum                                                       	FO                   	Cribrocentrum                                                                   	reticulatum                                                                     	              	        	         
171	1051	   B	                      4	              190.47	               200.97	               42.40	               42.40	               1261	Turborotalia pomeroli                                                           	FO                   	Turborotalia                                                                    	pomeroli                                                                        	              	        	         
171	1051	   B	                      4	              229.90	               220.20	               43.60	               43.60	               1276	Morozovella aragonensis                                                         	LO                   	Morozovella                                                                     	aragonensis                                                                     	              	        	         
171	1051	   B	                      1	              239.49	               229.93	               43.10	               43.10	               1820	Nannotetrina fulgens                                                            	LO                   	Nannotetrina                                                                    	fulgens                                                                         	              	        	         
171	1051	   B	                      4	              239.52	               246.49	               50.80	               50.80	               1296	Acarinina pentacamerata                                                         	FO                   	Acarinina                                                                       	pentacamerata                                                                   	              	        	         
171	1051	   B	                      1	              258.79	               246.51	               44.50	               44.50	               1810	Chiasmolithus gigas                                                             	LO                   	Chiasmolithus                                                                   	gigas                                                                           	              	        	         
171	1051	   B	                      4	              258.81	               268.42	               43.50	               43.50	               1271	Morozovella lehneri                                                             	FO                   	Morozovella                                                                     	lehneri                                                                         	              	        	         
171	1051	   B	                      1	              268.43	               277.98	               43.70	               43.70	               1815	Reticulofenestra umbilica                                                       	FO                   	Reticulofenestra                                                                	umbilica                                                                        	              	        	         
171	1051	   B	                      1	              277.97	               268.42	               24.50	               24.50	               1770	Zygrhablithus bijugatus                                                         	LO                   	Zygrhablithus                                                                   	bijugatus                                                                       	              	        	         
171	1051	   B	                      4	              303.43	               307.09	               46.00	               46.00	               1281	Turborotalia possagnoensis                                                      	FO                   	Turborotalia                                                                    	possagnoensis                                                                   	              	        	         
171	1051	   B	                      1	              332.31	               337.82	               46.10	               46.10	               1805	Chiasmolithus gigas                                                             	FO                   	Chiasmolithus                                                                   	gigas                                                                           	              	        	         
171	1051	   B	                      1	              351.45	               361.19	               47.30	               47.30	                151	Nannotetrina fulgens                                                            	FO                   	Nannotetrina                                                                    	fulgens                                                                         	              	        	         
171	1051	   B	                      1	              373.63	               376.45	               48.50	               48.50	               1800	Rhabdosphaera inflata                                                           	FO                   	Rhabdosphaera                                                                   	inflata                                                                         	              	        	         
171	1051	   B	                      4	              380.95	               385.84	               54.70	               54.70	               1356	Igorina broedermanni                                                            	FO                   	Igorina                                                                         	broedermanni                                                                    	              	        	         
171	1051	   B	                      1	              385.86	               398.49	               49.70	               49.70	                106	Discoaster sublodoensis                                                         	FO                   	Discoaster                                                                      	sublodoensis                                                                    	              	        	         
171	1051	   B	                      1	              398.48	               385.85	               50.60	               50.60	                211	Tribrachiatus orthostylus                                                       	LO                   	Tribrachiatus                                                                   	orthostylus                                                                     	              	        	         
171	1051	   B	                      1	              398.48	               385.85	               50.60	               50.60	                211	Tribrachiatus orthostylus                                                       	LO                   	Tribrachiatus                                                                   	orthostylus                                                                     	              	        	         
171	1051	   B	                      4	              409.08	               398.50	               50.80	               50.80	               2355	Morozovella formosa                                                             	LO                   	Morozovella                                                                     	formosa                                                                         	              	        	         
171	1051	   B	                      1	              409.08	               398.50	               53.89	               53.89	               1790	Tribrachiatus bramlettei                                                        	LO                   	Tribrachiatus                                                                   	bramlettei                                                                      	              	        	         
171	1051	   B	                      1	              418.83	               428.42	               52.85	               52.85	                 71	Discoaster lodoensis                                                            	FO                   	Discoaster                                                                      	lodoensis                                                                       	              	        	         
171	1051	   B	                      1	              418.83	               428.42	               52.85	               52.85	                 71	Discoaster lodoensis                                                            	FO                   	Discoaster                                                                      	lodoensis                                                                       	              	        	         
171	1051	   B	                      4	              438.12	               428.45	               52.70	               52.70	               1311	Morozovella lensiformis                                                         	LO                   	Morozovella                                                                     	lensiformis                                                                     	              	        	         
171	1051	   B	                      4	              438.14	               447.72	               52.30	               52.30	               1301	Morozovella aragonensis                                                         	FO                   	Morozovella                                                                     	aragonensis                                                                     	              	        	         
171	1051	   B	                      1	              438.14	               447.72	               51.50	               51.50	               2370	Toweius crassus                                                                 	FO                   	Toweius                                                                         	crassus                                                                         	              	        	         
171	1051	   B	                      4	              447.71	               438.14	               52.50	               52.50	               1306	Morozovella marginodentata                                                      	LO                   	Morozovella                                                                     	marginodentata                                                                  	              	        	         
171	1051	   B	                      1	              457.49	               458.09	               53.64	               53.64	               1795	Tribrachiatus orthostylus                                                       	FO                   	Tribrachiatus                                                                   	orthostylus                                                                     	              	        	         
171	1051	   B	                      4	              458.10	               476.74	               54.00	               54.00	               1326	Morozovella formosa                                                             	FO                   	Morozovella                                                                     	formosa                                                                         	              	        	         
171	1051	   B	                      4	              476.74	               458.11	               53.60	               53.60	               1321	Morozovella aequa                                                               	LO                   	Morozovella                                                                     	aequa                                                                           	              	        	         
171	1051	   B	                      4	              486.37	               495.59	               54.00	               54.00	               1331	Morozovella lensiformis                                                         	FO                   	Morozovella                                                                     	lensiformis                                                                     	              	        	         
171	1051	   B	                      4	              495.60	               502.68	               54.80	               54.80	               1361	Morozovella marginodentata                                                      	FO                   	Morozovella                                                                     	marginodentata                                                                  	              	        	         
171	1051	   B	                      4	              508.44	               502.69	               53.50	               53.50	               1316	Subbotina velascoensis                                                          	LO                   	Subbotina                                                                       	velascoensis                                                                    	              	        	         
171	1051	   B	                      4	              508.44	               502.69	               54.70	               54.70	               1346	Morozovella acuta                                                               	LO                   	Morozovella                                                                     	acuta                                                                           	              	        	         
171	1051	   B	                      4	              508.44	               502.69	               54.70	               54.70	               1336	Morozovella velascoensis                                                        	LO                   	Morozovella                                                                     	velascoensis                                                                    	              	        	         
171	1051	   B	                      1	              508.46	               511.05	               58.40	               58.40	                136	Heliolithus kleinpellii                                                         	FO                   	Heliolithus                                                                     	kleinpellii                                                                     	              	        	         
171	1051	   B	                      1	              517.68	               511.07	               55.33	               55.33	               1910	Fasciculithus tympaniformis                                                     	LO                   	Fasciculithus                                                                   	tympaniformis                                                                   	              	        	         
171	1051	   B	                      4	              517.70	               526.78	               56.90	               56.90	               1411	Morozovella subbotinae                                                          	FO                   	Morozovella                                                                     	subbotinae                                                                      	              	        	         
171	1051	   B	                      1	              517.70	               526.78	               55.50	               55.50	               1905	Campylosphaera eodela                                                           	FO                   	Campylosphaera                                                                  	eodela                                                                          	              	        	         
171	1051	   B	                      1	              517.70	               526.78	               59.70	               59.70	                126	Fasciculithus tympaniformis                                                     	FO                   	Fasciculithus                                                                   	tympaniformis                                                                   	              	        	         
171	1051	   B	                      1	              517.70	               526.78	               56.20	               56.20	                 81	Discoaster multiradiatus                                                        	FO                   	Discoaster                                                                      	multiradiatus                                                                   	              	        	         
171	1051	   B	                      4	              526.77	               517.69	               55.90	               55.90	               1381	Globanomalina pseudomenardii                                                    	LO                   	Globanomalina                                                                   	pseudomenardii                                                                  	              	        	         
171	1051	   B	                      4	              526.80	               526.60	               56.50	               56.50	               1396	Acarinina soldadoensis                                                          	FO                   	Acarinina                                                                       	soldadoensis                                                                    	              	        	         
171	1051	   B	                      1	              526.80	               526.60	               58.40	               58.40	               1890	Sphenolithus anarrhopus                                                         	FO                   	Sphenolithus                                                                    	anarrhopus                                                                      	              	        	         
171	1051	   B	                      4	              526.80	               526.60	               60.00	               60.00	               1456	Morozovella velascoensis                                                        	FO                   	Morozovella                                                                     	velascoensis                                                                    	              	        	         
171	1051	   B	                      1	              526.80	               526.60	               59.70	               59.70	               1885	Chiasmolithus consuetus                                                         	FO                   	Chiasmolithus                                                                   	consuetus                                                                       	              	        	         
171	1051	   B	                      1	              526.80	               526.60	               60.60	               60.60	               1870	Sphenolithus primus                                                             	FO                   	Sphenolithus                                                                    	primus                                                                          	              	        	         
171	1051	   B	                      1	              526.80	               526.60	               62.20	               62.20	                116	Ellipsolithus macellus                                                          	FO                   	Ellipsolithus                                                                   	macellus                                                                        	              	        	         
171	1051	   B	                      4	              526.80	               526.60	               56.50	               56.50	               1406	Morozovella aequa                                                               	FO                   	Morozovella                                                                     	aequa                                                                           	              	        	         
171	1051	   B	                      4	              526.80	               526.60	               59.20	               59.20	               1436	Globanomalina pseudomenardii                                                    	FO                   	Globanomalina                                                                   	pseudomenardii                                                                  	              	        	         
171	1051	   B	                      1	              526.80	               526.60	               64.50	               64.50	                 36	Cruciplacolithus tenuis                                                         	FO                   	Cruciplacolithus                                                                	tenuis                                                                          	              	        	         
171	1051	   B	                      1	              526.80	               526.60	               63.80	               63.80	                 16	Chiasmolithus danicus                                                           	FO                   	Chiasmolithus                                                                   	danicus                                                                         	              	        	         
171	1052	   A	                      4	                0.33	                 0.00	               33.80	               33.80	               1171	Turborotalia cerroazulensis                                                     	LO                   	Turborotalia                                                                    	cerroazulensis                                                                  	              	        	         
171	1052	   A	                      4	                0.59	                 0.34	               35.30	               35.30	               1191	Turborotalia pomeroli                                                           	LO                   	Turborotalia                                                                    	pomeroli                                                                        	              	        	         
171	1052	   A	                      4	                0.59	                 0.34	               35.30	               35.30	               1196	Porticulasphaera semiinvoluta                                                   	LO                   	Porticulasphaera                                                                	semiinvoluta                                                                    	              	        	         
171	1052	   A	                      4	                0.84	                 0.62	               28.50	               28.50	               1126	Chiloguembelina cubensis                                                        	LCO                  	Chiloguembelina                                                                 	cubensis                                                                        	              	        	         
171	1052	   A	                      4	                0.84	                 0.62	               27.10	               27.10	               1111	Paragloborotalia opima opima                                                    	LO                   	Paragloborotalia                                                                	opima opima                                                                     	              	        	         
171	1052	   A	                      4	                0.86	                 4.40	               30.60	               30.60	               1151	Paragloborotalia opima opima                                                    	FO                   	Paragloborotalia                                                                	opima opima                                                                     	              	        	         
171	1052	   A	                      1	                4.40	                 0.86	               35.00	               35.00	               2365	Cribrocentrum reticulatum                                                       	LO                   	Cribrocentrum                                                                   	reticulatum                                                                     	              	        	         
171	1052	   A	                      1	                4.40	                 0.86	               27.50	               27.50	               1750	Sphenolithus predistentus                                                       	LO                   	Sphenolithus                                                                    	predistentus                                                                    	              	        	         
171	1052	   A	                      1	                4.40	                 0.86	               23.90	               23.90	               1315	Dictyococcites bisectus                                                         	LO                   	Dictyococcites                                                                  	bisectus                                                                        	              	        	         
171	1052	   A	                      1	                4.40	                 0.86	               34.30	               34.30	               1845	Discoaster barbadiensis                                                         	LO                   	Discoaster                                                                      	barbadiensis                                                                    	              	        	         
171	1052	   A	                      1	               11.96	                 4.41	               31.80	               30.50	               1735	Isthmolithus recurvus                                                           	LO                   	Isthmolithus                                                                    	recurvus                                                                        	              	        	         
171	1052	   A	                      4	               32.59	                22.68	               37.70	               37.70	               1216	Subbotina linaperta                                                             	LO                   	Subbotina                                                                       	linaperta                                                                       	              	        	         
171	1052	   A	                      1	               78.38	                79.82	               37.00	               37.00	                 21	Chiasmolithus oamaruensis                                                       	FO                   	Chiasmolithus                                                                   	oamaruensis                                                                     	              	        	         
171	1052	   A	                      1	               79.82	                78.38	               37.10	               37.10	               1830	Chiasmolithus grandis                                                           	LO                   	Chiasmolithus                                                                   	grandis                                                                         	              	        	         
171	1052	   A	                      4	               79.86	                83.36	               38.40	               38.40	               1226	Porticulasphaera semiinvoluta                                                   	FO                   	Porticulasphaera                                                                	semiinvoluta                                                                    	              	        	         
171	1052	   A	                      1	               89.34	                83.37	               32.80	               32.80	               1730	Ericsonia formosa                                                               	LO                   	Ericsonia                                                                       	formosa                                                                         	              	        	         
171	1052	   A	                      1	               89.34	                83.37	               29.10	               29.10	               1745	Sphenolithus pseudoradians                                                      	LO                   	Sphenolithus                                                                    	pseudoradians                                                                   	              	        	         
171	1052	   A	                      4	               89.34	                83.37	               38.10	               38.10	               1221	Morozovella spinulosa                                                           	LO                   	Morozovella                                                                     	spinulosa                                                                       	              	        	         
171	1052	   A	                      4	               89.34	                83.37	               39.00	               39.00	               1236	Acarinina primitiva                                                             	LO                   	Acarinina                                                                       	primitiva                                                                       	              	        	         
171	1052	   A	                      4	               89.34	                83.37	               40.50	               40.50	               1256	Acarinina bullbrooki                                                            	LO                   	Acarinina                                                                       	bullbrooki                                                                      	              	        	         
171	1052	   A	                      4	              121.34	               117.93	               37.70	               37.70	               1211	Acarinina collactea                                                             	LO                   	Acarinina                                                                       	collactea                                                                       	              	        	         
171	1052	   A	                      1	              129.67	               129.36	               40.40	               40.40	                 26	Chiasmolithus solitus                                                           	LO                   	Chiasmolithus                                                                   	solitus                                                                         	              	        	         
171	1052	   A	                      4	              129.67	               129.36	               40.10	               40.10	               2395	Globigerinatheka beckmanni                                                      	LO                   	Globigerinatheka                                                                	beckmanni                                                                       	              	        	         
