leg,site,hole,sample_depth,Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp,Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"bulk CNS analysis; sample, cuttings::series number of mud logging::number","bulk CNS analysis; sample, cuttings::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, cuttings::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, cuttings::registerer","bulk CNS analysis; sample, cuttings::registration time-stamp",Rock Eval; sample::HI: HC/TOC [permil]::number,Rock Eval; sample::MinC [wt%]::number,Rock Eval; sample::OI: CO2/TOC [permil]::number,Rock Eval; sample::OICO: CO/TOC [permil]::number,Rock Eval; sample::oxiMinC [wt%]::number,Rock Eval; sample::PC [wt%]::number,Rock Eval; sample::PI::number,Rock Eval; sample::pyroMinC [wt%]::number,Rock Eval; sample::RC [wt%]::number,Rock Eval; sample::RCCO [wt%]::number,Rock Eval; sample::RCCO2 [wt%]::number,Rock Eval; sample::S1 [permil]::number,Rock Eval; sample::S2 [permil]::number,Rock Eval; sample::S3 [permil]::number,Rock Eval; sample::S4CO2 [permil]::number,Rock Eval; sample::S3' [permil]::number,Rock Eval; sample::S3CO [permil]::number,Rock Eval; sample::S4CO [permil]::number,Rock Eval; sample::S3'CO [permil]::number,Rock Eval; sample::Tmax [degree C]::number,Rock Eval; sample::TOC [wt%]::number,Rock Eval; sample::TpkS2 [degree C]::number,Rock Eval; sample::registerer,Rock Eval; sample::registration time-stamp,bulk CNS analysis::inorganic carbon content: carbonate analyzer [wt%]::number,bulk CNS analysis::CaCO3 content: from inorganic carbon content [wt%]::number,bulk CNS analysis::comment on measurement::text,Rock Eval::HI: HC/TOC [permil]::number,Rock Eval::MinC [wt%]::number,Rock Eval::OI: CO2/TOC [permil]::number,Rock Eval::OICO: CO/TOC [permil]::number,Rock Eval::oxiMinC [wt%]::number,Rock Eval::PC [wt%]::number,Rock Eval::PI::number,Rock Eval::pyroMinC [wt%]::number,Rock Eval::RC [wt%]::number,Rock Eval::RCCO [wt%]::number,Rock Eval::RCCO2 [wt%]::number,Rock Eval::S1 [permil]::number,Rock Eval::S2 [permil]::number,Rock Eval::S3 [permil]::number,Rock Eval::S4CO2 [permil]::number,Rock Eval::S3' [permil]::number,Rock Eval::S3CO [permil]::number,Rock Eval::S4CO [permil]::number,Rock Eval::S3'CO [permil]::number,Rock Eval::Tmax [degree C]::number,Rock Eval::TOC [wt%]::number,Rock Eval::TpS5 [degree C]::number,Rock Eval::TpkS2 [degree C]::number,Rock Eval::S5 [permil]::number,Rock Eval::registerer,Rock Eval::registration time-stamp
338,C0002,L,330.036,"C0002L-6X-7, 17.0 cm",NULL,330.026,330.07,330.026,330.07,"C0002L-6X-7, 19.0 cm",NULL,330.046,330.09,330.046,330.09,"C0002L-6X-7 WR, 17.0--19.0 cm",CKY000000000001426310,CARB,NULL,3,oohashi338,NULL,CKY,2012-12-23T11:04:19Z,NULL,NULL,NULL,NULL,0.082149232,1.954773782,0.043978728,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4747,12.2887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,331.376,"C0002L-6X-8, 12.0 cm",NULL,331.366,331.42,331.366,331.42,"C0002L-6X-8, 14.0 cm",NULL,331.386,331.44,331.386,331.44,"C0002L-6X-8 WR, 12.0--14.0 cm",CKY000000000001428110,CARB,NULL,3,oohashi338,NULL,CKY,2012-12-23T11:15:42Z,NULL,NULL,NULL,NULL,0.067184173,0.982381197,0.140235818,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3756,3.1299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,335.375,"C0002L-7X-3, 0.0 cm",NULL,335.36,335.36,335.36,335.36,"C0002L-7X-3, 3.0 cm",NULL,335.39,335.39,335.39,335.39,"C0002L-7X-3 W, 0.0--3.0 cm",CKY000000000001444310,CARB,NULL,3,skarbek338,NULL,CKY,2012-12-24T04:18:45Z,NULL,NULL,NULL,NULL,0.071146231,0.981112072,0.528727975,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.435,3.6249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,344.1,"C0002L-8X-2, 28.0 cm",NULL,344.085,344.085,344.085,344.085,"C0002L-8X-2, 31.0 cm",NULL,344.115,344.115,344.115,344.115,"C0002L-8X-2 W, 28.0--31.0 cm",CKY000000000001452510,CARB,NULL,3,skarbek338,NULL,CKY,2012-12-24T08:17:38Z,NULL,NULL,NULL,NULL,0.03165852,0.28893133,0.211198699,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0801,0.6675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,346.715,"C0002L-8X-5, 0.0 cm",NULL,346.7,346.7,346.7,346.7,"C0002L-8X-5, 3.0 cm",NULL,346.73,346.73,346.73,346.73,"C0002L-8X-5 W, 0.0--3.0 cm",CKY000000000001451510,CARB,NULL,3,skarbek338,NULL,CKY,2012-12-24T08:17:38Z,NULL,NULL,NULL,NULL,0.085708729,1.584088651,0.037333869,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0613,8.8438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,350.26,"C0002L-8X-7, 73.0 cm",NULL,350.245,350.245,350.245,350.245,"C0002L-8X-7, 76.0 cm",NULL,350.275,350.275,350.275,350.275,"C0002L-8X-7 W, 73.0--76.0 cm",CKY000000000001452210,CARB,NULL,3,skarbek338,NULL,CKY,2012-12-24T08:17:38Z,NULL,NULL,NULL,NULL,0.084998983,1.101934025,0.060066977,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5978,4.9815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,353.415,"C0002L-9X-1, 40.0 cm",NULL,353.4,353.4,353.4,353.4,"C0002L-9X-1, 43.0 cm",NULL,353.43,353.43,353.43,353.43,"C0002L-9X-1 WR, 40.0--43.0 cm",CKY000000000001435310,CARB,NULL,3,oohashi338,NULL,CKY,2012-12-23T16:12:42Z,NULL,NULL,NULL,NULL,0.083877181,0.646503958,0.038984185,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2285,1.9041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,356.74,"C0002L-9X-6, 0.0 cm",NULL,356.725,356.725,356.725,356.725,"C0002L-9X-6, 3.0 cm",NULL,356.755,356.755,356.755,356.755,"C0002L-9X-6 W, 0.0--3.0 cm",CKY000000000001458110,CARB,NULL,3,skarbek338,CLAY,CKY,2012-12-24T12:42:30Z,NULL,NULL,NULL,NULL,0.086926076,1.118021073,0.0662141,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.594,4.9498,CLAY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,357.085,"C0002L-9X-6, 34.5 cm",NULL,357.07,357.07,357.07,357.07,"C0002L-9X-6, 37.5 cm",NULL,357.1,357.1,357.1,357.1,"C0002L-9X-6 WR, 34.5--37.5 cm",CKY000000000001447110,CARB,NULL,3,kitajima338,clay,CKY,2012-12-24T05:50:28Z,NULL,NULL,NULL,NULL,0.088687799,1.383144664,0.088648663,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.802,6.6831,clay,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,364.64,"C0002L-10X-2, 100.0 cm",NULL,364.635,364.635,364.635,364.635,"C0002L-10X-2, 101.0 cm",NULL,364.645,364.645,364.645,364.645,"C0002L-10X-2 W, 100.0--101.0 cm",CKY000000000001477510,CARB,NULL,3,yasunagam,mud,CKY,2012-12-26T22:01:23Z,NULL,NULL,NULL,NULL,0.063903493,0.771541832,0.146688139,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3493,2.9107,mud,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,366.275,"C0002L-10X-5, 87.0 cm",NULL,366.27,366.27,366.27,366.27,"C0002L-10X-5, 88.0 cm",NULL,366.28,366.28,366.28,366.28,"C0002L-10X-5 W, 87.0--88.0 cm",CKY000000000001478210,CARB,NULL,3,fabbri338,sand,CKY,2012-12-26T23:55:22Z,NULL,NULL,NULL,NULL,0.04453812,0.398705251,0.202380177,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1311,1.0925,sand,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,369.25,"C0002L-10X-8, 56.0 cm",NULL,369.245,369.245,369.245,369.245,"C0002L-10X-8, 57.0 cm",NULL,369.255,369.255,369.255,369.255,"C0002L-10X-8 W, 56.0--57.0 cm",CKY000000000001478310,CARB,NULL,3,fabbri338,mud,CKY,2012-12-27T00:53:03Z,NULL,NULL,NULL,NULL,0.087054103,1.202563559,0.154304808,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5777,4.814,mud,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,375.27,"C0002L-11X-3, 62.0 cm",NULL,375.25,375.25,375.25,375.25,"C0002L-11X-3, 66.0 cm",NULL,375.29,375.29,375.29,375.29,"C0002L-11X-3 W, 62.0--66.0 cm",CKY000000000001482710,CARB,NULL,3,skarbek338,NULL,CKY,2012-12-25T03:36:10Z,NULL,NULL,NULL,NULL,0.098735694,1.182020844,0.057888504,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5851,4.8756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,388.28,"C0002L-12X-7, 32.0 cm",NULL,388.27,388.27,388.27,388.27,"C0002L-12X-7, 34.0 cm",NULL,388.29,388.29,388.29,388.29,"C0002L-12X-7 W, 32.0--34.0 cm",CKY000000000001487010,CARB,NULL,3,esteban338,NULL,CKY,2012-12-25T09:38:01Z,NULL,NULL,NULL,NULL,0.081839056,1.553703418,0.083698599,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9823,8.1855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,396.993,"C0002L-13X-6, 27.0 cm",NULL,396.983,397.005,396.983,397.005,"C0002L-13X-6, 29.0 cm",NULL,397.003,397.025,397.003,397.025,"C0002L-13X-6 W, 27.0--29.0 cm",CKY000000000001490010,CARB,NULL,3,esteban338,NULL,CKY,2012-12-25T13:39:59Z,NULL,NULL,NULL,NULL,0.097526844,2.183841472,0.210877128,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.7475,14.5619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,401.4755,"C0002L-14X-1, 102.0 cm",NULL,401.473,401.52,401.473,401.52,"C0002L-14X-1, 102.5 cm",NULL,401.478,401.525,401.478,401.525,"C0002L-14X-1 W, 102.0--102.5 cm",CKY000000000001498110,CARB,NULL,3,shan338,mud,CKY,2012-12-26T00:04:44Z,NULL,NULL,NULL,NULL,0.089086174,2.243263659,0.072672451,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6539,13.7819,mud,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,408.1665,"C0002L-14X-7, 87.0 cm",NULL,408.164,408.535,408.164,408.535,"C0002L-14X-7, 87.5 cm",NULL,408.169,408.54,408.169,408.54,"C0002L-14X-7 W, 87.0--87.5 cm",CKY000000000001498910,CARB,NULL,3,shan338,sand,CKY,2012-12-26T00:01:17Z,NULL,NULL,NULL,NULL,0.036976602,0.915117364,0.449172054,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4291,3.5757,sand,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,408.9725,"C0002L-14X-8, 30.0 cm",NULL,408.97,409.38,408.97,409.38,"C0002L-14X-8, 30.5 cm",NULL,408.975,409.385,408.975,409.385,"C0002L-14X-8 W, 30.0--30.5 cm",CKY000000000001499010,CARB,NULL,3,shan338,mud,CKY,2012-12-26T00:01:17Z,NULL,NULL,NULL,NULL,0.103727009,1.516666515,0.221484375,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7581,6.3172,mud,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,412.563,"C0002L-15X-5, 2.0 cm",NULL,412.548,412.595,412.548,412.595,"C0002L-15X-5, 5.0 cm",NULL,412.578,412.625,412.578,412.625,"C0002L-15X-5 W, 2.0--5.0 cm",CKY000000000001499610,CARB,NULL,3,kitajima338,NULL,CKY,2012-12-26T00:30:16Z,NULL,NULL,NULL,NULL,0.096346506,1.231902143,0.337441556,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.558,4.6498,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,415.872,"C0002L-15X-7, 120.0 cm",NULL,415.857,415.965,415.857,415.965,"C0002L-15X-7, 123.0 cm",NULL,415.887,415.995,415.887,415.995,"C0002L-15X-7 W, 120.0--123.0 cm",CKY000000000001500310,CARB,NULL,3,kitajima338,NULL,CKY,2012-12-26T00:31:50Z,NULL,NULL,NULL,NULL,0.090546699,1.322073496,0.093831415,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6186,5.1548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,418.798,"C0002L-15X-10, 47.0 cm",NULL,418.783,418.945,418.783,418.945,"C0002L-15X-10, 50.0 cm",NULL,418.813,418.975,418.813,418.975,"C0002L-15X-10 WR, 47.0--50.0 cm",CKY000000000001460910,CARB,NULL,3,kitajima338,NULL,CKY,2012-12-24T15:33:51Z,NULL,NULL,NULL,NULL,0.100903309,1.357574544,0.09151843,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6214,5.1781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,421.747,"C0002L-16X-2, 135.0 cm",NULL,421.728,421.825,421.728,421.825,"C0002L-16X-2, 139.0 cm",NULL,421.766,421.865,421.766,421.865,"C0002L-16X-2 W, 135.0--139.0 cm",CKY000000000001503710,CARB,NULL,3,skarbek338,NULL,CKY,2012-12-26T03:56:11Z,NULL,NULL,NULL,NULL,0.093375606,1.479976925,0.106877727,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7117,5.9306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,425.8235,"C0002L-16X-6, 110.0 cm",NULL,425.809,426.085,425.809,426.085,"C0002L-16X-6, 113.0 cm",NULL,425.838,426.115,425.838,426.115,"C0002L-16X-6 W, 110.0--113.0 cm",CKY000000000001504410,CARB,NULL,3,skarbek338,NULL,CKY,2012-12-26T03:56:12Z,NULL,NULL,NULL,NULL,0.092921861,1.469707009,0.09292891,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7563,6.3022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,427.0405,"C0002L-16X-7, 95.0 cm",NULL,427.026,427.355,427.026,427.355,"C0002L-16X-7, 98.0 cm",NULL,427.055,427.385,427.055,427.385,"C0002L-16X-7 W, 95.0--98.0 cm",CKY000000000001504710,CARB,NULL,3,skarbek338,NULL,CKY,2012-12-26T03:56:12Z,NULL,NULL,NULL,NULL,0.070206168,1.247156212,0.082506978,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7581,6.3172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,C0002,L,431.4825,"C0002L-17X-3, 76.0 cm",NULL,431.478,431.685,431.478,431.685,"C0002L-17X-3, 77.0 cm",NULL,431.487,431.695,431.487,431.695,"C0002L-17X-3 W, 76.0--77.0 cm",CKY000000000001508110,CARB,NULL,3,fujiharaa,NULL,CKY,2012-12-27T10:12:29Z,NULL,NULL,NULL,NULL,0.084023246,1.429996952,0.198129724,NULL,ohashia,2013-02-05T02:35:31Z,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6518,5.4314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
