Exp,Site,Hole,Core,Type,Sect,A/W,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),(mM) IC,(µM) SPEC,Al (uM) 309.3 nm ICPAES,Alkalinity (mM) ALKALINITY,AMMONIUM (mM) DA,ammonium (mM) TITRA_MAN,Ammonium (µM) SPEC,AMMONIUM (µM) SPEC,ammonium (µM) SPEC,AMMONIUM_TEST (mM) DA,B (uM)  nm ICPAES,B (uM) 0 nm ICPAES,B (uM) 208.9 nm ICPAES,B (uM) 209 nm ICPAES,B (uM) 249.7 nm ICPAES,B (uM) 249.8 nm ICPAES,B (uM) unkn nm ICPAES,Ba (uM)  nm ICPAES,Ba (uM) 0 nm ICPAES,Ba (uM) 208.9 nm ICPAES,Ba (uM) 209 nm ICPAES,Ba (uM) 233.5 nm ICPAES,Ba (uM) 249.7 nm ICPAES,Ba (uM) 249.8 nm ICPAES,Ba (uM) 455.4 nm ICPAES,Ba (uM) 493.4 nm ICPAES,Ba (uM) unkn nm ICPAES,Bromide (mM) IC,bromide (mM) IC,Ca (mM)  nm ICPAES,Ca (mM) 0 nm ICPAES,Ca (mM) 280.3 nm ICPAES,Ca (mM) 315.9 nm ICPAES,Ca (mM) 317.9 nm ICPAES,Ca (mM) 393.4 nm ICPAES,Ca (mM) 396.8 nm ICPAES,Ca (mM) 422.7 nm ICPAES,Calcium (mM) IC,calcium (mM) IC,Chloride (mM) IC,chloride (mM) IC,Chloride (mM) TITRA_MAN,Choride (mM) IC,Cs (nM) 0 nm ICPAES,Dissolved Inorganic Carbon (mM) TOC,Fe (uM)  nm ICPAES,Fe (uM) 0 nm ICPAES,Fe (uM) 238.2 nm ICPAES,Fe (uM) 239.6 nm ICPAES,Fe (uM) 259.9 nm ICPAES,Fe (uM) unkn nm ICPAES,Inorganic carbon (wt%) COUL,K (mM)  nm ICPAES,K (mM) 0 nm ICPAES,K (mM) 766.5 nm ICPAES,K (mM) 769.9 nm ICPAES,Li (uM)  nm ICPAES,Li (uM) 0 nm ICPAES,Li (uM) 610.4 nm ICPAES,Li (uM) 670.8 nm ICPAES,Li (uM) unkn nm ICPAES,Magnesium (mM) IC,magnesium (mM) IC,Mg (mM)  nm ICPAES,Mg (mM) 0 nm ICPAES,Mg (mM) 279.6 nm ICPAES,Mg (mM) 280.3 nm ICPAES,Mg (mM) 285.2 nm ICPAES,Mg (mM) 396.8 nm ICPAES,Mn (uM)  nm ICPAES,Mn (uM) 0 nm ICPAES,Mn (uM) 249.8 nm ICPAES,Mn (uM) 257.6 nm ICPAES,Mn (uM) 259.4 nm ICPAES,Mn (uM) unkn nm ICPAES,Mo (nM) 0 nm ICPAES,n.a. (mM) IC,Na (mM)  nm ICPAES,Na (mM) 0 nm ICPAES,Na (mM) 401.8 nm ICPAES,Na (mM) 589 nm ICPAES,Na (mM) 589.6 nm ICPAES,nitrate (µM) SPEC,Nitrate/Nitrite (µM) SPEC,NITRATE_CD (mM) DA,NITRATE_LOW (mM) DA,NITRITES_TEST (mM) DA,pH ALKALINITY,PHOSPHATE (mM) DA,Phosphate (mM) DA,phosphate (µM) SPEC,phosphate (µM) TITRA_MAN,Potassium (mM) IC,potassium (mM) IC,Rb (uM) 0 nm ICPAES,S (mM)  nm ICPAES,S (mM) 0 nm ICPAES,Salinity SALINITY,Si (uM)  nm ICPAES,Si (uM) 0 nm ICPAES,Si (uM) 250.7 nm ICPAES,Si (uM) 251.6 nm ICPAES,Si (uM) 288.2 nm ICPAES,Si (uM) unkn nm ICPAES,SILICA (mM) DA,Silica (mM) DA,silica (µM) SPEC,SILICAPD (mM) DA,SO4 (mM)  nm ICPAES,SO4 (mM) 0 nm ICPAES,Sodium (mM) IC,sodium (mM) IC,Sr (uM)  nm ICPAES,Sr (uM) 0 nm ICPAES,Sr (uM) 407.8 nm ICPAES,Sr (uM) 421.6 nm ICPAES,Sr (uM) 460.7 nm ICPAES,Sr (uM) unkn nm ICPAES,Sulfate (mM) IC,sulfate (mM) IC,sulfide (µM) SPEC,sulfide (µM) TITRA_MAN,Total Carbon (ppm) TOC,Total Organic Carbon (wt%) TOC,U (nM) 0 nm ICPAES,V (nM) 0 nm ICPAES,Proceedings label,Comments,,,
344,U1414,A,7,H,2,,140,150,52.3,52.4,52.178,52.274,,,,,,,,2.64,,,515,,,,,,,1.75,,,,,,,,,,,0.946,4.95,,,,,,,,,,569,,567,,,,,,,,,,,11.4,,,,22.9,,,,,,,46.9,,,,,,0.6,,,,,,,,466,,,,,,,,,,,,,,,,,,,,32.5,725,,,,,,,,,,4.8,,,,75.8,,,,,,,5.7,,,,,,,"U1414A-7H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,7,H,5,,140,150,56.8,56.9,56.487,56.583,,,,,,,,2.67,,,507,,,,,,,1.75,,,,,,,,,,,0.944,5.24,,,,,,,,,,570,,567,,,,,,,,,,,10.5,,,,23.8,,,,,,,46.8,,,,,,1.3,,,,,,,,460,,,,,,,,,,,,,,,,,,,,32.5,745,,,,,,,,,,6.3,,,,82.2,,,,,,,7,,,,,,,"U1414A-7H-5, 140.0-150.0 cm",  ,,,
344,U1414,A,8,H,2,,140,150,61.8,61.9,61.703,61.8,,,,,,,,2.81,,,475,,,,,,,1.13,,,,,,,,,,,0.945,5.78,,,,,,,,,,571,,568,,,,,,,,,,,11,,,,25.2,,,,,,,46.6,,,,,,2.8,,,,,,,,460,,,,,,,,,,,,,,,,,,,,32.5,739,,,,,,,,,,7,,,,78.2,,,,,,,8.5,,,,,,,"U1414A-8H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,8,H,4,,105,113,64.45,64.53,64.264,64.341,,,,,,,,2.76,,,443,,,,,,,2.57,,,,,,,,,,,0.94,6.51,,,,,,,,,,573,,570,,,,,,,,,,,11.2,,,,25.4,,,,,,,49,,,,,,6.1,,,,,,,,463,,,,,,,,,,,,,,,,,,,,32.5,636,,,,,,,,,,9.2,,,,85.1,,,,,,,9.5,,,,,,,"U1414A-8H-4, 105.0-113.0 cm",  ,,,
344,U1414,A,9,H,2,,140,150,71.3,71.4,71.182,71.278,,,,,,,,2.9,,,444,,,,,,,0.94,,,,,,,,,,,0.942,6.65,,,,,,,,,,575,,571,,,,,,,,,,,11.4,,,,28.8,,,,,,,49,,,,,,4.2,,,,,,,,471,,,,,,,,,,,,,,,,,,,,33,738,,,,,,,,,,10.5,,,,84.5,,,,,,,11.3,,,,,,,"U1414A-9H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,9,H,5,,140,150,75.8,75.9,75.501,75.597,,,,,,,,2.97,,,422,,,,,,,0.73,,,,,,,,,,,0.942,6.88,,,,,,,,,,575,,570,,,,,,,,,,,10.6,,,,30.6,,,,,,,48.4,,,,,,6.2,,,,,,,,465,,,,,,,,,,,,,,,,,,,,33.5,763,,,,,,,,,,12.4,,,,85.3,,,,,,,12.1,,,,,,,"U1414A-9H-5, 140.0-150.0 cm",  ,,,
344,U1414,A,10,H,2,,140,150,80.8,80.9,80.694,80.79,,,,,,,,3.07,,,404,,,,,,,0.84,,,,,,,,,,,0.941,7.33,,,,,,,,,,576,,572,,,,,,,,,,,11,,,,34,,,,,,,49.6,,,,,,8.5,,,,,,,,470,,,,,,,,,,,,,,,,,,,,34,775,,,,,,,,,,13.1,,,,88.9,,,,,,,13.1,,,,,,,"U1414A-10H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,10,H,5,,140,150,85.3,85.4,85.03,85.126,,,,,,,,3.25,,,389,,,,,,,0.83,,,,,,,,,,,0.951,7.16,,,,,,,,,,581,,573,,,,,,,,,,,11.1,,,,36.3,,,,,,,48.8,,,,,,6.4,,,,,,,,466,,,,,,,,,,,,,,,,,,,,33.5,695,,,,,,,,,,12.2,,,,87.4,,,,,,,13.8,,,,,,,"U1414A-10H-5, 140.0-150.0 cm",  ,,,
344,U1414,A,11,H,2,,140,150,90.3,90.4,90.226,90.323,,,,,,,,3.31,,,376,,,,,,,0.74,,,,,,,,,,,0.927,7.6,,,,,,,,,,571,,572,,,,,,,,,,,10.9,,,,39.4,,,,,,,50.2,,,,,,6.3,,,,,,,,469,,,,,,,,,,,,,,,,,,,,34,816,,,,,,,,,,14.1,,,,91.6,,,,,,,14.2,,,,,,,"U1414A-11H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,11,H,5,,140,150,94.8,94.9,94.61,94.707,,,,,,,,3.44,,,368,,,,,,,0.9,,,,,,,,,,,0.934,7.8,,,,,,,,,,576,,571,,,,,,,,,,,11,,,,44.1,,,,,,,49.7,,,,,,7,,,,,,,,467,,,,,,,,,,,,,,,,,,,,34,850,,,,,,,,,,14.7,,,,94.9,,,,,,,14.7,,,,,,,"U1414A-11H-5, 140.0-150.0 cm",  ,,,
344,U1414,A,12,H,2,,140,150,99.8,99.9,99.686,99.782,,,,,,,,3.61,,,369,,,,,,,0.72,,,,,,,,,,,0.932,7.7,,,,,,,,,,575,,570,,,,,,,,,,,10.4,,,,47.2,,,,,,,48.7,,,,,,7.1,,,,,,,,460,,,,,,,,,,,,,,,,,,,,34,881,,,,,,,,,,14.8,,,,93.1,,,,,,,15,,,,,,,"U1414A-12H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,12,H,5,,140,150,104.3,104.4,104.009,104.105,,,,,,,,3.58,,,364,,,,,,,0.96,,,,,,,,,,,0.921,7.94,,,,,,,,,,571,,572,,,,,,,,,,,10.5,,,,51.2,,,,,,,49.7,,,,,,6.8,,,,,,,,464,,,,,,,,,,,,,,,,,,,,34,851,,,,,,,,,,14.9,,,,93.6,,,,,,,15,,,,,,,"U1414A-12H-5, 140.0-150.0 cm",  ,,,
344,U1414,A,13,H,2,,140,150,109.3,109.4,109.269,109.368,,,,,,,,3.75,,,352,,,,,,,0.73,,,,,,,,,,,0.924,8.16,,,,,,,,,,572,,569,,,,,,,,,,,11.2,,,,57.6,,,,,,,50.2,,,,,,7.9,,,,,,,,467,,,,,,,,,,,,,,,,,,,,34,902,,,,,,,,,,15.6,,,,96.2,,,,,,,15.3,,,,,,,"U1414A-13H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,13,H,5,,140,150,113.8,113.9,113.723,113.822,,,,,,,,3.96,,,364,,,,,,,0.69,,,,,,,,,,,0.926,8.09,,,,,,,,,,576,,571,,,,,,,,,,,11.7,,,,61.4,,,,,,,49.2,,,,,,7.8,,,,,,,,471,,,,,,,,,,,,,,,,,,,,34,932,,,,,,,,,,15.5,,,,95.8,,,,,,,15.5,,,,,,,"U1414A-13H-5, 140.0-150.0 cm",  ,,,
344,U1414,A,14,H,2,,140,150,118.8,118.9,118.682,118.778,,,,,,,,3.93,,,323,,,,,,,0.74,,,,,,,,,,,0.915,8.27,,,,,,,,,,570,,568,,,,,,,,,,,10.9,,,,67.9,,,,,,,50.6,,,,,,6.4,,,,,,,,468,,,,,,,,,,,,,,,,,,,,33.5,839,,,,,,,,,,15.1,,,,101.8,,,,,,,15.4,,,,,,,"U1414A-14H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,14,H,5,,135,150,123.25,123.4,122.953,123.097,,,,,,,,4.34,,,325,,,,,,,0.9,,,,,,,,,,,0.927,7.96,,,,,,,,,,575,,570,,,,,,,,,,,11.8,,,,71.5,,,,,,,49.6,,,,,,3.8,,,,,,,,473,,,,,,,,,,,,,,,,,,,,34,829,,,,,,,,,,15.4,,,,98,,,,,,,15.7,,,,,,,"U1414A-14H-5, 135.0-150.0 cm",  ,,,
344,U1414,A,15,H,2,,140,150,128.3,128.4,128.226,128.323,,,,,,,,4.11,,,315,,,,,,,0.85,,,,,,,,,,,0.917,8.36,,,,,,,,,,570,,567,,,,,,,,,,,11.2,,,,79.7,,,,,,,50.3,,,,,,3.1,,,,,,,,464,,,,,,,,,,,,,,,,,,,,33.5,925,,,,,,,,,,15.2,,,,103.9,,,,,,,15.7,,,,,,,"U1414A-15H-2, 140.0-150.0 cm",  ,,,
344,U1414,A,15,H,5,,140,150,132.8,132.9,132.61,132.707,,,,,,,,3.96,,,306,,,,,,,0.79,,,,,,,,,,,0.912,8.86,,,,,,,,,,569,,568,,,,,,,,,,,10.8,,,,84.7,,,,,,,50.7,,,,,,2.8,,,,,,,,471,,,,,,,,,,,,,,,,,,,,33,881,,,,,,,,,,15.7,,,,109.7,,,,,,,15.7,,,,,,,"U1414A-15H-5, 140.0-150.0 cm",  ,,,
344,U1414,A,16,H,2,,110,120,137.5,137.6,137.436,137.534,,,,,,,,4.31,,,291,,,,,,,0.78,,,,,,,,,,,0.921,8.8,,,,,,,,,,571,,566,,,,,,,,,,,11.9,,,,85.7,,,,,,,47.7,,,,,,1.5,,,,,,,,473,,,,,,,,,,,,,,,,,,,,33,945,,,,,,,,,,15.8,,,,105.1,,,,,,,15.9,,,,,,,"U1414A-16H-2, 110.0-120.0 cm",  ,,,
344,U1414,A,16,H,5,,140,150,142,142.1,141.826,141.924,,,,,,,,4.18,,,299,,,,,,,0.8,,,,,,,,,,,0.912,9.4,,,,,,,,,,569,,569,,,,,,,,,,,11.1,,,,92.8,,,,,,,47.6,,,,,,2.2,,,,,,,,470,,,,,,,,,,,,,,,,,,,,33,997,,,,,,,,,,14.8,,,,115.3,,,,,,,15.9,,,,,,,"U1414A-16H-5, 140.0-150.0 cm",  ,,,
344,U1414,A,17,H,4,,135,150,150.25,150.4,150.177,150.325,,,,,,,,4.26,,,315,,,,,,,0.92,,,,,,,,,,,0.923,9.56,,,,,,,,,,572,,567,,,,,,,,,,,11.5,,,,107.1,,,,,,,47.1,,,,,,2.7,,,,,,,,470,,,,,,,,,,,,,,,,,,,,33.5,1032,,,,,,,,,,15.8,,,,130.5,,,,,,,15.8,,,,,,,"U1414A-17H-4, 135.0-150.0 cm",  ,,,
344,U1414,A,18,H,5,,130,150,159.33,159.53,159.31,159.509,,,,,,,,4.18,,,337,,,,,,,0.87,,,,,,,,,,,0.915,10.21,,,,,,,,,,570,,565,,,,,,,,,,,11.4,,,,124.3,,,,,,,45.4,,,,,,2.1,,,,,,,,467,,,,,,,,,,,,,,,,,,,,33.5,825,,,,,,,,,,16.2,,,,149.3,,,,,,,15.8,,,,,,,"U1414A-18H-5, 130.0-150.0 cm",  ,,,
344,U1414,A,19,H,3,,135,150,166.27,166.42,166.205,166.353,,,,,,,,3.88,,,318,,,,,,,0.63,,,,,,,,,,,0.909,10.42,,,,,,,,,,566,,566,,,,,,,,,,,10.5,,,,133,,,,,,,46.8,,,,,,1.9,,,,,,,,465,,,,,,,,,,,,,,,,,,,,33,654,,,,,,,,,,15.2,,,,166.3,,,,,,,15.7,,,,,,,"U1414A-19H-3, 135.0-150.0 cm",  ,,,
344,U1414,A,19,H,6,,135,150,170.59,170.74,170.458,170.606,,,,,,,,3.97,,,318,,,,,,,0.63,,,,,,,,,,,0.913,10.1,,,,,,,,,,568,,567,,,,,,,,,,,11,,,,135.5,,,,,,,46.3,,,,,,1.6,,,,,,,,467,,,,,,,,,,,,,,,,,,,,33,579,,,,,,,,,,15.4,,,,170.6,,,,,,,15.7,,,,,,,"U1414A-19H-6, 135.0-150.0 cm",  ,,,
344,U1414,A,20,H,2,,135,150,174.45,174.6,174.423,174.572,,,,,,,,4.01,,,319,,,,,,,0.69,,,,,,,,,,,0.917,9.98,,,,,,,,,,570,,566,,,,,,,,,,,11.4,,,,138.4,,,,,,,47.2,,,,,,0.9,,,,,,,,474,,,,,,,,,,,,,,,,,,,,33.5,510,,,,,,,,,,15.6,,,,176.1,,,,,,,15.7,,,,,,,"U1414A-20H-2, 135.0-150.0 cm",  ,,,
344,U1414,A,20,H,5,,137,152,178.97,179.12,178.901,179.05,,,,,,,,4.01,,,377,,,,,,,0.55,,,,,,,,,,,0.915,9.8,,,,,,,,,,569,,566,,,,,,,,,,,11.2,,,,152.888,,,,,,,45.4,,,,,,0.7,,,,,,,,467,,,,,,,,,,,,,,,,,,,,33,570,,,,,,,,,,15.4,,,,193.2,,,,,,,15.6,,,,,,,"U1414A-20H-5, 137.0-152.0 cm",  ,,,
344,U1414,A,21,H,3,,135,150,185.45,185.6,185.066,185.203,,,,,,,,3.92,,,384,,,,,,,0.3,,,,,,,,,,,0.91,9.86,,,,,,,,,,566,,567,,,,,,,,,,,11.2,,,,159.037,,,,,,,45.2,,,,,,631,,,,,,,,470,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,15.8,,,,216.5,,,,,,,15.6,,,,,,,"U1414A-21H-3, 135.0-150.0 cm",  ,,,
344,U1414,A,22,H,6,,70,85,198.8,198.95,198.8,198.95,,,,,,,,4.11,,,431,,,,,,,0.96,,,,,,,,,,,0.916,12.63,,,,,,,,,,570,,570,,,,,,,,,,,12,,,,168.901,,,,,,,39.8,,,,,,0.3,,,,,,,,476,,,,,,,,,,,,,,,,,,,,33,1413,,,,,,,,,,15.7,,,,266.8,,,,,,,15.7,,,,,,,"U1414A-22H-6, 70.0-85.0 cm",  ,,,
344,U1414,A,23,X,2,,130,150,202.9,203.1,202.9,203.1,,,,,,,,4.04,,,419,,,,,,,1.01,,,,,,,,,,,0.912,12.4,,,,,,,,,,569,,569,,,,,,,,,,,12,,,,165.722,,,,,,,39.5,,,,,,1,,,,,,,,474,,,,,,,,,,,,,,,,,,,,33.5,1384,,,,,,,,,,15.7,,,,266,,,,,,,15.8,,,,,,,"U1414A-23X-2, 130.0-150.0 cm",  ,,,
344,U1414,A,23,X,5,,130,150,207.4,207.6,207.4,207.6,,,,,,,,4,,,430,,,,,,,0.97,,,,,,,,,,,0.915,12.53,,,,,,,,,,569,,569,,,,,,,,,,,12.2,,,,170.417,,,,,,,39.4,,,,,,0.6,,,,,,,,472,,,,,,,,,,,,,,,,,,,,33,1465,,,,,,,,,,15.6,,,,278.5,,,,,,,15.8,,,,,,,"U1414A-23X-5, 130.0-150.0 cm",  ,,,
344,U1414,A,24,X,4,,94,114,214.75,214.95,214.652,214.848,,,,,,,,3.77,,,403,,,,,,,0.71,,,,,,,,,,,0.903,12.66,,,,,,,,,,565,,569,,,,,,,,,,,11.5,,,,175.108,,,,,,,40,,,,,,1.3,,,,,,,,471,,,,,,,,,,,,,,,,,,,,33,1453,,,,,,,,,,16,,,,304.2,,,,,,,15.9,,,,,,,"U1414A-24X-4, 94.0-114.0 cm",  ,,,
344,U1414,A,24,X,6,,130,150,217.75,217.95,217.594,217.79,,,,,,,,3.76,,,393,,,,,,,1.21,,,,,,,,,,,0.917,12.43,,,,,,,,,,571,,566,,,,,,,,,,,11.8,,,,174.728,,,,,,,40,,,,,,0.9,,,,,,,,473,,,,,,,,,,,,,,,,,,,,33,1409,,,,,,,,,,15.8,,,,305.8,,,,,,,15.9,,,,,,,"U1414A-24X-6, 130.0-150.0 cm",  ,,,
344,U1414,A,25,X,2,,112,132,221.92,222.12,221.89,222.088,,,,,,,,3.69,,,424,,,,,,,0.82,,,,,,,,,,,0.904,12.4,,,,,,,,,,564,,568,,,,,,,,,,,11.9,,,,177.125,,,,,,,39.7,,,,,,1.4,,,,,,,,478,,,,,,,,,,,,,,,,,,,,33,1514,,,,,,,,,,15.9,,,,318,,,,,,,15.7,,,,,,,"U1414A-25X-2, 112.0-132.0 cm",  ,,,
344,U1414,A,25,X,5,,130,150,226.42,226.62,226.339,226.537,,,,,,,,3.64,,,420,,,,,,,0.83,,,,,,,,,,,0.903,12.69,,,,,,,,,,564,,568,,,,,,,,,,,11.6,,,,182.432,,,,,,,40.2,,,,,,1.4,,,,,,,,476,,,,,,,,,,,,,,,,,,,,33,1466,,,,,,,,,,16.3,,,,345.7,,,,,,,16,,,,,,,"U1414A-25X-5, 130.0-150.0 cm",  ,,,
344,U1414,A,26,X,2,,130,150,231.7,231.9,231.68,231.879,,,,,,,,3.46,,,402,,,,,,,0.63,,,,,,,,,,,0.911,12.39,,,,,,,,,,568,,568,,,,,,,,,,,11.5,,,,177.609,,,,,,,39,,,,,,1.1,,,,,,,,479,,,,,,,,,,,,,,,,,,,,33,1452,,,,,,,,,,16.1,,,,345.9,,,,,,,16,,,,,,,"U1414A-26X-2, 130.0-150.0 cm",  ,,,
344,U1414,A,26,X,5,,130,150,236.2,236.4,236.148,236.347,,,,,,,,3.41,,,413,,,,,,,0.62,,,,,,,,,,,0.903,12.68,,,,,,,,,,565,,567,,,,,,,,,,,11.3,,,,180.103,,,,,,,37.8,,,,,,0.8,,,,,,,,477,,,,,,,,,,,,,,,,,,,,33,1554,,,,,,,,,,15.7,,,,357.7,,,,,,,15.7,,,,,,,"U1414A-26X-5, 130.0-150.0 cm",  ,,,
344,U1414,A,27,X,3,,120,150,242.7,242.9,242.627,242.824,,,,,,,,3.43,,,410,,,,,,,0.78,,,,,,,,,,,0.918,13.49,,,,,,,,,,572,,567,,,,,,,,,,,11.6,,,,176.447,,,,,,,35.2,,,,,,0.6,,,,,,,,474,,,,,,,,,,,,,,,,,,,,33,1632,,,,,,,,,,15.6,,,,372.2,,,,,,,15.7,,,,,,,"U1414A-27X-3, 120.0-150.0 cm",  ,,,
344,U1414,A,28,X,4,,67,97,252.78,253.08,252.78,253.08,,,,,,,,3.31,,,417,,,,,,,1.17,,,,,,,,,,,0.919,13.6,,,,,,,,,,576,,567,,,,,,,,,,,11,,,,174.856,,,,,,,33,,,,,,0.4,,,,,,,,469,,,,,,,,,,,,,,,,,,,,33,1619,,,,,,,,,,15,,,,402.4,,,,,,,15.4,,,,,,,"U1414A-28X-4, 67.0-97.0 cm",  ,,,
344,U1414,A,29,X,2,,72,102,260.02,260.32,260.02,260.32,,,,,,,,3.23,,,428,,,,,,,0.87,,,,,,,,,,,0.919,13.5,,,,,,,,,,575,,569,,,,,,,,,,,11.1,,,,174.165,,,,,,,32.4,,,,,,0.6,,,,,,,,468,,,,,,,,,,,,,,,,,,,,33,1520,,,,,,,,,,15,,,,432.1,,,,,,,14.9,,,,,,,"U1414A-29X-2, 72.0-102.0 cm",  ,,,
344,U1414,A,30,X,2,,79,109,269.25,269.55,269.25,269.55,,,,,,,,3.09,,,428,,,,,,,1.15,,,,,,,,,,,0.911,12.61,,,,,,,,,,572,,569,,,,,,,,,,,11.8,,,,170.237,,,,,,,32.2,,,,,,0.3,,,,,,,,477,,,,,,,,,,,,,,,,,,,,33,1386,,,,,,,,,,13.8,,,,468.4,,,,,,,14.2,,,,,,,"U1414A-30X-2, 79.0-109.0 cm",  ,,,
344,U1414,A,30,X,4,,65,95,270.94,271.24,270.94,271.24,,,,,,,,3.13,,,422,,,,,,,0.81,,,,,,,,,,,0.902,12.16,,,,,,,,,,568,,566,,,,,,,,,,,11.5,,,,168.754,,,,,,,32.1,,,,,,0.5,,,,,,,,470,,,,,,,,,,,,,,,,,,,,32.5,1282,,,,,,,,,,14.3,,,,462.5,,,,,,,14.2,,,,,,,"U1414A-30X-4, 65.0-95.0 cm",  ,,,
344,U1414,A,31,X,2,,65,100,278.87,279.22,278.87,279.22,,,,,,,,0,,,426,,,,,,,0.72,,,,,,,,,,,0.913,10.99,,,,,,,,,,570,,567,,,,,,,,,,,11,,,,173.72,,,,,,,32.1,,,,,,0.4,,,,,,,,480,,,,,,,,,,,,,,,,,,,,32.5,825,,,,,,,,,,12.9,,,,478.2,,,,,,,12.8,,,,,,,"U1414A-31X-2, 65.0-100.0 cm",  ,,,
344,U1414,A,32,X,2,,91,121,288.67,288.97,288.67,288.97,,,,,,,,2.7,,,431,,,,,,,0.69,,,,,,,,,,,0.906,9.18,,,,,,,,,,568,,564,,,,,,,,,,,10.2,,,,179.395,,,,,,,32.1,,,,,,0.2,,,,,,,,474,,,,,,,,,,,,,,,,,,,,32.5,734,,,,,,,,,,11.5,,,,489.1,,,,,,,11.4,,,,,,,"U1414A-32X-2, 91.0-121.0 cm",  ,,,
344,U1414,A,34,X,1,,0,14,302.1,302.24,302.1,302.24,,,,,,,,2.35,,,408,,,,,,,1.13,,,,,,,,,,,0.894,6.87,,,,,,,,,,561,,564,,,,,,,,,,,9.2,,,,147.963,,,,,,,31.8,,,,,,0.2,,,,,,,,468,,,,,,,,,,,,,,,,,,,,31,612,,,,,,,,,,9.4,,,,494,,,,,,,8.7,,,,,,,"U1414A-34X-1, 0.0-14.0 cm",  ,,,
344,U1414,A,35,X,1,,15,39,307.85,308.09,307.85,308.09,,,,,,,,2.24,,,358,,,,,,,2.32,,,,,,,,,,,0.912,6.85,,,,,,,,,,569,,560,,,,,,,,,,,7.8,,,,156.814,,,,,,,32.2,,,,,,0.2,,,,,,,,474,,,,,,,,,,,,,,,,,,,,31,641,,,,,,,,,,6.3,,,,710.3,,,,,,,5.8,,,,,,,"U1414A-35X-1, 15.0-39.0 cm",  ,,,
344,U1414,A,36,R,2,,67,92,313.88,314.13,313.88,314.13,,,,,,,,2.26,,,385,,,,,,,4.68,,,,,,,,,,,0.904,5.63,,,,,,,,,,564,,561,,,,,,,,,,,7.8,,,,132.053,,,,,,,29.4,,,,,,0.3,,,,,,,,473,,,,,,,,,,,,,,,,,,,,30.5,558,,,,,,,,,,3.1,,,,710.9,,,,,,,4.6,,,,,,,"U1414A-36R-2, 67.0-92.0 cm",  ,,,
344,U1414,A,37,R,3,,74,103,319.35,319.64,319.35,319.64,,,,,,,,2.26,,,413,,,,,,,17.56,,,,,,,,,,,0.909,5.48,,,,,,,,,,564,,557,,,,,,,,,,,7.9,,,,117.774,,,,,,,27.7,,,,,,0.3,,,,,,,,472,,,,,,,,,,,,,,,,,,,,30,611,,,,,,,,,,1.4,,,,861.3,,,,,,,7.2,,,,,,,"U1414A-37R-3, 74.0-103.0 cm",  ,,,
344,U1414,A,38,R,1,,123,145,327.33,327.55,327.33,327.55,,,,,,,,2.13,,,374,,,,,,,17.17,,,,,,,,,,,0.904,6.78,,,,,,,,,,563,,557,,,,,,,,,,,7.2,,,,111.306,,,,,,,26.7,,,,,,0.6,,,,,,,,477,,,,,,,,,,,,,,,,,,,,30,563,,,,,,,,,,1.7,,,,941.5,,,,,,,2.5,,,,,,,"U1414A-38R-1, 123.0-145.0 cm",  ,,,
344,U1414,A,38,R,2,,66,102,328.21,328.57,328.21,328.57,,,,,,,,2.23,,,447,,,,,,,12.86,,,,,,,,,,,0.905,6.88,,,,,,,,,,563,,557,,,,,,,,,,,7.9,,,,110.511,,,,,,,25.6,,,,,,0.2,,,,,,,,483,,,,,,,,,,,,,,,,,,,,30,629,,,,,,,,,,1.4,,,,907.7,,,,,,,8.5,,,,,,,"U1414A-38R-2, 66.0-102.0 cm",  ,,,
344,U1414,A,39,R,1,,80,94,336.6,336.74,336.6,336.74,,,,,,,,1.81,,,450,,,,,,,9.36,,,,,,,,,,,0.897,11.68,,,,,,,,,,559,,555,,,,,,,,,,,7.5,,,,102.963,,,,,,,20,,,,,,0.2,,,,,,,,477,,,,,,,,,,,,,,,,,,,,30,708,,,,,,,,,,3,,,,903.6,,,,,,,12.6,,,,,,,"U1414A-39R-1, 80.0-94.0 cm",  ,,,
344,U1414,A,39,R,1,,94,111,336.74,336.91,336.74,336.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.905,,,,,,,,,,,565,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,"U1414A-39R-1, 94.0-111.0 cm",  ,,,
345(QAQC),CHEMLAB,LIQUID,In-House,A,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.197,,,,,,,,"CHEMLABLIQUID-In-HouseA-, - cm",  ,,,
