Leg	Site	Hole	    Latitude	    Longtitude	    Arrival Date	    Departure Date	    Time on Hole(dd:hh:mm)	    Water Depth	    Core Type(s)	    Numbers of Cores	    Total Penetration (m) 	    Coring Penetration (m) 	    Drilled (m)	    Core Recovered (m)	    Core Recovered %	
121	 756	C	    27° 21'S	      87° 36'E	   05/26/88 1235	     05/27/88 1845	                 1: 6:10	         1515.8	            HNWX	                  12	                     159.0	                       76.6	           22.3	                 61.86	                80.8	
121	 756	D	    27° 21'S	      87° 36'E	   05/27/88 1845	     05/29/88 1030	                 1:15:45	         1513.1	              RW	                  12	                     221.0	                      101.2	           59.3	                 47.50	                46.9	
121	 757	A	    17° 1'S	      88° 11'E	   06/01/88 0210	     06/01/88 1100	                 0: 8:51	         1650.2	               H	                   1	                       9.4	                        9.4	               	                  9.40	               100.0	
121	 757	B	    17° 1'S	      88° 11'E	   06/01/88 1100	     06/04/88 0615	                 2:19:15	         1652.1	             HNX	                  43	                     374.8	                      374.8	               	                271.94	                72.6	
121	 757	C	    17° 1'S	      88° 11'E	   06/04/88 0615	     06/05/88 1810	                 1:11:56	         1643.6	              RW	                  12	                     420.7	                      106.1	          202.8	                 68.91	                64.9	
121	 758	A	     5° 23'N	      90° 22'E	   06/15/88 2350	     06/24/88 1330	                 8:13:40	         2923.6	             HRX	                  73	                     676.8	                      676.8	               	                453.83	                67.1	
121	 758	B	     5° 23'N	      90° 22'E	   06/15/88 0440	     06/15/88 1558	                 0:11:18	         2925.6	               H	                  10	                      96.0	                       96.0	               	                 98.68	               102.8	
121	 758	C	     5° 23'N	      90° 22'E	   06/15/88 1558	     06/15/88 2350	                 0: 7:52	         2922.2	               H	                   1	                       9.4	                        9.4	               	                  9.40	               100.0	
122	 759	A	    16° 57'S	      115° 34'E	   07/08/88 2015	     07/09/88 0700	                 0:10:46	         2091.6	               W	                   1	                      28.0	                           	           28.0	                      	                    	
122	 759	B	    16° 57'S	      115° 34'E	   07/09/88 0700	     07/11/88 2115	                 2:14:15	         2091.6	               R	                  39	                     308.0	                      308.0	               	                129.60	                42.1	
122	 760	A	    16° 55'S	      115° 32'E	   07/11/88 2315	     07/14/88 1300	                 2:13:46	         1969.7	             CHX	                  38	                     284.9	                      284.9	               	                196.38	                68.9	
122	 760	B	    16° 55'S	      115° 32'E	   07/14/88 1300	     07/19/88 0045	                 4:11:45	         1969.7	              CR	                  29	                     506.0	                      506.0	               	                123.02	                24.3	
122	 761	A	    16° 44'S	      115° 32'E	   07/19/88 0315	     07/19/88 1000	                 0: 6:45	         2188.8	               H	                   1	                       9.5	                        9.5	               	                  9.92	               104.4	
122	 761	B	    16° 44'S	      115° 32'E	   07/19/88 1000	     07/21/88 0900	                 1:23: 0	         2167.9	             CHX	                  33	                     286.7	                      286.7	               	                199.08	                69.4	
122	 761	C	    16° 44'S	      115° 32'E	   07/21/88 0900	     07/25/88 0200	                 3:17: 0	         2167.9	              CR	                  33	                     436.7	                      436.7	               	                 72.24	                16.5	
122	 762	A	    19° 53'S	      112° 15'E	   07/26/88 0215	     07/26/88 1100	                 0: 8:45	         1359.9	               H	                   1	                       9.5	                        9.5	               	                 10.04	               105.7	
122	 762	B	    19° 53'S	      112° 15'E	   07/26/88 1100	     07/27/88 0325	                 0:16:26	         1360.0	               H	                  19	                     175.4	                      175.4	               	                174.90	                99.7	
122	 762	C	    19° 53'S	      112° 15'E	   07/27/88 0325	     08/05/88 0830	                 9: 5: 6	         1360.0	              CX	                  91	                     940.0	                      940.0	               	                534.54	                56.9	
122	 763	A	    20° 35'S	      112° 12'E	   08/05/88 1505	     08/06/88 1930	                 1: 4:26	         1367.5	               H	                  21	                     194.9	                      194.9	               	                201.88	               103.6	
122	 763	B	    20° 35'S	      112° 13'E	   08/06/88 1930	     08/11/88 2100	                 5: 1:30	         1367.5	              CX	                  54	                     653.5	                      653.5	               	                376.36	                57.6	
122	 763	C	    20° 35'S	      112° 13'E	   08/11/88 2100	     08/17/88 1200	                 5:15: 0	         1367.5	              CR	                  46	                    1036.6	                     1036.6	               	                332.83	                32.1	
122	 764	A	    16° 34'S	      115° 27'E	   08/18/88 1615	     08/19/88 0945	                 0:17:31	         2698.6	               R	                   8	                      69.0	                       69.0	               	                 40.56	                58.8	
122	 764	B	    16° 34'S	      115° 27'E	   08/19/88 0945	     08/22/88 1945	                 3:10: 1	         2698.6	              CR	                  31	                     294.5	                      294.5	               	                 44.33	                15.1	
123	 765	A	    15° 59'S	      117° 35'E	   09/07/88 0415	     09/08/88 0230	                 0:22:15	         5721.4	               H	                   1	                       9.6	                        9.6	               	                  9.69	               100.9	
123	 765	B	    15° 59'S	      117° 35'E	   09/08/88 0230	     09/11/88 0425	                 3: 1:55	         5717.7	              HX	                  41	                     395.6	                      395.6	               	                270.92	                68.5	
123	 765	C	    15° 59'S	      117° 35'E	   09/11/88 0425	     09/22/88 1030	                11: 6: 5	         5717.7	               R	                  65	                     963.9	                      613.7	               	                373.35	                60.8	
123	 765	D	    15° 59'S	      117° 35'E	   09/22/88 1030	     10/18/88 0000	                25:13:30	         5713.8	               R	                  27	                    1194.9	                      247.0	               	                 78.70	                31.9	
123	 766	A	    19° 56'S	      110° 27'E	   10/19/88 2045	     10/26/88 1025	                 6:13:40	         3997.5	               R	                  55	                     527.2	                      527.2	               	                347.49	                65.9	
124	 767	A	     4° 47'N	      123° 30'E	   11/09/88 2115	     11/10/88 1500	                 0:17:45	         4905.6	               H	                   1	                       4.2	                        4.2	               	                  4.14	                98.6	
124	 767	B	     4° 47'N	      123° 30'E	   11/10/88 1500	     11/19/88 2015	                 9: 5:15	         4905.3	              HX	                  78	                     739.0	                      739.0	               	                585.05	                79.2	
124	 767	C	     4° 48'N	      123° 30'E	   11/19/88 2015	     11/26/88 0015	                 6: 4: 1	         4905.3	               R	                  12	                     791.7	                      111.7	               	                 44.67	                40.0	
124	 768	A	     8° 0'N	      121° 13'E	   11/27/88 1615	     11/28/88 1045	                 0:18:30	         4384.4	               H	                   1	                       9.5	                        9.5	               	                  8.80	                92.6	
124	 768	B	     8° 0'N	      121° 13'E	   11/28/88 1045	     11/28/88 2130	                 0:10:46	         4384.4	              HX	                  40	                     364.1	                      364.1	               	                293.79	                80.7	
124	 768	C	     8° 0'N	      121° 13'E	   12/01/88 1430	     12/13/88 0700	                11:16:30	         4384.4	               R	                 100	                    1268.5	                      915.0	               	                525.69	                57.5	
124	 769	A	     8° 47'N	      121° 18'E	   12/14/88 1500	     12/15/88 0700	                 0:16: 1	         3644.8	               H	                   7	                      65.4	                       65.4	               	                 68.48	               104.7	
124	 769	B	     8° 47'N	      121° 18'E	   12/15/88 0700	     12/17/88 0130	                 1:18:30	         3643.6	              HX	                  32	                     290.2	                      290.2	               	                281.63	                97.0	
124	 769	C	     8° 47'N	      121° 18'E	   12/17/88 0130	     12/18/88 1945	                 1:18:16	         3643.6	               R	                  12	                     376.9	                      115.8	               	                 51.36	                44.4	
124	 770	A	     5° 9'N	      123° 40'E	   12/20/88 1245	     12/21/88 0645	                 0:18: 0	         4506.7	               R	                   2	                      10.9	                       10.9	               	                  1.58	                14.5	
124	 770	B	     5° 9'N	      123° 40'E	   12/21/88 0645	     12/24/88 0800	                 3: 1:15	         4504.9	               R	                  21	                     474.1	                      201.6	               	                112.41	                55.8	
124	 770	C	     5° 9'N	      123° 40'E	   12/24/88 0800	     12/30/88 1800	                 6:10: 1	         4504.9	               R	                  12	                     529.5	                      115.8	               	                 54.81	                47.3	
124	 771	A	     8° 41'N	      120° 41'E	   12/31/88 2130	     01/02/89 1300	                 1:15:30	         2858.7	               R	                  18	                     304.1	                      169.0	               	                 89.97	                53.2	
124	 772	A	    16° 39'N	      119° 42'E	   01/10/89 1247	     01/12/89 1015	                 1:21:28	         1529.5	            HPWX	                  18	                     361.0	                      136.2	           28.2	                 85.62	                62.9	
124	 773	A	    20° 12'N	      121° 39'E	   01/13/89 1145	     01/14/89 1700	                 1: 5:15	         1593.5	              WX	                   5	                     137.4	                       13.1	           29.1	                      	                    	
124	 773	B	    20° 12'N	      121° 39'E	   01/14/89 1700	     01/21/89 0610	                 6:13:10	         1593.5	               M	                   4	                     101.7	                        3.0	               	                  2.40	                80.0	
124	 774	A	    20° 36'N	      121° 44'E	   01/21/89 1415	     01/21/89 2130	                 0: 7:15	         1084.0	                	                   1	                      37.8	                           	           37.8	                      	                    	
124	 774	B	    20° 36'N	      121° 44'E	   01/21/89 2130	     01/23/89 0630	                 1: 9: 0	         1078.5	                	                   1	                     255.9	                           	          255.9	                      	                    	
124	 775	A	    19° 51'N	      121° 43'E	   01/23/89 1030	     01/24/89 0045	                 0:14:15	          495.5	               X	                   1	                       6.0	                        6.0	               	                  0.31	                 5.2	
124	 775	B	    19° 51'N	      121° 43'E	   01/24/89 0045	     01/24/89 0445	                 0: 4: 1	          495.5	                	                   1	                      20.5	                           	           20.5	                      	                    	
124	 775	C	    19° 51'N	      121° 43'E	   01/24/89 0445	     01/24/89 1125	                 0: 6:41	          495.5	                	                   1	                      11.2	                           	           11.2	                      	                    	
124	 776	A	    17° 54'N	      143° 41'E	   02/01/89 1325	     02/05/89 1545	                 4: 2:20	         4702.5	                	                   1	                     532.5	                           	          532.5	                      	                    	
124	 777	A	    17° 42'N	      148° 41'E	   02/07/89 1608	     02/09/89 0010	                 1: 8: 2	         5800.0	              HX	                   6	                      49.5	                       48.5	               	                 14.69	                30.3	
124	 777	B	    17° 42'N	      148° 41'E	   02/09/89 0010	     02/09/89 1540	                 0:15:30	         5800.0	              HN	                   5	                      39.1	                       37.2	               	                 38.41	               103.3	
124	 777	C	    17° 42'N	      148° 41'E	   02/09/89 1540	     02/09/89 2323	                 0: 7:44	         5800.0	              NW	                   2	                      47.4	                        4.0	           43.4	                  0.84	                21.0	
124	 777	D	    17° 42'N	      148° 41'E	   02/09/89 2323	     02/11/89 1530	                 1:16: 8	         5800.0	              NW	                   4	                      59.8	                        9.2	           50.6	                  2.13	                23.2	
124	 777	E	    17° 42'N	      148° 41'E	   02/11/89 1530	     02/13/89 1540	                 2: 0:10	         5806.5	              NX	                   2	                      61.5	                       20.0	               	                  0.62	                 3.1	
124	 777	F	    17° 42'N	      148° 41'E	   02/13/89 1540	     02/14/89 0630	                 0:14:51	         5806.5	               H	                   1	                       2.5	                        2.5	               	                  2.46	                98.4	
125	 778	A	    19° 30'N	      146° 40'E	   02/22/89 0630	     02/24/89 1925	                 2:12:55	         3913.7	               R	                  13	                     107.6	                      107.6	               	                 22.80	                21.2	
125	 779	A	    19° 31'N	      146° 42'E	   02/28/89 1000	     03/04/89 0300	                 3:17: 0	         3947.2	              MR	                  37	                     317.2	                      317.2	               	                 73.24	                23.1	
125	 779	B	    19° 31'N	      146° 42'E	   02/27/89 2330	     02/28/89 1000	                 0:10:30	         3947.2	               R	                   1	                       9.0	                        9.0	               	                  8.70	                96.7	
125	 780	A	    19° 33'N	      146° 39'E	   03/04/89 0845	     03/05/89 0430	                 0:19:46	         3086.8	               H	                   1	                       3.5	                        3.5	               	                  3.54	               101.1	
125	 780	B	    19° 32'N	      146° 39'E	   03/05/89 0430	     03/06/89 0500	                 1: 0:30	         3094.0	               R	                   2	                      18.2	                       18.2	               	                 10.34	                56.8	
125	 780	C	    19° 33'N	      146° 39'E	   03/06/89 0500	     03/09/89 0430	                 2:23:31	         3083.4	               R	                  18	                     163.5	                      163.5	               	                 14.44	                 8.8	
125	 780	D	    19° 33'N	      146° 39'E	   03/09/89 0430	     03/10/89 2345	                 1:19:15	         3088.9	              CX	                   7	                      32.4	                       32.4	               	                  9.09	                28.1	
125	 781	A	    19° 38'N	      146° 33'E	   03/11/89 0330	     03/13/89 1900	                 2:15:30	         4431.7	               R	                  27	                     250.0	                      247.0	               	                 39.62	                16.0	
125	 782	A	    30° 52'N	      141° 19'E	   03/16/89 1800	     03/17/89 0730	                 0:13:30	         2958.9	              HX	                  50	                     476.8	                      476.8	               	                282.00	                59.1	
125	 782	B	    30° 52'N	      141° 19'E	   03/17/89 0730	     03/23/89 2245	                 6:15:16	         2965.9	              RW	                   2	                     468.9	                        9.6	          459.3	                  0.50	                 5.2	
125	 783	A	    30° 58'N	      141° 47'E	   03/24/89 0530	     03/26/89 1030	                 2: 5: 0	         4648.8	               R	                  18	                     168.2	                      168.2	               	                 46.95	                27.9	
125	 784	A	    30° 54'N	      141° 44'E	   03/26/89 1530	     03/31/89 1000	                 4:18:30	         4900.8	               R	                  45	                     425.3	                      425.3	               	                218.28	                51.3	
125	 785	A	    30° 49'N	      140° 55'E	   03/31/89 1730	     04/01/89 1930	                 1: 2: 0	         2660.8	              HX	                  11	                     104.7	                      104.7	               	                 18.42	                17.6	
125	 786	A	    31° 52'N	      141° 14'E	   04/04/89 1200	     04/04/89 1200	                 0: 0: 0	         3058.1	              HX	                  19	                     166.5	                      166.5	               	                 84.95	                51.0	
125	 786	B	    31° 52'N	      141° 14'E	                	     04/16/89 1700	                          	         3071.0	               R	                  72	                     828.6	                      666.1	               	                190.07	                28.5	
126	 787	A	    32° 23'N	      140° 45'E	   04/23/89 2010	     04/24/89 1455	                 0:18:45	         3254.5	               W	                   1	                      34.5	                           	           34.5	                  6.00	                    	
126	 787	B	    32° 23'N	      140° 45'E	   04/24/89 1455	     04/27/89 1200	                 2:21: 5	         3258.9	               R	                  34	                     320.1	                      320.1	               	                159.88	                49.9	
126	 788	A	    30° 55'N	      140° 0'E	   04/28/89 0930	     04/28/89 2215	                 0:12:45	         1100.5	               R	                   5	                      45.3	                       45.3	               	                  1.24	                 2.7	
126	 788	B	    30° 55'N	      140° 0'E	   04/28/89 2215	     04/29/89 0320	                 0: 5: 6	         1102.5	               R	                   4	                      35.6	                       35.6	               	                      	                    	
126	 788	C	    30° 55'N	      140° 0'E	   05/14/89 0120	     05/15/89 0315	                 1: 1:55	         1102.5	              HX	                  28	                     262.5	                      258.5	               	                146.15	                56.5	
126	 788	D	    30° 55'N	      140° 0'E	   05/15/89 0315	     05/16/89 1245	                 1: 9:30	         1102.5	               R	                  16	                     374.0	                      154.4	               	                 12.28	                 8.0	
126	 789	A	    30° 55'N	      139° 60'E	   04/29/89 0415	     04/29/89 1300	                 0: 8:45	         1118.0	               R	                   6	                      54.1	                       54.1	               	                  0.10	                 0.2	
126	 790	A	    30° 55'N	      139° 51'E	   04/29/89 1556	     04/30/89 0630	                 0:14:34	         2222.2	               H	                   4	                      37.4	                       37.4	               	                 35.71	                95.5	
126	 790	B	    30° 55'N	      139° 51'E	   04/30/89 0630	     05/01/89 1115	                 1: 4:46	         2223.5	              HX	                  15	                     138.9	                      138.9	               	                 88.69	                63.9	
126	 790	C	    30° 55'N	      139° 50'E	   05/01/89 1115	     05/04/89 0715	                 2:20: 0	         2223.5	              HX	                  33	                     387.1	                      302.1	               	                127.32	                42.1	
126	 791	A	    30° 55'N	      139° 52'E	   05/04/89 1038	     05/06/89 1645	                 2: 6: 7	         2268.5	              HX	                  49	                     457.0	                      457.0	               	                179.86	                39.4	
126	 791	B	    30° 55'N	      139° 52'E	   05/06/89 1645	     05/13/89 2245	                 7: 6: 0	         2268.5	              RW	                  79	                    1145.0	                      738.2	          176.8	                114.39	                15.5	
126	 792	A	    32° 24'N	      140° 23'E	   05/17/89 0136	     05/17/89 1725	                 0:15:50	         1787.3	               H	                  10	                      95.0	                       95.0	               	                 72.09	                75.9	
126	 792	B	    32° 24'N	      140° 23'E	   05/17/89 1725	     05/18/89 0810	                 0:14:45	         1787.7	              HX	                  11	                     146.4	                      100.7	               	                 43.59	                43.3	
126	 792	C	    32° 24'N	      140° 23'E	   05/18/89 0810	     05/18/89 1745	                 0: 9:36	         1787.7	               X	                   1	                     146.4	                        9.6	               	                  0.59	                 6.1	
126	 792	D	    32° 24'N	      140° 23'E	   05/18/89 1745	     05/19/89 0455	                 0:11:11	         1787.7	               X	                   1	                     145.6	                        9.6	               	                  0.84	                 8.7	
126	 792	E	    32° 24'N	      140° 23'E	   05/19/89 0455	     05/26/89 0640	                 7: 1:46	         1787.7	               R	                  78	                     885.9	                      750.3	               	                362.07	                48.3	
126	 793	A	    31° 6'N	      140° 53'E	   05/26/89 1612	     05/27/89 1810	                 1: 1:58	         2964.8	               H	                  11	                      99.7	                       99.7	               	                 78.96	                79.2	
126	 793	B	    31° 6'N	      140° 53'E	   05/27/89 1810	     06/17/89 1855	                21: 0:45	         2964.8	               R	                 114	                    1682.0	                     1095.5	               	                697.94	                63.7	
127	 794	A	    40° 11'N	      138° 14'E	   06/26/89 1515	     06/30/89 1215	                 3:21: 0	         2811.0	              HX	                  37	                     351.3	                      351.3	               	                302.17	                86.0	
127	 794	B	    40° 11'N	      138° 14'E	   06/30/89 1215	     07/03/89 2030	                 3: 8:15	         2811.0	               R	                  27	                     549.0	                      249.2	               	                 87.40	                35.1	
127	 794	C	    40° 11'N	      138° 14'E	   07/03/89 2030	     07/11/89 1100	                 7:14:31	         2809.3	               R	                  14	                     653.7	                       93.9	               	                 33.21	                35.4	
127	 795	A	    43° 59'N	      138° 58'E	   07/12/89 2015	     07/16/89 0000	                 3: 3:45	         3300.2	              HX	                  39	                     365.9	                      364.9	               	                258.26	                70.8	
127	 795	B	    43° 59'N	      138° 58'E	   07/16/89 0000	     07/22/89 0245	                 6: 2:45	         3299.0	               R	                  41	                     762.2	                      397.0	               	                188.94	                47.6	
127	 796	A	    42° 51'N	      139° 25'E	   07/22/89 2045	     07/24/89 2130	                 2: 0:45	         2570.6	              HX	                  27	                     242.9	                      242.9	               	                158.25	                65.2	
127	 796	B	    42° 51'N	      139° 25'E	   07/24/89 2130	     07/29/89 1900	                 4:21:30	         2622.6	              RW	                  33	                     464.9	                      293.8	           26.0	                 89.71	                30.5	
127	 797	A	    38° 37'N	      134° 32'E	   07/31/89 1300	     07/31/89 2000	                 0: 7: 1	         2862.2	               H	                   1	                      12.9	                        9.5	               	                  9.73	               102.4	
127	 797	B	    38° 37'N	      134° 32'E	   07/31/89 2000	     08/04/89 1700	                 3:21: 0	         2862.2	              HX	                  53	                     495.7	                      495.7	               	                370.69	                74.8	
127	 797	C	    38° 37'N	      134° 32'E	   08/04/89 1700	     08/18/89 1700	                14: 0: 0	         2864.6	               R	                  45	                     900.1	                      416.1	               	                164.18	                39.5	
128	 794	D	    40° 11'N	      138° 14'E	   09/22/89 1348	     09/29/89 2300	                 7: 9:12	         2806.9	               R	                  20	                     733.5	                      160.5	               	                 34.85	                21.7	
128	 794	E	    40° 11'N	      138° 14'E	   09/29/89 2300	     10/02/89 0020	                 2: 1:21	         2800.9	                	                   1	                     400.0	                           	          400.0	                      	                    	
128	 798	A	    37° 2'N	      134° 48'E	   08/27/89 0715	     08/28/89 1024	                 1: 3: 9	          903.1	              HX	                  17	                     143.3	                      143.3	               	                148.27	               103.5	
128	 798	B	    37° 2'N	      134° 48'E	   08/28/89 1024	     08/31/89 0800	                 2:21:36	          900.0	              HX	                  54	                     517.9	                      517.9	               	                514.42	                99.3	
128	 798	C	    37° 2'N	      134° 48'E	   08/31/89 0800	     08/31/89 2340	                 0:15:41	          900.1	               H	                  13	                     120.1	                      120.1	               	                132.08	               110.0	
128	 799	A	    39° 13'N	      133° 52'E	   09/14/89 1630	     09/18/89 1945	                 4: 3:16	         2073.0	              HX	                  52	                     468.7	                      468.7	               	                440.04	                93.9	
128	 799	B	    39° 13'N	      133° 52'E	   10/02/89 2236	     10/12/89 0340	                 9: 5: 4	         2083.5	               R	                  67	                    1084.0	                      633.0	               	                280.48	                44.3	
128	 799	C	    39° 13'N	      133° 52'E	   10/12/89 0340	     10/13/89 0230	                 0:22:51	         2071.7	               X	                   3	                     252.5	                       22.5	               	                 23.93	               106.4	
129	 800	A	    21° 55'N	      152° 19'E	   11/26/89 0245	     12/05/89 2027	                 9:17:43	         5686.0	               R	                  61	                     544.4	                      544.4	               	                150.73	                27.7	
129	 801	A	    18° 39'N	      156° 22'E	   12/06/89 1715	     12/09/89 1700	                 2:23:45	         5673.8	               R	                  20	                     194.0	                      186.0	               	                 31.49	                16.9	
129	 801	B	    18° 39'N	      156° 22'E	   12/09/89 1700	     12/17/89 0115	                 7: 8:15	         5673.8	               R	                  44	                     511.2	                      317.2	               	                 59.17	                18.7	
129	 801	C	    18° 39'N	      156° 22'E	   01/06/90 1148	     01/16/90 0715	                 9:19:28	         5674.0	               R	                  12	                     594.3	                      100.6	               	                 60.60	                60.2	
129	 802	A	    12° 6'N	      153° 13'E	   12/25/89 1015	     01/04/90 1720	                10: 7: 6	         5968.6	               R	                  62	                     559.8	                      559.8	               	                165.01	                29.5	
130	 803	A	     2° 26'N	      160° 32'E	   01/28/90 1120	     01/29/90 0530	                 0:18:10	         3409.7	               H	                   6	                      55.5	                       55.5	               	                 57.99	               104.5	
130	 803	B	     2° 26'N	      160° 32'E	   01/29/90 0530	     01/29/90 1530	                 0:10: 1	         3410.4	               H	                   7	                      61.3	                       61.3	               	                 58.18	                94.9	
130	 803	C	     2° 26'N	      160° 32'E	   01/29/90 1530	     01/31/90 0045	                 1: 9:16	         3410.4	               H	                  23	                     237.5	                      218.5	               	                226.31	               103.6	
130	 803	D	     2° 26'N	      160° 32'E	   01/31/90 0045	     02/07/90 0330	                 7: 2:46	         3412.2	             HRX	                  71	                     656.0	                      656.0	               	                494.96	                75.5	
130	 804	A	     0° 56'N	      161° 39'E	   02/07/90 1545	     02/08/90 0700	                 0:15:16	         3861.7	               H	                   6	                      48.7	                       48.7	               	                 50.52	               103.7	
130	 804	B	     0° 56'N	      161° 39'E	   02/08/90 0700	     02/08/90 2330	                 0:16:30	         3860.7	               H	                  15	                     137.7	                      137.7	               	                141.61	               102.8	
130	 804	C	     0° 56'N	      161° 39'E	   02/08/90 2330	     02/10/90 1830	                 1:19: 1	         3861.1	              HX	                  33	                     312.5	                      312.5	               	                273.78	                87.6	
130	 805	A	     1° 14'N	      160° 32'E	   02/11/90 0945	     02/11/90 2115	                 0:11:31	         3188.5	               H	                   6	                      50.5	                       50.5	               	                 52.22	               103.4	
130	 805	B	     1° 14'N	      160° 32'E	   02/11/90 2115	     02/13/90 1900	                 1:21:45	         3186.8	              HX	                  50	                     473.3	                      473.3	               	                444.89	                94.0	
130	 805	C	     1° 14'N	      160° 32'E	   02/13/90 1900	     02/17/90 1345	                 3:18:46	         3187.7	              HX	                  64	                     611.0	                      611.0	               	                495.46	                81.1	
130	 806	A	     0° 19'N	      159° 22'E	   02/17/90 2045	     02/18/90 2100	                 1: 0:16	         2520.7	               H	                   9	                      83.7	                       83.7	               	                 85.95	               102.7	
130	 806	B	     0° 19'N	      159° 22'E	   02/18/90 2100	     02/23/90 0130	                 4: 4:30	         2519.9	              HX	                  78	                     743.1	                      743.1	               	                666.36	                89.7	
130	 806	C	     0° 19'N	      159° 22'E	   02/23/90 0130	     02/25/90 1900	                 2:17:31	         2520.8	              HX	                  62	                     776.4	                      587.6	               	                523.62	                89.1	
130	 807	A	     3° 36'N	      156° 38'E	   02/26/90 1608	     03/03/90 0700	                 4:14:52	         2803.8	              HX	                  86	                     822.9	                      822.9	               	                716.74	                87.1	
130	 807	B	     3° 36'N	      156° 38'E	   03/03/90 0700	     03/04/90 0000	                 0:17: 0	         2806.1	               H	                  30	                     278.6	                      278.6	               	                280.18	               100.6	
130	 807	C	     3° 36'N	      156° 38'E	   03/04/90 0000	     03/23/90 2200	                19:22: 1	         2805.7	               R	                  93	                    1528.4	                      748.4	               	                252.84	                33.8	
131	 808	A	    32° 21'N	      134° 57'E	   04/04/90 2230	     04/06/90 1545	                 1:17:15	         4676.0	               H	                  13	                     111.4	                      111.4	               	                 88.68	                79.6	
131	 808	B	    32° 21'N	      134° 57'E	   04/06/90 1545	     04/16/90 0400	                 9:12:16	         4674.2	               X	                  28	                     358.8	                      247.8	               	                 59.71	                24.1	
131	 808	C	    32° 21'N	      134° 57'E	   04/16/90 0400	     05/02/90 1440	                16:10:40	         4674.6	               R	                 108	                    1327.0	                     1028.5	               	                572.43	                55.7	
131	 808	D	    32° 21'N	      134° 57'E	   05/02/90 1440	     05/09/90 0030	                 6: 9:50	         4672.7	                	                   1	                     780.0	                           	          780.0	                      	                    	
131	 808	E	    32° 21'N	      134° 57'E	   05/09/90 0030	     05/27/90 1855	                18:18:25	         4672.9	                	                   2	                    1200.0	                           	         1200.0	                      	                    	
131	 808	F	    32° 21'N	      134° 57'E	   05/27/90 1855	     05/29/90 0225	                 1: 7:30	         4684.3	             MPW	                   4	                     140.0	                       11.0	           50.0	                  2.37	                21.5	
131	 808	G	    32° 21'N	      134° 57'E	   05/29/90 0225	     05/31/90 0510	                 2: 2:45	         4684.3	            MPWX	                  12	                     213.0	                       64.6	           35.0	                 12.80	                19.8	
132	 809	A	    31° 3'N	      139° 53'E	   06/13/90 0145	     06/14/90 0800	                 1: 6:16	         1819.7	               Z	                   1	                       8.3	                        8.3	               	                  0.01	                 0.1	
132	 809	B	    31° 3'N	      139° 53'E	   06/14/90 0800	     06/15/90 0500	                 0:21: 0	         1799.6	               Z	                   1	                      13.4	                       13.4	               	                      	                    	
132	 809	C	    31° 3'N	      139° 53'E	   06/15/90 0500	     06/23/90 2245	                 8:17:45	         1801.5	               Z	                   1	                       4.1	                        4.1	               	                      	                    	
132	 809	D	    31° 3'N	      139° 53'E	   06/23/90 2245	     06/27/90 0930	                 3:10:46	         1802.0	               Z	                   1	                       6.3	                        6.3	               	                      	                    	
132	 809	E	    31° 4'N	      139° 53'E	   06/27/90 0930	     06/29/90 0330	                 1:18: 0	         1803.0	               Z	                   1	                       8.0	                        8.0	               	                      	                    	
132	 809	F	    31° 3'N	      139° 53'E	   06/29/90 0330	     07/18/90 0700	                19: 3:30	         1802.5	              BZ	                  34	                      79.2	                       59.6	               	                 11.13	                18.7	
132	 810	A	    32° 25'N	      157° 51'E	   07/21/90 2100	     07/22/90 0415	                 0: 7:15	         2621.9	               H	                   1	                       9.5	                        9.5	               	                  9.74	               102.5	
132	 810	B	    32° 25'N	      157° 51'E	   07/22/90 0415	     07/23/90 0200	                 0:21:45	         2621.9	                	                   1	                      60.0	                           	           60.0	                      	                    	
132	 810	C	    32° 25'N	      157° 51'E	   07/23/90 0200	     07/28/90 0800	                 5: 6: 0	         2623.0	              HX	                  16	                     136.1	                      136.1	               	                143.81	               105.7	
133	 811	A	    16° 31'S	      148° 9'E	   08/17/90 0100	     08/17/90 2204	                 0:21: 5	          937.1	               H	                  23	                     214.5	                      214.5	               	                213.40	                99.5	
133	 811	B	    16° 31'S	      148° 9'E	   08/17/90 2204	     08/19/90 2215	                 2: 0:12	          937.0	              VX	                  24	                     392.5	                      199.3	               	                 15.55	                 7.8	
133	 811	C	    16° 31'S	      148° 9'E	   08/19/90 2215	     08/20/90 0625	                 0: 8:11	          936.8	               H	                   6	                      55.2	                       55.2	               	                 55.28	               100.1	
133	 812	A	    17° 49'S	      149° 36'E	   08/20/90 2150	     08/21/90 2130	                 0:23:40	          461.6	             HVX	                  22	                     189.9	                      189.9	               	                 40.73	                21.4	
133	 812	B	    17° 49'S	      149° 36'E	   08/21/90 2130	     08/23/90 2145	                 2: 0:16	          461.6	              RW	                  18	                     300.0	                      149.2	          150.8	                 10.77	                 7.2	
133	 812	C	    17° 49'S	      149° 36'E	   08/26/90 2045	     08/27/90 0900	                 0:12:16	          461.9	              HX	                  16	                     137.8	                      137.8	               	                114.15	                82.8	
133	 813	A	    17° 50'S	      149° 30'E	   08/24/90 0315	     08/24/90 1900	                 0:15:45	          539.1	             HVX	                  26	                     231.5	                      231.5	               	                199.43	                86.1	
133	 813	B	    17° 50'S	      149° 30'E	   08/24/90 1900	     08/25/90 0835	                 0:13:35	          538.9	              HV	                  21	                     190.0	                      190.0	               	                196.16	               103.2	
