leg	site	hole	age mnemonic	auxiliary age mnemonic	top of section depth(m)	bottom of section depth(m)	special condition	age	auxiliary age	averaged age	age top of section(million years)	age bottom of section(million years)	average age(million years)	data source
41	369	A	Campanian		403.0	412.5		no age given		no age given	   70	   78	   74	Initial Reports of the DSDP
41	369	A	Santonian	Coniacian	412.5	422.0		no age given	no age given	no age given	   78	   86	   82	Initial Reports of the DSDP
41	369	A	Albian		422.0	450.5		no age given		no age given	  100	  108	  104	Initial Reports of the DSDP
41	369	A	Lower Albian	Upper Aptian	450.5	460.0		no age given	no age given	no age given	  106	  112	  109	Initial Reports of the DSDP
41	369	A	Upper Aptian		460.0	488.5		no age given		no age given	  108	  112	  110	Initial Reports of the DSDP
41	370		Pleistocene	Pliocene	0.0	8.0		no age given	no age given	no age given	0.011	    5	2.506	Initial Reports of the DSDP
41	370		Pliocene	Middle Miocene	103.0	112.5		no age given	no age given	no age given	  1.8	   16	  8.9	Initial Reports of the DSDP
41	370		Middle Miocene		207.5	217.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
41	370		Lower Miocene		217.0	226.5		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
41	370		Oligocene		321.5	331.0		no age given		no age given	 22.5	 37.5	   30	Initial Reports of the DSDP
41	370		Oligocene	Upper Eocene	426.0	435.5		no age given	no age given	no age given	 22.5	   43	32.75	Initial Reports of the DSDP
41	370		Middle Eocene		445.0	597.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
41	370		Lower Eocene		606.5	638.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
41	370		Upper Paleocene		638.0	655.5		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
41	370		Lower Paleocene		655.5	656.0		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
41	370		Lower Cenomanian	Upper Albian	673.0	739.5		no age given	no age given	no age given	 97.5	  104	100.8	Initial Reports of the DSDP
41	370		Albian		749.0	758.5		no age given		no age given	  100	  108	  104	Initial Reports of the DSDP
41	370		Lower Albian	Upper Aptian	768.0	834.5		no age given	no age given	no age given	  106	  112	  109	Initial Reports of the DSDP
41	370		Lower Aptian	Barremian	834.5	844.0		no age given	no age given	no age given	  112	  121	116.5	Initial Reports of the DSDP
41	370		Barremian		853.5	888.2		no age given		no age given	  115	  121	  118	Initial Reports of the DSDP
41	370		Upper Hauterivian		889.5	940.0		no age given		no age given	  121	  123	  122	Initial Reports of the DSDP
41	370		Lower Hauterivian	Upper Valanginian	948.5	1053.0		no age given	no age given	no age given	  123	128.5	125.8	Initial Reports of the DSDP
41	370		Lower Hauterivian	Upper Valanginian	1081.5	1167.0		no age given	no age given	no age given	  123	128.5	125.8	Initial Reports of the DSDP
41	370		Upper Valanginian		1167.0	1176.5		no age given		no age given	  126	128.5	127.3	Initial Reports of the DSDP
42	371		Holocene	Pleistocene	0.0	9.5		no age given	no age given	no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
42	371		Pleistocene		199.5	202.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	371		Upper Pliocene		202.0	475.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
42	371		Lower Pliocene		513.0	546.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
42	371		Upper Miocene		546.5	551.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
42	372		Pleistocene		112.0	121.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	372		Upper Pliocene		131.0	144.2		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
42	372		Lower Pliocene		144.2	150.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
42	372		Lower Pliocene	Upper Miocene	150.0	159.5		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
42	372		Upper Miocene		159.5	199.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
42	372		Upper Miocene	Middle Miocene	199.5	207.0		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
42	372		Middle Miocene		207.0	420.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
42	372		Lower Miocene		420.5	885.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
42	373	A	Pleistocene		96.5	106.0	missing hole or drilled interval	no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	373	A	Upper Pliocene	Lower Pliocene	267.5	277.0		no age given	no age given	no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
42	373	A	Lower Pliocene		277.0	343.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
42	373	A	Lower Pliocene	Upper Miocene	362.5	372.0		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
42	373	A	Upper Miocene		381.5	457.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
42	374		Pleistocene		100.5	299.1		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	374		Upper Pliocene		299.1	349.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
42	374		Lower Pliocene		349.5	381.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
42	374		Upper Miocene		381.5	444.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
42	375		Lower Pliocene		137.5	138.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
42	375		Upper Miocene		138.0	574.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
42	375		Middle Miocene		622.0	679.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
42	375		Lower Miocene		733.0	821.5		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
42	376		Holocene	Pleistocene	0.0	7.5		no age given	no age given	no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
42	376		Pleistocene		7.5	39.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	376		Upper Pliocene		39.0	42.8		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
42	376		Lower Pliocene		42.8	45.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
42	376		Pleistocene		45.5	49.3	a legitimate age inversion	no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	376		Lower Pliocene	Upper Miocene	49.3	55.0		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
42	376		Upper Miocene		55.0	216.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
42	377		Pleistocene		190.5	193.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	377		Middle Miocene		193.0	193.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
42	377		Middle Miocene	Lower Miocene	249.5	250.5		no age given	no age given	no age given	 10.5	 22.5	 16.5	Initial Reports of the DSDP
42	377		Middle Miocene		257.0	260.0	a legitimate age inversion	no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
42	378		Pleistocene		84.0	122.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	378		Upper Pliocene		122.0	283.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
42	378		Lower Pliocene		283.5	312.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
42	378	A	Pleistocene		46.0	55.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	378	A	Upper Pliocene		280.5	290.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
42	378	A	Lower Pliocene		293.0	302.6		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
42	378	A	Upper Miocene		302.6	342.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
42	379		Pleistocene		0.0	7.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	379	A	Pleistocene		0.0	624.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	379	B	Pleistocene		92.5	102.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	380		Pleistocene		0.0	370.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	380	A	Pleistocene		332.5	1040.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	380	A	Pleistocene		1040.0	1073.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	381		Pleistocene		0.0	490.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
42	381		Lower Pliocene		490.0	503.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
43	382		Pleistocene		50.7	212.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
43	382		Upper Pliocene		231.0	235.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
43	382		Lower Pliocene		250.1	259.6		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
43	382		Upper Miocene		269.1	288.2		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
43	382		Miocene		288.2	316.8		no age given		no age given	    5	 22.5	13.75	Initial Reports of the DSDP
43	382		Lower Miocene		316.8	335.8		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
43	382		Upper Cretaceous	Campanian	354.8	364.4		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
43	382		Upper Cretaceous	Lower Campanian	364.4	478.4		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
43	383		Holocene	Pleistocene	53.7	63.3		no age given	no age given	no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
43	384		Middle Eocene		50.8	87.7		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
43	384		Lower Eocene		87.7	98.6		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
43	384		Upper Paleocene		98.6	99.6		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
43	384		Lower Paleocene		99.6	168.0		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
43	384		Upper Cretaceous	Maestrichtian	168.0	173.6		no age given	no age given	no age given	   65	   70	 67.5	Initial Reports of the DSDP
43	384		Maestrichtian		173.6	192.7		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
43	384		Santonian	Albian	202.2	211.4		no age given	no age given	no age given	   78	  108	   93	Initial Reports of the DSDP
43	384		Lower Cretaceous		220.7	239.4		no age given		no age given	  100	  135	117.5	Initial Reports of the DSDP
43	384		Lower Cretaceous	Aptian	296.2	305.4		no age given	no age given	no age given	  100	  110	  105	Initial Reports of the DSDP
43	384		Aptian	Barremian	324.3	324.8		no age given	no age given	no age given	  108	  121	114.5	Initial Reports of the DSDP
43	384		Lower Cretaceous		324.8	330.3		no age given		no age given	  100	  135	117.5	Initial Reports of the DSDP
43	385		Pleistocene		22.3	31.8		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
43	385		Upper Oligocene		60.4	108.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
43	385		Middle Eocene		136.5	146.1		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
43	385		Lower Eocene		146.1	165.1		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
43	385		Lower Paleocene		203.0	212.5		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
43	385		Upper Cretaceous		212.5	222.0		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
43	385		Maestrichtian		231.6	241.0		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
43	385		Upper Cretaceous		269.6	278.9		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
43	386		Pleistocene		52.6	62.1		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
43	386		Upper Miocene		100.1	109.6		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
43	386		Lower Miocene		147.2	155.9		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
43	386		Upper Oligocene		155.9	166.3		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
43	386		Middle Oligocene		166.3	232.9		no age given		no age given	   29	   32	 30.5	Initial Reports of the DSDP
43	386		Lower Oligocene		251.9	284.9		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
43	386		Upper Eocene		284.9	290.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
43	386		Upper Eocene	Middle Eocene	309.0	318.5		no age given	no age given	no age given	 37.5	   49	43.25	Initial Reports of the DSDP
43	386		Middle Eocene		328.0	480.3		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
43	386		Lower Eocene		480.3	606.8		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
43	386		Upper Paleocene		606.8	612.9		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
43	386		Middle Paleocene		632.0	632.5		no age given		no age given	   58	   60	   59	Initial Reports of the DSDP
43	386		Upper Cretaceous		632.5	821.9		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
43	386		Upper Cretaceous	Lower Cretaceous	821.9	831.4		no age given	no age given	no age given	   65	  135	  100	Initial Reports of the DSDP
43	386		Lower Cretaceous		831.4	964.2		no age given		no age given	  100	  135	117.5	Initial Reports of the DSDP
43	387		Quaternary		31.8	41.3		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
43	387		Middle Oligocene	Lower Oligocene	98.4	108.0		no age given	no age given	no age given	   29	 37.5	33.25	Initial Reports of the DSDP
43	387		Upper Eocene		136.6	146.1		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
43	387		Middle Eocene		146.1	260.1		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
43	387		Middle Eocene	Lower Eocene	260.1	279.1		no age given	no age given	no age given	   43	 53.5	48.25	Initial Reports of the DSDP
43	387		Lower Eocene		288.7	383.8		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
43	387		Lower Paleocene		393.3	421.7		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
43	387		Upper Cretaceous		443.8	517.1		no age given		no age given	   65	  100	 82.5	Initial Reports of the DSDP
43	387		Upper Cretaceous	Lower Cretaceous	517.1	536.2		no age given	no age given	no age given	   65	  135	  100	Initial Reports of the DSDP
43	387		Lower Cretaceous		536.2	791.9		no age given		no age given	  100	  135	117.5	Initial Reports of the DSDP
44	388	A	Pleistocene		0.0	53.5	missing hole or drilled interval	no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
44	388	A	Upper Miocene		208.0	319.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
44	388	A	Middle Miocene		319.5	341.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
44	389		Quaternary		30.0	39.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
44	390		Quaternary		0.0	1.1		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
44	390		Middle Eocene		1.1	9.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
44	390		Upper Maestrichtian 		123.5	133.0		no age given		no age given	   65	 67.5	66.25	Initial Reports of the DSDP
44	390		Lower Maestrichtian 	Lower Albian	133.0	142.5		no age given	no age given	no age given	 67.5	  108	87.75	Initial Reports of the DSDP
44	390		Middle Albian	Lower Albian	142.5	152.0		no age given	no age given	no age given	  104	  108	  106	Initial Reports of the DSDP
44	390		Upper Aptian		152.0	155.0		no age given		no age given	  108	  112	  110	Initial Reports of the DSDP
44	390		Lower Aptian	Barremian	155.0	161.5		no age given	no age given	no age given	  112	  121	116.5	Initial Reports of the DSDP
44	390		Aptian	Barremian	161.5	171.0		no age given	no age given	no age given	  108	  121	114.5	Initial Reports of the DSDP
44	390	A	Middle Eocene		9.5	46.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
44	390	A	Lower Eocene		47.5	76.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
44	390	A	Upper Paleocene		76.0	85.5		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
44	390	A	Lower Paleocene		85.5	112.0		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
44	390	A	Upper Maestrichtian 		112.0	125.5		no age given		no age given	   65	 67.5	66.25	Initial Reports of the DSDP
44	390	A	Lower Maestrichtian 		125.5	133.0		no age given		no age given	 67.5	   70	68.75	Initial Reports of the DSDP
44	390	A	Lower Maestrichtian 	Upper Campanian	133.0	139.8		no age given	no age given	no age given	 67.5	   74	70.75	Initial Reports of the DSDP
44	390	A	Middle Albian	Lower Albian	139.8	142.5		no age given	no age given	no age given	  104	  108	  106	Initial Reports of the DSDP
44	391		Holocene	Upper Pleistocene	0.0	4.5		no age given	no age given	no age given	    0	  0.7	 0.35	Initial Reports of the DSDP
44	391	A	Holocene	Upper Pleistocene	31.5	41.0		no age given	no age given	no age given	    0	  0.7	 0.35	Initial Reports of the DSDP
44	391	A	Lower Pleistocene		86.0	147.0		no age given		no age given	  1.2	  1.8	  1.5	Initial Reports of the DSDP
44	391	A	Upper Miocene		147.0	155.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
44	391	A	Upper Miocene	Middle Miocene	202.5	212.0		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
44	391	A	Middle Miocene		259.5	345.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
44	391	A	Middle Miocene	Lower Miocene	354.5	421.0		no age given	no age given	no age given	 10.5	 22.5	 16.5	Initial Reports of the DSDP
44	391	A	Lower Miocene		468.5	649.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
44	391	B	Holocene	Upper Pleistocene	0.0	9.5		no age given	no age given	no age given	    0	  0.7	 0.35	Initial Reports of the DSDP
44	391	C	Pleistocene		335.5	345.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
44	391	C	Lower Miocene		611.0	620.5		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
44	391	C	Upper Cretaceous	Albian	677.5	687.0		no age given	no age given	no age given	   65	  108	 86.5	Initial Reports of the DSDP
44	391	C	Upper Albian		687.0	791.5		no age given		no age given	  100	  104	  102	Initial Reports of the DSDP
44	391	C	Lower Albian	Upper Aptian	829.5	839.0		no age given	no age given	no age given	  106	  112	  109	Initial Reports of the DSDP
44	391	C	Lower Albian	Aptian	896.5	905.5		no age given	no age given	no age given	  106	  110	  108	Initial Reports of the DSDP
44	391	C	Aptian	Upper Barremian	924.5	962.5		no age given	no age given	no age given	  108	  118	  113	Initial Reports of the DSDP
44	391	C	Lower Barremian	Upper Valanginian	981.5	991.0		no age given	no age given	no age given	  118	128.5	123.3	Initial Reports of the DSDP
44	391	C	Barremian		1000.5	1010.0	a legitimate age inversion	no age given		no age given	  115	  121	  118	Initial Reports of the DSDP
44	391	C	Lower Barremian	Upper Valanginian	1010.0	1209.5		no age given	no age given	no age given	  118	128.5	123.3	Initial Reports of the DSDP
44	391	C	Lower Valanginian	Upper Berriasian	1209.5	1257.0		no age given	no age given	no age given	128.5	  133	130.8	Initial Reports of the DSDP
44	391	C	Lower Berriasian	Upper Tithonian	1257.0	1323.5		no age given	no age given	no age given	  133	  138	135.5	Initial Reports of the DSDP
44	391	C	Lower Tithonian		1323.5	1412.0		no age given		no age given	  138	  141	139.5	Initial Reports of the DSDP
44	392		Quaternary		57.0	59.0		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
44	392	A	Upper Campanian		50.5	60.0		no age given		no age given	   70	   74	   72	Initial Reports of the DSDP
44	392	A	Upper Albian	Middle Albian	66.0	69.5		no age given	no age given	no age given	  100	  106	  103	Initial Reports of the DSDP
44	392	A	Middle Albian	Lower Albian	79.0	80.5		no age given	no age given	no age given	  104	  108	  106	Initial Reports of the DSDP
44	392	A	Upper Aptian		80.5	88.5		no age given		no age given	  108	  112	  110	Initial Reports of the DSDP
44	392	A	Barremian		88.5	98.0		no age given		no age given	  115	  121	  118	Initial Reports of the DSDP
44	393		Quaternary		0.0	8.0		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
44	393	A	Quaternary		0.0	58.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
44	394	A	Quaternary		89.0	184.0	missing hole or drilled interval	no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
44	394	A	Miocene		279.0	364.5		no age given		no age given	    5	 22.5	13.75	Initial Reports of the DSDP
45	395		Pleistocene		0.0	12.2		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
45	395		Pliocene		12.2	83.7		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
45	395		Upper Miocene		83.7	93.2		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
45	395	A	Pleistocene		0.7	12.2		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
45	396		Pleistocene		0.5	23.8		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
45	396		Pliocene		33.1	120.2		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
45	396		Middle Miocene		120.2	126.7		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
46	396	A	Quaternary		0.0	9.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
46	396	B	Upper Miocene		122.0	150.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
46	396	B	Middle Miocene		150.5	150.6		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
47	397		Holocene		0.0	9.0		no age given		no age given	    0	0.011	.0055	Initial Reports of the DSDP
47	397		Quaternary		9.0	132.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
47	397		Quaternary	Upper Pliocene	132.5	142.0		no age given	no age given	no age given	    0	  3.4	  1.7	Initial Reports of the DSDP
47	397		Upper Pliocene		142.0	265.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
47	397		Lower Pliocene		265.5	398.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
47	397		Lower Pliocene	Upper Miocene	398.5	408.0		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
47	397		Upper Miocene		408.0	541.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
47	397		Upper Miocene	Middle Miocene	541.0	560.0		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
47	397		Upper Miocene		560.0	569.5	a legitimate age inversion	no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
47	397		Upper Miocene	Middle Miocene	569.5	588.5		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
47	397		Upper Miocene		588.5	674.0	a legitimate age inversion	no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
47	397		Middle Miocene		674.0	854.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
47	397		Lower Miocene		854.5	997.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
47	397	A	Middle Miocene		760.0	884.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
47	397	A	Lower Miocene		884.0	1068.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
47	397	A	Lower Miocene	Upper Oligocene	1068.0	1087.0		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
47	397	A	Lower Miocene		1087.0	1296.8	a legitimate age inversion	no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
47	397	A	Lower Cretaceous		1297.2	1324.5		no age given		no age given	  100	  135	117.5	Initial Reports of the DSDP
47	397	A	Lower Cretaceous	Upper Hauterivian	1324.5	1330.5		no age given	no age given	no age given	  100	  123	111.5	Initial Reports of the DSDP
47	397	A	Upper Hauterivian		1334.0	1453.0		no age given		no age given	  121	  123	  122	Initial Reports of the DSDP
47	398		Pleistocene		15.5	44.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
47	398		Pleistocene	Pliocene	120.0	126.5		no age given	no age given	no age given	0.011	    5	2.506	Initial Reports of the DSDP
47	398	A	Pliocene		172.5	210.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
47	398	B	Pliocene		229.5	239.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
47	398	C	Pleistocene		0.0	79.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
47	398	D	Pliocene		271.0	280.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
47	398	D	Upper Miocene		318.5	328.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
47	398	D	Upper Miocene	Middle Miocene	366.0	375.5		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
47	398	D	Middle Miocene		394.5	442.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
47	398	D	Lower Miocene		451.5	461.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
47	398	D	Lower Miocene	Upper Oligocene	470.5	480.0		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
47	398	D	Lower Miocene		489.5	499.0	a legitimate age inversion	no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
47	398	D	Lower Miocene	Upper Oligocene	508.5	518.0		no age given	no age given	no age given	   16	   30	   23	Initial Reports of the DSDP
47	398	D	Upper Oligocene		527.5	565.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
47	398	D	Middle Oligocene		565.5	575.0		no age given		no age given	   29	   32	 30.5	Initial Reports of the DSDP
47	398	D	Lower Oligocene	Upper Eocene	584.5	603.5		no age given	no age given	no age given	   30	   43	 36.5	Initial Reports of the DSDP
47	398	D	Upper Eocene		603.5	622.5		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
47	398	D	Upper Eocene	Middle Eocene	622.5	641.5		no age given	no age given	no age given	 37.5	   49	43.25	Initial Reports of the DSDP
47	398	D	Middle Eocene		641.5	708.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
47	398	D	Lower Eocene		708.0	727.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
47	398	D	Lower Eocene	Upper Paleocene	727.0	736.5		no age given	no age given	no age given	   49	   60	 54.5	Initial Reports of the DSDP
47	398	D	Upper Paleocene		736.5	774.5		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
47	398	D	Lower Paleocene		774.5	793.5		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
47	398	D	Lower Paleocene	Maestrichtian	793.5	803.0		no age given	no age given	no age given	   60	   70	   65	Initial Reports of the DSDP
47	398	D	Maestrichtian	Campanian	803.0	812.5		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
47	398	D	Maestrichtian		812.5	841.0	a legitimate age inversion	no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
47	398	D	Maestrichtian	Campanian	841.0	850.5		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
47	398	D	Lower Maestrichtian 	Upper Campanian	850.5	860.0		no age given	no age given	no age given	 67.5	   74	70.75	Initial Reports of the DSDP
47	398	D	Maestrichtian	Campanian	860.0	888.5		no age given	no age given	no age given	   65	   78	 71.5	Initial Reports of the DSDP
47	398	D	Cenomanian		926.5	936.0		no age given		no age given	   92	  100	   96	Initial Reports of the DSDP
47	398	D	Lower Cenomanian		945.5	974.0		no age given		no age given	 97.5	  100	98.75	Initial Reports of the DSDP
