leg	site	hole	age mnemonic	auxiliary age mnemonic	top of section depth(m)	bottom of section depth(m)	special condition	age	auxiliary age	averaged age	age top of section(million years)	age bottom of section(million years)	average age(million years)	data source
47	398	D	Upper Albian		974.0	1012.0		no age given		no age given	  100	  104	  102	Initial Reports of the DSDP
47	398	D	Albian		1012.0	1135.5		no age given		no age given	  100	  108	  104	Initial Reports of the DSDP
47	398	D	Aptian		1135.5	1139.3		no age given		no age given	  108	  110	  109	Initial Reports of the DSDP
47	398	D	Albian		1139.3	1145.0	a legitimate age inversion	no age given		no age given	  100	  108	  104	Initial Reports of the DSDP
47	398	D	Aptian		1164.0	1249.5		no age given		no age given	  108	  110	  109	Initial Reports of the DSDP
47	398	D	Aptian	Barremian	1325.5	1344.5		no age given	no age given	no age given	  108	  121	114.5	Initial Reports of the DSDP
47	398	D	Aptian		1382.5	1392.0	a legitimate age inversion	no age given		no age given	  108	  110	  109	Initial Reports of the DSDP
47	398	D	Upper Aptian		1401.5	1430.0		no age given		no age given	  108	  112	  110	Initial Reports of the DSDP
47	398	D	Middle Albian	Upper Aptian	1449.0	1458.5	a legitimate age inversion	no age given	no age given	no age given	  104	  112	  108	Initial Reports of the DSDP
47	398	D	Aptian		1477.5	1487.0		no age given		no age given	  108	  110	  109	Initial Reports of the DSDP
47	398	D	Lower Aptian		1487.0	1506.0		no age given		no age given	  112	  115	113.5	Initial Reports of the DSDP
47	398	D	Upper Barremian		1563.0	1572.5		no age given		no age given	  115	  118	116.5	Initial Reports of the DSDP
47	398	D	Barremian		1572.5	1591.5		no age given		no age given	  115	  121	  118	Initial Reports of the DSDP
47	398	D	Barremian	Neocomian	1601.0	1620.0		no age given	no age given	no age given	  115	  135	  125	Initial Reports of the DSDP
47	398	D	Upper Barremian		1629.5	1639.0	a legitimate age inversion	no age given		no age given	  115	  118	116.5	Initial Reports of the DSDP
47	398	D	Barremian	Upper Hauterivian	1639.0	1740.0		no age given	no age given	no age given	  115	  123	  119	Initial Reports of the DSDP
48	399		Pleistocene		0.0	72.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
48	400		Holocene	Pleistocene	0.0	9.0		no age given	no age given	no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
48	400	A	Pleistocene		74.5	96.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
48	400	A	Upper Pliocene		96.5	103.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
48	400	A	Pleistocene	Upper Pliocene	103.0	112.5	a legitimate age inversion	no age given	no age given	no age given	0.011	  3.4	1.706	Initial Reports of the DSDP
48	400	A	Upper Pliocene		112.5	160.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
48	400	A	Upper Pliocene	Lower Pliocene	160.0	169.5		no age given	no age given	no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
48	400	A	Lower Pliocene		169.5	217.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
48	400	A	Upper Miocene		217.0	302.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
48	400	A	Upper Miocene	Middle Miocene	302.5	312.0		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
48	400	A	Middle Miocene		312.0	407.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
48	400	A	Lower Miocene		407.0	473.5		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
48	400	A	Upper Oligocene	Middle Oligocene	473.5	492.5		no age given	no age given	no age given	 22.5	   32	27.25	Initial Reports of the DSDP
48	400	A	Middle Oligocene	Lower Eocene	492.5	502.0		no age given	no age given	no age given	   29	 53.5	41.25	Initial Reports of the DSDP
48	400	A	Lower Oligocene		502.0	515.1	a legitimate age inversion	no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
48	400	A	Middle Eocene		515.1	568.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
48	400	A	Lower Eocene		568.5	607.6		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
48	400	A	Upper Paleocene		607.6	635.0		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
48	400	A	Maestrichtian		635.0	644.5		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
48	400	A	Lower Maestrichtian 	Upper Campanian	644.5	654.0		no age given	no age given	no age given	 67.5	   74	70.75	Initial Reports of the DSDP
48	400	A	Upper Albian		654.0	674.0		no age given		no age given	  100	  104	  102	Initial Reports of the DSDP
48	400	A	Middle Albian	Lower Albian	674.0	692.0		no age given	no age given	no age given	  104	  108	  106	Initial Reports of the DSDP
48	400	A	Lower Albian		692.0	711.0		no age given		no age given	  106	  108	  107	Initial Reports of the DSDP
48	400	A	Lower Albian	Upper Aptian	711.0	719.5		no age given	no age given	no age given	  106	  112	  109	Initial Reports of the DSDP
48	400	A	Upper Aptian		720.5	777.5		no age given		no age given	  108	  112	  110	Initial Reports of the DSDP
48	401		Quaternary		0.0	9.5		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
48	401		Upper Eocene		84.5	113.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
48	401		Middle Eocene		113.0	172.3		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
48	401		Lower Eocene		172.3	195.4		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
48	401		Upper Paleocene		195.4	220.3		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
48	401		Lower Paleocene		220.3	236.5		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
48	401		Maestrichtian		236.5	238.5		no age given		no age given	   65	   70	 67.5	Initial Reports of the DSDP
48	401		Upper Campanian		238.5	246.0		no age given		no age given	   70	   74	   72	Initial Reports of the DSDP
48	401		Campanian	Lower Cretaceous	246.0	255.5		no age given	no age given	no age given	   70	  135	102.5	Initial Reports of the DSDP
48	401		Lower Cretaceous	Upper Jurassic	255.5	274.5		no age given	no age given	no age given	  100	  149	124.5	Initial Reports of the DSDP
48	401		Upper Jurassic		274.5	303.0		no age given		no age given	  135	  149	  142	Initial Reports of the DSDP
48	402		Pleistocene		0.0	89.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
48	402		Upper Eocene		118.0	137.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
48	402	A	Upper Eocene		137.0	175.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
48	402	A	Lower Cenomanian	Upper Albian	175.0	194.0		no age given	no age given	no age given	 97.5	  104	100.8	Initial Reports of the DSDP
48	402	A	Upper Albian		194.0	241.5		no age given		no age given	  100	  104	  102	Initial Reports of the DSDP
48	402	A	Albian		241.5	346.0		no age given		no age given	  100	  108	  104	Initial Reports of the DSDP
48	402	A	Lower Albian		346.0	365.0		no age given		no age given	  106	  108	  107	Initial Reports of the DSDP
48	402	A	Lower Albian	Upper Aptian	365.0	384.0		no age given	no age given	no age given	  106	  112	  109	Initial Reports of the DSDP
48	402	A	Upper Aptian		384.0	450.5		no age given		no age given	  108	  112	  110	Initial Reports of the DSDP
48	402	A	Lower Aptian		450.5	469.5		no age given		no age given	  112	  115	113.5	Initial Reports of the DSDP
48	403		Pleistocene		0.0	23.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
48	403		Pleistocene	Upper Pliocene	23.5	33.0		no age given	no age given	no age given	0.011	  3.4	1.706	Initial Reports of the DSDP
48	403		Upper Pliocene		33.0	42.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
48	403		Lower Pliocene		42.5	71.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
48	403		Upper Miocene		71.0	223.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
48	403		Upper Oligocene		223.0	232.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
48	403		Middle Oligocene		232.5	236.4		no age given		no age given	   29	   32	 30.5	Initial Reports of the DSDP
48	403		Middle Eocene		236.4	251.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
48	403		Lower Eocene		251.5	384.5		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
48	404		Pleistocene		0.0	9.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
48	404		Upper Pliocene		21.5	28.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
48	404		Lower Pliocene		104.0	135.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
48	404		Upper Miocene		170.5	199.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
48	404		Middle Eocene		199.0	201.4		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
48	404		Lower Eocene		201.4	360.5		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
48	405		Pleistocene		0.0	46.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
48	405		Lower Pliocene	Upper Miocene	46.0	55.5		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
48	405		Upper Miocene		55.5	65.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
48	405		Middle Eocene		65.0	103.0		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
48	405		Lower Eocene		103.0	407.0		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
48	406		Pleistocene		0.0	71.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
48	406		Lower Pliocene		138.0	223.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
48	406		Upper Miocene		318.5	480.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
48	406		Middle Miocene		480.0	558.1		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
48	406		Lower Miocene		558.1	594.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
48	406		Upper Oligocene		594.0	632.0		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
48	406		Upper Oligocene	Middle Oligocene	632.0	641.5		no age given	no age given	no age given	 22.5	   32	27.25	Initial Reports of the DSDP
48	406		Middle Oligocene		641.5	671.2		no age given		no age given	   29	   32	 30.5	Initial Reports of the DSDP
48	406		Upper Eocene		671.2	765.0		no age given		no age given	 37.5	   43	40.25	Initial Reports of the DSDP
48	406		Middle Eocene		765.0	831.5		no age given		no age given	   43	   49	   46	Initial Reports of the DSDP
49	407		Quaternary		0.0	44.0		no age given		no age given	    0	  1.8	  0.9	Initial Reports of the DSDP
49	407		Pliocene		44.0	53.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
49	407		Lower Pliocene		53.5	110.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
49	407		Pliocene		110.5	120.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
49	407		Lower Pliocene		120.0	129.5		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
49	407		Upper Miocene		139.0	158.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
49	407		Middle Miocene		158.0	186.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
49	407		Lower Miocene		186.5	281.5		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
49	407		Upper Oligocene		281.5	300.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
49	407		Upper Oligocene		320.3	321.3		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
49	407		Upper Oligocene		329.4	331.2		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
49	407		Lower Oligocene		405.0	424.0		no age given		no age given	   30	 37.5	33.75	Initial Reports of the DSDP
49	408		Pleistocene		0.0	38.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
49	408		Pliocene		38.0	123.5		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
49	408		Upper Miocene		123.5	228.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
49	408		Upper Miocene	Middle Miocene	228.0	237.5		no age given	no age given	no age given	    5	   16	 10.5	Initial Reports of the DSDP
49	408		Middle Miocene		237.5	304.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
49	408		Lower Miocene		304.0	323.6		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
49	409		Pleistocene		0.0	72.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
49	409		Upper Pliocene		72.0	81.5		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
49	410		Pleistocene		0.0	93.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
49	410		Pleistocene	Pliocene	93.0	102.5		no age given	no age given	no age given	0.011	    5	2.506	Initial Reports of the DSDP
49	410		Pliocene		112.0	150.0		no age given		no age given	  1.8	    5	  3.4	Initial Reports of the DSDP
49	410		Lower Pliocene	Upper Miocene	159.5	216.5		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
49	410		Upper Miocene		216.5	340.0		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
49	410	A	Upper Miocene		325.0	334.5		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
49	411	A	Pleistocene		0.0	27.5	missing hole or drilled interval	no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
49	412		Pleistocene		0.0	165.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
49	413		Pleistocene		110.0	115.0		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
50	415		Pleistocene		0.0	7.5	missing hole or drilled interval	no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
50	415		Lower Pliocene		74.0	75.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
50	415		Lower Pliocene	Upper Miocene	75.0	83.5		no age given	no age given	no age given	  3.4	 10.5	 6.95	Initial Reports of the DSDP
50	415		Middle Miocene		137.5	211.5		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
50	415		Lower Miocene		211.5	283.0		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
50	415	A	Lower Eocene		349.0	357.5		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
50	415	A	Upper Paleocene		423.5	433.0		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
50	415	A	Paleocene		433.0	452.5	a legitimate age inversion	no age given		no age given	 53.5	   65	59.25	Initial Reports of the DSDP
50	415	A	Upper Paleocene		452.5	453.2		no age given		no age given	 53.5	   60	56.75	Initial Reports of the DSDP
50	415	A	Lower Paleocene		453.2	509.5		no age given		no age given	   60	   65	 62.5	Initial Reports of the DSDP
50	415	A	Coniacian	Albian	509.5	577.5		no age given	no age given	no age given	   82	  108	   95	Initial Reports of the DSDP
50	415	A	Middle Cenomanian		577.5	889.5	a legitimate age inversion	no age given		no age given	   95	 97.5	96.25	Initial Reports of the DSDP
50	415	A	Lower Cenomanian		956.0	965.5		no age given		no age given	 97.5	  100	98.75	Initial Reports of the DSDP
50	415	A	Upper Albian		1032.0	1079.5		no age given		no age given	  100	  104	  102	Initial Reports of the DSDP
50	415	B	Lower Pliocene		56.5	64.0		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
50	416		Pleistocene		0.0	0.5		no age given		no age given	0.011	  1.8	.9055	Initial Reports of the DSDP
50	416		Upper Pliocene		0.5	2.0		no age given		no age given	  1.8	  3.4	  2.6	Initial Reports of the DSDP
50	416	A	Lower Pliocene		146.0	146.3		no age given		no age given	  3.4	    5	  4.2	Initial Reports of the DSDP
50	416	A	Upper Miocene		146.3	146.8		no age given		no age given	    5	 10.5	 7.75	Initial Reports of the DSDP
50	416	A	Middle Miocene		146.8	148.0		no age given		no age given	 10.5	   16	13.25	Initial Reports of the DSDP
50	416	A	Lower Miocene		148.0	307.5		no age given		no age given	   16	 22.5	19.25	Initial Reports of the DSDP
50	416	A	Upper Oligocene		450.0	459.5		no age given		no age given	 22.5	   30	26.25	Initial Reports of the DSDP
50	416	A	Lower Oligocene	Upper Eocene	602.0	611.5		no age given	no age given	no age given	   30	   43	 36.5	Initial Reports of the DSDP
50	416	A	Lower Eocene		754.0	754.6		no age given		no age given	   49	 53.5	51.25	Initial Reports of the DSDP
50	416	A	Albian		754.6	763.5		no age given		no age given	  100	  108	  104	Initial Reports of the DSDP
