Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0008C-3H-10, 65.0 cm",NULL,24.025,25.235,24.025,25.235,"C0008C-3H-10, 66.5 cm",NULL,24.038,25.25,24.038,25.25,"C0008C-3H-10 WR, 65.0--66.5 cm",CKY000000000001746500,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-01T06:13:32Z,NULL,NULL,NULL,NULL,0.07901,1.18617,0.66309,2/3/2008,kuriharar,2008-02-05T01:05:27Z
"C0008C-3H-10, 65.8 cm",NULL,24.032,25.243,24.032,25.243,"C0008C-3H-10, 65.8 cm",NULL,24.032,25.243,24.032,25.243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6445283,5.370854,miyabes,2008-02-05T00:30:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-4H-5, 0.0 cm",NULL,28.146,29.39,28.146,29.39,"C0008C-4H-5, 1.5 cm",NULL,28.157,29.405,28.157,29.405,"C0008C-4H-5 WR, 0.0--1.5 cm",CKY000000000001730500,CARB,NULL,2,arito316,NULL,CKY,2008-01-31T20:42:58Z,NULL,NULL,NULL,NULL,0.07794,1.79106,0.76556,2/3/2008,kuriharar,2008-02-05T01:05:27Z
"C0008C-4H-5, 0.7 cm",NULL,28.151,29.397,28.151,29.397,"C0008C-4H-5, 0.7 cm",NULL,28.151,29.397,28.151,29.397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.234913,10.29053,miyabes,2008-02-05T00:30:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-4H-6, 24.0 cm",NULL,28.489,29.85,28.489,29.85,"C0008C-4H-6, 25.5 cm",NULL,28.5,29.865,28.5,29.865,"C0008C-4H-6 WR, 24.0--25.5 cm",CKY000000000001749700,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-01T07:28:55Z,NULL,NULL,NULL,NULL,0.07701,1.46133,0.7595,2/3/2008,kuriharar,2008-02-05T01:05:27Z
"C0008C-4H-6, 24.8 cm",NULL,28.495,29.858,28.495,29.858,"C0008C-4H-6, 24.8 cm",NULL,28.495,29.858,28.495,29.858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9123708,7.602786,miyabes,2008-02-05T00:30:47Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-5H-2, 18.0 cm",NULL,34.553,34.575,34.553,34.575,"C0008C-5H-2, 19.5 cm",NULL,34.567,34.59,34.567,34.59,"C0008C-5H-2 WR, 18.0--19.5 cm",CKY000000000001757300,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-01T11:56:14Z,NULL,NULL,NULL,NULL,0.06531,0.67683,0.85568,2/3/2008,kuriharar,2008-02-05T01:05:27Z
"C0008C-5H-2, 18.8 cm",NULL,34.561,34.583,34.561,34.583,"C0008C-5H-2, 18.8 cm",NULL,34.561,34.583,34.561,34.583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2270937,1.892372,miyabes,2008-02-05T00:30:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-5H-4, 20.0 cm",NULL,36.797,36.91,36.797,36.91,"C0008C-5H-4, 21.5 cm",NULL,36.812,36.925,36.812,36.925,"C0008C-5H-4 WR, 20.0--21.5 cm",CKY000000000001757900,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-01T12:12:13Z,NULL,NULL,NULL,NULL,0.0717,1.08968,0.71477,2/3/2008,kuriharar,2008-02-05T01:05:28Z
"C0008C-5H-4, 20.7 cm",NULL,36.804,36.917,36.804,36.917,"C0008C-5H-4, 20.7 cm",NULL,36.804,36.917,36.804,36.917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6725144,5.604063,miyabes,2008-02-05T00:30:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-5H-5, 0.0 cm",NULL,37.864,38.02,37.864,38.02,"C0008C-5H-5, 1.5 cm",NULL,37.878,38.035,37.878,38.035,"C0008C-5H-5 WR, 0.0--1.5 cm",CKY000000000001732300,CARB,NULL,2,arito316,NULL,CKY,2008-01-31T22:08:18Z,NULL,NULL,NULL,NULL,0.07972,1.45399,0.67262,2/3/2008,kuriharar,2008-02-05T01:05:28Z
"C0008C-5H-5, 0.7 cm",NULL,37.871,38.027,37.871,38.027,"C0008C-5H-5, 0.7 cm",NULL,37.871,38.027,37.871,38.027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9150763,7.625331,miyabes,2008-02-05T00:30:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-6H-2, 100.0 cm",NULL,45.597,45.81,45.597,45.81,"C0008C-6H-2, 101.5 cm",NULL,45.611,45.825,45.611,45.825,"C0008C-6H-2 WR, 100.0--101.5 cm",CKY000000000001769900,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T17:40:26Z,NULL,NULL,NULL,NULL,0.06784,1.62401,0.4249,2/3/2008,kuriharar,2008-02-05T01:05:28Z
"C0008C-6H-2, 100.8 cm",NULL,45.604,45.818,45.604,45.818,"C0008C-6H-2, 100.8 cm",NULL,45.604,45.818,45.604,45.818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.263219,10.5264,miyabes,2008-02-05T00:30:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-6H-3, 50.0 cm",NULL,46.491,46.795,46.491,46.795,"C0008C-6H-3, 51.5 cm",NULL,46.504,46.81,46.504,46.81,"C0008C-6H-3 WR, 50.0--51.5 cm",CKY000000000001770900,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T18:05:07Z,NULL,NULL,NULL,NULL,0.06519,1.65634,0.43364,2/3/2008,kuriharar,2008-02-05T01:05:28Z
"C0008C-6H-3, 50.7 cm",NULL,46.497,46.802,46.497,46.802,"C0008C-6H-3, 50.7 cm",NULL,46.497,46.802,46.497,46.802,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.247796,10.39789,miyabes,2008-02-05T00:30:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-6H-4, 0.0 cm",NULL,47.339,47.73,47.339,47.73,"C0008C-6H-4, 1.5 cm",NULL,47.353,47.745,47.353,47.745,"C0008C-6H-4 WR, 0.0--1.5 cm",CKY000000000001734900,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T00:15:59Z,NULL,NULL,NULL,NULL,0.08597,2.26889,0.30238,2/3/2008,kuriharar,2008-02-05T01:05:29Z
"C0008C-6H-4, 0.7 cm",NULL,47.345,47.737,47.345,47.737,"C0008C-6H-4, 0.7 cm",NULL,47.345,47.737,47.345,47.737,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.699286,14.16015,miyabes,2008-02-05T00:30:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-7H-4, 0.0 cm",NULL,55.274,55.87,55.274,55.87,"C0008C-7H-4, 1.5 cm",NULL,55.286,55.885,55.286,55.885,"C0008C-7H-4 WR, 0.0--1.5 cm",CKY000000000001739400,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T01:40:34Z,NULL,NULL,NULL,NULL,0.04821,0.63462,0.66224,2/3/2008,kuriharar,2008-02-05T01:05:29Z
"C0008C-7H-4, 0.7 cm",NULL,55.279,55.877,55.279,55.877,"C0008C-7H-4, 0.7 cm",NULL,55.279,55.877,55.279,55.877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2113279,1.760995,miyabes,2008-02-05T00:30:48Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-7H-8, 129.5 cm",NULL,59.418,61.105,59.418,61.105,"C0008C-7H-8, 131.0 cm",NULL,59.43,61.12,59.43,61.12,"C0008C-7H-8 WR, 129.5--131.0 cm",CKY000000000001772900,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T19:38:27Z,NULL,NULL,NULL,NULL,0.06141,0.71304,0.2301,2/3/2008,kuriharar,2008-02-05T01:05:29Z
"C0008C-7H-8, 130.3 cm",NULL,59.424,61.113,59.424,61.113,"C0008C-7H-8, 130.3 cm",NULL,59.424,61.113,59.424,61.113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3997046,3.330739,miyabes,2008-02-05T00:30:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-7H-9, 15.0 cm",NULL,59.548,61.27,59.548,61.27,"C0008C-7H-9, 16.5 cm",NULL,59.56,61.285,59.56,61.285,"C0008C-7H-9 WR, 15.0--16.5 cm",CKY000000000001773500,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T19:54:42Z,NULL,NULL,NULL,NULL,0.06126,0.78479,0.08328,2/3/2008,kuriharar,2008-02-05T01:05:29Z
"C0008C-7H-9, 15.7 cm",NULL,59.554,61.277,59.554,61.277,"C0008C-7H-9, 15.7 cm",NULL,59.554,61.277,59.554,61.277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4352905,3.627276,miyabes,2008-02-05T00:30:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-9H-3, 58.5 cm",NULL,69.71,69.87,69.71,69.87,"C0008C-9H-3, 60.0 cm",NULL,69.724,69.885,69.724,69.885,"C0008C-9H-3 WR, 58.5--60.0 cm",CKY000000000001777000,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T21:34:37Z,NULL,NULL,NULL,NULL,0.07219,0.78492,0.06517,2/3/2008,kuriharar,2008-02-05T01:05:30Z
"C0008C-9H-3, 59.2 cm",NULL,69.717,69.877,69.717,69.877,"C0008C-9H-3, 59.2 cm",NULL,69.717,69.877,69.717,69.877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.218729,1.822668,miyabes,2008-02-05T00:30:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-9H-4, 0.0 cm",NULL,70.489,70.705,70.489,70.705,"C0008C-9H-4, 1.5 cm",NULL,70.503,70.72,70.503,70.72,"C0008C-9H-4 WR, 0.0--1.5 cm",CKY000000000001747200,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-01T06:33:56Z,NULL,NULL,NULL,NULL,0.08043,0.85585,0.0464,2/3/2008,kuriharar,2008-02-05T01:05:30Z
"C0008C-9H-4, 0.7 cm",NULL,70.495,70.712,70.495,70.712,"C0008C-9H-4, 0.7 cm",NULL,70.495,70.712,70.495,70.712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1652877,1.377342,miyabes,2008-02-05T00:30:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-9H-5, 70.0 cm",NULL,71.36,71.64,71.36,71.64,"C0008C-9H-5, 71.5 cm",NULL,71.374,71.655,71.374,71.655,"C0008C-9H-5 WR, 70.0--71.5 cm",CKY000000000001777700,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T21:57:57Z,NULL,NULL,NULL,NULL,0.06157,0.99577,0.59596,2/3/2008,kuriharar,2008-02-05T01:05:30Z
"C0008C-9H-5, 70.7 cm",NULL,71.367,71.647,71.367,71.647,"C0008C-9H-5, 70.7 cm",NULL,71.367,71.647,71.367,71.647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4941943,4.118121,miyabes,2008-02-05T00:30:49Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-10H-9, 0.0 cm",NULL,80.632,83.295,80.632,83.295,"C0008C-10H-9, 1.5 cm",NULL,80.64,83.31,80.64,83.31,"C0008C-10H-9 WR, 0.0--1.5 cm",CKY000000000001750200,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-01T07:41:53Z,NULL,NULL,NULL,NULL,0.0771,1.00173,0.08668,2/3/2008,kuriharar,2008-02-05T01:05:30Z
"C0008C-10H-9, 0.7 cm",NULL,80.636,83.302,80.636,83.302,"C0008C-10H-9, 0.7 cm",NULL,80.636,83.302,80.636,83.302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5636756,4.697109,miyabes,2008-02-05T00:30:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-10H-10, 45.0 cm",NULL,81.023,83.975,81.023,83.975,"C0008C-10H-10, 46.5 cm",NULL,81.032,83.99,81.032,83.99,"C0008C-10H-10 WR, 45.0--46.5 cm",CKY000000000001782200,CARB,NULL,2,arito316,NULL,CKY,2008-02-01T23:54:32Z,NULL,NULL,NULL,NULL,0.05532,1.32984,0.35164,2/4/2008,kuriharar,2008-02-05T01:05:31Z
"C0008C-10H-10, 45.8 cm",NULL,81.028,83.983,81.028,83.983,"C0008C-10H-10, 45.8 cm",NULL,81.028,83.983,81.028,83.983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.014958,8.457644,miyabes,2008-02-05T00:30:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-11H-3, 12.5 cm",NULL,82.907,83.075,82.907,83.075,"C0008C-11H-3, 14.0 cm",NULL,82.917,83.09,82.917,83.09,"C0008C-11H-3 W, 12.5--14.0 cm",CKY000000000001788200,CARB,NULL,2,arito316,NULL,CKY,2008-02-02T02:54:29Z,NULL,NULL,NULL,NULL,0.07818,1.9735,0.11845,2/4/2008,kuriharar,2008-02-05T01:05:31Z
"C0008C-11H-3, 13.2 cm",NULL,82.911,83.082,82.911,83.082,"C0008C-11H-3, 13.2 cm",NULL,82.911,83.082,82.911,83.082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.472813,12.27295,miyabes,2008-02-05T00:30:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-11H-8, 113.5 cm",NULL,85.366,86.58,85.366,86.58,"C0008C-11H-8, 115.0 cm",NULL,85.377,86.595,85.377,86.595,"C0008C-11H-8 WR, 113.5--115.0 cm",CKY000000000001790700,CARB,NULL,2,arito316,NULL,CKY,2008-02-02T04:37:46Z,NULL,NULL,NULL,NULL,0.08465,1.41437,0.76212,2/4/2008,kuriharar,2008-02-05T01:05:31Z
"C0008C-11H-8, 114.3 cm",NULL,85.372,86.588,85.372,86.588,"C0008C-11H-8, 114.3 cm",NULL,85.372,86.588,85.372,86.588,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7134691,5.945338,miyabes,2008-02-05T00:30:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-11H-10, 0.0 cm",NULL,86.433,88.1,86.433,88.1,"C0008C-11H-10, 1.5 cm",NULL,86.443,88.115,86.443,88.115,"C0008C-11H-10 W, 0.0--1.5 cm",CKY000000000001763100,CARB,NULL,2,jiangtao316,NULL,CKY,2008-02-01T13:36:21Z,NULL,NULL,NULL,NULL,0.07037,1.12531,0.1609,2/3/2008,kuriharar,2008-02-05T01:05:31Z
"C0008C-11H-10, 0.7 cm",NULL,86.438,88.107,86.438,88.107,"C0008C-11H-10, 0.7 cm",NULL,86.438,88.107,86.438,88.107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.624869,5.207033,miyabes,2008-02-05T00:30:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-13H-7, 48.5 cm",NULL,94.145,94.25,94.145,94.25,"C0008C-13H-7, 50.0 cm",NULL,94.16,94.265,94.16,94.265,"C0008C-13H-7 WR, 48.5--50.0 cm",CKY000000000001792800,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-02T06:25:18Z,NULL,NULL,NULL,NULL,0.06492,1.05045,0.03751,2/4/2008,kuriharar,2008-02-05T01:05:32Z
"C0008C-13H-7, 49.3 cm",NULL,94.153,94.258,94.153,94.258,"C0008C-13H-7, 49.3 cm",NULL,94.153,94.258,94.153,94.258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6335383,5.279275,miyabes,2008-02-05T00:30:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-13H-7, 91.0 cm",NULL,94.555,94.675,94.555,94.675,"C0008C-13H-7, 92.5 cm",NULL,94.57,94.69,94.57,94.69,"C0008C-13H-7 WR, 91.0--92.5 cm",CKY000000000001792200,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-02T06:07:42Z,NULL,NULL,NULL,NULL,0.07066,1.42964,0.06578,2/4/2008,kuriharar,2008-02-05T01:05:32Z
"C0008C-13H-7, 91.8 cm",NULL,94.563,94.683,94.563,94.683,"C0008C-13H-7, 91.8 cm",NULL,94.563,94.683,94.563,94.683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.955964,7.966048,miyabes,2008-02-05T00:30:43Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-13H-8, 0.0 cm",NULL,94.748,94.875,94.748,94.875,"C0008C-13H-8, 1.5 cm",NULL,94.763,94.89,94.763,94.89,"C0008C-13H-8 WR, 0.0--1.5 cm",CKY000000000001761600,CARB,NULL,2,jiangtao316,NULL,CKY,2008-02-01T13:28:05Z,NULL,NULL,NULL,NULL,0.07174,1.00697,0.06217,2/3/2008,kuriharar,2008-02-05T01:05:32Z
"C0008C-13H-8, 0.7 cm",NULL,94.755,94.882,94.755,94.882,"C0008C-13H-8, 0.7 cm",NULL,94.755,94.882,94.755,94.882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6022924,5.018902,miyabes,2008-02-05T00:30:44Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-14H-6, 0.0 cm",NULL,99.679,102.705,99.679,102.705,"C0008C-14H-6, 1.5 cm",NULL,99.685,102.72,99.685,102.72,"C0008C-14H-6 WR, 0.0--1.5 cm",CKY000000000001761100,CARB,NULL,2,jiangtao316,NULL,CKY,2008-02-01T13:21:38Z,NULL,NULL,NULL,NULL,0.0595,1.42333,0.59642,2/3/2008,kuriharar,2008-02-05T01:05:32Z
"C0008C-14H-6, 0.7 cm",NULL,99.682,102.712,99.682,102.712,"C0008C-14H-6, 0.7 cm",NULL,99.682,102.712,99.682,102.712,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.071493,8.928755,miyabes,2008-02-05T00:30:44Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-15H-5, 0.0 cm",NULL,103.29,103.32,103.29,103.32,"C0008C-15H-5, 1.5 cm",NULL,103.304,103.335,103.304,103.335,"C0008C-15H-5 WR, 0.0--1.5 cm",CKY000000000001765900,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-01T14:48:23Z,NULL,NULL,NULL,NULL,0.06536,1.09788,0.35829,2/3/2008,kuriharar,2008-02-05T01:05:33Z
"C0008C-15H-5, 0.7 cm",NULL,103.297,103.327,103.297,103.327,"C0008C-15H-5, 0.7 cm",NULL,103.297,103.327,103.297,103.327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6571478,5.476013,miyabes,2008-02-05T00:30:44Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0008C-16H-5, 0.0 cm",NULL,110.774,112.345,110.774,112.345,"C0008C-16H-5, 1.5 cm",NULL,110.783,112.36,110.783,112.36,"C0008C-16H-5 WR, 0.0--1.5 cm",CKY000000000001767100,CARB,NULL,2,chesterf316,NULL,CKY,2008-02-01T14:51:07Z,NULL,NULL,NULL,NULL,0.06908,0.45067,0.06537,2/3/2008,kuriharar,2008-02-05T01:05:33Z
