Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0014D-2H-3, 37.0 cm",NULL,9.66,9.66,9.66,9.66,"C0014D-2H-3, 39.0 cm",NULL,9.68,9.68,9.68,9.68,"C0014D-2H-3 W, 37.0--39.0 cm",CKY000000000003134700,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-18T12:10:55Z,NULL,NULL,NULL,NULL,0.01552,0.28514,5.42877,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014D-2H-3, 38.0 cm",NULL,9.67,9.67,9.67,9.67,"C0014D-2H-3, 38.0 cm",NULL,9.67,9.67,9.67,9.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014D-2H-3, 115.0 cm",NULL,10.44,10.44,10.44,10.44,"C0014D-2H-3, 117.0 cm",NULL,10.46,10.46,10.46,10.46,"C0014D-2H-3 W, 115.0--117.0 cm",CKY000000000003134900,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-18T12:13:47Z,NULL,NULL,NULL,NULL,0.01251,0.15553,8.13209,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014D-2H-3, 116.0 cm",NULL,10.45,10.45,10.45,10.45,"C0014D-2H-3, 116.0 cm",NULL,10.45,10.45,10.45,10.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0006,0.005,kawait,2010-10-03T16:37:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014D-2H-3, 132.5 cm",NULL,10.615,10.615,10.615,10.615,"C0014D-2H-3, 134.5 cm",NULL,10.635,10.635,10.635,10.635,"C0014D-2H-3 W, 132.5--134.5 cm",CKY000000000003135200,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-18T12:17:43Z,NULL,NULL,NULL,NULL,0.02893,0.11559,4.09193,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014D-2H-3, 133.5 cm",NULL,10.625,10.625,10.625,10.625,"C0014D-2H-3, 133.5 cm",NULL,10.625,10.625,10.625,10.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0013,0.0108,kawait,2010-10-03T16:37:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014D-2H-5, 20.0 cm",NULL,12.195,12.195,12.195,12.195,"C0014D-2H-5, 22.0 cm",NULL,12.215,12.215,12.215,12.215,"C0014D-2H-5 W, 20.0--22.0 cm",CKY000000000003135600,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-18T12:27:00Z,NULL,NULL,NULL,NULL,0.00975,0.10951,3.85047,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014D-2H-5, 21.0 cm",NULL,12.205,12.205,12.205,12.205,"C0014D-2H-5, 21.0 cm",NULL,12.205,12.205,12.205,12.205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:50Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014D-2H-6, 60.0 cm",NULL,13.205,13.205,13.205,13.205,"C0014D-2H-6, 62.0 cm",NULL,13.225,13.225,13.225,13.225,"C0014D-2H-6 W, 60.0--62.0 cm",CKY000000000003136000,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-18T12:30:18Z,NULL,NULL,NULL,NULL,0.03464,0.08712,4.04374,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014D-2H-6, 61.0 cm",NULL,13.215,13.215,13.215,13.215,"C0014D-2H-6, 61.0 cm",NULL,13.215,13.215,13.215,13.215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014D-2H-7, 50.0 cm",NULL,14.1,14.1,14.1,14.1,"C0014D-2H-7, 52.0 cm",NULL,14.12,14.12,14.12,14.12,"C0014D-2H-7 W, 50.0--52.0 cm",CKY000000000003136100,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-18T12:34:00Z,NULL,NULL,NULL,NULL,0.02825,0.11417,15.73913,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014D-2H-7, 51.0 cm",NULL,14.11,14.11,14.11,14.11,"C0014D-2H-7, 51.0 cm",NULL,14.11,14.11,14.11,14.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:51Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014D-2H-8, 30.0 cm",NULL,14.91,14.91,14.91,14.91,"C0014D-2H-8, 32.0 cm",NULL,14.93,14.93,14.93,14.93,"C0014D-2H-8 W, 30.0--32.0 cm",CKY000000000003136600,CARB,NULL,3,hilairy331,NULL,CKY,2010-09-18T12:36:24Z,NULL,NULL,NULL,NULL,0.02346,0.06962,5.82972,9/26/2010,hitomiy,2010-10-03T20:41:08Z
"C0014D-2H-8, 31.0 cm",NULL,14.92,14.92,14.92,14.92,"C0014D-2H-8, 31.0 cm",NULL,14.92,14.92,14.92,14.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:51Z,NULL,NULL,NULL,NULL,NULL,NULL
