Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0017D-7H-CC, 22.0 cm",NULL,111.977,112.425,111.977,112.425,"C0017D-7H-CC, 24.0 cm",NULL,111.996,112.445,111.996,112.445,"C0017D-7H-CC W, 22.0--24.0 cm",CKY000000000003570300,CARB,NULL,10,chris331,NULL,CKY,2010-09-29T00:03:19Z,NULL,NULL,NULL,NULL,0.04315,1.07701,0.42963,10/2/2010,hitomiy,2010-10-03T20:41:18Z
"C0017D-7H-CC, 23.0 cm",NULL,111.987,112.435,111.987,112.435,"C0017D-7H-CC, 23.0 cm",NULL,111.987,112.435,111.987,112.435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6992,5.8264,kawait,2010-10-03T17:14:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-8T-CC, 0.0 cm",NULL,112.2,112.2,112.2,112.2,"C0017D-8T-CC, 2.0 cm",NULL,112.22,112.22,112.22,112.22,"C0017D-8T-CC W, 0.0--2.0 cm",CKY000000000003570500,CARB,NULL,10,chris331,NULL,CKY,2010-09-29T00:03:19Z,NULL,NULL,NULL,NULL,0,0.01855,0.01373,10/2/2010,hitomiy,2010-10-03T20:41:18Z
"C0017D-8T-CC, 1.0 cm",NULL,112.21,112.21,112.21,112.21,"C0017D-8T-CC, 1.0 cm",NULL,112.21,112.21,112.21,112.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0013,0.0108,kawait,2010-10-03T17:14:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-9X-2, 110.0 cm",NULL,122.792,122.91,122.792,122.91,"C0017D-9X-2, 112.0 cm",NULL,122.81,122.93,122.81,122.93,"C0017D-9X-2 W, 110.0--112.0 cm",CKY000000000003573200,CARB,NULL,5,yuka331,NULL,CKY,2010-09-29T02:22:35Z,NULL,NULL,NULL,NULL,0.04617,1.27339,0.46816,10/2/2010,hitomiy,2010-10-03T20:41:18Z
"C0017D-9X-2, 111.0 cm",NULL,122.801,122.92,122.801,122.92,"C0017D-9X-2, 111.0 cm",NULL,122.801,122.92,122.801,122.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9133,7.6105,kawait,2010-10-03T17:14:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-9X-4, 100.0 cm",NULL,125.102,125.47,125.102,125.47,"C0017D-9X-4, 102.0 cm",NULL,125.12,125.49,125.12,125.49,"C0017D-9X-4 W, 100.0--102.0 cm",CKY000000000003573400,CARB,NULL,5,yuka331,NULL,CKY,2010-09-29T02:23:50Z,NULL,NULL,NULL,NULL,0.04906,1.31222,0.54463,10/2/2010,hitomiy,2010-10-03T20:41:18Z
"C0017D-9X-4, 101.0 cm",NULL,125.111,125.48,125.111,125.48,"C0017D-9X-4, 101.0 cm",NULL,125.111,125.48,125.111,125.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9153,7.6272,kawait,2010-10-03T17:14:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-9X-6, 100.0 cm",NULL,127.646,128.29,127.646,128.29,"C0017D-9X-6, 102.0 cm",NULL,127.664,128.31,127.664,128.31,"C0017D-9X-6 W, 100.0--102.0 cm",CKY000000000003573600,CARB,NULL,5,yuka331,NULL,CKY,2010-09-29T02:24:53Z,NULL,NULL,NULL,NULL,0.04427,1.23931,0.27617,10/2/2010,hitomiy,2010-10-03T20:41:18Z
"C0017D-9X-6, 101.0 cm",NULL,127.655,128.3,127.655,128.3,"C0017D-9X-6, 101.0 cm",NULL,127.655,128.3,127.655,128.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8792,7.3264,kawait,2010-10-03T17:14:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-9X-8, 70.0 cm",NULL,129.915,130.805,129.915,130.805,"C0017D-9X-8, 72.0 cm",NULL,129.933,130.825,129.933,130.825,"C0017D-9X-8 W, 70.0--72.0 cm",CKY000000000003573800,CARB,NULL,5,yuka331,NULL,CKY,2010-09-29T02:25:35Z,NULL,NULL,NULL,NULL,0.05143,1.36826,0.24693,10/2/2010,hitomiy,2010-10-03T20:41:18Z
"C0017D-9X-8, 71.0 cm",NULL,129.924,130.815,129.924,130.815,"C0017D-9X-8, 71.0 cm",NULL,129.924,130.815,129.924,130.815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9562,7.968,kawait,2010-10-03T17:14:28Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-10X-2, 60.0 cm",NULL,132.715,132.715,132.715,132.715,"C0017D-10X-2, 62.0 cm",NULL,132.735,132.735,132.735,132.735,"C0017D-10X-2 W, 60.0--62.0 cm",CKY000000000003578100,CARB,NULL,5,hilairy331,NULL,CKY,2010-09-29T06:10:21Z,NULL,NULL,NULL,NULL,0.02127,0.73769,0.22391,10/2/2010,hitomiy,2010-10-03T20:41:18Z
"C0017D-10X-2, 61.0 cm",NULL,132.725,132.725,132.725,132.725,"C0017D-10X-2, 61.0 cm",NULL,132.725,132.725,132.725,132.725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5248,4.3732,kawait,2010-10-03T17:14:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-10X-4, 32.0 cm",NULL,135.255,135.255,135.255,135.255,"C0017D-10X-4, 34.0 cm",NULL,135.275,135.275,135.275,135.275,"C0017D-10X-4 W, 32.0--34.0 cm",CKY000000000003578300,CARB,NULL,5,hilairy331,NULL,CKY,2010-09-29T06:10:21Z,NULL,NULL,NULL,NULL,0.04948,1.62542,0.11502,10/2/2010,hitomiy,2010-10-03T20:41:18Z
"C0017D-10X-4, 33.0 cm",NULL,135.265,135.265,135.265,135.265,"C0017D-10X-4, 33.0 cm",NULL,135.265,135.265,135.265,135.265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.1664,9.7196,kawait,2010-10-03T17:14:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-10X-CC, 40.0 cm",NULL,137.12,137.12,137.12,137.12,"C0017D-10X-CC, 42.0 cm",NULL,137.14,137.14,137.14,137.14,"C0017D-10X-CC W, 40.0--42.0 cm",CKY000000000003578500,CARB,NULL,5,hilairy331,NULL,CKY,2010-09-29T06:10:21Z,NULL,NULL,NULL,NULL,0.05818,1.51156,0.17869,10/2/2010,hitomiy,2010-10-03T20:41:19Z
"C0017D-10X-CC, 41.0 cm",NULL,137.13,137.13,137.13,137.13,"C0017D-10X-CC, 41.0 cm",NULL,137.13,137.13,137.13,137.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0445,8.7038,kawait,2010-10-03T17:14:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-11X-1, 70.0 cm",NULL,140.9,140.9,140.9,140.9,"C0017D-11X-1, 72.0 cm",NULL,140.92,140.92,140.92,140.92,"C0017D-11X-1 W, 70.0--72.0 cm",CKY000000000003589300,CARB,NULL,5,yuka331,NULL,CKY,2010-09-29T17:38:20Z,NULL,NULL,NULL,NULL,0.01874,1.47396,0.03505,10/2/2010,hitomiy,2010-10-03T20:41:19Z
"C0017D-11X-1, 71.0 cm",NULL,140.91,140.91,140.91,140.91,"C0017D-11X-1, 71.0 cm",NULL,140.91,140.91,140.91,140.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2191,10.1588,kawait,2010-10-03T17:14:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-11X-2, 68.0 cm",NULL,142.285,142.285,142.285,142.285,"C0017D-11X-2, 70.0 cm",NULL,142.305,142.305,142.305,142.305,"C0017D-11X-2 W, 68.0--70.0 cm",CKY000000000003589500,CARB,NULL,5,yuka331,NULL,CKY,2010-09-29T17:38:20Z,NULL,NULL,NULL,NULL,0.04747,0.89519,0.10611,10/2/2010,hitomiy,2010-10-03T20:41:19Z
"C0017D-11X-2, 69.0 cm",NULL,142.295,142.295,142.295,142.295,"C0017D-11X-2, 69.0 cm",NULL,142.295,142.295,142.295,142.295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4821,4.0173,kawait,2010-10-03T17:14:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-11X-3, 75.0 cm",NULL,143.76,143.76,143.76,143.76,"C0017D-11X-3, 77.0 cm",NULL,143.78,143.78,143.78,143.78,"C0017D-11X-3 W, 75.0--77.0 cm",CKY000000000003589700,CARB,NULL,5,yuka331,NULL,CKY,2010-09-29T17:38:20Z,NULL,NULL,NULL,NULL,0.04627,0.30192,0.04812,10/2/2010,hitomiy,2010-10-03T20:41:19Z
"C0017D-11X-3, 76.0 cm",NULL,143.77,143.77,143.77,143.77,"C0017D-11X-3, 76.0 cm",NULL,143.77,143.77,143.77,143.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0017,0.0142,kawait,2010-10-03T17:14:26Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0017D-11X-CC, 33.0 cm",NULL,144.67,144.67,144.67,144.67,"C0017D-11X-CC, 35.0 cm",NULL,144.69,144.69,144.69,144.69,"C0017D-11X-CC W, 33.0--35.0 cm",CKY000000000003589900,CARB,NULL,5,yuka331,NULL,CKY,2010-09-29T17:38:20Z,NULL,NULL,NULL,NULL,0.00747,0.03836,0.07836,10/2/2010,hitomiy,2010-10-03T20:41:19Z
