Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0013C-1H-6, 16.0 cm",NULL,6.94,7.025,6.94,7.025,"C0013C-1H-6, 18.0 cm",NULL,6.96,7.045,6.96,7.045,"C0013C-1H-6 W, 16.0--18.0 cm",CKY000000000002968000,CARB,NULL,3,chris331,NULL,CKY,2010-09-13T08:28:30Z,NULL,NULL,NULL,NULL,0,0.82653,9.03874,9/25/2010,hitomiy,2010-10-03T20:41:05Z
"C0013C-1H-6, 17.0 cm",NULL,6.95,7.035,6.95,7.035,"C0013C-1H-6, 17.0 cm",NULL,6.95,7.035,6.95,7.035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.016542929,0.137852231,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013C-1H-11, 34.0 cm",NULL,7.704,7.805,7.704,7.805,"C0013C-1H-11, 36.0 cm",NULL,7.723,7.825,7.723,7.825,"C0013C-1H-11 W, 34.0--36.0 cm",CKY000000000002914800,CARB,NULL,10,junichiro331,NULL,CKY,2010-09-11T16:17:57Z,NULL,NULL,NULL,NULL,0,1.25415,17.75784,9/25/2010,hitomiy,2010-10-03T20:41:01Z
"C0013C-1H-11, 35.0 cm",NULL,7.713,7.815,7.713,7.815,"C0013C-1H-11, 35.0 cm",NULL,7.713,7.815,7.713,7.815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0326,0.2717,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013C-1H-12, 7.0 cm",NULL,8.232,8.345,8.232,8.345,"C0013C-1H-12, 9.0 cm",NULL,8.252,8.365,8.252,8.365,"C0013C-1H-12 W, 7.0--9.0 cm",CKY000000000002915400,CARB,NULL,10,junichiro331,NULL,CKY,2010-09-11T16:24:33Z,NULL,NULL,NULL,NULL,0.00777,0.04821,6.18653,9/25/2010,hitomiy,2010-10-03T20:41:02Z
"C0013C-1H-12, 8.0 cm",NULL,8.242,8.355,8.242,8.355,"C0013C-1H-12, 8.0 cm",NULL,8.242,8.355,8.242,8.355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0009,0.0075,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013C-1H-12, 41.0 cm",NULL,8.565,8.685,8.565,8.685,"C0013C-1H-12, 43.0 cm",NULL,8.585,8.705,8.585,8.705,"C0013C-1H-12 W, 41.0--43.0 cm",CKY000000000002915700,CARB,NULL,10,junichiro331,NULL,CKY,2010-09-11T16:26:23Z,NULL,NULL,NULL,NULL,0,0.2444,6.95386,9/25/2010,hitomiy,2010-10-03T20:41:02Z
"C0013C-1H-12, 42.0 cm",NULL,8.575,8.695,8.575,8.695,"C0013C-1H-12, 42.0 cm",NULL,8.575,8.695,8.575,8.695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0022,0.0183,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013C-1H-13, 4.0 cm",NULL,9.035,9.165,9.035,9.165,"C0013C-1H-13, 6.0 cm",NULL,9.054,9.185,9.054,9.185,"C0013C-1H-13 W, 4.0--6.0 cm",CKY000000000002916000,CARB,NULL,10,junichiro331,NULL,CKY,2010-09-11T16:29:13Z,NULL,NULL,NULL,NULL,0,0.01538,21.94318,9/25/2010,hitomiy,2010-10-03T20:41:02Z
"C0013C-1H-13, 5.0 cm",NULL,9.045,9.175,9.045,9.175,"C0013C-1H-13, 5.0 cm",NULL,9.045,9.175,9.045,9.175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0024,0.02,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013C-1H-13, 71.0 cm",NULL,9.691,9.835,9.691,9.835,"C0013C-1H-13, 73.0 cm",NULL,9.71,9.855,9.71,9.855,"C0013C-1H-13 W, 71.0--73.0 cm",CKY000000000002916300,CARB,NULL,10,junichiro331,NULL,CKY,2010-09-11T16:32:26Z,NULL,NULL,NULL,NULL,0,0.0763,10.31933,9/20/2010,hitomiy,2010-10-03T20:41:02Z
"C0013C-1H-13, 72.0 cm",NULL,9.7,9.845,9.7,9.845,"C0013C-1H-13, 72.0 cm",NULL,9.7,9.845,9.7,9.845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0045,0.0375,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013C-1H-14, 14.0 cm",NULL,10.562,10.725,10.562,10.725,"C0013C-1H-14, 16.0 cm",NULL,10.581,10.745,10.581,10.745,"C0013C-1H-14 W, 14.0--16.0 cm",CKY000000000002916700,CARB,NULL,10,shouye331,NULL,CKY,2010-09-11T16:59:58Z,NULL,NULL,NULL,NULL,0,0.02027,8.07244,9/20/2010,hitomiy,2010-10-03T20:41:02Z
"C0013C-1H-14, 15.0 cm",NULL,10.572,10.735,10.572,10.735,"C0013C-1H-14, 15.0 cm",NULL,10.572,10.735,10.572,10.735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0093,0.0775,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013C-1H-15, 10.0 cm",NULL,11.257,11.435,11.257,11.435,"C0013C-1H-15, 12.0 cm",NULL,11.276,11.455,11.276,11.455,"C0013C-1H-15 W, 10.0--12.0 cm",CKY000000000002917000,CARB,NULL,10,shouye331,NULL,CKY,2010-09-11T17:02:18Z,NULL,NULL,NULL,NULL,0,0.02634,17.18411,9/25/2010,hitomiy,2010-10-03T20:41:02Z
"C0013C-1H-15, 11.0 cm",NULL,11.267,11.445,11.267,11.445,"C0013C-1H-15, 11.0 cm",NULL,11.267,11.445,11.267,11.445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0045,0.0375,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013C-1H-16, 5.0 cm",NULL,11.658,11.845,11.658,11.845,"C0013C-1H-16, 7.0 cm",NULL,11.678,11.865,11.678,11.865,"C0013C-1H-16 W, 5.0--7.0 cm",CKY000000000002917500,CARB,NULL,10,shouye331,NULL,CKY,2010-09-11T17:13:01Z,NULL,NULL,NULL,NULL,0,0.01835,5.26179,9/25/2010,hitomiy,2010-10-03T20:41:02Z
"C0013C-1H-16, 6.0 cm",NULL,11.668,11.855,11.668,11.855,"C0013C-1H-16, 6.0 cm",NULL,11.668,11.855,11.668,11.855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0055,0.0458,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
