Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0013D-1H-2, 86.0 cm",NULL,4.635,4.635,4.635,4.635,"C0013D-1H-2, 88.0 cm",NULL,4.655,4.655,4.655,4.655,"C0013D-1H-2 W, 86.0--88.0 cm",CKY000000000002922600,CARB,NULL,3,chris331,NULL,CKY,2010-09-12T03:59:55Z,NULL,NULL,NULL,NULL,0,0.53677,20.71641,9/20/2010,hitomiy,2010-10-03T20:41:02Z
"C0013D-1H-2, 87.0 cm",NULL,4.645,4.645,4.645,4.645,"C0013D-1H-2, 87.0 cm",NULL,4.645,4.645,4.645,4.645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0481,0.4008,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-3, 0.0 cm",NULL,4.78,4.78,4.78,4.78,"C0013D-1H-3, 10.0 cm",NULL,4.88,4.88,4.88,4.88,"C0013D-1H-3 WR, 0.0--10.0 cm",CKY000000000002965300,CARB,NULL,2,miyabes,NULL,CKY,2010-09-13T05:26:41Z,NULL,NULL,NULL,NULL,0.01251,0.11877,10.84424,9/20/2010,hitomiy,2010-10-03T20:41:04Z
"C0013D-1H-3, 5.0 cm",NULL,4.83,4.83,4.83,4.83,"C0013D-1H-3, 5.0 cm",NULL,4.83,4.83,4.83,4.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.004729397,0.039410061,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-3, 25.0 cm",NULL,5.03,5.03,5.03,5.03,"C0013D-1H-3, 35.0 cm",NULL,5.13,5.13,5.13,5.13,"C0013D-1H-3 WR, 25.0--35.0 cm",CKY000000000002965400,CARB,NULL,2,miyabes,NULL,CKY,2010-09-13T05:26:41Z,NULL,NULL,NULL,NULL,0,0.04536,15.60024,9/20/2010,hitomiy,2010-10-03T20:41:04Z
"C0013D-1H-3, 30.0 cm",NULL,5.08,5.08,5.08,5.08,"C0013D-1H-3, 30.0 cm",NULL,5.08,5.08,5.08,5.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.003427688,0.028562927,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-3, 42.0 cm",NULL,5.2,5.2,5.2,5.2,"C0013D-1H-3, 44.0 cm",NULL,5.22,5.22,5.22,5.22,"C0013D-1H-3 W, 42.0--44.0 cm",CKY000000000002922900,CARB,NULL,3,chris331,NULL,CKY,2010-09-12T04:01:14Z,NULL,NULL,NULL,NULL,0,0.01151,22.96491,9/30/2010,hitomiy,2010-10-03T20:41:02Z
"C0013D-1H-3, 43.0 cm",NULL,5.21,5.21,5.21,5.21,"C0013D-1H-3, 43.0 cm",NULL,5.21,5.21,5.21,5.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001613467,0.01344502,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-3, 107.5 cm",NULL,5.855,5.855,5.855,5.855,"C0013D-1H-3, 117.5 cm",NULL,5.955,5.955,5.955,5.955,"C0013D-1H-3 WR, 107.5--117.5 cm",CKY000000000002965500,CARB,NULL,2,miyabes,NULL,CKY,2010-09-13T05:26:41Z,NULL,NULL,NULL,NULL,0,0.02159,16.53465,9/20/2010,hitomiy,2010-10-03T20:41:04Z
"C0013D-1H-3, 112.5 cm",NULL,5.905,5.905,5.905,5.905,"C0013D-1H-3, 112.5 cm",NULL,5.905,5.905,5.905,5.905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.004046229,0.033717226,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-3, 132.5 cm",NULL,6.105,6.105,6.105,6.105,"C0013D-1H-3, 142.5 cm",NULL,6.205,6.205,6.205,6.205,"C0013D-1H-3 WR, 132.5--142.5 cm",CKY000000000002965600,CARB,NULL,2,miyabes,NULL,CKY,2010-09-13T05:26:41Z,NULL,NULL,NULL,NULL,0.00896,0.03464,5.1563,9/20/2010,hitomiy,2010-10-03T20:41:04Z
"C0013D-1H-3, 137.5 cm",NULL,6.155,6.155,6.155,6.155,"C0013D-1H-3, 137.5 cm",NULL,6.155,6.155,6.155,6.155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.002545432,0.021211084,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-4, 50.0 cm",NULL,6.705,6.705,6.705,6.705,"C0013D-1H-4, 52.0 cm",NULL,6.725,6.725,6.725,6.725,"C0013D-1H-4 W, 50.0--52.0 cm",CKY000000000002923400,CARB,NULL,3,chris331,NULL,CKY,2010-09-12T04:04:05Z,NULL,NULL,NULL,NULL,0,0.0193,14.25935,9/20/2010,hitomiy,2010-10-03T20:41:02Z
"C0013D-1H-4, 51.0 cm",NULL,6.715,6.715,6.715,6.715,"C0013D-1H-4, 51.0 cm",NULL,6.715,6.715,6.715,6.715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0029,0.0242,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-4, 60.0 cm",NULL,6.805,6.805,6.805,6.805,"C0013D-1H-4, 70.0 cm",NULL,6.905,6.905,6.905,6.905,"C0013D-1H-4 WR, 60.0--70.0 cm",CKY000000000002965700,CARB,NULL,2,miyabes,NULL,CKY,2010-09-13T05:26:41Z,NULL,NULL,NULL,NULL,0,0.03455,6.90856,9/20/2010,hitomiy,2010-10-03T20:41:04Z
"C0013D-1H-4, 65.0 cm",NULL,6.855,6.855,6.855,6.855,"C0013D-1H-4, 65.0 cm",NULL,6.855,6.855,6.855,6.855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.002787309,0.023226645,kawait,2010-10-03T15:06:18Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-5, 0.0 cm",NULL,7.615,7.615,7.615,7.615,"C0013D-1H-5, 10.0 cm",NULL,7.715,7.715,7.715,7.715,"C0013D-1H-5 WR, 0.0--10.0 cm",CKY000000000002965800,CARB,NULL,2,miyabes,NULL,CKY,2010-09-13T05:26:41Z,NULL,NULL,NULL,NULL,0,0.01995,11.00098,9/20/2010,hitomiy,2010-10-03T20:41:04Z
"C0013D-1H-5, 5.0 cm",NULL,7.665,7.665,7.665,7.665,"C0013D-1H-5, 5.0 cm",NULL,7.665,7.665,7.665,7.665,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.002954979,0.024623841,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-5, 72.0 cm",NULL,8.335,8.335,8.335,8.335,"C0013D-1H-5, 74.0 cm",NULL,8.355,8.355,8.355,8.355,"C0013D-1H-5 W, 72.0--74.0 cm",CKY000000000002923600,CARB,NULL,3,chris331,NULL,CKY,2010-09-12T04:06:18Z,NULL,NULL,NULL,NULL,0,0.01398,23.33942,10/3/2010,hitomiy,2010-10-03T20:41:02Z
"C0013D-1H-5, 73.0 cm",NULL,8.345,8.345,8.345,8.345,"C0013D-1H-5, 73.0 cm",NULL,8.345,8.345,8.345,8.345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.007074506,0.05895186,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-6, 110.0 cm",NULL,10.13,10.13,10.13,10.13,"C0013D-1H-6, 112.0 cm",NULL,10.15,10.15,10.15,10.15,"C0013D-1H-6 W, 110.0--112.0 cm",CKY000000000002923900,CARB,NULL,3,chris331,NULL,CKY,2010-09-12T04:07:27Z,NULL,NULL,NULL,NULL,0,0.49013,4.63741,9/20/2010,hitomiy,2010-10-03T20:41:02Z
"C0013D-1H-6, 111.0 cm",NULL,10.14,10.14,10.14,10.14,"C0013D-1H-6, 111.0 cm",NULL,10.14,10.14,10.14,10.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.042692572,0.355757199,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-1H-7, 126.0 cm",NULL,11.54,11.54,11.54,11.54,"C0013D-1H-7, 128.0 cm",NULL,11.56,11.56,11.56,11.56,"C0013D-1H-7 W, 126.0--128.0 cm",CKY000000000002924200,CARB,NULL,3,chris331,NULL,CKY,2010-09-12T04:08:36Z,NULL,NULL,NULL,NULL,0,0.09098,5.18052,9/20/2010,hitomiy,2010-10-03T20:41:02Z
"C0013D-1H-7, 127.0 cm",NULL,11.55,11.55,11.55,11.55,"C0013D-1H-7, 127.0 cm",NULL,11.55,11.55,11.55,11.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.007061146,0.05884053,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-2H-1, 54.0 cm",NULL,13.04,13.04,13.04,13.04,"C0013D-2H-1, 56.0 cm",NULL,13.06,13.06,13.06,13.06,"C0013D-2H-1 W, 54.0--56.0 cm",CKY000000000002927400,CARB,NULL,3,junichiro331,NULL,CKY,2010-09-12T09:21:19Z,NULL,NULL,NULL,NULL,0,0.03897,4.5544,9/20/2010,hitomiy,2010-10-03T20:41:02Z
"C0013D-2H-1, 55.0 cm",NULL,13.05,13.05,13.05,13.05,"C0013D-2H-1, 55.0 cm",NULL,13.05,13.05,13.05,13.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.017864676,0.148866345,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-2H-2, 64.0 cm",NULL,14.16,14.16,14.16,14.16,"C0013D-2H-2, 66.0 cm",NULL,14.18,14.18,14.18,14.18,"C0013D-2H-2 W, 64.0--66.0 cm",CKY000000000002927700,CARB,NULL,3,junichiro331,NULL,CKY,2010-09-12T09:22:39Z,NULL,NULL,NULL,NULL,0,0.07209,6.22813,9/20/2010,hitomiy,2010-10-03T20:41:02Z
"C0013D-2H-2, 65.0 cm",NULL,14.17,14.17,14.17,14.17,"C0013D-2H-2, 65.0 cm",NULL,14.17,14.17,14.17,14.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.009453321,0.078774524,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-2H-3, 55.0 cm",NULL,15.07,15.07,15.07,15.07,"C0013D-2H-3, 57.0 cm",NULL,15.09,15.09,15.09,15.09,"C0013D-2H-3 W, 55.0--57.0 cm",CKY000000000002928000,CARB,NULL,3,junichiro331,NULL,CKY,2010-09-12T09:24:04Z,NULL,NULL,NULL,NULL,0,0.04527,1.85322,9/20/2010,hitomiy,2010-10-03T20:41:03Z
"C0013D-2H-3, 56.0 cm",NULL,15.08,15.08,15.08,15.08,"C0013D-2H-3, 56.0 cm",NULL,15.08,15.08,15.08,15.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.005445528,0.045377584,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-2H-4, 65.0 cm",NULL,16.18,16.18,16.18,16.18,"C0013D-2H-4, 67.0 cm",NULL,16.2,16.2,16.2,16.2,"C0013D-2H-4 W, 65.0--67.0 cm",CKY000000000002928300,CARB,NULL,3,junichiro331,NULL,CKY,2010-09-12T09:26:21Z,NULL,NULL,NULL,NULL,0,1.28892,3.23398,9/25/2010,hitomiy,2010-10-03T20:41:03Z
"C0013D-2H-4, 66.0 cm",NULL,16.19,16.19,16.19,16.19,"C0013D-2H-4, 66.0 cm",NULL,16.19,16.19,16.19,16.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000880044,0.007333404,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-2H-5, 5.0 cm",NULL,16.475,16.475,16.475,16.475,"C0013D-2H-5, 7.0 cm",NULL,16.495,16.495,16.495,16.495,"C0013D-2H-5 W, 5.0--7.0 cm",CKY000000000002928600,CARB,NULL,3,junichiro331,NULL,CKY,2010-09-12T09:28:02Z,NULL,NULL,NULL,NULL,0,0.2814,2.09092,9/25/2010,hitomiy,2010-10-03T20:41:03Z
"C0013D-2H-5, 6.0 cm",NULL,16.485,16.485,16.485,16.485,"C0013D-2H-5, 6.0 cm",NULL,16.485,16.485,16.485,16.485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.004741601,0.039511757,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-2H-6, 104.0 cm",NULL,18.87,18.87,18.87,18.87,"C0013D-2H-6, 106.0 cm",NULL,18.89,18.89,18.89,18.89,"C0013D-2H-6 W, 104.0--106.0 cm",CKY000000000002928900,CARB,NULL,3,junichiro331,NULL,CKY,2010-09-12T09:29:55Z,NULL,NULL,NULL,NULL,0,0.98838,7.70313,9/20/2010,hitomiy,2010-10-03T20:41:03Z
"C0013D-2H-6, 105.0 cm",NULL,18.88,18.88,18.88,18.88,"C0013D-2H-6, 105.0 cm",NULL,18.88,18.88,18.88,18.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001152394,0.009602901,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-2H-7, 26.0 cm",NULL,19.5,19.5,19.5,19.5,"C0013D-2H-7, 28.0 cm",NULL,19.52,19.52,19.52,19.52,"C0013D-2H-7 W, 26.0--28.0 cm",CKY000000000002929200,CARB,NULL,3,junichiro331,NULL,CKY,2010-09-12T09:31:43Z,NULL,NULL,NULL,NULL,0,1.75894,3.40855,9/20/2010,hitomiy,2010-10-03T20:41:03Z
"C0013D-2H-7, 27.0 cm",NULL,19.51,19.51,19.51,19.51,"C0013D-2H-7, 27.0 cm",NULL,19.51,19.51,19.51,19.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001733208,0.014442822,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-3T-1, 18.0 cm",NULL,22.18,22.18,22.18,22.18,"C0013D-3T-1, 20.0 cm",NULL,22.2,22.2,22.2,22.2,"C0013D-3T-1 W, 18.0--20.0 cm",CKY000000000002946000,CARB,NULL,3,hiranos,Corrected from WR,CKY,2010-09-12T12:38:41Z,NULL,NULL,NULL,NULL,0.01177,0.72928,9.48038,9/20/2010,hitomiy,2010-10-03T20:41:03Z
"C0013D-3T-1, 19.0 cm",NULL,22.19,22.19,22.19,22.19,"C0013D-3T-1, 19.0 cm",NULL,22.19,22.19,22.19,22.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.174247633,1.452005522,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013D-4X-1, 0.0 cm",NULL,26,26,26,26,"C0013D-4X-1, 2.0 cm",NULL,26.02,26.02,26.02,26.02,"C0013D-4X-1 W, 0.0--2.0 cm",CKY000000000002946300,CARB,NULL,3,hatakedak,NULL,CKY,2010-09-12T14:08:09Z,NULL,NULL,NULL,NULL,0.00778,0.01496,0.90566,9/25/2010,hitomiy,2010-10-03T20:41:03Z
"C0013D-4X-1, 1.0 cm",NULL,26.01,26.01,26.01,26.01,"C0013D-4X-1, 1.0 cm",NULL,26.01,26.01,26.01,26.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T15:06:19Z,NULL,NULL,NULL,NULL,NULL,NULL
