Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0001F-15H-4, 0.5 cm",NULL,216.893,217.195,216.893,217.195,"C0001F-15H-4, 0.5 cm",NULL,216.893,217.195,216.893,217.195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01763929,0.1469882,miyabes,2007-12-11T10:53:20Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-18H-4, 20.0 cm",NULL,222.815,222.815,222.815,222.815,"C0001F-18H-4, 21.0 cm",NULL,222.825,222.825,222.825,222.825,"C0001F-18H-4 WR, 20.0--21.0 cm",CKY000000000000293100,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-22T22:25:56Z,NULL,NULL,NULL,NULL,0.09509,0.78893,0.67348,12/2/2007,kuriharar,2008-02-25T07:47:52Z
"C0001F-18H-4, 20.5 cm",NULL,222.82,222.82,222.82,222.82,"C0001F-18H-4, 20.5 cm",NULL,222.82,222.82,222.82,222.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4292577,3.577004,miyabes,2007-12-11T10:53:20Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-18H-6, 62.0 cm",NULL,224.89,224.89,224.89,224.89,"C0001F-18H-6, 63.5 cm",NULL,224.905,224.905,224.905,224.905,"C0001F-18H-6 WR, 62.0--63.5 cm",CKY000000000000344600,CARB,NULL,2,hirono315,NULL,CKY,2007-11-24T06:06:56Z,NULL,NULL,NULL,NULL,0.10371,0.5009,1.20131,12/8/2007,kuriharar,2008-02-25T07:47:53Z
"C0001F-18H-6, 62.7 cm",NULL,224.897,224.897,224.897,224.897,"C0001F-18H-6, 62.7 cm",NULL,224.897,224.897,224.897,224.897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1596574,1.330425,miyabes,2007-12-11T10:53:20Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-18H-6, 108.0 cm",NULL,225.35,225.35,225.35,225.35,"C0001F-18H-6, 109.5 cm",NULL,225.365,225.365,225.365,225.365,"C0001F-18H-6 WR, 108.0--109.5 cm",CKY000000000000345200,CARB,NULL,2,hirono315,NULL,CKY,2007-11-24T06:32:31Z,NULL,NULL,NULL,NULL,0.11815,0.64209,0.56187,12/8/2007,kuriharar,2008-02-25T07:47:52Z
"C0001F-18H-6, 108.7 cm",NULL,225.357,225.357,225.357,225.357,"C0001F-18H-6, 108.7 cm",NULL,225.357,225.357,225.357,225.357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1103885,0.919867,miyabes,2007-12-11T10:53:20Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-19H-3, 0.0 cm",NULL,228.034,228.235,228.034,228.235,"C0001F-19H-3, 1.0 cm",NULL,228.043,228.245,228.043,228.245,"C0001F-19H-3 WR, 0.0--1.0 cm",CKY000000000000295500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-23T00:22:54Z,NULL,NULL,NULL,NULL,0.06663,0.31284,0.85258,12/2/2007,kuriharar,2008-02-25T07:47:53Z
"C0001F-19H-3, 0.5 cm",NULL,228.038,228.24,228.038,228.24,"C0001F-19H-3, 0.5 cm",NULL,228.038,228.24,228.038,228.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09726544,0.810513,miyabes,2008-02-26T09:13:54Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-19H-4, 18.5 cm",NULL,228.388,228.635,228.388,228.635,"C0001F-19H-4, 20.0 cm",NULL,228.401,228.65,228.401,228.65,"C0001F-19H-4 WR, 18.5--20.0 cm",CKY000000000000345800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-24T07:44:38Z,NULL,NULL,NULL,NULL,0.11221,0.56403,0.6319,12/8/2007,kuriharar,2008-02-25T07:47:53Z
"C0001F-19H-4, 19.2 cm",NULL,228.394,228.642,228.394,228.642,"C0001F-19H-4, 19.2 cm",NULL,228.394,228.642,228.394,228.642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1119186,0.9326177,miyabes,2008-02-26T09:13:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-20X-5, 0.0 cm",NULL,234.964,235.21,234.964,235.21,"C0001F-20X-5, 1.0 cm",NULL,234.974,235.22,234.974,235.22,"C0001F-20X-5 WR, 0.0--1.0 cm",CKY000000000000303800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T04:57:38Z,NULL,NULL,NULL,NULL,0.0634,0.68574,0.76629,12/2/2007,kuriharar,2008-02-25T07:47:54Z
"C0001F-20X-5, 0.5 cm",NULL,234.969,235.215,234.969,235.215,"C0001F-20X-5, 0.5 cm",NULL,234.969,235.215,234.969,235.215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2194477,1.828658,miyabes,2007-12-11T10:53:20Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001F-21X-4, 0.0 cm",NULL,243.265,243.265,243.265,243.265,"C0001F-21X-4, 1.0 cm",NULL,243.275,243.275,243.275,243.275,"C0001F-21X-4 WR, 0.0--1.0 cm",CKY000000000000318800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-23T07:50:26Z,NULL,NULL,NULL,NULL,0.06176,0.40835,1.30715,12/2/2007,kuriharar,2008-02-25T07:47:54Z
"C0001F-21X-4, 0.5 cm",NULL,243.27,243.27,243.27,243.27,"C0001F-21X-4, 0.5 cm",NULL,243.27,243.27,243.27,243.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2123512,1.769523,miyabes,2007-12-11T10:53:21Z,NULL,NULL,NULL,NULL,NULL,NULL
