Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0006E-5H-3, 0.7 cm",NULL,35.794,35.847,35.794,35.847,"C0006E-5H-3, 0.7 cm",NULL,35.794,35.847,35.794,35.847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09320704,0.7764146,miyabes,2008-02-04T01:53:32Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-5H-4, 20.0 cm",NULL,36.193,36.255,36.193,36.255,"C0006E-5H-4, 21.5 cm",NULL,36.208,36.27,36.208,36.27,"C0006E-5H-4 WR, 20.0--21.5 cm",CKY000000000000992400,CARB,NULL,2,arito316,NULL,CKY,2007-12-29T21:11:44Z,NULL,NULL,NULL,NULL,0.03429,0.37424,0.18592,1/11/2008,kuriharar,2008-01-31T07:46:26Z
"C0006E-5H-4, 20.7 cm",NULL,36.2,36.262,36.2,36.262,"C0006E-5H-4, 20.7 cm",NULL,36.2,36.262,36.2,36.262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1203402,1.002434,miyabes,2008-02-04T01:53:32Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-5H-5, 70.0 cm",NULL,38.099,38.2,38.099,38.2,"C0006E-5H-5, 71.5 cm",NULL,38.113,38.215,38.113,38.215,"C0006E-5H-5 WR, 70.0--71.5 cm",CKY000000000000984900,CARB,NULL,2,arito316,NULL,CKY,2007-12-29T18:28:03Z,NULL,NULL,NULL,NULL,0.01937,0.26313,0.12409,1/11/2008,kuriharar,2008-01-31T07:46:26Z
"C0006E-5H-5, 70.7 cm",NULL,38.106,38.207,38.106,38.207,"C0006E-5H-5, 70.7 cm",NULL,38.106,38.207,38.106,38.207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0755372,0.6292249,miyabes,2008-02-04T01:53:33Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-7H-2, 115.5 cm",NULL,41.03,41.25,41.03,41.25,"C0006E-7H-2, 117.0 cm",NULL,41.043,41.265,41.043,41.265,"C0006E-7H-2 WR, 115.5--117.0 cm",CKY000000000000995400,CARB,NULL,2,arito316,NULL,CKY,2007-12-29T23:02:54Z,NULL,NULL,NULL,NULL,0.03426,0.31691,0.15632,1/12/2008,kuriharar,2008-01-31T07:46:27Z
"C0006E-7H-2, 116.3 cm",NULL,41.037,41.258,41.037,41.258,"C0006E-7H-2, 116.3 cm",NULL,41.037,41.258,41.037,41.258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09535982,0.7943473,miyabes,2008-02-04T01:53:33Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-7H-4, 0.0 cm",NULL,42.551,42.915,42.551,42.915,"C0006E-7H-4, 1.5 cm",NULL,42.565,42.93,42.565,42.93,"C0006E-7H-4 WR, 0.0--1.5 cm",CKY000000000000981500,CARB,NULL,2,arito316,NULL,CKY,2007-12-29T16:05:45Z,NULL,NULL,NULL,NULL,0.02419,0.2088,0.06504,1/18/2008,kuriharar,2008-01-31T07:46:27Z
"C0006E-7H-4, 0.7 cm",NULL,42.558,42.922,42.558,42.922,"C0006E-7H-4, 0.7 cm",NULL,42.558,42.922,42.558,42.922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07541476,0.6282049,miyabes,2008-02-04T01:53:33Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-7H-4, 20.5 cm",NULL,42.739,43.12,42.739,43.12,"C0006E-7H-4, 22.0 cm",NULL,42.752,43.135,42.752,43.135,"C0006E-7H-4 WR, 20.5--22.0 cm",CKY000000000000982000,CARB,NULL,2,arito316,NULL,CKY,2007-12-29T16:06:50Z,NULL,NULL,NULL,NULL,0.01857,0.23629,0.13416,1/11/2008,kuriharar,2008-01-31T07:46:27Z
"C0006E-7H-4, 21.3 cm",NULL,42.746,43.128,42.746,43.128,"C0006E-7H-4, 21.3 cm",NULL,42.746,43.128,42.746,43.128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.09128365,0.7603928,miyabes,2008-02-04T01:53:33Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-8H-1, 55.0 cm",NULL,48.679,48.74,48.679,48.74,"C0006E-8H-1, 56.5 cm",NULL,48.692,48.755,48.692,48.755,"C0006E-8H-1 WR, 55.0--56.5 cm",CKY000000000001001500,CARB,NULL,10,arito316,NULL,CKY,2007-12-30T00:47:46Z,NULL,NULL,NULL,NULL,0.05098,0.906,0.05906,1/12/2008,kuriharar,2008-01-31T07:46:27Z
"C0006E-8H-1, 55.8 cm",NULL,48.686,48.748,48.686,48.748,"C0006E-8H-1, 55.8 cm",NULL,48.686,48.748,48.686,48.748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4609475,3.839692,miyabes,2008-02-04T01:53:33Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-8H-2, 86.5 cm",NULL,50.198,50.45,50.198,50.45,"C0006E-8H-2, 88.0 cm",NULL,50.212,50.465,50.212,50.465,"C0006E-8H-2 WR, 86.5--88.0 cm",CKY000000000001002700,CARB,NULL,2,arito316,NULL,CKY,2007-12-30T01:59:54Z,NULL,NULL,NULL,NULL,0.0232,0.2133,0.08827,1/12/2008,kuriharar,2008-01-31T07:46:28Z
"C0006E-8H-2, 87.3 cm",NULL,50.206,50.458,50.206,50.458,"C0006E-8H-2, 87.3 cm",NULL,50.206,50.458,50.206,50.458,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08850915,0.7372813,miyabes,2008-02-04T01:53:34Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-8H-4, 0.0 cm",NULL,51.389,51.79,51.389,51.79,"C0006E-8H-4, 1.5 cm",NULL,51.403,51.805,51.403,51.805,"C0006E-8H-4 WR, 0.0--1.5 cm",CKY000000000000982500,CARB,NULL,2,arito316,NULL,CKY,2007-12-29T16:19:53Z,NULL,NULL,NULL,NULL,0.03892,0.59962,0.11704,1/11/2008,kuriharar,2008-01-31T07:46:28Z
"C0006E-8H-4, 0.7 cm",NULL,51.396,51.797,51.396,51.797,"C0006E-8H-4, 0.7 cm",NULL,51.396,51.797,51.396,51.797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2113177,1.760276,miyabes,2008-02-04T01:53:34Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-9H-2, 93.0 cm",NULL,60.016,60.035,60.016,60.035,"C0006E-9H-2, 94.5 cm",NULL,60.031,60.05,60.031,60.05,"C0006E-9H-2 WR, 93.0--94.5 cm",CKY000000000001008700,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-30T09:59:29Z,NULL,NULL,NULL,NULL,0.04548,0.49488,0.07548,1/11/2008,kuriharar,2008-01-31T07:46:28Z
"C0006E-9H-2, 93.8 cm",NULL,60.024,60.043,60.024,60.043,"C0006E-9H-2, 93.8 cm",NULL,60.024,60.043,60.024,60.043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1456633,1.213375,miyabes,2008-02-04T01:53:34Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-9H-5, 0.0 cm",NULL,62.372,62.41,62.372,62.41,"C0006E-9H-5, 1.5 cm",NULL,62.387,62.425,62.387,62.425,"C0006E-9H-5 WR, 0.0--1.5 cm",CKY000000000000983500,CARB,NULL,2,arito316,NULL,CKY,2007-12-29T16:50:42Z,NULL,NULL,NULL,NULL,0.02901,0.35637,0.13855,1/11/2008,kuriharar,2008-01-31T07:46:28Z
"C0006E-9H-5, 0.7 cm",NULL,62.379,62.417,62.379,62.417,"C0006E-9H-5, 0.7 cm",NULL,62.379,62.417,62.379,62.417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.108617,0.9047796,miyabes,2008-02-04T01:53:34Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-11H-1, 79.0 cm",NULL,65.438,65.46,65.438,65.46,"C0006E-11H-1, 81.0 cm",NULL,65.458,65.48,65.458,65.48,"C0006E-11H-1 WR, 79.0--81.0 cm",CKY000000000001015000,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-30T12:07:47Z,NULL,NULL,NULL,NULL,0.04964,0.41615,0.06736,1/11/2008,kuriharar,2008-01-31T07:46:29Z
"C0006E-11H-1, 80.0 cm",NULL,65.448,65.47,65.448,65.47,"C0006E-11H-1, 80.0 cm",NULL,65.448,65.47,65.448,65.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07643674,0.636718,miyabes,2008-02-04T01:53:08Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-11H-4, 0.0 cm",NULL,67.615,67.699,67.615,67.699,"C0006E-11H-4, 1.5 cm",NULL,67.63,67.714,67.63,67.714,"C0006E-11H-4 WR, 0.0--1.5 cm",CKY000000000000993700,CARB,NULL,2,arito316,NULL,CKY,2007-12-29T22:33:23Z,NULL,NULL,NULL,NULL,0.0309,0.34365,0.22337,1/15/2008,kuriharar,2008-01-31T07:46:29Z
"C0006E-11H-4, 0.7 cm",NULL,67.622,67.706,67.622,67.706,"C0006E-11H-4, 0.7 cm",NULL,67.622,67.706,67.622,67.706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1121203,0.9339622,miyabes,2008-02-04T01:53:08Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-12H-6, 0.0 cm",NULL,75.979,76.305,75.979,76.305,"C0006E-12H-6, 1.5 cm",NULL,75.993,76.32,75.993,76.32,"C0006E-12H-6 WR, 0.0--1.5 cm",CKY000000000001002000,CARB,NULL,2,arito316,NULL,CKY,2007-12-30T00:51:43Z,NULL,NULL,NULL,NULL,0.04722,0.53533,0.19718,1/15/2008,kuriharar,2008-01-31T07:46:29Z
"C0006E-12H-6, 0.7 cm",NULL,75.985,76.312,75.985,76.312,"C0006E-12H-6, 0.7 cm",NULL,75.985,76.312,75.985,76.312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1145173,0.953929,miyabes,2008-02-04T01:53:08Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-15X-4, 0.0 cm",NULL,81.758,81.758,81.758,81.758,"C0006E-15X-4, 1.5 cm",NULL,81.773,81.773,81.773,81.773,"C0006E-15X-4 WR, 0.0--1.5 cm",CKY000000000001011100,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-30T10:28:46Z,NULL,NULL,NULL,NULL,0.03996,0.39767,0.24564,1/11/2008,kuriharar,2008-01-31T07:46:29Z
"C0006E-15X-4, 0.7 cm",NULL,81.765,81.765,81.765,81.765,"C0006E-15X-4, 0.7 cm",NULL,81.765,81.765,81.765,81.765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1212512,1.010022,miyabes,2008-02-04T01:53:08Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-16X-1, 96.5 cm",NULL,89.795,89.795,89.795,89.795,"C0006E-16X-1, 98.0 cm",NULL,89.81,89.81,89.81,89.81,"C0006E-16X-1 WR, 96.5--98.0 cm",CKY000000000001025000,CARB,NULL,2,arito316,NULL,CKY,2007-12-30T22:14:09Z,NULL,NULL,NULL,NULL,0.03139,0.34308,0.19937,1/11/2008,kuriharar,2008-01-31T07:46:30Z
"C0006E-16X-1, 97.3 cm",NULL,89.803,89.803,89.803,89.803,"C0006E-16X-1, 97.3 cm",NULL,89.803,89.803,89.803,89.803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0920872,0.7670864,miyabes,2008-02-04T01:53:09Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-16X-2, 0.0 cm",NULL,90.11,90.11,90.11,90.11,"C0006E-16X-2, 1.5 cm",NULL,90.125,90.125,90.125,90.125,"C0006E-16X-2 WR, 0.0--1.5 cm",CKY000000000001011600,CARB,NULL,2,chesterf316,NULL,CKY,2007-12-30T10:30:40Z,NULL,NULL,NULL,NULL,0.04312,0.48492,0.15477,1/11/2008,kuriharar,2008-01-31T07:46:30Z
"C0006E-16X-2, 0.7 cm",NULL,90.117,90.117,90.117,90.117,"C0006E-16X-2, 0.7 cm",NULL,90.117,90.117,90.117,90.117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1438333,1.198131,miyabes,2008-02-04T01:53:09Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-17X-1, 115.5 cm",NULL,99.485,99.485,99.485,99.485,"C0006E-17X-1, 117.0 cm",NULL,99.5,99.5,99.5,99.5,"C0006E-17X-1 WR, 115.5--117.0 cm",CKY000000000001025600,CARB,NULL,2,arito316,NULL,CKY,2007-12-30T22:50:02Z,NULL,NULL,NULL,NULL,0.04699,0.36513,0.06692,1/12/2008,kuriharar,2008-01-31T07:46:30Z
"C0006E-17X-1, 116.3 cm",NULL,99.493,99.493,99.493,99.493,"C0006E-17X-1, 116.3 cm",NULL,99.493,99.493,99.493,99.493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05218899,0.4347343,miyabes,2008-02-04T01:53:09Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-17X-3, 0.0 cm",NULL,100.3,100.3,100.3,100.3,"C0006E-17X-3, 1.5 cm",NULL,100.315,100.315,100.315,100.315,"C0006E-17X-3 WR, 0.0--1.5 cm",CKY000000000001019900,CARB,NULL,2,arito316,NULL,CKY,2007-12-30T17:01:00Z,NULL,NULL,NULL,NULL,0.03351,0.41092,0.16473,1/11/2008,kuriharar,2008-01-31T07:46:30Z
"C0006E-17X-3, 0.7 cm",NULL,100.307,100.307,100.307,100.307,"C0006E-17X-3, 0.7 cm",NULL,100.307,100.307,100.307,100.307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07970541,0.6639461,miyabes,2008-02-04T01:53:09Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0006E-17X-5, 27.5 cm",NULL,101.45,101.45,101.45,101.45,"C0006E-17X-5, 29.0 cm",NULL,101.465,101.465,101.465,101.465,"C0006E-17X-5 WR, 27.5--29.0 cm",CKY000000000001027800,CARB,NULL,2,arito316,NULL,CKY,2007-12-30T23:48:37Z,NULL,NULL,NULL,NULL,0.05092,1.16507,0.31045,1/11/2008,kuriharar,2008-01-31T07:46:31Z
