Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,bulk CNS analysis::inorganic carbon content: carbonate analyzer [wt%]::number,bulk CNS analysis::CaCO3 content: from inorganic carbon content [wt%]::number,"bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
NULL,NULL,C0002P;2300.500,NULL,2300.5,NULL,NULL,2300.5,NULL,NULL,C0002P;2305.500,NULL,2305.5,NULL,NULL,2305.5,C0002P-125SMW W,CKY000000000006348400,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T09:50:14Z,0.3207,2.6724,0.05987682,1.127125759,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2300.500,NULL,2300.5,NULL,NULL,2300.5,NULL,NULL,C0002P;2305.500,NULL,2305.5,NULL,NULL,2305.5,C0002P-125SMW W,CKY000000000006348800,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T09:50:14Z,0.2232,1.8599,0.053720806,0.867682171,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2310.500,NULL,2310.5,NULL,NULL,2310.5,NULL,NULL,C0002P;2315.500,NULL,2315.5,NULL,NULL,2315.5,C0002P-127SMW W,CKY000000000006349300,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T10:04:59Z,0.3484,2.9032,0.052867362,1.128954518,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2310.500,NULL,2310.5,NULL,NULL,2310.5,NULL,NULL,C0002P;2315.500,NULL,2315.5,NULL,NULL,2315.5,C0002P-127SMW W,CKY000000000006349700,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T10:04:59Z,0.2092,1.7433,0.051934142,0.922602687,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2320.500,NULL,2320.5,NULL,NULL,2320.5,NULL,NULL,C0002P;2325.500,NULL,2325.5,NULL,NULL,2325.5,C0002P-129SMW W,CKY000000000006350100,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T10:37:31Z,0.2512,2.0932,0.055164006,1.057370029,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2320.500,NULL,2320.5,NULL,NULL,2320.5,NULL,NULL,C0002P;2325.500,NULL,2325.5,NULL,NULL,2325.5,C0002P-129SMW W,CKY000000000006350500,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T10:37:31Z,0.182,1.5166,0.053000231,0.882068037,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2330.500,NULL,2330.5,NULL,NULL,2330.5,NULL,NULL,C0002P;2335.500,NULL,2335.5,NULL,NULL,2335.5,C0002P-131SMW W,CKY000000000006398600,CARB,NULL,2,sawadar,"1-4mm, bulk",CKY,2013-12-31T16:45:12Z,0.2839,2.3657,0.055921198,1.102448872,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2330.500,NULL,2330.5,NULL,NULL,2330.5,NULL,NULL,C0002P;2335.500,NULL,2335.5,NULL,NULL,2335.5,C0002P-131SMW W,CKY000000000006399000,CARB,NULL,2,sawadar,">4mm, bulk",CKY,2013-12-31T16:53:50Z,0.2837,2.3641,0.053453059,1.072941603,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2340.500,NULL,2340.5,NULL,NULL,2340.5,NULL,NULL,C0002P;2345.500,NULL,2345.5,NULL,NULL,2345.5,C0002P-133SMW W,CKY000000000006351200,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T10:49:59Z,0.2965,2.4707,0.057784593,1.120891638,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2340.500,NULL,2340.5,NULL,NULL,2340.5,NULL,NULL,C0002P;2345.500,NULL,2345.5,NULL,NULL,2345.5,C0002P-133SMW W,CKY000000000006351600,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T10:49:59Z,0.3083,2.5691,0.053983948,1.017625596,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2350.500,NULL,2350.5,NULL,NULL,2350.5,NULL,NULL,C0002P;2355.500,NULL,2355.5,NULL,NULL,2355.5,C0002P-136SMW W,CKY000000000006399400,CARB,NULL,2,sawadar,"1-4mm, bulk",CKY,2013-12-31T17:00:53Z,0.2774,2.3116,0.055680474,1.212734788,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2350.500,NULL,2350.5,NULL,NULL,2350.5,NULL,NULL,C0002P;2355.500,NULL,2355.5,NULL,NULL,2355.5,C0002P-136SMW W,CKY000000000006399800,CARB,NULL,2,sawadar,">4mm, bulk",CKY,2013-12-31T17:06:56Z,0.2465,2.0541,0.052586773,0.995392575,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2360.500,NULL,2360.5,NULL,NULL,2360.5,NULL,NULL,C0002P;2365.500,NULL,2365.5,NULL,NULL,2365.5,C0002P-138SMW W,CKY000000000006352000,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T11:01:12Z,0.274,2.2832,0.058362822,1.181195033,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2360.500,NULL,2360.5,NULL,NULL,2360.5,NULL,NULL,C0002P;2365.500,NULL,2365.5,NULL,NULL,2365.5,C0002P-138SMW W,CKY000000000006352400,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T11:01:12Z,0.2136,1.7799,0.053313073,0.981901934,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2370.500,NULL,2370.5,NULL,NULL,2370.5,NULL,NULL,C0002P;2375.500,NULL,2375.5,NULL,NULL,2375.5,C0002P-141SMW W,CKY000000000006400200,CARB,NULL,2,sawadar,"1-4mm, bulk",CKY,2013-12-31T17:13:59Z,0.2595,2.1624,0.053722545,1.160038426,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2370.500,NULL,2370.5,NULL,NULL,2370.5,NULL,NULL,C0002P;2375.500,NULL,2375.5,NULL,NULL,2375.5,C0002P-141SMW W,CKY000000000006400600,CARB,NULL,2,sawadar,">4mm, bulk",CKY,2013-12-31T17:21:01Z,0.2575,2.1457,0.051891883,1.009670843,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2380.500,NULL,2380.5,NULL,NULL,2380.5,NULL,NULL,C0002P;2385.500,NULL,2385.5,NULL,NULL,2385.5,C0002P-143SMW W,CKY000000000006353300,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T11:16:49Z,0.2383,1.9858,0.054474312,0.971824376,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2380.500,NULL,2380.5,NULL,NULL,2380.5,NULL,NULL,C0002P;2385.500,NULL,2385.5,NULL,NULL,2385.5,C0002P-143SMW W,CKY000000000006353700,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T11:16:49Z,0.2591,2.1591,0.056147472,1.151048021,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2390.500,NULL,2390.5,NULL,NULL,2390.5,NULL,NULL,C0002P;2395.500,NULL,2395.5,NULL,NULL,2395.5,C0002P-145SMW W,CKY000000000006401000,CARB,NULL,2,sawadar,"1-4mm, bulk",CKY,2013-12-31T17:31:21Z,0.2968,2.4732,0.053345171,1.196848184,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2390.500,NULL,2390.5,NULL,NULL,2390.5,NULL,NULL,C0002P;2395.500,NULL,2395.5,NULL,NULL,2395.5,C0002P-145SMW W,CKY000000000006401400,CARB,NULL,2,sawadar,">4mm, bulk",CKY,2013-12-31T17:39:38Z,0.2442,2.0349,0.051949047,0.992631409,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2400.500,NULL,2400.5,NULL,NULL,2400.5,NULL,NULL,C0002P;2405.500,NULL,2405.5,NULL,NULL,2405.5,C0002P-149SMW W,CKY000000000006354300,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T11:25:23Z,0.2654,2.2116,0.054047416,1.145054403,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2400.500,NULL,2400.5,NULL,NULL,2400.5,NULL,NULL,C0002P;2405.500,NULL,2405.5,NULL,NULL,2405.5,C0002P-149SMW W,CKY000000000006354700,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T11:25:23Z,0.2501,2.0841,0.051850234,1.059805723,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2410.500,NULL,2410.5,NULL,NULL,2410.5,NULL,NULL,C0002P;2415.500,NULL,2415.5,NULL,NULL,2415.5,C0002P-151SMW W,CKY000000000006401900,CARB,NULL,2,sawadar,"1-4mm, bulk",CKY,2013-12-31T17:48:29Z,0.2904,2.4199,0.050195041,1.216999721,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2410.500,NULL,2410.5,NULL,NULL,2410.5,NULL,NULL,C0002P;2415.500,NULL,2415.5,NULL,NULL,2415.5,C0002P-151SMW W,CKY000000000006402300,CARB,NULL,2,sawadar,">4mm, bulk",CKY,2013-12-31T17:53:48Z,0.2261,1.8841,0.041898217,0.893458465,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2420.500,NULL,2420.5,NULL,NULL,2420.5,NULL,NULL,C0002P;2425.500,NULL,2425.5,NULL,NULL,2425.5,C0002P-155SMW W,CKY000000000006355500,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T11:34:30Z,0.332,2.7666,0.052264789,1.29629364,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2420.500,NULL,2420.5,NULL,NULL,2420.5,NULL,NULL,C0002P;2425.500,NULL,2425.5,NULL,NULL,2425.5,C0002P-155SMW W,CKY000000000006355900,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T11:34:30Z,0.2598,2.1649,0.055175977,1.104835414,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2430.500,NULL,2430.5,NULL,NULL,2430.5,NULL,NULL,C0002P;2435.500,NULL,2435.5,NULL,NULL,2435.5,C0002P-157SMW W,CKY000000000006410100,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:10:19Z,0.2767,2.3057,0.050869028,1.153241633,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2430.500,NULL,2430.5,NULL,NULL,2430.5,NULL,NULL,C0002P;2435.500,NULL,2435.5,NULL,NULL,2435.5,C0002P-157SMW W,CKY000000000006410500,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:11:42Z,0.2554,2.1282,0.048685765,1.092807398,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2440.500,NULL,2440.5,NULL,NULL,2440.5,NULL,NULL,C0002P;2445.500,NULL,2445.5,NULL,NULL,2445.5,C0002P-159SMW W,CKY000000000006356300,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-30T11:53:17Z,0.3295,2.7457,0.05242064,1.197722557,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2440.500,NULL,2440.5,NULL,NULL,2440.5,NULL,NULL,C0002P;2445.500,NULL,2445.5,NULL,NULL,2445.5,C0002P-159SMW W,CKY000000000006356700,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-30T11:53:17Z,0.2202,1.8349,0.043508713,0.800255999,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2450.500,NULL,2450.5,NULL,NULL,2450.5,NULL,NULL,C0002P;2455.500,NULL,2455.5,NULL,NULL,2455.5,C0002P-161SMW W,CKY000000000006410900,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:15:01Z,0.2971,2.4757,0.04905458,1.143879263,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2450.500,NULL,2450.5,NULL,NULL,2450.5,NULL,NULL,C0002P;2455.500,NULL,2455.5,NULL,NULL,2455.5,C0002P-161SMW W,CKY000000000006411300,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:15:01Z,0.2149,1.7908,0.040259314,0.903490388,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2450.500,NULL,2450.5,NULL,NULL,2450.5,NULL,NULL,C0002P;2450.500,NULL,2450.5,NULL,NULL,2450.5,C0002P-153LMW W,CKY000000000006478400,CARB,NULL,10,yamamoton,NULL,CKY,2014-01-03T12:07:31Z,0.2127,1.7724,0.007983498,7.825617238,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2460.500,NULL,2460.5,NULL,NULL,2460.5,NULL,NULL,C0002P;2465.500,NULL,2465.5,NULL,NULL,2465.5,C0002P-163SMW W,CKY000000000006372900,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-31T03:01:02Z,0.2937,2.4474,0.051779816,1.138391114,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2460.500,NULL,2460.5,NULL,NULL,2460.5,NULL,NULL,C0002P;2465.500,NULL,2465.5,NULL,NULL,2465.5,C0002P-163SMW W,CKY000000000006373300,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-31T03:01:02Z,0.2023,1.6858,0.052531307,0.96191036,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2470.500,NULL,2470.5,NULL,NULL,2470.5,NULL,NULL,C0002P;2475.500,NULL,2475.5,NULL,NULL,2475.5,C0002P-165SMW W,CKY000000000006411700,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:18:18Z,0.301,2.5082,0.051007516,1.095291159,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2470.500,NULL,2470.5,NULL,NULL,2470.5,NULL,NULL,C0002P;2475.500,NULL,2475.5,NULL,NULL,2475.5,C0002P-165SMW W,CKY000000000006412100,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:18:18Z,0.2319,1.9324,0.052573031,1.00889828,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2480.500,NULL,2480.5,NULL,NULL,2480.5,NULL,NULL,C0002P;2485.500,NULL,2485.5,NULL,NULL,2485.5,C0002P-168SMW W,CKY000000000006373800,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-31T03:09:24Z,0.2703,2.2524,0.05296977,1.050256106,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2480.500,NULL,2480.5,NULL,NULL,2480.5,NULL,NULL,C0002P;2485.500,NULL,2485.5,NULL,NULL,2485.5,C0002P-168SMW W,CKY000000000006374200,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-31T03:09:24Z,0.1384,1.1533,0.053665292,0.891849995,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2490.500,NULL,2490.5,NULL,NULL,2490.5,NULL,NULL,C0002P;2495.500,NULL,2495.5,NULL,NULL,2495.5,C0002P-170SMW W,CKY000000000006412500,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:22:27Z,0.2866,2.3882,0.052957773,1.084944322,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2490.500,NULL,2490.5,NULL,NULL,2490.5,NULL,NULL,C0002P;2495.500,NULL,2495.5,NULL,NULL,2495.5,C0002P-170SMW W,CKY000000000006412900,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:22:27Z,0.285,2.3749,0.050510566,1.011595881,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2500.500,NULL,2500.5,NULL,NULL,2500.5,NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,C0002P-172SMW W,CKY000000000006375000,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-31T03:17:10Z,0.2469,2.0574,0.054675857,1.038935115,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2500.500,NULL,2500.5,NULL,NULL,2500.5,NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,C0002P-172SMW W,CKY000000000006375400,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-31T03:17:10Z,0.1434,1.195,0.052126527,0.795651206,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2510.500,NULL,2510.5,NULL,NULL,2510.5,NULL,NULL,C0002P;2515.500,NULL,2515.5,NULL,NULL,2515.5,C0002P-174SMW W,CKY000000000006413300,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:25:10Z,0.1988,1.6566,0.052066815,1.013411634,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2510.500,NULL,2510.5,NULL,NULL,2510.5,NULL,NULL,C0002P;2515.500,NULL,2515.5,NULL,NULL,2515.5,C0002P-174SMW W,CKY000000000006413700,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:25:10Z,0.2179,1.8158,0.050308487,0.921507533,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2520.500,NULL,2520.5,NULL,NULL,2520.5,NULL,NULL,C0002P;2525.500,NULL,2525.5,NULL,NULL,2525.5,C0002P-176SMW W,CKY000000000006375800,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-31T03:25:03Z,0.2296,1.9133,0.056723499,1.025507577,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2520.500,NULL,2520.5,NULL,NULL,2520.5,NULL,NULL,C0002P;2525.500,NULL,2525.5,NULL,NULL,2525.5,C0002P-176SMW W,CKY000000000006376200,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-31T03:25:03Z,0.1012,0.8433,0.055469708,0.724571929,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2530.500,NULL,2530.5,NULL,NULL,2530.5,NULL,NULL,C0002P;2535.500,NULL,2535.5,NULL,NULL,2535.5,C0002P-179SMW W,CKY000000000006414600,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:28:39Z,0.2406,2.0046,0.052816119,1.03671904,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2530.500,NULL,2530.5,NULL,NULL,2530.5,NULL,NULL,C0002P;2535.500,NULL,2535.5,NULL,NULL,2535.5,C0002P-179SMW W,CKY000000000006415000,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:28:39Z,0.1577,1.3139,0.047485849,0.760791298,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2540.500,NULL,2540.5,NULL,NULL,2540.5,NULL,NULL,C0002P;2545.500,NULL,2545.5,NULL,NULL,2545.5,C0002P-181SMW W,CKY000000000006376900,CARB,NULL,2,suzukit,"1-4mm, bulk",CKY,2013-12-31T03:33:50Z,0.1935,1.6124,0.054989082,1.059661882,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2540.500,NULL,2540.5,NULL,NULL,2540.5,NULL,NULL,C0002P;2545.500,NULL,2545.5,NULL,NULL,2545.5,C0002P-181SMW W,CKY000000000006377300,CARB,NULL,2,suzukit,">4mm, bulk",CKY,2013-12-31T03:33:50Z,0.156,1.2999,0.051313979,0.899093878,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2550.500,NULL,2550.5,NULL,NULL,2550.5,NULL,NULL,C0002P;2555.500,NULL,2555.5,NULL,NULL,2555.5,C0002P-183SMW W,CKY000000000006415400,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:35:56Z,0.1762,1.4683,0.053747352,0.938408333,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2550.500,NULL,2550.5,NULL,NULL,2550.5,NULL,NULL,C0002P;2555.500,NULL,2555.5,NULL,NULL,2555.5,C0002P-183SMW W,CKY000000000006415800,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:35:56Z,0.2323,1.936,0.049378568,0.770463556,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2560.500,NULL,2560.5,NULL,NULL,2560.5,NULL,NULL,C0002P;2565.500,NULL,2565.5,NULL,NULL,2565.5,C0002P-185SMW W,CKY000000000006390700,CARB,NULL,2,nishimuram,"1-4mm, bulk",CKY,2013-12-31T10:07:35Z,0.2455,2.0458,0.054590057,1.071149747,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2560.500,NULL,2560.5,NULL,NULL,2560.5,NULL,NULL,C0002P;2565.500,NULL,2565.5,NULL,NULL,2565.5,C0002P-185SMW W,CKY000000000006391100,CARB,NULL,2,nishimuram,">4mm, bulk",CKY,2013-12-31T10:07:56Z,0.1641,1.3674,0.05223524,0.870976433,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2570.500,NULL,2570.5,NULL,NULL,2570.5,NULL,NULL,C0002P;2575.500,NULL,2575.5,NULL,NULL,2575.5,C0002P-187SMW W,CKY000000000006416200,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:40:08Z,0.2676,2.23,0.053062547,1.064651314,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2570.500,NULL,2570.5,NULL,NULL,2570.5,NULL,NULL,C0002P;2575.500,NULL,2575.5,NULL,NULL,2575.5,C0002P-187SMW W,CKY000000000006416600,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:40:08Z,0.1174,0.9779,0.055568343,0.751463673,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2580.500,NULL,2580.5,NULL,NULL,2580.5,NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,C0002P-189SMW W,CKY000000000006391500,CARB,NULL,2,nishimuram,"1-4mm, bulk",CKY,2013-12-31T10:09:51Z,0.2462,2.0516,0.055319891,1.082047654,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2580.500,NULL,2580.5,NULL,NULL,2580.5,NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,C0002P-189SMW W,CKY000000000006391900,CARB,NULL,2,nishimuram,">4mm, bulk",CKY,2013-12-31T10:09:51Z,0.4145,3.454,0.053571024,1.102990784,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2590.500,NULL,2590.5,NULL,NULL,2590.5,NULL,NULL,C0002P;2595.500,NULL,2595.5,NULL,NULL,2595.5,C0002P-191SMW W,CKY000000000006417000,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:43:01Z,0.1215,1.0122,0.05111056,1.125883578,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2590.500,NULL,2590.5,NULL,NULL,2590.5,NULL,NULL,C0002P;2595.500,NULL,2595.5,NULL,NULL,2595.5,C0002P-191SMW W,CKY000000000006417400,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:43:01Z,0.2988,2.4902,0.053503581,1.010017499,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2601.500,NULL,2601.5,NULL,NULL,2601.5,NULL,NULL,C0002P;2605.500,NULL,2605.5,NULL,NULL,2605.5,C0002P-196SMW W,CKY000000000006392300,CARB,NULL,2,nishimuram,"1-4mm, bulk",CKY,2013-12-31T10:12:59Z,0.2933,2.4441,0.057266275,1.199508616,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2601.500,NULL,2601.5,NULL,NULL,2601.5,NULL,NULL,C0002P;2605.500,NULL,2605.5,NULL,NULL,2605.5,C0002P-196SMW W,CKY000000000006392700,CARB,NULL,2,nishimuram,">4mm, bulk",CKY,2013-12-31T10:12:59Z,0.3073,2.5607,0.056989961,0.818439495,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2610.500,NULL,2610.5,NULL,NULL,2610.5,NULL,NULL,C0002P;2615.500,NULL,2615.5,NULL,NULL,2615.5,C0002P-198SMW W,CKY000000000006417800,CARB,NULL,2,arakawan348,"1-4mm, bulk",CKY,2013-12-31T21:46:35Z,0.3395,2.8291,0.053174352,1.257355132,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2610.500,NULL,2610.5,NULL,NULL,2610.5,NULL,NULL,C0002P;2615.500,NULL,2615.5,NULL,NULL,2615.5,C0002P-198SMW W,CKY000000000006418200,CARB,NULL,2,arakawan348,">4mm, bulk",CKY,2013-12-31T21:46:35Z,0.3015,2.5124,0.050563367,0.774485536,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2620.500,NULL,2620.5,NULL,NULL,2620.5,NULL,NULL,C0002P;2625.500,NULL,2625.5,NULL,NULL,2625.5,C0002P-200SMW W,CKY000000000006393100,CARB,NULL,2,nishimuram,"1-4mm, bulk",CKY,2013-12-31T10:14:27Z,0.3772,3.1432,0.056513122,1.203752313,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2620.500,NULL,2620.5,NULL,NULL,2620.5,NULL,NULL,C0002P;2625.500,NULL,2625.5,NULL,NULL,2625.5,C0002P-200SMW W,CKY000000000006393500,CARB,NULL,2,nishimuram,">4mm, bulk",CKY,2013-12-31T10:14:27Z,0.696,5.7998,0.051221731,1.271315011,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2630.500,NULL,2630.5,NULL,NULL,2630.5,NULL,NULL,C0002P;2635.500,NULL,2635.5,NULL,NULL,2635.5,C0002P-202SMW W,CKY000000000006461400,CARB,NULL,2,enokim,"1-4mm, bulk",CKY,2014-01-02T17:05:23Z,0.4959,4.1323,0.056983448,1.270253371,NULL,hoshinoh,2014-01-15T11:50:36Z
NULL,NULL,C0002P;2630.500,NULL,2630.5,NULL,NULL,2630.5,NULL,NULL,C0002P;2635.500,NULL,2635.5,NULL,NULL,2635.5,C0002P-202SMW W,CKY000000000006461800,CARB,NULL,2,enokim,">4mm, bulk",CKY,2014-01-02T17:07:01Z,0.524,4.3665,0.054172133,1.166733736,NULL,hoshinoh,2014-01-15T11:50:36Z
