Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0013F-1H-5, 18.0 cm",NULL,2.841,3.335,2.841,3.335,"C0013F-1H-5, 20.0 cm",NULL,2.858,3.355,2.858,3.355,"C0013F-1H-5 W, 18.0--20.0 cm",CKY000000000003473200,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-24T15:49:23Z,NULL,NULL,NULL,NULL,0.00956,0.06526,21.19947,9/27/2010,hitomiy,2010-10-03T20:41:15Z
"C0013F-1H-5, 19.0 cm",NULL,2.849,3.345,2.849,3.345,"C0013F-1H-5, 19.0 cm",NULL,2.849,3.345,2.849,3.345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0053,0.0442,kawait,2010-10-03T15:06:21Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013F-1H-5, 86.0 cm",NULL,3.42,4.015,3.42,4.015,"C0013F-1H-5, 88.0 cm",NULL,3.437,4.035,3.437,4.035,"C0013F-1H-5 W, 86.0--88.0 cm",CKY000000000003473300,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-24T15:52:01Z,NULL,NULL,NULL,NULL,0,0.02053,29.25043,9/27/2010,hitomiy,2010-10-03T20:41:15Z
"C0013F-1H-5, 87.0 cm",NULL,3.428,4.025,3.428,4.025,"C0013F-1H-5, 87.0 cm",NULL,3.428,4.025,3.428,4.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0039,0.0325,kawait,2010-10-03T15:06:21Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013F-1H-6, 74.0 cm",NULL,4.17,4.895,4.17,4.895,"C0013F-1H-6, 76.0 cm",NULL,4.187,4.915,4.187,4.915,"C0013F-1H-6 W, 74.0--76.0 cm",CKY000000000003473600,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-24T15:53:57Z,NULL,NULL,NULL,NULL,0.02447,0.08952,11.004,9/27/2010,hitomiy,2010-10-03T20:41:15Z
"C0013F-1H-6, 75.0 cm",NULL,4.178,4.905,4.178,4.905,"C0013F-1H-6, 75.0 cm",NULL,4.178,4.905,4.178,4.905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0048,0.04,kawait,2010-10-03T15:06:21Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013F-1H-7, 62.0 cm",NULL,4.928,5.785,4.928,5.785,"C0013F-1H-7, 64.0 cm",NULL,4.945,5.805,4.945,5.805,"C0013F-1H-7 W, 62.0--64.0 cm",CKY000000000003473700,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-24T15:57:46Z,NULL,NULL,NULL,NULL,0,1.30316,13.28629,9/27/2010,hitomiy,2010-10-03T20:41:15Z
"C0013F-1H-7, 63.0 cm",NULL,4.936,5.795,4.936,5.795,"C0013F-1H-7, 63.0 cm",NULL,4.936,5.795,4.936,5.795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0625,0.5208,kawait,2010-10-03T15:06:21Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013F-1H-8, 65.0 cm",NULL,5.809,6.82,5.809,6.82,"C0013F-1H-8, 67.0 cm",NULL,5.826,6.84,5.826,6.84,"C0013F-1H-8 W, 65.0--67.0 cm",CKY000000000003474000,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-24T15:59:01Z,NULL,NULL,NULL,NULL,0.00766,0.03252,22.3786,9/27/2010,hitomiy,2010-10-03T20:41:15Z
"C0013F-1H-8, 66.0 cm",NULL,5.818,6.83,5.818,6.83,"C0013F-1H-8, 66.0 cm",NULL,5.818,6.83,5.818,6.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0037,0.0308,kawait,2010-10-03T15:06:21Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0013F-1H-9, 94.0 cm",NULL,6.912,8.115,6.912,8.115,"C0013F-1H-9, 96.0 cm",NULL,6.929,8.135,6.929,8.135,"C0013F-1H-9 W, 94.0--96.0 cm",CKY000000000003474300,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-24T16:04:13Z,NULL,NULL,NULL,NULL,0,0.01281,14.00588,9/27/2010,hitomiy,2010-10-03T20:41:15Z
"C0013F-1H-9, 95.0 cm",NULL,6.921,8.125,6.921,8.125,"C0013F-1H-9, 95.0 cm",NULL,6.921,8.125,6.921,8.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0107,0.0892,kawait,2010-10-03T15:06:21Z,NULL,NULL,NULL,NULL,NULL,NULL
