Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0001E-2H-4, 10.0 cm",NULL,8.403,8.725,8.403,8.725,"C0001E-2H-4, 11.0 cm",NULL,8.413,8.735,8.413,8.735,"C0001E-2H-4 WR, 10.0--11.0 cm",CKY000000000000232100,CARB,NULL,5,henry315,NULL,CKY,2007-11-20T01:14:07Z,NULL,NULL,NULL,NULL,0.06671,3.40641,0.3558,12/2/2007,kuriharar,2008-02-25T07:52:12Z
"C0001E-2H-4, 10.5 cm",NULL,8.408,8.73,8.408,8.73,"C0001E-2H-4, 10.5 cm",NULL,8.408,8.73,8.408,8.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.058273,25.48459,miyabes,2007-12-11T10:48:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-2H-5, 132.0 cm",NULL,9.743,10.165,9.743,10.165,"C0001E-2H-5, 133.0 cm",NULL,9.753,10.175,9.753,10.175,"C0001E-2H-5 WR, 132.0--133.0 cm",CKY000000000000244200,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-20T22:43:25Z,NULL,NULL,NULL,NULL,0.10256,4.34141,0.18493,12/8/2007,kuriharar,2008-02-25T07:52:13Z
"C0001E-2H-5, 132.5 cm",NULL,9.748,10.17,9.748,10.17,"C0001E-2H-5, 132.5 cm",NULL,9.748,10.17,9.748,10.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.824283,31.86775,miyabes,2007-12-11T10:48:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-2H-6, 140.0 cm",NULL,11.227,11.76,11.227,11.76,"C0001E-2H-6, 142.0 cm",NULL,11.246,11.78,11.246,11.78,"C0001E-2H-6 WR, 140.0--142.0 cm",CKY000000000000242500,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-20T19:22:48Z,NULL,NULL,NULL,NULL,0.10339,3.71048,0.27724,12/8/2007,kuriharar,2008-02-25T07:52:13Z
"C0001E-2H-6, 141.0 cm",NULL,11.237,11.77,11.237,11.77,"C0001E-2H-6, 141.0 cm",NULL,11.237,11.77,11.237,11.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.230878,26.92291,miyabes,2007-12-11T10:48:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-4H-2, 52.0 cm",NULL,25.004,25.12,25.004,25.12,"C0001E-4H-2, 53.0 cm",NULL,25.013,25.13,25.013,25.13,"C0001E-4H-2 WR, 52.0--53.0 cm",CKY000000000000245000,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-21T00:23:10Z,NULL,NULL,NULL,NULL,0.1089,2.14684,0.34064,12/8/2007,kuriharar,2008-02-25T07:52:13Z
"C0001E-4H-2, 52.5 cm",NULL,25.009,25.125,25.009,25.125,"C0001E-4H-2, 52.5 cm",NULL,25.009,25.125,25.009,25.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.58472,13.20547,miyabes,2007-12-11T10:48:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-4H-2, 95.0 cm",NULL,25.409,25.55,25.409,25.55,"C0001E-4H-2, 96.0 cm",NULL,25.419,25.56,25.419,25.56,"C0001E-4H-2 WR, 95.0--96.0 cm",CKY000000000000245500,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-21T00:23:12Z,NULL,NULL,NULL,NULL,0.10626,1.98233,1.14668,12/8/2007,kuriharar,2008-02-25T07:52:14Z
"C0001E-4H-2, 95.5 cm",NULL,25.414,25.555,25.414,25.555,"C0001E-4H-2, 95.5 cm",NULL,25.414,25.555,25.414,25.555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.322592,11.02116,miyabes,2007-12-11T10:48:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-4H-4, 0.0 cm",NULL,27.162,27.41,27.162,27.41,"C0001E-4H-4, 1.0 cm",NULL,27.171,27.42,27.171,27.42,"C0001E-4H-4 WR, 0.0--1.0 cm",CKY000000000000232700,CARB,NULL,2,HENRY315,NULL,CKY,2007-11-20T02:32:41Z,NULL,NULL,NULL,NULL,0.03391,1.68339,0.56502,12/2/2007,kuriharar,2008-02-25T07:52:14Z
"C0001E-4H-4, 0.5 cm",NULL,27.167,27.415,27.167,27.415,"C0001E-4H-4, 0.5 cm",NULL,27.167,27.415,27.167,27.415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.389377,11.57768,miyabes,2007-12-11T10:48:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-5H-3, 54.0 cm",NULL,35.856,36.175,35.856,36.175,"C0001E-5H-3, 55.0 cm",NULL,35.865,36.185,35.865,36.185,"C0001E-5H-3 WR, 54.0--55.0 cm",CKY000000000000709800,CARB,NULL,2,fss315,NULL,CKY,2007-12-16T02:11:53Z,NULL,NULL,NULL,NULL,0.08607,2.01244,0.43211,12/8/2007,kuriharar,2008-02-25T10:29:08Z
"C0001E-5H-3, 54.5 cm",NULL,35.861,36.18,35.861,36.18,"C0001E-5H-3, 54.5 cm",NULL,35.861,36.18,35.861,36.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.650197,13.75109,miyabes,2007-12-11T10:48:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-5H-4, 0.0 cm",NULL,36.539,36.925,36.539,36.925,"C0001E-5H-4, 1.0 cm",NULL,36.549,36.935,36.549,36.935,"C0001E-5H-4 WR, 0.0--1.0 cm",CKY000000000000234500,CARB,NULL,2,hassy315,NULL,CKY,2007-11-20T05:25:10Z,NULL,NULL,NULL,NULL,0.04599,1.3545,0.35754,12/2/2007,kuriharar,2008-02-25T07:52:14Z
"C0001E-5H-4, 0.5 cm",NULL,36.544,36.93,36.544,36.93,"C0001E-5H-4, 0.5 cm",NULL,36.544,36.93,36.544,36.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.129629,9.4132,miyabes,2007-12-11T10:48:38Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-5H-6, 60.0 cm",NULL,38.73,39.33,38.73,39.33,"C0001E-5H-6, 61.0 cm",NULL,38.739,39.34,38.739,39.34,"C0001E-5H-6 WR, 60.0--61.0 cm",CKY000000000000246700,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-21T02:16:20Z,NULL,NULL,NULL,NULL,0.097,1.30307,0.41545,12/8/2007,kuriharar,2008-02-25T07:52:15Z
"C0001E-5H-6, 60.5 cm",NULL,38.735,39.335,38.735,39.335,"C0001E-5H-6, 60.5 cm",NULL,38.735,39.335,38.735,39.335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7862509,6.551829,miyabes,2007-12-11T10:48:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-6H-1, 95.0 cm",NULL,42.982,43.05,42.982,43.05,"C0001E-6H-1, 96.5 cm",NULL,42.996,43.065,42.996,43.065,"C0001E-6H-1 WR, 95.0--96.5 cm",CKY000000000000248900,CARB,NULL,2,hassy315,NULL,CKY,2007-11-21T06:49:40Z,NULL,NULL,NULL,NULL,0.09702,1.57394,0.78024,12/8/2007,kuriharar,2008-02-25T07:52:15Z
"C0001E-6H-1, 95.7 cm",NULL,42.989,43.057,42.989,43.057,"C0001E-6H-1, 95.7 cm",NULL,42.989,43.057,42.989,43.057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.14826,9.568453,miyabes,2007-12-11T10:48:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-6H-3, 30.0 cm",NULL,44.997,45.22,44.997,45.22,"C0001E-6H-3, 31.5 cm",NULL,45.011,45.235,45.011,45.235,"C0001E-6H-3 WR, 30.0--31.5 cm",CKY000000000000249400,CARB,NULL,2,hassy315,NULL,CKY,2007-11-21T07:15:34Z,NULL,NULL,NULL,NULL,0.10157,2.99988,0.24825,12/8/2007,kuriharar,2008-02-25T07:52:16Z
"C0001E-6H-3, 30.8 cm",NULL,45.005,45.228,45.005,45.228,"C0001E-6H-3, 30.8 cm",NULL,45.005,45.228,45.005,45.228,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.525352,21.04375,miyabes,2007-12-11T10:48:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-6H-4, 0.0 cm",NULL,45.833,46.12,45.833,46.12,"C0001E-6H-4, 1.0 cm",NULL,45.842,46.13,45.842,46.13,"C0001E-6H-4 WR, 0.0--1.0 cm",CKY000000000000235300,CARB,NULL,2,hassy315,NULL,CKY,2007-11-20T06:33:13Z,NULL,NULL,NULL,NULL,0.06575,3.21976,0.29343,12/2/2007,kuriharar,2008-02-25T07:52:16Z
"C0001E-6H-4, 0.5 cm",NULL,45.838,46.125,45.838,46.125,"C0001E-6H-4, 0.5 cm",NULL,45.838,46.125,45.838,46.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.852324,23.76842,miyabes,2007-12-11T10:48:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-6H-6, 25.0 cm",NULL,47.593,48.015,47.593,48.015,"C0001E-6H-6, 26.5 cm",NULL,47.607,48.03,47.607,48.03,"C0001E-6H-6 WR, 25.0--26.5 cm",CKY000000000000251300,CARB,NULL,2,hirono315,NULL,CKY,2007-11-21T08:52:00Z,NULL,NULL,NULL,NULL,0.09942,2.54626,0.33892,12/8/2007,kuriharar,2008-02-25T07:52:17Z
"C0001E-6H-6, 25.7 cm",NULL,47.599,48.022,47.599,48.022,"C0001E-6H-6, 25.7 cm",NULL,47.599,48.022,47.599,48.022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.050973,17.09076,miyabes,2007-12-11T10:48:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-6H-6, 49.5 cm",NULL,47.82,48.26,47.82,48.26,"C0001E-6H-6, 51.0 cm",NULL,47.834,48.275,47.834,48.275,"C0001E-6H-6 WR, 49.5--51.0 cm",CKY000000000000250800,CARB,NULL,2,hirono315,NULL,CKY,2007-11-21T08:51:58Z,NULL,NULL,NULL,NULL,0.10722,2.42702,0.43984,12/8/2007,kuriharar,2008-02-25T07:52:16Z
"C0001E-6H-6, 50.2 cm",NULL,47.827,48.267,47.827,48.267,"C0001E-6H-6, 50.2 cm",NULL,47.827,48.267,47.827,48.267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.993814,16.61445,miyabes,2007-12-11T10:48:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-7H-2, 20.0 cm",NULL,53.002,53.2,53.002,53.2,"C0001E-7H-2, 21.5 cm",NULL,53.015,53.215,53.015,53.215,"C0001E-7H-2 WR, 20.0--21.5 cm",CKY000000000000252700,CARB,NULL,2,hirono315,NULL,CKY,2007-11-21T10:44:54Z,NULL,NULL,NULL,NULL,0.08268,1.99869,0.40499,12/8/2007,kuriharar,2008-02-25T07:52:17Z
"C0001E-7H-2, 20.7 cm",NULL,53.008,53.207,53.008,53.207,"C0001E-7H-2, 20.7 cm",NULL,53.008,53.207,53.008,53.207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.605626,13.37968,miyabes,2007-12-11T10:48:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-7H-4, 0.0 cm",NULL,55.213,55.725,55.213,55.725,"C0001E-7H-4, 1.0 cm",NULL,55.222,55.735,55.222,55.735,"C0001E-7H-4 WR, 0.0--1.0 cm",CKY000000000000236100,CARB,NULL,2,hassy315,NULL,CKY,2007-11-20T09:03:34Z,NULL,NULL,NULL,NULL,0.04539,2.95659,0.45105,12/2/2007,kuriharar,2008-02-25T07:52:17Z
"C0001E-7H-4, 0.5 cm",NULL,55.218,55.73,55.218,55.73,"C0001E-7H-4, 0.5 cm",NULL,55.218,55.73,55.218,55.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.623376,21.86059,miyabes,2007-12-11T10:48:39Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-7H-5, 8.0 cm",NULL,55.472,56.02,55.472,56.02,"C0001E-7H-5, 9.5 cm",NULL,55.485,56.035,55.485,56.035,"C0001E-7H-5 WR, 8.0--9.5 cm",CKY000000000000253300,CARB,NULL,2,hirono315,NULL,CKY,2007-11-21T11:15:43Z,NULL,NULL,NULL,NULL,0.10648,2.27835,0.35294,12/8/2007,kuriharar,2008-02-25T07:52:18Z
"C0001E-7H-5, 8.7 cm",NULL,55.478,56.027,55.478,56.027,"C0001E-7H-5, 8.7 cm",NULL,55.478,56.027,55.478,56.027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.720625,14.33797,miyabes,2007-12-11T10:48:40Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-7H-7, 70.0 cm",NULL,57.443,58.27,57.443,58.27,"C0001E-7H-7, 71.5 cm",NULL,57.456,58.285,57.456,58.285,"C0001E-7H-7 WR, 70.0--71.5 cm",CKY000000000000254100,CARB,NULL,2,hirono315,NULL,CKY,2007-11-21T11:58:23Z,NULL,NULL,NULL,NULL,0.11265,2.9745,0.59554,12/8/2007,kuriharar,2008-02-25T07:52:18Z
"C0001E-7H-7, 70.7 cm",NULL,57.449,58.277,57.449,58.277,"C0001E-7H-7, 70.7 cm",NULL,57.449,58.277,57.449,58.277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.48034,20.66867,miyabes,2007-12-11T10:48:40Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-8H-3, 90.0 cm",NULL,64.36,64.84,64.36,64.84,"C0001E-8H-3, 91.5 cm",NULL,64.373,64.855,64.373,64.855,"C0001E-8H-3 WR, 90.0--91.5 cm",CKY000000000000255000,CARB,NULL,2,hirono315,NULL,CKY,2007-11-21T14:18:16Z,NULL,NULL,NULL,NULL,0.08982,2.36935,0.40579,12/8/2007,kuriharar,2008-02-25T07:52:19Z
"C0001E-8H-3, 90.8 cm",NULL,64.367,64.848,64.367,64.848,"C0001E-8H-3, 90.8 cm",NULL,64.367,64.848,64.367,64.848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.016867,16.80655,miyabes,2007-12-11T10:48:40Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-8H-4, 0.0 cm",NULL,64.634,65.155,64.634,65.155,"C0001E-8H-4, 1.0 cm",NULL,64.643,65.165,64.643,65.165,"C0001E-8H-4 WR, 0.0--1.0 cm",CKY000000000000236900,CARB,NULL,2,hassy315,NULL,CKY,2007-11-20T10:41:02Z,NULL,NULL,NULL,NULL,0.04616,1.13737,0.62477,12/2/2007,kuriharar,2008-02-25T07:52:19Z
"C0001E-8H-4, 0.5 cm",NULL,64.638,65.16,64.638,65.16,"C0001E-8H-4, 0.5 cm",NULL,64.638,65.16,64.638,65.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0317,8.597157,miyabes,2007-12-11T10:48:40Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-8H-7, 35.0 cm",NULL,66.552,67.355,66.552,67.355,"C0001E-8H-7, 36.5 cm",NULL,66.565,67.37,66.565,67.37,"C0001E-8H-7 WR, 35.0--36.5 cm",CKY000000000000256300,CARB,NULL,2,hassy315,NULL,CKY,2007-11-21T15:29:29Z,NULL,NULL,NULL,NULL,0.03421,0.14287,0.60062,12/13/2007,kuriharar,2008-02-25T07:52:19Z
"C0001E-8H-7, 35.7 cm",NULL,66.558,67.362,66.558,67.362,"C0001E-8H-7, 35.7 cm",NULL,66.558,67.362,66.558,67.362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0609929,0.5082538,miyabes,2007-12-11T10:48:40Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-9H-2, 49.0 cm",NULL,72.326,72.5,72.326,72.5,"C0001E-9H-2, 50.0 cm",NULL,72.336,72.51,72.336,72.51,"C0001E-9H-2 WR, 49.0--50.0 cm",CKY000000000000265500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-21T20:25:42Z,NULL,NULL,NULL,NULL,0.12594,2.0233,0.37792,12/8/2007,kuriharar,2008-02-25T07:52:20Z
"C0001E-9H-2, 49.5 cm",NULL,72.331,72.505,72.331,72.505,"C0001E-9H-2, 49.5 cm",NULL,72.331,72.505,72.331,72.505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.437067,11.97508,miyabes,2007-12-11T10:48:40Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-9H-2, 129.0 cm",NULL,73.053,73.3,73.053,73.3,"C0001E-9H-2, 130.0 cm",NULL,73.063,73.31,73.063,73.31,"C0001E-9H-2 WR, 129.0--130.0 cm",CKY000000000000266200,CARB,NULL,5,underwoodm315,NULL,CKY,2007-11-21T22:06:42Z,NULL,NULL,NULL,NULL,0.1214,2.60077,0.30884,12/8/2007,kuriharar,2008-02-25T07:52:20Z
"C0001E-9H-2, 129.5 cm",NULL,73.058,73.305,73.058,73.305,"C0001E-9H-2, 129.5 cm",NULL,73.058,73.305,73.058,73.305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.015281,16.79334,miyabes,2007-12-11T10:48:40Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-9H-4, 0.0 cm",NULL,74.398,74.78,74.398,74.78,"C0001E-9H-4, 1.0 cm",NULL,74.407,74.79,74.407,74.79,"C0001E-9H-4 WR, 0.0--1.0 cm",CKY000000000000237700,CARB,NULL,2,hassy315,NULL,CKY,2007-11-20T12:37:59Z,NULL,NULL,NULL,NULL,0.07287,2.05603,0.30719,12/2/2007,kuriharar,2008-02-25T07:52:20Z
"C0001E-9H-4, 0.5 cm",NULL,74.403,74.785,74.403,74.785,"C0001E-9H-4, 0.5 cm",NULL,74.403,74.785,74.403,74.785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.634952,13.62406,miyabes,2007-12-11T10:48:40Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-9H-5, 132.0 cm",NULL,75.793,76.315,75.793,76.315,"C0001E-9H-5, 133.0 cm",NULL,75.802,76.325,75.802,76.325,"C0001E-9H-5 WR, 132.0--133.0 cm",CKY000000000000266800,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-21T22:39:01Z,NULL,NULL,NULL,NULL,0.11429,1.97619,0.43916,12/8/2007,kuriharar,2008-02-25T07:52:21Z
"C0001E-9H-5, 132.5 cm",NULL,75.798,76.32,75.798,76.32,"C0001E-9H-5, 132.5 cm",NULL,75.798,76.32,75.798,76.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.308568,10.9043,miyabes,2007-12-11T10:48:41Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-9H-8, 118.5 cm",NULL,79.582,80.485,79.582,80.485,"C0001E-9H-8, 120.0 cm",NULL,79.596,80.5,79.596,80.5,"C0001E-9H-8 WR, 118.5--120.0 cm",CKY000000000000256900,CARB,NULL,2,hirono315,NULL,CKY,2007-11-21T16:39:15Z,NULL,NULL,NULL,NULL,0.09651,2.85513,0.37132,12/8/2007,kuriharar,2008-02-25T07:52:21Z
"C0001E-9H-8, 119.2 cm",NULL,79.588,80.492,79.588,80.492,"C0001E-9H-8, 119.2 cm",NULL,79.588,80.492,79.588,80.492,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.452836,20.43948,miyabes,2007-12-11T10:48:41Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-10H-3, 20.0 cm",NULL,82.941,83.24,82.941,83.24,"C0001E-10H-3, 21.0 cm",NULL,82.95,83.25,82.95,83.25,"C0001E-10H-3 WR, 20.0--21.0 cm",CKY000000000000267400,CARB,NULL,2,wzhu315,NULL,CKY,2007-11-21T23:00:47Z,NULL,NULL,NULL,NULL,0.10877,2.39705,0.56606,12/8/2007,kuriharar,2008-02-25T07:52:21Z
"C0001E-10H-3, 20.5 cm",NULL,82.946,83.245,82.946,83.245,"C0001E-10H-3, 20.5 cm",NULL,82.946,83.245,82.946,83.245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.86912,15.57538,miyabes,2007-12-11T10:48:35Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-10H-5, 90.0 cm",NULL,84.909,85.415,84.909,85.415,"C0001E-10H-5, 91.0 cm",NULL,84.918,85.425,84.918,85.425,"C0001E-10H-5 WR, 90.0--91.0 cm",CKY000000000000268400,CARB,NULL,2,underwoodm315,NULL,CKY,2007-11-21T23:44:36Z,NULL,NULL,NULL,NULL,0.10019,1.29035,2.03253,12/8/2007,kuriharar,2008-02-25T07:52:22Z
"C0001E-10H-5, 90.5 cm",NULL,84.913,85.42,84.913,85.42,"C0001E-10H-5, 90.5 cm",NULL,84.913,85.42,84.913,85.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8359369,6.965862,miyabes,2007-12-11T10:48:36Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0001E-10H-7, 0.0 cm",NULL,86.492,87.165,86.492,87.165,"C0001E-10H-7, 1.0 cm",NULL,86.501,87.175,86.501,87.175,"C0001E-10H-7 WR, 0.0--1.0 cm",CKY000000000000238500,CARB,NULL,2,hassy315,NULL,CKY,2007-11-20T14:12:09Z,NULL,NULL,NULL,NULL,0.04205,0.7382,1.01306,12/2/2007,kuriharar,2008-02-25T07:52:22Z
