Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0002B-1R-2, 0.0 cm",NULL,476.415,476.415,476.415,476.415,"C0002B-1R-2, 1.0 cm",NULL,476.425,476.425,476.425,476.425,"C0002B-1R-2 WR, 0.0--1.0 cm",CKY000000000000591100,CARB,NULL,2,WZHU315,NULL,CKY,2007-12-09T22:05:50Z,NULL,NULL,NULL,NULL,0.10278,1.43811,0.07463,12/15/2007,kuriharar,2008-02-25T08:38:47Z
"C0002B-1R-2, 0.5 cm",NULL,476.42,476.42,476.42,476.42,"C0002B-1R-2, 0.5 cm",NULL,476.42,476.42,476.42,476.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8315382,6.929208,miyabes,2007-12-17T09:01:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-4R-1, 84.0 cm",NULL,504.34,504.34,504.34,504.34,"C0002B-4R-1, 85.0 cm",NULL,504.35,504.35,504.35,504.35,"C0002B-4R-1 WR, 84.0--85.0 cm",CKY000000000000595300,CARB,NULL,2,hirono315,NULL,CKY,2007-12-10T09:54:00Z,NULL,NULL,NULL,NULL,0.09376,1.06195,0.12041,12/15/2007,kuriharar,2008-02-25T08:38:48Z
"C0002B-4R-1, 84.5 cm",NULL,504.345,504.345,504.345,504.345,"C0002B-4R-1, 84.5 cm",NULL,504.345,504.345,504.345,504.345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5540034,4.61651,miyabes,2007-12-17T09:01:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-4R-2, 0.0 cm",NULL,504.595,504.595,504.595,504.595,"C0002B-4R-2, 1.0 cm",NULL,504.605,504.605,504.605,504.605,"C0002B-4R-2 WR, 0.0--1.0 cm",CKY000000000000592100,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-10T01:19:30Z,NULL,NULL,NULL,NULL,0.09302,0.99183,0.09064,12/15/2007,kuriharar,2008-02-25T08:38:49Z
"C0002B-4R-2, 0.5 cm",NULL,504.6,504.6,504.6,504.6,"C0002B-4R-2, 0.5 cm",NULL,504.6,504.6,504.6,504.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5059286,4.215903,miyabes,2007-12-17T09:01:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-8R-2, 0.0 cm",NULL,534.41,534.41,534.41,534.41,"C0002B-8R-2, 1.0 cm",NULL,534.42,534.42,534.42,534.42,"C0002B-8R-2 WR, 0.0--1.0 cm",CKY000000000000593400,CARB,NULL,2,hirono315,NULL,CKY,2007-12-10T08:02:56Z,NULL,NULL,NULL,NULL,0.11414,1.40928,0.08972,12/15/2007,kuriharar,2008-02-25T08:38:49Z
"C0002B-8R-2, 0.5 cm",NULL,534.415,534.415,534.415,534.415,"C0002B-8R-2, 0.5 cm",NULL,534.415,534.415,534.415,534.415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7190235,5.991622,miyabes,2007-12-17T09:01:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-8R-3, 73.0 cm",NULL,535.455,535.455,535.455,535.455,"C0002B-8R-3, 74.0 cm",NULL,535.465,535.465,535.465,535.465,"C0002B-8R-3 WR, 73.0--74.0 cm",CKY000000000000598900,CARB,NULL,2,hirono315,NULL,CKY,2007-12-10T14:13:30Z,NULL,NULL,NULL,NULL,0.10607,1.17981,0.08851,12/15/2007,kuriharar,2008-02-25T08:38:49Z
"C0002B-8R-3, 73.5 cm",NULL,535.46,535.46,535.46,535.46,"C0002B-8R-3, 73.5 cm",NULL,535.46,535.46,535.46,535.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.570865,4.757019,miyabes,2007-12-17T09:01:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-9R-3, 0.0 cm",NULL,544.99,544.99,544.99,544.99,"C0002B-9R-3, 1.0 cm",NULL,545,545,545,545,"C0002B-9R-3 WR, 0.0--1.0 cm",CKY000000000000594100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-10T08:08:36Z,NULL,NULL,NULL,NULL,0.13068,1.30576,0.09109,12/15/2007,kuriharar,2008-02-25T08:38:50Z
"C0002B-9R-3, 0.5 cm",NULL,544.995,544.995,544.995,544.995,"C0002B-9R-3, 0.5 cm",NULL,544.995,544.995,544.995,544.995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6353493,5.294366,miyabes,2007-12-17T09:01:10Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-9R-4, 123.0 cm",NULL,546.535,546.535,546.535,546.535,"C0002B-9R-4, 124.0 cm",NULL,546.545,546.545,546.545,546.545,"C0002B-9R-4 WR, 123.0--124.0 cm",CKY000000000000600900,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-10T17:47:10Z,NULL,NULL,NULL,NULL,0.12376,1.18332,0.07619,12/15/2007,kuriharar,2008-02-25T08:38:50Z
"C0002B-9R-4, 123.5 cm",NULL,546.54,546.54,546.54,546.54,"C0002B-9R-4, 123.5 cm",NULL,546.54,546.54,546.54,546.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5732485,4.77688,miyabes,2007-12-17T09:01:11Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-10R-2, 0.0 cm",NULL,553.405,553.405,553.405,553.405,"C0002B-10R-2, 1.0 cm",NULL,553.415,553.415,553.415,553.415,"C0002B-10R-2 WR, 0.0--1.0 cm",CKY000000000000594700,CARB,NULL,2,hirono315,NULL,CKY,2007-12-10T09:46:32Z,NULL,NULL,NULL,NULL,0.12838,1.09305,0.02839,12/15/2007,kuriharar,2008-02-25T08:38:51Z
"C0002B-10R-2, 0.5 cm",NULL,553.41,553.41,553.41,553.41,"C0002B-10R-2, 0.5 cm",NULL,553.41,553.41,553.41,553.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4938215,4.115015,miyabes,2007-12-17T09:01:03Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-10R-3, 23.0 cm",NULL,553.95,553.95,553.95,553.95,"C0002B-10R-3, 24.0 cm",NULL,553.96,553.96,553.96,553.96,"C0002B-10R-3 WR, 23.0--24.0 cm",CKY000000000000601500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-10T18:21:59Z,NULL,NULL,NULL,NULL,0.11427,1.23521,0.09777,12/15/2007,kuriharar,2008-02-25T08:38:51Z
"C0002B-10R-3, 23.5 cm",NULL,553.955,553.955,553.955,553.955,"C0002B-10R-3, 23.5 cm",NULL,553.955,553.955,553.955,553.955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5523775,4.602962,miyabes,2007-12-17T09:01:03Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-11R-3, 0.0 cm",NULL,564.317,564.317,564.317,564.317,"C0002B-11R-3, 1.0 cm",NULL,564.327,564.327,564.327,564.327,"C0002B-11R-3 WR, 0.0--1.0 cm",CKY000000000000596400,CARB,NULL,2,hirono315,NULL,CKY,2007-12-10T11:16:20Z,NULL,NULL,NULL,NULL,0.12756,1.51249,0.15181,12/15/2007,kuriharar,2008-02-25T08:38:51Z
"C0002B-11R-3, 0.5 cm",NULL,564.322,564.322,564.322,564.322,"C0002B-11R-3, 0.5 cm",NULL,564.322,564.322,564.322,564.322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.762625,6.354954,miyabes,2007-12-17T09:01:03Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-11R-4, 84.0 cm",NULL,565.472,565.472,565.472,565.472,"C0002B-11R-4, 85.0 cm",NULL,565.482,565.482,565.482,565.482,"C0002B-11R-4 WR, 84.0--85.0 cm",CKY000000000000605500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-11T01:49:59Z,NULL,NULL,NULL,NULL,0.11025,1.53417,0.11615,12/15/2007,kuriharar,2008-02-25T08:38:52Z
"C0002B-11R-4, 84.5 cm",NULL,565.477,565.477,565.477,565.477,"C0002B-11R-4, 84.5 cm",NULL,565.477,565.477,565.477,565.477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7513805,6.261254,miyabes,2007-12-17T09:01:03Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-12R-2, 65.0 cm",NULL,573.06,573.06,573.06,573.06,"C0002B-12R-2, 66.0 cm",NULL,573.07,573.07,573.07,573.07,"C0002B-12R-2 WR, 65.0--66.0 cm",CKY000000000000603500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-10T22:23:57Z,NULL,NULL,NULL,NULL,0.10204,1.30674,0.16651,12/15/2007,kuriharar,2008-02-25T08:38:52Z
"C0002B-12R-2, 65.5 cm",NULL,573.065,573.065,573.065,573.065,"C0002B-12R-2, 65.5 cm",NULL,573.065,573.065,573.065,573.065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6495717,5.412881,miyabes,2007-12-17T09:01:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-13R-2, 0.0 cm",NULL,581.91,581.91,581.91,581.91,"C0002B-13R-2, 1.0 cm",NULL,581.92,581.92,581.92,581.92,"C0002B-13R-2 WR, 0.0--1.0 cm",CKY000000000000597200,CARB,NULL,2,hirono315,NULL,CKY,2007-12-10T11:47:22Z,NULL,NULL,NULL,NULL,0.11657,1.20024,0.04381,12/15/2007,kuriharar,2008-02-25T08:38:53Z
"C0002B-13R-2, 0.5 cm",NULL,581.915,581.915,581.915,581.915,"C0002B-13R-2, 0.5 cm",NULL,581.915,581.915,581.915,581.915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6272376,5.226771,miyabes,2007-12-17T09:01:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-13R-3, 24.0 cm",NULL,582.47,582.47,582.47,582.47,"C0002B-13R-3, 25.0 cm",NULL,582.48,582.48,582.48,582.48,"C0002B-13R-3 WR, 24.0--25.0 cm",CKY000000000000604500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-10T23:08:47Z,NULL,NULL,NULL,NULL,0.10451,1.12388,0.16489,12/15/2007,kuriharar,2008-02-25T08:38:53Z
"C0002B-13R-3, 24.5 cm",NULL,582.475,582.475,582.475,582.475,"C0002B-13R-3, 24.5 cm",NULL,582.475,582.475,582.475,582.475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5597512,4.664407,miyabes,2007-12-17T09:01:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-15R-3, 32.0 cm",NULL,602.645,602.645,602.645,602.645,"C0002B-15R-3, 33.0 cm",NULL,602.655,602.655,602.655,602.655,"C0002B-15R-3 WR, 32.0--33.0 cm",CKY000000000000606300,CARB,NULL,2,hirono315,NULL,CKY,2007-12-11T04:54:41Z,NULL,NULL,NULL,NULL,0.07787,0.5904,0.33998,12/15/2007,kuriharar,2008-02-25T08:38:53Z
"C0002B-15R-3, 32.5 cm",NULL,602.65,602.65,602.65,602.65,"C0002B-15R-3, 32.5 cm",NULL,602.65,602.65,602.65,602.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.244766,2.039635,miyabes,2007-12-17T09:01:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-16R-3, 0.0 cm",NULL,611.405,611.405,611.405,611.405,"C0002B-16R-3, 1.0 cm",NULL,611.415,611.415,611.415,611.415,"C0002B-16R-3 WR, 0.0--1.0 cm",CKY000000000000599600,CARB,NULL,2,hirono315,NULL,CKY,2007-12-10T14:22:17Z,NULL,NULL,NULL,NULL,0.11422,1.22235,0.20906,12/15/2007,kuriharar,2008-02-25T08:38:54Z
"C0002B-16R-3, 0.5 cm",NULL,611.41,611.41,611.41,611.41,"C0002B-16R-3, 0.5 cm",NULL,611.41,611.41,611.41,611.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6322036,5.268153,miyabes,2007-12-17T09:01:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-16R-4, 9.0 cm",NULL,611.905,611.905,611.905,611.905,"C0002B-16R-4, 10.0 cm",NULL,611.915,611.915,611.915,611.915,"C0002B-16R-4 WR, 9.0--10.0 cm",CKY000000000000607100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-11T07:15:36Z,NULL,NULL,NULL,NULL,0.10077,1.13242,0.09087,12/15/2007,kuriharar,2008-02-25T08:38:54Z
"C0002B-16R-4, 9.5 cm",NULL,611.91,611.91,611.91,611.91,"C0002B-16R-4, 9.5 cm",NULL,611.91,611.91,611.91,611.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5661199,4.717477,miyabes,2007-12-17T09:01:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-16R-4, 127.0 cm",NULL,613.085,613.085,613.085,613.085,"C0002B-16R-4, 128.0 cm",NULL,613.095,613.095,613.095,613.095,"C0002B-16R-4 WR, 127.0--128.0 cm",CKY000000000000607700,CARB,NULL,2,hirono315,NULL,CKY,2007-12-11T07:40:32Z,NULL,NULL,NULL,NULL,0.11509,1.3331,0.15608,12/15/2007,kuriharar,2008-02-25T08:38:55Z
"C0002B-16R-4, 127.5 cm",NULL,613.09,613.09,613.09,613.09,"C0002B-16R-4, 127.5 cm",NULL,613.09,613.09,613.09,613.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6777241,5.647475,miyabes,2007-12-17T09:01:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-17R-4, 27.0 cm",NULL,622.995,622.995,622.995,622.995,"C0002B-17R-4, 28.0 cm",NULL,623.005,623.005,623.005,623.005,"C0002B-17R-4 WR, 27.0--28.0 cm",CKY000000000000608300,CARB,NULL,2,hirono315,NULL,CKY,2007-12-11T08:47:55Z,NULL,NULL,NULL,NULL,0.11699,1.22229,0.07635,12/15/2007,kuriharar,2008-02-25T08:38:55Z
"C0002B-17R-4, 27.5 cm",NULL,623,623,623,623,"C0002B-17R-4, 27.5 cm",NULL,623,623,623,623,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.533637,4.446797,miyabes,2007-12-17T09:01:04Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-19R-2, 127.0 cm",NULL,640.175,640.175,640.175,640.175,"C0002B-19R-2, 128.0 cm",NULL,640.185,640.185,640.185,640.185,"C0002B-19R-2 WR, 127.0--128.0 cm",CKY000000000000610100,CARB,NULL,2,hirono315,NULL,CKY,2007-12-11T10:49:30Z,NULL,NULL,NULL,NULL,0.09413,1.01862,0.07461,12/15/2007,kuriharar,2008-02-25T08:38:55Z
"C0002B-19R-2, 127.5 cm",NULL,640.18,640.18,640.18,640.18,"C0002B-19R-2, 127.5 cm",NULL,640.18,640.18,640.18,640.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5533524,4.611085,miyabes,2007-12-17T09:01:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-19R-3, 0.0 cm",NULL,640.31,640.31,640.31,640.31,"C0002B-19R-3, 1.0 cm",NULL,640.32,640.32,640.32,640.32,"C0002B-19R-3 WR, 0.0--1.0 cm",CKY000000000000602500,CARB,NULL,2,underwoodm315,NULL,CKY,2007-12-10T20:35:24Z,NULL,NULL,NULL,NULL,0.10018,0.76751,0.08738,12/15/2007,kuriharar,2008-02-25T08:38:56Z
"C0002B-19R-3, 0.5 cm",NULL,640.315,640.315,640.315,640.315,"C0002B-19R-3, 0.5 cm",NULL,640.315,640.315,640.315,640.315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3211498,2.676141,miyabes,2007-12-17T09:01:05Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0002B-19R-4, 87.0 cm",NULL,641.595,641.595,641.595,641.595,"C0002B-19R-4, 88.0 cm",NULL,641.605,641.605,641.605,641.605,"C0002B-19R-4 WR, 87.0--88.0 cm",CKY000000000000611300,CARB,NULL,2,hirono315,NULL,CKY,2007-12-11T11:16:14Z,NULL,NULL,NULL,NULL,0.0828,0.45791,0.12105,12/15/2007,kuriharar,2008-02-25T08:38:56Z
"C0002B-19R-4, 87.5 cm",NULL,641.6,641.6,641.6,641.6,"C0002B-19R-4, 87.5 cm",NULL,641.6,641.6,641.6,641.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.260938,2.174397,miyabes,2007-12-17T09:01:05Z,NULL,NULL,NULL,NULL,NULL,NULL
