Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,"bulk CNS analysis; sample, section::inorganic carbon content: carbonate analyzer [wt%]::number","bulk CNS analysis; sample, section::CaCO3 content: from inorganic carbon content [wt%]::number","bulk CNS analysis; sample, section::registerer","bulk CNS analysis; sample, section::registration time-stamp","bulk CNS analysis::nitrogen content: EA, bulk [wt%]::number","bulk CNS analysis::total carbon content: EA, bulk [wt%]::number","bulk CNS analysis::sulfur content: EA, bulk [wt%]::number","bulk CNS analysis::measurement date-time: EA, bulk::text",bulk CNS analysis::registerer,bulk CNS analysis::registration time-stamp
"C0014G-22X-1, 8.5 cm",NULL,100.285,100.285,100.285,100.285,"C0014G-22X-1, 8.5 cm",NULL,100.285,100.285,100.285,100.285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0002,0.0017,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-22X-CC, 3.0 cm",NULL,100.585,100.585,100.585,100.585,"C0014G-22X-CC, 5.0 cm",NULL,100.605,100.605,100.605,100.605,"C0014G-22X-CC W, 3.0--5.0 cm",CKY000000000003365900,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T01:39:07Z,NULL,NULL,NULL,NULL,0.04252,0.00712,6.41776,9/27/2010,hitomiy,2010-10-03T20:41:13Z
"C0014G-22X-CC, 4.0 cm",NULL,100.595,100.595,100.595,100.595,"C0014G-22X-CC, 4.0 cm",NULL,100.595,100.595,100.595,100.595,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-22X-CC, 10.0 cm",NULL,100.655,100.655,100.655,100.655,"C0014G-22X-CC, 12.0 cm",NULL,100.675,100.675,100.675,100.675,"C0014G-22X-CC W, 10.0--12.0 cm",CKY000000000003366100,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T01:39:07Z,NULL,NULL,NULL,NULL,0.33555,0.10119,2.11736,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-22X-CC, 11.0 cm",NULL,100.665,100.665,100.665,100.665,"C0014G-22X-CC, 11.0 cm",NULL,100.665,100.665,100.665,100.665,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0035,0.0292,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-23X-1, 5.0 cm",NULL,104.75,104.75,104.75,104.75,"C0014G-23X-1, 8.0 cm",NULL,104.78,104.78,104.78,104.78,"C0014G-23X-1 W, 5.0--8.0 cm",CKY000000000003394100,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T04:51:03Z,NULL,NULL,NULL,NULL,0.03263,0.00711,1.46199,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-23X-1, 6.5 cm",NULL,104.765,104.765,104.765,104.765,"C0014G-23X-1, 6.5 cm",NULL,104.765,104.765,104.765,104.765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-23X-2, 13.0 cm",NULL,105.435,105.435,105.435,105.435,"C0014G-23X-2, 15.0 cm",NULL,105.455,105.455,105.455,105.455,"C0014G-23X-2 W, 13.0--15.0 cm",CKY000000000003394300,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T04:54:09Z,NULL,NULL,NULL,NULL,0.02712,0.00573,1.29651,9/28/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-23X-2, 14.0 cm",NULL,105.445,105.445,105.445,105.445,"C0014G-23X-2, 14.0 cm",NULL,105.445,105.445,105.445,105.445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000901601,0.00751304,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-24T-1, 11.0 cm",NULL,109.31,109.31,109.31,109.31,"C0014G-24T-1, 13.0 cm",NULL,109.33,109.33,109.33,109.33,"C0014G-24T-1 W, 11.0--13.0 cm",CKY000000000003402200,CARB,NULL,6,juan331,NULL,CKY,2010-09-23T08:24:33Z,NULL,NULL,NULL,NULL,0.00868,0.0062,0.44837,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-24T-1, 12.0 cm",NULL,109.32,109.32,109.32,109.32,"C0014G-24T-1, 12.0 cm",NULL,109.32,109.32,109.32,109.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0005,0.0042,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-24T-1, 22.0 cm",NULL,109.42,109.42,109.42,109.42,"C0014G-24T-1, 24.0 cm",NULL,109.44,109.44,109.44,109.44,"C0014G-24T-1 W, 22.0--24.0 cm",CKY000000000003402400,CARB,NULL,6,juan331,NULL,CKY,2010-09-23T08:28:18Z,NULL,NULL,NULL,NULL,0.37022,0.00634,1.77456,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-24T-1, 23.0 cm",NULL,109.43,109.43,109.43,109.43,"C0014G-24T-1, 23.0 cm",NULL,109.43,109.43,109.43,109.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.005,0.0417,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-24T-2, 90.0 cm",NULL,110.6,110.6,110.6,110.6,"C0014G-24T-2, 92.0 cm",NULL,110.62,110.62,110.62,110.62,"C0014G-24T-2 W, 90.0--92.0 cm",CKY000000000003403600,CARB,NULL,6,juan331,NULL,CKY,2010-09-23T08:35:49Z,NULL,NULL,NULL,NULL,0.0159,0.03423,1.54793,9/28/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-24T-2, 91.0 cm",NULL,110.61,110.61,110.61,110.61,"C0014G-24T-2, 91.0 cm",NULL,110.61,110.61,110.61,110.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-24T-3, 55.0 cm",NULL,111.25,111.25,111.25,111.25,"C0014G-24T-3, 57.0 cm",NULL,111.27,111.27,111.27,111.27,"C0014G-24T-3 W, 55.0--57.0 cm",CKY000000000003403300,CARB,NULL,6,juan331,NULL,CKY,2010-09-23T08:32:00Z,NULL,NULL,NULL,NULL,0.01355,0.00474,1.63753,9/28/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-24T-3, 56.0 cm",NULL,111.26,111.26,111.26,111.26,"C0014G-24T-3, 56.0 cm",NULL,111.26,111.26,111.26,111.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0033,0.0275,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-24T-4, 49.5 cm",NULL,112.18,112.18,112.18,112.18,"C0014G-24T-4, 51.5 cm",NULL,112.2,112.2,112.2,112.2,"C0014G-24T-4 W, 49.5--51.5 cm",CKY000000000003403900,CARB,NULL,6,juan331,NULL,CKY,2010-09-23T08:41:11Z,NULL,NULL,NULL,NULL,0.01806,0.00553,1.25085,9/28/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-24T-4, 50.5 cm",NULL,112.19,112.19,112.19,112.19,"C0014G-24T-4, 50.5 cm",NULL,112.19,112.19,112.19,112.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-24T-CC, 40.0 cm",NULL,113.19,113.19,113.19,113.19,"C0014G-24T-CC, 42.0 cm",NULL,113.21,113.21,113.21,113.21,"C0014G-24T-CC W, 40.0--42.0 cm",CKY000000000003404100,CARB,NULL,6,juan331,NULL,CKY,2010-09-23T08:42:56Z,NULL,NULL,NULL,NULL,0,0.00717,0.72699,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-24T-CC, 41.0 cm",NULL,113.2,113.2,113.2,113.2,"C0014G-24T-CC, 41.0 cm",NULL,113.2,113.2,113.2,113.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-25T-1, 28.5 cm",NULL,113.985,113.985,113.985,113.985,"C0014G-25T-1, 30.5 cm",NULL,114.005,114.005,114.005,114.005,"C0014G-25T-1 W, 28.5--30.5 cm",CKY000000000003406000,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-23T09:56:34Z,NULL,NULL,NULL,NULL,0.01595,0.01123,0.93791,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-25T-1, 29.5 cm",NULL,113.995,113.995,113.995,113.995,"C0014G-25T-1, 29.5 cm",NULL,113.995,113.995,113.995,113.995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:55Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-25T-CC, 0.0 cm",NULL,114.33,114.33,114.33,114.33,"C0014G-25T-CC, 4.0 cm",NULL,114.37,114.37,114.37,114.37,"C0014G-25T-CC W, 0.0--4.0 cm",CKY000000000003406100,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-23T09:56:34Z,NULL,NULL,NULL,NULL,0.01252,0.00564,0.80387,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-25T-CC, 2.0 cm",NULL,114.35,114.35,114.35,114.35,"C0014G-25T-CC, 2.0 cm",NULL,114.35,114.35,114.35,114.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-26T-CC, 0.0 cm",NULL,118.2,118.2,118.2,118.2,"C0014G-26T-CC, 1.0 cm",NULL,118.21,118.21,118.21,118.21,"C0014G-26T-CC W, 0.0--1.0 cm",CKY000000000003409200,CARB,NULL,6,hilairy331,NULL,CKY,2010-09-23T11:07:26Z,NULL,NULL,NULL,NULL,0.01365,0.01245,1.45045,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-26T-CC, 0.5 cm",NULL,118.205,118.205,118.205,118.205,"C0014G-26T-CC, 0.5 cm",NULL,118.205,118.205,118.205,118.205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:56Z,NULL,NULL,NULL,NULL,NULL,NULL
"C0014G-30X-1, 10.0 cm",NULL,127.3,127.3,127.3,127.3,"C0014G-30X-1, 12.0 cm",NULL,127.32,127.32,127.32,127.32,"C0014G-30X-1 W, 10.0--12.0 cm",CKY000000000003446400,CARB,NULL,5,yuka331,NULL,CKY,2010-09-23T21:56:13Z,NULL,NULL,NULL,NULL,0,0.00556,0.21803,9/27/2010,hitomiy,2010-10-03T20:41:14Z
"C0014G-30X-1, 11.0 cm",NULL,127.31,127.31,127.31,127.31,"C0014G-30X-1, 11.0 cm",NULL,127.31,127.31,127.31,127.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,kawait,2010-10-03T16:37:56Z,NULL,NULL,NULL,NULL,NULL,NULL
