leg	site	hole	core	section	top interval depth (cm)	bottom interval depth (cm)	top of core depth (m)	sample depth (m)	percent total carbon	percent organic carbon	percent calcium carbonate (CaCO3)	method code	data source code
79	547	A	51	2	52.0	52.0	535.50	537.52	3.7	0.5	26.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	51	2	53.0	53.0	535.50	537.53			30.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	52	2	52.0	52.0	545.00	547.02	5.0	1.0	33.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	52	2	119.0	119.0	545.00	547.69			23.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	52	3	1.0	1.0	545.00	548.01			27.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	52	3	45.0	45.0	545.00	548.45			30.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	53	2	42.0	42.0	554.50	556.42			24.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	53	2	52.0	52.0	554.50	556.52	3.9	0.7	26.4	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	54	1	90.0	90.0	564.00	564.90	4.6	0.8	31.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	54	2	10.0	10.0	564.00	565.60			16.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	55	1	21.0	21.0	573.50	573.71	2.6	0.9	13.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	55	1	145.0	145.0	573.50	574.95			20.8	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	55	2	64.0	64.0	573.50	575.64			36.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	55	2	119.0	119.0	573.50	576.19			29.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	55	3	1.0	1.0	573.50	576.51			21.8	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	56	1	148.0	148.0	583.00	584.48	3.6	0.8	22.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	56	2	63.0	63.0	583.00	585.13			36.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	57	2	52.0	52.0	592.50	594.52	4.5	0.7	31.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	58	1	74.0	74.0	602.00	602.74			34.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	58	2	52.0	52.0	602.00	604.02	4.6	1.0	29.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	58	4	119.0	119.0	602.00	607.69			25.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	58	5	1.0	1.0	602.00	608.01			15.7	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	59	2	52.0	52.0	611.50	613.52	3.4	0.7	22.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	60	1	26.0	26.0	621.00	621.26			34.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	60	2	52.0	52.0	621.00	623.02	3.2	0.6	21.6	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	60	4	145.0	145.0	621.00	626.95			25.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	61	2	52.0	52.0	630.50	632.52	3.9	0.7	26.8	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	61	3	119.0	119.0	630.50	634.69			24.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	61	4	1.0	1.0	630.50	635.01			27.4	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	61	4	41.0	41.0	630.50	635.41			49.4	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	62	2	52.0	52.0	640.00	642.02	3.8	0.5	27.5	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	62	2	53.0	53.0	640.00	642.03			23.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	63	2	49.0	49.0	649.50	651.49			36.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	63	2	52.0	52.0	649.50	651.52	4.4	1.6	23.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	63	3	118.0	118.0	649.50	653.68			32.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	64	1	41.0	41.0	659.00	659.41			36.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	64	2	119.0	119.0	659.00	661.69			34.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	64	3	1.0	1.0	659.00	662.01			34.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	66	1	30.0	30.0	678.00	678.30			29.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	66	1	44.0	44.0	678.00	678.44	4.4	0.7	30.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	66	2	110.0	110.0	678.00	680.60			32.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	66	2	145.0	145.0	678.00	680.95			48.8	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	67	1	62.0	62.0	687.50	688.12	3.4	0.9	20.6	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	67	2	99.0	99.0	687.50	689.99			45.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	67	2	119.0	119.0	687.50	690.19			49.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	67	3	1.0	1.0	687.50	690.51			41.2	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	68	1	49.0	49.0	697.00	697.49			38.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	68	1	66.0	66.0	697.00	697.66	6.7	0.8	49.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	69	2	52.0	52.0	706.50	708.52	7.2	1.1	50.3	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	70	2	52.0	52.0	716.00	718.02	5.8	0.9	40.6	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	70	2	105.0	105.0	716.00	718.55			54.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	70	2	143.0	143.0	716.00	718.93			39.7	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	70	3	1.0	1.0	716.00	719.01			39.3	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	70	3	94.0	94.0	716.00	719.94			42.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	71	2	52.0	52.0	720.50	722.52	6.0	0.9	42.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	71	2	83.0	83.0	720.50	722.83			32.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	72	2	32.0	32.0	725.50	727.32			58.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	72	2	52.0	52.0	725.50	727.52	0.6	0.7	0.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	72	4	57.0	57.0	725.50	730.57			49.4	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	73	2	52.0	52.0	735.00	737.02	4.7	1.1	30.1	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	A	73	3	119.0	119.0	735.00	739.19			33.6	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	A	73	4	1.0	1.0	735.00	739.51			34.6	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	2	2	52.0	52.0	734.00	736.02	2.7	1.2	12.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	B	2	3	81.0	81.0	734.00	737.81			28.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	2	4	119.0	119.0	734.00	739.69			18.2	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	2	5	1.0	1.0	734.00	740.01			20.6	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	3	1	59.0	59.0	743.50	744.09			13.2	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	3	3	48.0	48.0	743.50	746.98			61.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	4	2	118.0	118.0	753.00	755.68			38.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	4	3	63.0	63.0	753.00	756.63			25.4	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	4	3	93.0	93.0	753.00	756.93			48.8	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	4	4	55.0	55.0	753.00	758.05	6.0	1.3	39.4	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	B	4	5	18.0	18.0	753.00	759.18			39.6	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	4	5	18.0	18.0	753.00	759.18			42.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	5	1	81.0	81.0	762.50	763.31			35.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	5	2	52.0	52.0	762.50	764.52	3.7	1.0	21.9	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	B	5	6	112.0	112.0	762.50	771.12			33.3	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	5	7	1.0	1.0	762.50	771.51			39.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	6	1	78.0	78.0	772.00	772.78			25.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	6	1	137.0	137.0	772.00	773.37			11.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	6	3	55.0	55.0	772.00	775.55			58.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	6	3	56.0	56.0	772.00	775.56			87.6	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	8	3	119.0	119.0	791.00	795.19			78.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	10	3	20.0	20.0	803.50	806.70			48.8	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	10	3	52.0	52.0	803.50	807.02			41.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	14	1	127.0	127.0	837.00	838.27			74.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	14	2	57.0	57.0	837.00	839.07			9.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	15	2	17.0	17.0	846.00	847.67			8.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	18	1	120.0	120.0	873.00	874.20			37.1	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	20	1	14.0	14.0	891.00	891.14			9.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	20	1	14.0	14.0	891.00	891.14			12.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	20	1	14.0	14.0	891.00	891.14			63.4	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	22	1	14.0	14.0	905.00	905.14			8.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	22	2	46.0	46.0	905.00	906.96			28.4	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	25	1	5.0	5.0	932.50	932.55			8.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	25	3	149.0	149.0	932.50	936.99			7.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	25	4	31.0	31.0	932.50	937.31			10.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	26	1	28.0	28.0	941.50	941.78			34.2	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	26	3	142.0	142.0	941.50	945.92			8.5	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	27	2	113.0	113.0	950.50	953.13	1.0	0.2	7.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	B	27	3	113.0	113.0	950.50	954.63	2.2	0.2	16.4	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	B	28	4	84.0	84.0	959.50	964.84	1.7	0.1	13.0	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	B	29	1	113.0	113.0	968.50	969.63	2.3	0.3	16.2	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	B	30	3	83.0	83.0	977.50	981.33	2.6	0.3	18.7	LECO WR-12 ANALYZER (total and/or organic)	DSDP SHORE LABORATORY
79	547	B	30	4	36.0	36.0	977.50	982.36			26.9	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	34	1	119.0	119.0	1009.50	1010.69			10.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
79	547	B	34	2	1.0	1.0	1009.50	1011.01			13.4	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		1	1	10.0	10.0	0.00	0.10			48.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		1	1	101.0	101.0	0.00	1.01			22.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		1	2	101.0	101.0	0.00	2.51			17.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		2	1	44.0	44.0	4.00	4.44			14.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		2	2	44.0	44.0	4.00	5.94			19.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		2	3	44.0	44.0	4.00	7.44			19.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		2	4	36.0	36.0	4.00	8.86			23.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		2	5	36.0	36.0	4.00	10.36			19.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		2	6	36.0	36.0	4.00	11.86			20.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		3	1	37.0	37.0	13.50	13.87			23.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		3	1	57.0	57.0	13.50	14.07			47.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		3	2	57.0	57.0	13.50	15.57			24.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		3	3	57.0	57.0	13.50	17.07			23.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		3	4	57.0	57.0	13.50	18.57			22.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		3	5	57.0	57.0	13.50	20.07			15.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		3	6	57.0	57.0	13.50	21.57			18.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		4	1	78.0	78.0	23.00	23.78			27.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		4	2	78.0	78.0	23.00	25.28			31.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		4	3	78.0	78.0	23.00	26.78			18.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		4	4	78.0	78.0	23.00	28.28			21.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		4	5	78.0	78.0	23.00	29.78			30.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		4	6	47.0	47.0	23.00	30.97			18.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		5	1	76.0	76.0	32.50	33.26			36.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		5	2	52.0	52.0	32.50	34.52			42.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		5	3	52.0	52.0	32.50	36.02			15.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		5	4	52.0	52.0	32.50	37.52			18.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		5	5	52.0	52.0	32.50	39.02			25.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		5	6	52.0	52.0	32.50	40.52			16.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		6	1	69.0	69.0	42.00	42.69			33.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		6	2	33.0	33.0	42.00	43.83			36.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		6	3	31.0	31.0	42.00	45.31			29.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		6	4	31.0	31.0	42.00	46.81			29.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		6	5	31.0	31.0	42.00	48.31			16.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		6	6	31.0	31.0	42.00	49.81			12.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		7	1	87.0	87.0	51.50	52.37			24.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		7	2	87.0	87.0	51.50	53.87			19.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		7	3	87.0	87.0	51.50	55.37			17.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		7	4	87.0	87.0	51.50	56.87			33.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		7	5	36.0	36.0	51.50	57.86			28.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		7	6	52.0	52.0	51.50	59.52			59.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		8	1	92.0	92.0	61.00	61.92			56.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		8	2	92.0	92.0	61.00	63.42			49.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		8	3	92.0	92.0	61.00	64.92			51.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		8	4	92.0	92.0	61.00	66.42			47.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		8	5	92.0	92.0	61.00	67.92			48.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		8	6	92.0	92.0	61.00	69.42			50.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		9	2	46.0	46.0	70.50	72.46			51.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		10	2	46.0	46.0	75.00	76.96			37.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		10	3	46.0	46.0	75.00	78.46			37.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		10	4	46.0	46.0	75.00	79.96			35.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		10	5	46.0	46.0	75.00	81.46			40.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		10	6	46.0	46.0	75.00	82.96			47.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		11	1	76.0	76.0	80.00	80.76			28.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		11	2	76.0	76.0	80.00	82.26			22.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		11	3	76.0	76.0	80.00	83.76			13.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		11	4	76.0	76.0	80.00	85.26			8.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		11	5	76.0	76.0	80.00	86.76			29.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		12	2	38.0	38.0	89.50	91.38			18.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		13	1	9.0	9.0	92.00	92.09			14.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		13	2	9.0	9.0	92.00	93.59			44.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		13	3	9.0	9.0	92.00	95.09			49.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		13	4	9.0	9.0	92.00	96.59			42.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		13	5	9.0	9.0	92.00	98.09			18.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		13	6	9.0	9.0	92.00	99.59			38.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		14	2	20.0	20.0	99.00	100.70			22.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		15	1	66.0	66.0	100.00	100.66			39.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		15	2	66.0	66.0	100.00	102.16			51.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		15	3	66.0	66.0	100.00	103.66			22.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		15	4	66.0	66.0	100.00	105.16			48.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		15	5	66.0	66.0	100.00	106.66			46.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		15	6	66.0	66.0	100.00	108.16			41.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		16	1	47.0	47.0	108.50	108.97			46.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		16	2	47.0	47.0	108.50	110.47			53.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		16	3	47.0	47.0	108.50	111.97			11.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		16	4	47.0	47.0	108.50	113.47			47.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		16	5	47.0	47.0	108.50	114.97			12.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		16	6	47.0	47.0	108.50	116.47			13.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		17	1	64.0	64.0	118.00	118.64			47.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		17	2	64.0	64.0	118.00	120.14			21.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		17	3	64.0	64.0	118.00	121.64			37.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		17	4	64.0	64.0	118.00	123.14			22.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		17	5	64.0	64.0	118.00	124.64			19.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		18	1	4.0	4.0	126.00	126.04			41.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		18	2	4.0	4.0	126.00	127.54			20.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		18	3	4.0	4.0	126.00	129.04			48.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		18	4	4.0	4.0	126.00	130.54			9.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		19	2	89.0	89.0	131.00	133.39			40.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		19	3	89.0	89.0	131.00	134.89			17.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		20	1	50.0	50.0	136.00	136.50			22.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		20	2	50.0	50.0	136.00	138.00			62.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		20	3	50.0	50.0	136.00	139.50			29.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		21	1	76.0	76.0	141.00	141.76			49.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		21	2	76.0	76.0	141.00	143.26			51.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		21	3	76.0	76.0	141.00	144.76			40.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		22	1	121.0	121.0	141.00	142.21			52.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		22	2	121.0	121.0	141.00	143.71			54.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		22	3	121.0	121.0	141.00	145.21			49.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		23	2	28.0	28.0	151.00	152.78			59.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		24	2	67.0	67.0	156.00	158.17			42.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		25	1	25.0	25.0	161.00	161.25			54.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		25	2	25.0	25.0	161.00	162.75			51.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		26	2	89.0	89.0	166.00	168.39			53.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		27	2	37.0	37.0	171.00	172.87			58.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		28	2	85.0	85.0	176.00	178.35			53.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		28	3	85.0	85.0	176.00	179.85			54.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		29	1	83.0	83.0	181.00	181.83			61.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		29	2	83.0	83.0	181.00	183.33			62.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		29	3	83.0	83.0	181.00	184.83			70.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		30	2	83.0	83.0	186.00	188.33			62.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		30	3	83.0	83.0	186.00	189.83			67.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
80	548		31	2	83.0	83.0	191.00	193.33			61.0	CARBONATE BOMB (CaCO3 only)	DSDP SHIPBOARD
